j_offset	s_duration	s_measure	s_notes	s_intervals	s_isOnset	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
23.75	0.125	6	['F4', 'G4']	['M2']	[False, True]	6.0	1.0	8.0	V7/V	False	('C', 'E-', 'F', 'A')	C	F	2.0	dominant seventh chord	(0, 3, 5, 9)	E-	B-	5	5
23.875	0.125	6	['F4', 'A4']	['M3']	[False, True]	6.0	1.0	8.0	V7/V	False	('C', 'E-', 'F', 'A')	C	F	2.0	dominant seventh chord	(0, 3, 5, 9)	E-	B-	5	5
24.0	0.5	7	['B-3', 'D4', 'B-4', 'F5']	['M3', 'P1', 'P5']	[True, True, True, True]	7.0	2.0	9.0	V	True	('D', 'F', 'B-')	D	B-	1.0	major triad	(2, 5, 10)	E-	E-	5	None
24.5	0.5	7	['D4', 'B-4', 'F5']	['m6', 'm3']	[False, False, False]	7.0	2.0	9.0	V	False	('D', 'F', 'B-')	D	B-	1.0	major triad	(2, 5, 10)	E-	E-	5	None
25.0	0.5	7	['E-4', 'G5']	['M3']	[True, True]	7.0	2.0	9.0	V	False	('D', 'F', 'B-')	D	B-	1.0	major triad	(2, 5, 10)	E-	E-	5	None
25.5	0.5	7	['C4', 'E-5']	['m3']	[True, True]	7.0	2.0	9.0	V	False	('D', 'F', 'B-')	D	B-	1.0	major triad	(2, 5, 10)	E-	E-	5	None
26.0	0.5	7	['B-3', 'D5']	['M3']	[True, True]	7.0	2.0	10.0	V	True	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	E-	E-	5	None
26.5	0.5	7	['F4', 'B-4', 'D5']	['P4', 'M6']	[True, True, False]	7.0	2.0	10.0	V	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	E-	E-	5	None
27.0	0.5	7	['G4', 'E-5']	['m6']	[True, True]	7.0	2.0	10.0	V	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	E-	E-	5	None
27.5	0.5	7	['E-4', 'C5']	['M6']	[True, True]	7.0	2.0	10.0	V	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	E-	E-	5	None
28.0	0.5	8	['D4', 'B-4']	['m6']	[True, True]	8.0	4.0	11.0	V	True	('D', 'F', 'B-')	D	B-	1.0	major triad	(2, 5, 10)	E-	E-	5	None
28.5	0.5	8	['B-3', 'D4', 'B-4']	['M3', 'P1']	[True, False, False]	8.0	4.0	11.0	V	False	('D', 'F', 'B-')	D	B-	1.0	major triad	(2, 5, 10)	E-	E-	5	None
29.0	0.5	8	['B-3', 'D4', 'A4']	['M3', 'M7']	[True, False, True]	8.0	4.0	11.0	V	False	('D', 'F', 'B-')	D	B-	1.0	major triad	(2, 5, 10)	E-	E-	5	None
29.5	0.5	8	['B-3', 'E-4', 'G4']	['P4', 'M6']	[True, True, True]	8.0	4.0	11.0	V	False	('D', 'F', 'B-')	D	B-	1.0	major triad	(2, 5, 10)	E-	E-	5	None
30.0	0.5	8	['B-3', 'D4', 'F4']	['M3', 'P5']	[True, True, True]	8.0	4.0	11.0	V	False	('D', 'F', 'B-')	D	B-	1.0	major triad	(2, 5, 10)	E-	E-	5	None
30.5	0.5	8	['B-3', 'D4', 'F4']	['M3', 'P5']	[True, True, True]	8.0	4.0	11.0	V	False	('D', 'F', 'B-')	D	B-	1.0	major triad	(2, 5, 10)	E-	E-	5	None
31.0	0.5	8	['A3', 'C4', 'F4']	['m3', 'm6']	[True, True, True]	8.0	4.0	11.0	V	False	('D', 'F', 'B-')	D	B-	1.0	major triad	(2, 5, 10)	E-	E-	5	None
31.5	0.5	8	['G3', 'B-3', 'F4']	['m3', 'm7']	[True, True, True]	8.0	4.0	11.0	V	False	('D', 'F', 'B-')	D	B-	1.0	major triad	(2, 5, 10)	E-	E-	5	None
32.0	0.5	9	['F3', 'A3', 'F4']	['M3', 'P1']	[True, True, True]	9.0	2.0	12.0	V7/V	True	('A', 'C', 'E-', 'F')	A	F	1.0	dominant seventh chord	(0, 3, 5, 9)	E-	B-	5	5
32.5	0.5	9	['E-3', 'F4', 'G4']	['M2', 'M3']	[True, False, True]	9.0	2.0	12.0	V7/V	False	('A', 'C', 'E-', 'F')	A	F	1.0	dominant seventh chord	(0, 3, 5, 9)	E-	B-	5	5
33.0	0.5	9	['D3', 'F4']	['m3']	[True, False]	9.0	2.0	12.0	V7/V	False	('A', 'C', 'E-', 'F')	A	F	1.0	dominant seventh chord	(0, 3, 5, 9)	E-	B-	5	5
33.5	0.25	9	['C3', 'E-4', 'G4']	['m3', 'P5']	[True, True, True]	9.0	2.0	12.0	V7/V	False	('A', 'C', 'E-', 'F')	A	F	1.0	dominant seventh chord	(0, 3, 5, 9)	E-	B-	5	5
33.75	0.25	9	['C3', 'E-4', 'A4']	['m3', 'M6']	[False, False, True]	9.0	2.0	12.0	V7/V	False	('A', 'C', 'E-', 'F')	A	F	1.0	dominant seventh chord	(0, 3, 5, 9)	E-	B-	5	5
34.0	0.25	9	['B-3', 'D4', 'B-4']	['M3', 'P1']	[True, True, True]	9.0	2.0	13.0	V	True	('D', 'F', 'B-')	D	B-	1.0	major triad	(2, 5, 10)	E-	E-	5	None
34.25	0.25	9	['B-3', 'D4', 'C5']	['M3', 'M2']	[False, False, True]	9.0	2.0	13.0	V	False	('D', 'F', 'B-')	D	B-	1.0	major triad	(2, 5, 10)	E-	E-	5	None
34.5	0.25	9	['B-3', 'D4', 'D5']	['M3', 'M3']	[False, False, True]	9.0	2.0	13.0	V	False	('D', 'F', 'B-')	D	B-	1.0	major triad	(2, 5, 10)	E-	E-	5	None
34.75	0.25	9	['B-3', 'D4', 'E-5']	['M3', 'P4']	[False, False, True]	9.0	2.0	13.0	V	False	('D', 'F', 'B-')	D	B-	1.0	major triad	(2, 5, 10)	E-	E-	5	None
35.0	0.25	9	['F5']	[]	[True]	9.0	2.0	13.0	V	False	('D', 'F', 'B-')	D	B-	1.0	major triad	(2, 5, 10)	E-	E-	5	None
35.25	0.25	9	['G5']	[]	[True]	9.0	2.0	13.0	V	False	('D', 'F', 'B-')	D	B-	1.0	major triad	(2, 5, 10)	E-	E-	5	None
35.5	0.25	9	['A5']	[]	[True]	9.0	2.0	13.0	V	False	('D', 'F', 'B-')	D	B-	1.0	major triad	(2, 5, 10)	E-	E-	5	None
35.75	0.25	9	['B-5']	[]	[True]	9.0	2.0	13.0	V	False	('D', 'F', 'B-')	D	B-	1.0	major triad	(2, 5, 10)	E-	E-	5	None
36.0	0.5	10	['F5']	[]	[True]	10.0	2.0	14.0	V	True	('D', 'F', 'B-')	D	B-	1.0	major triad	(2, 5, 10)	E-	E-	5	None
36.5	0.5	10	['D5', 'F5']	['m3']	[True, False]	10.0	2.0	14.0	V	False	('D', 'F', 'B-')	D	B-	1.0	major triad	(2, 5, 10)	E-	E-	5	None
37.0	0.5	10	['C5', 'E-5']	['m3']	[True, True]	10.0	2.0	14.0	V	False	('D', 'F', 'B-')	D	B-	1.0	major triad	(2, 5, 10)	E-	E-	5	None
37.5	0.5	10	['F4', 'E-5']	['m7']	[True, False]	10.0	2.0	14.0	V	False	('D', 'F', 'B-')	D	B-	1.0	major triad	(2, 5, 10)	E-	E-	5	None
38.0	0.25	10	['B-4', 'D5']	['M3']	[True, True]	10.0	2.0	15.0	V7	True	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
38.25	0.25	10	['B-4', 'E-5']	['P4']	[False, True]	10.0	2.0	15.0	V7	False	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
38.5	0.25	10	['B-3', 'F5']	['P5']	[True, True]	10.0	2.0	15.0	V7	False	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
38.75	0.25	10	['B-3', 'G5']	['M6']	[False, True]	10.0	2.0	15.0	V7	False	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
39.0	0.25	10	['A-5']	[]	[True]	10.0	2.0	15.0	V7	False	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
39.25	0.25	10	['F5']	[]	[True]	10.0	2.0	15.0	V7	False	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
39.5	0.25	10	['B-3', 'D5']	['M3']	[True, True]	10.0	2.0	15.0	V7	False	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
39.75	0.25	10	['B-3', 'A-4']	['m7']	[False, True]	10.0	2.0	15.0	V7	False	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
40.0	0.5	11	['E-3', 'G4', 'B-4']	['M3', 'P5']	[True, True, True]	11.0	2.0	16.0	I	True	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
40.5	0.5	11	['E-2', 'G4', 'B-4']	['M3', 'P5']	[True, False, False]	11.0	2.0	16.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
41.0	0.25	11	['A-4', 'C5']	['M3']	[True, True]	11.0	2.0	16.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
41.25	0.25	11	['F4', 'A-4']	['m3']	[True, True]	11.0	2.0	16.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
41.5	0.25	11	['A-4', 'C5']	['M3']	[True, True]	11.0	2.0	16.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
41.75	0.25	11	['F4', 'A-4']	['m3']	[True, True]	11.0	2.0	16.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
42.0	0.5	11	['E-4', 'G4', 'B-5']	['M3', 'P5']	[True, True, True]	11.0	2.0	17.0	I	True	('G', 'B-', 'E-')	G	E-	1.0	major triad	(3, 7, 10)	E-	E-	1	None
42.5	0.5	11	['E-3', 'G4', 'B-5']	['M3', 'P5']	[True, False, False]	11.0	2.0	17.0	I	False	('G', 'B-', 'E-')	G	E-	1.0	major triad	(3, 7, 10)	E-	E-	1	None
43.0	0.25	11	['A-4', 'C6']	['M3']	[True, True]	11.0	2.0	17.0	I	False	('G', 'B-', 'E-')	G	E-	1.0	major triad	(3, 7, 10)	E-	E-	1	None
43.25	0.25	11	['F4', 'A-5']	['m3']	[True, True]	11.0	2.0	17.0	I	False	('G', 'B-', 'E-')	G	E-	1.0	major triad	(3, 7, 10)	E-	E-	1	None
43.5	0.25	11	['A-4', 'C6']	['M3']	[True, True]	11.0	2.0	17.0	I	False	('G', 'B-', 'E-')	G	E-	1.0	major triad	(3, 7, 10)	E-	E-	1	None
43.75	0.25	11	['F4', 'A-5']	['m3']	[True, True]	11.0	2.0	17.0	I	False	('G', 'B-', 'E-')	G	E-	1.0	major triad	(3, 7, 10)	E-	E-	1	None
44.0	0.5	12	['E-4', 'B-4', 'G5']	['P5', 'M3']	[True, True, True]	12.0	4.0	18.0	I	True	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
44.5	0.5	12	['E-3', 'B-4', 'G5']	['P5', 'M3']	[True, False, False]	12.0	4.0	18.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
45.0	0.25	12	['C5', 'A-5']	['m6']	[True, True]	12.0	4.0	18.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
45.25	0.25	12	['A-4', 'F5']	['M6']	[True, True]	12.0	4.0	18.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
45.5	0.25	12	['C5', 'A-5']	['m6']	[True, True]	12.0	4.0	18.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
45.75	0.25	12	['A-4', 'F5']	['M6']	[True, True]	12.0	4.0	18.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
46.0	0.25	12	['E-4', 'G4', 'E-5']	['M3', 'P1']	[True, True, True]	12.0	4.0	18.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
46.25	0.25	12	['D4', 'D5']	['P1']	[True, True]	12.0	4.0	18.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
46.5	0.25	12	['E-4', 'E-5']	['P1']	[True, True]	12.0	4.0	18.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
46.75	0.25	12	['B-3', 'B-4']	['P1']	[True, True]	12.0	4.0	18.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
47.0	0.25	12	['A-3', 'A-4']	['P1']	[True, True]	12.0	4.0	18.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
47.25	0.25	12	['G3', 'G4']	['P1']	[True, True]	12.0	4.0	18.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
47.5	0.25	12	['F3', 'F4']	['P1']	[True, True]	12.0	4.0	18.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
47.75	0.25	12	['E-3', 'E-4']	['P1']	[True, True]	12.0	4.0	18.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
48.0	0.5	13	['D3', 'D4']	['P1']	[True, True]	13.0	2.0	19.0	V	True	('D', 'F', 'B-')	D	B-	1.0	major triad	(2, 5, 10)	E-	E-	5	None
48.5	0.5	13	['B-3', 'B-4']	['P1']	[True, True]	13.0	2.0	19.0	V	False	('D', 'F', 'B-')	D	B-	1.0	major triad	(2, 5, 10)	E-	E-	5	None
49.0	0.5	13	['B-3', 'B-4']	['P1']	[True, True]	13.0	2.0	19.0	V	False	('D', 'F', 'B-')	D	B-	1.0	major triad	(2, 5, 10)	E-	E-	5	None
49.5	0.5	13	['B-3', 'B-4']	['P1']	[True, True]	13.0	2.0	19.0	V	False	('D', 'F', 'B-')	D	B-	1.0	major triad	(2, 5, 10)	E-	E-	5	None
50.0	0.25	13	['E-4', 'E-5']	['P1']	[True, True]	13.0	2.0	20.0	I	True	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
50.25	0.25	13	['D4', 'D5']	['P1']	[True, True]	13.0	2.0	20.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
50.5	0.25	13	['E-4', 'E-5']	['P1']	[True, True]	13.0	2.0	20.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
