j_offset	s_duration	s_measure	s_notes	s_intervals	s_isOnset	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
9.0	0.5	3	['G3', 'B4', 'D5']	['M3', 'P5']	[False, True, True]	3.0	2.0	3.0	VII	False	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	a	a	7	None
9.5	0.5	3	['G3', 'G4', 'B4']	['P1', 'M3']	[False, True, True]	3.0	2.0	3.0	VII	False	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	a	a	7	None
10.0	0.5	3	['F3', 'A4', 'C5']	['M3', 'P5']	[True, True, True]	3.0	2.0	4.0	VI	True	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	a	a	6	None
10.5	0.5	3	['F3', 'G4', 'B4']	['M2', 'A4']	[False, True, True]	3.0	2.0	4.0	VI	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	a	a	6	None
11.0	0.5	3	['F3', 'A4', 'C5']	['M3', 'P5']	[False, True, True]	3.0	2.0	4.0	VI	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	a	a	6	None
11.5	0.5	3	['F3', 'F4', 'A4']	['P1', 'M3']	[False, True, True]	3.0	2.0	4.0	VI	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	a	a	6	None
12.0	2.0	4	['E3', 'G4', 'B4']	['m3', 'P5']	[True, True, True]	4.0	2.0	5.0	v	True	('E', 'G', 'B')	E	E	0.0	minor triad	(4, 7, 11)	a	a	5	None
14.0	1.0	4	['C3', 'C5', 'E5']	['P1', 'M3']	[True, True, True]	4.0	2.0	6.0	III	True	('C', 'E')	C	C	0.0	Major Third	(0, 4)	a	a	3	None
15.0	1.0	4	['C3', 'C5', 'E5']	['P1', 'M3']	[True, True, True]	4.0	2.0	6.0	III	False	('C', 'E')	C	C	0.0	Major Third	(0, 4)	a	a	3	None
16.0	1.0	5	['G3', 'B4', 'D5']	['M3', 'P5']	[True, True, True]	5.0	4.0	7.0	VII	True	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	a	a	7	None
17.0	0.5	5	['G3', 'G4', 'B4']	['P1', 'M3']	[False, True, False]	5.0	4.0	7.0	VII	False	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	a	a	7	None
17.5	0.5	5	['G3', 'A4', 'B4']	['M2', 'M3']	[False, True, False]	5.0	4.0	7.0	VII	False	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	a	a	7	None
18.0	0.5	5	['G3', 'B4']	['M3']	[True, True]	5.0	4.0	7.0	VII	False	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	a	a	7	None
18.5	0.5	5	['G3', 'B4', 'C5']	['M3', 'P4']	[False, False, True]	5.0	4.0	7.0	VII	False	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	a	a	7	None
19.0	0.5	5	['G3', 'B4', 'D5']	['M3', 'P5']	[True, True, True]	5.0	4.0	7.0	VII	False	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	a	a	7	None
19.5	0.5	5	['G3', 'B4']	['M3']	[False, False]	5.0	4.0	7.0	VII	False	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	a	a	7	None
20.0	1.0	6	['E3', 'G4', 'C#5']	['m3', 'M6']	[True, True, True]	6.0	4.0	8.0	viio	True	('E', 'G', 'C#')	E	C#	1.0	diminished triad	(1, 4, 7)	d	d	#7	None
21.0	1.0	6	['E3', 'G4', 'D5']	['m3', 'm7']	[False, False, True]	6.0	4.0	8.0	viio	False	('E', 'G', 'C#')	E	C#	1.0	diminished triad	(1, 4, 7)	d	d	#7	None
22.0	2.0	6	['E3', 'G4', 'C#5']	['m3', 'M6']	[False, False, True]	6.0	4.0	8.0	viio	False	('E', 'G', 'C#')	E	C#	1.0	diminished triad	(1, 4, 7)	d	d	#7	None
24.0	4.0	7	['D3', 'A4', 'D5']	['P5', 'P1']	[True, True, True]	7.0	4.0	9.0	i	True	('D', 'A')	D	D	0.0	Perfect Fifth	(2, 9)	d	d	1	None
28.0	0.5	8	['G3']	[]	[True]	8.0	2.0	10.0	IV	True	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	d	d	4	None
28.5	0.5	8	['G3', 'A3']	['M2']	[False, True]	8.0	2.0	10.0	IV	False	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	d	d	4	None
29.0	0.5	8	['G3', 'B3']	['M3']	[False, True]	8.0	2.0	10.0	IV	False	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	d	d	4	None
29.5	0.5	8	['G3']	[]	[False]	8.0	2.0	10.0	IV	False	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	d	d	4	None
30.0	0.5	8	['A3', 'C4']	['m3']	[True, True]	8.0	2.0	11.0	vi	True	('A', 'C')	A	A	0.0	Minor Third	(0, 9)	C	C	6	None
30.5	0.5	8	['B3', 'C4']	['m2']	[True, False]	8.0	2.0	11.0	vi	False	('A', 'C')	A	A	0.0	Minor Third	(0, 9)	C	C	6	None
31.0	0.5	8	['C4']	[]	[False]	8.0	2.0	11.0	vi	False	('A', 'C')	A	A	0.0	Minor Third	(0, 9)	C	C	6	None
31.5	0.5	8	['A3', 'C4']	['m3']	[True, False]	8.0	2.0	11.0	vi	False	('A', 'C')	A	A	0.0	Minor Third	(0, 9)	C	C	6	None
32.0	0.5	9	['G3', 'B3']	['M3']	[True, True]	9.0	2.0	12.0	V	True	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
32.5	0.5	9	['G3', 'A3', 'C4']	['M2', 'P4']	[False, True, True]	9.0	2.0	12.0	V	False	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
33.0	0.5	9	['G3', 'B3', 'D4']	['M3', 'P5']	[False, True, True]	9.0	2.0	12.0	V	False	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
33.5	0.5	9	['G3', 'B3']	['M3']	[False, True]	9.0	2.0	12.0	V	False	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
34.0	0.5	9	['C3', 'A3', 'C4']	['M6', 'P1']	[True, True, True]	9.0	2.0	13.0	vi	True	('C', 'E', 'A')	C	A	1.0	minor triad	(0, 4, 9)	C	C	6	None
34.5	0.5	9	['C3', 'B3', 'D4']	['M7', 'M2']	[False, True, True]	9.0	2.0	13.0	vi	False	('C', 'E', 'A')	C	A	1.0	minor triad	(0, 4, 9)	C	C	6	None
35.0	0.5	9	['C3', 'C4', 'E4']	['P1', 'M3']	[False, True, True]	9.0	2.0	13.0	vi	False	('C', 'E', 'A')	C	A	1.0	minor triad	(0, 4, 9)	C	C	6	None
35.5	0.5	9	['C3', 'A3', 'C4']	['M6', 'P1']	[False, True, True]	9.0	2.0	13.0	vi	False	('C', 'E', 'A')	C	A	1.0	minor triad	(0, 4, 9)	C	C	6	None
36.0	0.5	10	['G2', 'D3', 'F#3', 'A3', 'B3', 'D4', 'G4']	['P5', 'M7', 'M2', 'M3', 'P5', 'P1']	[True, True, True, True, True, True, True]	10.0	2.0	14.0	V	True	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
36.5	0.5	10	['G2', 'C4', 'D4', 'A4']	['P4', 'P5', 'M2']	[False, True, False, True]	10.0	2.0	14.0	V	False	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
37.0	0.5	10	['G2', 'D4', 'B4']	['P5', 'M3']	[False, False, True]	10.0	2.0	14.0	V	False	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
37.5	0.5	10	['G2', 'B3', 'D4', 'G4']	['M3', 'P5', 'P1']	[False, True, False, True]	10.0	2.0	14.0	V	False	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
38.0	0.5	10	['C3', 'C4', 'E4', 'A4']	['P1', 'M3', 'M6']	[True, True, True, True]	10.0	2.0	15.0	vi	True	('C', 'E', 'A')	C	A	1.0	minor triad	(0, 4, 9)	C	C	6	None
38.5	0.5	10	['C3', 'D4', 'B4']	['M2', 'M7']	[False, True, True]	10.0	2.0	15.0	vi	False	('C', 'E', 'A')	C	A	1.0	minor triad	(0, 4, 9)	C	C	6	None
39.0	0.5	10	['C3', 'C4', 'E4', 'C5']	['P1', 'M3', 'P1']	[False, True, True, True]	10.0	2.0	15.0	vi	False	('C', 'E', 'A')	C	A	1.0	minor triad	(0, 4, 9)	C	C	6	None
39.5	0.5	10	['C3', 'C4', 'E4', 'A4']	['P1', 'M3', 'M6']	[False, True, True, True]	10.0	2.0	15.0	vi	False	('C', 'E', 'A')	C	A	1.0	minor triad	(0, 4, 9)	C	C	6	None
40.0	0.5	11	['G3', 'D4', 'G4', 'B4']	['P5', 'P1', 'M3']	[True, True, True, True]	11.0	2.0	16.0	V	True	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
40.5	0.5	11	['G3', 'C4', 'D4', 'A4', 'C5']	['P4', 'P5', 'M2', 'P4']	[False, True, False, True, True]	11.0	2.0	16.0	V	False	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
41.0	0.5	11	['G3', 'B3', 'D4', 'B4', 'D5']	['M3', 'P5', 'M3', 'P5']	[False, True, False, True, True]	11.0	2.0	16.0	V	False	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
41.5	0.5	11	['G3', 'D4', 'G4', 'B4']	['P5', 'P1', 'M3']	[False, False, True, True]	11.0	2.0	16.0	V	False	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
42.0	0.5	11	['C4', 'E4', 'A4', 'C5']	['M3', 'M6', 'P1']	[True, True, True, True]	11.0	2.0	17.0	vi	True	('C', 'E', 'A')	C	A	1.0	minor triad	(0, 4, 9)	C	C	6	None
42.5	0.5	11	['B3', 'C4', 'D4', 'B4', 'D5']	['m2', 'm3', 'P1', 'm3']	[True, False, True, True, True]	11.0	2.0	17.0	vi	False	('C', 'E', 'A')	C	A	1.0	minor triad	(0, 4, 9)	C	C	6	None
43.0	0.5	11	['A3', 'C4', 'C5', 'E5']	['m3', 'm3', 'P5']	[True, False, True, True]	11.0	2.0	17.0	vi	False	('C', 'E', 'A')	C	A	1.0	minor triad	(0, 4, 9)	C	C	6	None
43.5	0.5	11	['C4', 'E4', 'A4', 'C5']	['M3', 'M6', 'P1']	[False, True, True, True]	11.0	2.0	17.0	vi	False	('C', 'E', 'A')	C	A	1.0	minor triad	(0, 4, 9)	C	C	6	None
44.0	0.5	12	['G3', 'B3', 'D4', 'B4', 'D5']	['M3', 'P5', 'M3', 'P5']	[True, True, True, True, True]	12.0	2.0	18.0	V	True	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
44.5	0.5	12	['G3', 'A3', 'C4', 'C5', 'D5']	['M2', 'P4', 'P4', 'P5']	[False, True, True, True, False]	12.0	2.0	18.0	V	False	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
45.0	0.5	12	['G3', 'B3', 'D5']	['M3', 'P5']	[False, True, False]	12.0	2.0	18.0	V	False	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
45.5	0.5	12	['G3', 'B3', 'D4', 'B4', 'D5']	['M3', 'P5', 'M3', 'P5']	[False, True, True, True, False]	12.0	2.0	18.0	V	False	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
46.0	0.5	12	['C3', 'A3', 'C4', 'C5', 'E5']	['M6', 'P1', 'P1', 'M3']	[True, True, True, True, True]	12.0	2.0	19.0	vi	True	('C', 'E', 'A')	C	A	1.0	minor triad	(0, 4, 9)	C	C	6	None
46.5	0.5	12	['C3', 'B3', 'D5']	['M7', 'M2']	[False, True, True]	12.0	2.0	19.0	vi	False	('C', 'E', 'A')	C	A	1.0	minor triad	(0, 4, 9)	C	C	6	None
47.0	0.5	12	['C3', 'A3', 'C4', 'C5', 'E5']	['M6', 'P1', 'P1', 'M3']	[False, True, True, True, True]	12.0	2.0	19.0	vi	False	('C', 'E', 'A')	C	A	1.0	minor triad	(0, 4, 9)	C	C	6	None
47.5	0.5	12	['C3', 'A3', 'C4', 'C5', 'E5']	['M6', 'P1', 'P1', 'M3']	[False, True, True, True, True]	12.0	2.0	19.0	vi	False	('C', 'E', 'A')	C	A	1.0	minor triad	(0, 4, 9)	C	C	6	None
48.0	0.5	13	['G2', 'B3', 'D5']	['M3', 'P5']	[True, True, True]	13.0	2.0	20.0	V	True	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
48.5	0.5	13	['G2', 'A3', 'C4', 'C5', 'D5']	['M2', 'P4', 'P4', 'P5']	[False, True, True, True, False]	13.0	2.0	20.0	V	False	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
49.0	0.5	13	['G2', 'G3', 'D4', 'B4', 'D5']	['P1', 'P5', 'M3', 'P5']	[False, True, True, True, False]	13.0	2.0	20.0	V	False	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
49.5	0.5	13	['G2', 'B3', 'D5']	['M3', 'P5']	[False, True, False]	13.0	2.0	20.0	V	False	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
50.0	0.5	13	['C3', 'A3', 'C4', 'C5', 'E5']	['M6', 'P1', 'P1', 'M3']	[True, True, True, True, True]	13.0	2.0	21.0	vi	True	('C', 'E', 'A')	C	A	1.0	minor triad	(0, 4, 9)	C	C	6	None
50.5	0.5	13	['C3', 'B3', 'C4', 'B4', 'D5']	['M7', 'P1', 'M7', 'M2']	[False, True, False, True, True]	13.0	2.0	21.0	vi	False	('C', 'E', 'A')	C	A	1.0	minor triad	(0, 4, 9)	C	C	6	None
51.0	0.5	13	['C3', 'C4', 'A4', 'C5']	['P1', 'M6', 'P1']	[False, True, True, True]	13.0	2.0	21.0	vi	False	('C', 'E', 'A')	C	A	1.0	minor triad	(0, 4, 9)	C	C	6	None
51.5	0.5	13	['C3', 'A3', 'C4', 'C5', 'E5']	['M6', 'P1', 'P1', 'M3']	[False, True, False, True, True]	13.0	2.0	21.0	vi	False	('C', 'E', 'A')	C	A	1.0	minor triad	(0, 4, 9)	C	C	6	None
52.0	0.5	14	['G3', 'B3', 'D4', 'B4', 'D5']	['M3', 'P5', 'M3', 'P5']	[True, True, True, True, True]	14.0	2.0	22.0	V	True	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
52.5	0.5	14	['G3', 'C4', 'D4', 'A4', 'C5']	['P4', 'P5', 'M2', 'P4']	[False, True, False, True, True]	14.0	2.0	22.0	V	False	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
53.0	0.5	14	['G3', 'D4', 'G4', 'B4']	['P5', 'P1', 'M3']	[False, False, True, True]	14.0	2.0	22.0	V	False	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
53.5	0.5	14	['G3', 'B3', 'D4', 'B4', 'D5']	['M3', 'P5', 'M3', 'P5']	[False, True, False, True, True]	14.0	2.0	22.0	V	False	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
54.0	0.5	14	['C3', 'C4', 'E4', 'A4', 'C5']	['P1', 'M3', 'M6', 'P1']	[True, True, True, True, True]	14.0	2.0	23.0	vi	True	('C', 'E', 'A')	C	A	1.0	minor triad	(0, 4, 9)	C	C	6	None
54.5	0.5	14	['C3', 'C4', 'E4', 'B4', 'D5']	['P1', 'M3', 'M7', 'M2']	[False, False, False, True, True]	14.0	2.0	23.0	vi	False	('C', 'E', 'A')	C	A	1.0	minor triad	(0, 4, 9)	C	C	6	None
55.0	0.5	14	['C3', 'C4', 'E4', 'C5', 'E5']	['P1', 'M3', 'P1', 'M3']	[True, False, True, True, True]	14.0	2.0	23.0	vi	False	('C', 'E', 'A')	C	A	1.0	minor triad	(0, 4, 9)	C	C	6	None
55.5	0.5	14	['C3', 'C4', 'E4', 'A4', 'C5']	['P1', 'M3', 'M6', 'P1']	[False, False, False, True, True]	14.0	2.0	23.0	vi	False	('C', 'E', 'A')	C	A	1.0	minor triad	(0, 4, 9)	C	C	6	None
56.0	0.5	15	['G2', 'D4', 'G4', 'B4', 'D5']	['P5', 'P1', 'M3', 'P5']	[True, True, True, True, True]	15.0	2.0	24.0	V	True	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
56.5	0.5	15	['G2', 'D4', 'G4', 'C5', 'D5']	['P5', 'P1', 'P4', 'P5']	[False, False, False, True, False]	15.0	2.0	24.0	V	False	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
57.0	0.5	15	['G2', 'D4', 'G4', 'D5']	['P5', 'P1', 'P5']	[False, False, False, False]	15.0	2.0	24.0	V	False	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
57.5	0.5	15	['G2', 'D4', 'G4', 'B4', 'D5']	['P5', 'P1', 'M3', 'P5']	[False, False, False, True, False]	15.0	2.0	24.0	V	False	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
58.0	1.0	15	['C3', 'E4', 'G4', 'C5']	['M3', 'P5', 'P1']	[True, True, False, True]	15.0	2.0	25.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
59.0	1.0	15	['C3', 'E4', 'G4', 'C5']	['M3', 'P5', 'P1']	[False, False, False, False]	15.0	2.0	25.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
60.0	2.0	16	['C3', 'E4', 'G4', 'C5']	['M3', 'P5', 'P1']	[False, False, False, False]	16.0	4.0	26.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
62.0	2.0	16	['C3', 'G3', 'C4', 'E4', 'G4']	['P5', 'P1', 'M3', 'P5']	[True, True, True, True, True]	16.0	4.0	26.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
64.0	1.0	17	['C3', 'G3', 'C4', 'E4', 'G4']	['P5', 'P1', 'M3', 'P5']	[True, True, True, True, True]	17.0	4.0	27.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
65.0	1.0	17	['C3', 'G3', 'D4', 'F4']	['P5', 'M2', 'P4']	[False, False, True, True]	17.0	4.0	27.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
66.0	1.0	17	['C3', 'G3', 'E4', 'G4']	['P5', 'M3', 'P5']	[False, False, True, True]	17.0	4.0	27.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
67.0	1.0	17	['C3', 'G3', 'D4', 'F4']	['P5', 'M2', 'P4']	[False, False, True, True]	17.0	4.0	27.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
68.0	1.0	18	['C3', 'G3', 'C4', 'E4', 'G4']	['P5', 'P1', 'M3', 'P5']	[True, True, True, True, True]	18.0	4.0	28.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
69.0	1.0	18	['C3', 'G3', 'D4', 'F4']	['P5', 'M2', 'P4']	[False, False, True, True]	18.0	4.0	28.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
70.0	1.0	18	['C3', 'G3', 'E4', 'G4']	['P5', 'M3', 'P5']	[False, False, True, True]	18.0	4.0	28.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
71.0	1.0	18	['C3', 'G3', 'D4', 'F4']	['P5', 'M2', 'P4']	[False, False, True, True]	18.0	4.0	28.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
72.0	1.0	19	['C3', 'G3', 'C4', 'E4', 'G4']	['P5', 'P1', 'M3', 'P5']	[True, True, True, True, True]	19.0	4.0	29.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
73.0	1.0	19	['C3', 'G3', 'D4', 'F4']	['P5', 'M2', 'P4']	[False, False, True, True]	19.0	4.0	29.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
74.0	1.0	19	['C3', 'G3', 'C4', 'E4']	['P5', 'P1', 'M3']	[False, False, True, True]	19.0	4.0	29.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
75.0	1.0	19	['C3', 'G3', 'D4', 'F4']	['P5', 'M2', 'P4']	[False, False, True, True]	19.0	4.0	29.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
76.0	1.0	20	['C3', 'G3', 'C4', 'E4', 'G4']	['P5', 'P1', 'M3', 'P5']	[True, True, True, True, True]	20.0	4.0	30.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
77.0	1.0	20	['C3', 'G3', 'D4', 'F4']	['P5', 'M2', 'P4']	[False, False, True, True]	20.0	4.0	30.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
78.0	1.0	20	['C3', 'G3', 'C4', 'E4']	['P5', 'P1', 'M3']	[False, True, True, True]	20.0	4.0	30.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
79.0	1.0	20	['C3', 'G3', 'D4', 'F4']	['P5', 'M2', 'P4']	[False, False, True, True]	20.0	4.0	30.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
80.0	1.0	21	['C3', 'G3', 'C4', 'E4', 'G4']	['P5', 'P1', 'M3', 'P5']	[True, True, True, True, True]	21.0	4.0	31.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
81.0	1.0	21	['C3', 'C4', 'E4', 'G4']	['P1', 'M3', 'P5']	[False, False, False, False]	21.0	4.0	31.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
82.0	2.0	21	['C3', 'G3', 'C4', 'E4']	['P5', 'P1', 'M3']	[False, True, True, True]	21.0	4.0	31.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
84.0	0.5	22	['C3', 'G3', 'C4', 'E4']	['P5', 'P1', 'M3']	[True, True, True, True]	22.0	4.0	32.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
84.5	0.5	22	['C3', 'F3', 'G3', 'C4', 'E4']	['P4', 'P5', 'P1', 'M3']	[False, True, False, False, False]	22.0	4.0	32.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
85.0	0.5	22	['C3', 'E3', 'G3', 'C4', 'E4']	['M3', 'P5', 'P1', 'M3']	[False, True, False, False, False]	22.0	4.0	32.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
85.5	0.5	22	['C3', 'D3', 'G3', 'C4', 'E4']	['M2', 'P5', 'P1', 'M3']	[False, True, False, False, False]	22.0	4.0	32.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
86.0	0.5	22	['C3', 'G3', 'C4', 'E4']	['P5', 'P1', 'M3']	[False, False, False, False]	22.0	4.0	32.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
86.5	0.5	22	['C3', 'D3', 'G3', 'C4', 'E4']	['M2', 'P5', 'P1', 'M3']	[False, True, False, False, False]	22.0	4.0	32.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
87.0	0.5	22	['C3', 'E3', 'G3', 'C4', 'E4']	['M3', 'P5', 'P1', 'M3']	[False, True, False, False, False]	22.0	4.0	32.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
