j_offset	s_duration	s_measure	s_notes	s_intervals	s_isOnset	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
12.0	0.5	7.0	['E-3', 'G3', 'B-3', 'E-5']	['M3', 'P5', 'P1']	[True, True, True, True]	7.0	0.5	10.0	I	True	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
12.5	0.5	7.0	['G2', 'G4', 'B-4']	['P1', 'm3']	[True, True, True]	7.0	0.5	11.0	I	True	('G', 'B-', 'E-')	G	E-	1.0	major triad	(3, 7, 10)	E-	E-	1	None
13.0	0.5	7.0	['A-2', 'F4', 'A-4']	['M6', 'P1']	[True, True, True]	7.0	0.5	12.0	ii	True	('A-', 'C', 'F')	A-	F	1.0	minor triad	(0, 5, 8)	E-	E-	2	None
13.5	0.5	7.0	['A2', 'E-4', 'G4']	['d5', 'm7']	[True, True, True]	7.0	0.5	13.0	viiø7/V	True	('A', 'C', 'E-', 'G')	A	A	0.0	half-diminished seventh chord	(0, 3, 7, 9)	E-	B-	7	5
14.0	0.5	8.0	['B-2', 'E-4', 'G4']	['P4', 'M6']	[True, True, True]	8.0	2.0	14.0	V	True	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	E-	E-	5	None
14.5	0.25	8.0	['B-3', 'E-4', 'G4']	['P4', 'M6']	[True, False, False]	8.0	2.0	14.0	V	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	E-	E-	5	None
14.75	0.25	8.0	['A3', 'E-4', 'G4']	['d5', 'm7']	[True, False, False]	8.0	2.0	14.0	V	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	E-	E-	5	None
15.0	0.5	8.0	['B-3', 'D4', 'F4']	['M3', 'P5']	[True, True, True]	8.0	2.0	14.0	V	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	E-	E-	5	None
15.5	0.5	8.0	['B-2']	[]	[True]	8.0	2.0	14.0	V	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	E-	E-	5	None
16.0	0.5	9.0	['B-3', 'D4', 'F4']	['M3', 'P5']	[True, True, True]	9.0	2.0	15.0	V7	True	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
16.5	0.5	9.0	['B-2', 'B-3', 'D4', 'F4']	['P1', 'M3', 'P5']	[True, False, False, False]	9.0	2.0	15.0	V7	False	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
17.0	0.5	9.0	['D3', 'B-3', 'F4']	['m6', 'm3']	[True, True, True]	9.0	2.0	15.0	V7	False	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
17.5	0.5	9.0	['B-2', 'B-3', 'F4', 'A-4']	['P1', 'P5', 'm7']	[True, True, True, True]	9.0	2.0	15.0	V7	False	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
18.0	0.5	10.0	['B-3', 'F4', 'A-4']	['P5', 'm7']	[True, True, True]	10.0	2.0	16.0	I	True	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
18.5	0.5	10.0	['E-3', 'B-3', 'F4', 'A-4']	['P5', 'M2', 'P4']	[True, False, False, False]	10.0	2.0	16.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
19.0	0.5	10.0	['G3', 'E-4', 'G4']	['m6', 'P1']	[True, True, True]	10.0	2.0	16.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
19.5	0.5	10.0	['E-3', 'B-4']	['P5']	[True, True]	10.0	2.0	16.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
20.0	0.5	11.0	['B-4']	[]	[True]	11.0	2.0	17.0	V7	True	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
20.5	0.5	11.0	['B-1', 'B-2', 'B-3', 'F4']	['P1', 'P1', 'P5']	[True, True, True, True]	11.0	2.0	17.0	V7	False	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
21.0	0.5	11.0	['D2', 'D3', 'B-3', 'F4']	['P1', 'm6', 'm3']	[True, True, True, True]	11.0	2.0	17.0	V7	False	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
21.5	0.5	11.0	['B-1', 'B-2', 'B-3', 'F4', 'A-4']	['P1', 'P1', 'P5', 'm7']	[True, True, True, True, True]	11.0	2.0	17.0	V7	False	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
22.0	0.5	12.0	['B-3', 'F4', 'A-4']	['P5', 'm7']	[True, True, True]	12.0	2.0	18.0	I	True	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
22.5	0.5	12.0	['E-2', 'E-3', 'B-3', 'F4', 'A-4']	['P1', 'P5', 'M2', 'P4']	[True, True, False, False, False]	12.0	2.0	18.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
23.0	0.5	12.0	['G2', 'G3', 'E-4', 'G4']	['P1', 'm6', 'P1']	[True, True, True, True]	12.0	2.0	18.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
23.5	0.5	12.0	['E-2', 'E-3', 'B-4']	['P1', 'P5']	[True, True, True]	12.0	2.0	18.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
24.0	0.5	13.0	['B-2', 'F3', 'B-3', 'F4', 'A-4', 'E-5']	['P5', 'P1', 'P5', 'm7', 'P4']	[True, True, True, True, True, True]	13.0	2.0	19.0	V7	True	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
24.5	0.5	13.0	['B-2', 'F3', 'B-3', 'F4', 'A-4', 'D5']	['P5', 'P1', 'P5', 'm7', 'M3']	[False, False, True, False, False, True]	13.0	2.0	19.0	V7	False	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
25.0	0.5	13.0	['B-2', 'F3', 'B-3', 'F4', 'A-4', 'D5']	['P5', 'P1', 'P5', 'm7', 'M3']	[False, False, True, False, False, False]	13.0	2.0	19.0	V7	False	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
25.5	0.25	13.0	['B-2', 'F3', 'B-3', 'F4', 'A-4', 'C5']	['P5', 'P1', 'P5', 'm7', 'M2']	[False, False, True, False, False, True]	13.0	2.0	19.0	V7	False	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
25.75	0.25	13.0	['B-2', 'F3', 'B-3', 'F4', 'A-4', 'B-4']	['P5', 'P1', 'P5', 'm7', 'P1']	[False, False, False, False, False, True]	13.0	2.0	19.0	V7	False	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
26.0	0.5	14.0	['B-2', 'F3', 'B-3', 'F4', 'A-4', 'E-5']	['P5', 'P1', 'P5', 'm7', 'P4']	[True, True, True, True, True, True]	14.0	2.0	20.0	V7	True	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
26.5	0.5	14.0	['B-2', 'F3', 'B-3', 'F4', 'A-4', 'D5']	['P5', 'P1', 'P5', 'm7', 'M3']	[False, False, True, False, False, True]	14.0	2.0	20.0	V7	False	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
27.0	0.5	14.0	['B-2', 'F3', 'B-3', 'F4', 'A-4', 'D5']	['P5', 'P1', 'P5', 'm7', 'M3']	[False, False, True, False, False, False]	14.0	2.0	20.0	V7	False	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
27.5	0.25	14.0	['B-2', 'F3', 'B-3', 'F4', 'A-4', 'C5']	['P5', 'P1', 'P5', 'm7', 'M2']	[False, False, True, False, False, True]	14.0	2.0	20.0	V7	False	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
27.75	0.25	14.0	['B-2', 'F3', 'B-3', 'F4', 'A-4', 'B-4']	['P5', 'P1', 'P5', 'm7', 'P1']	[False, False, False, False, False, True]	14.0	2.0	20.0	V7	False	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
28.0	0.5	15.0	['E-3', 'B-3', 'G4', 'E-5']	['P5', 'M3', 'P1']	[True, True, True, True]	15.0	1.0	21.0	I	True	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
28.5	0.5	15.0	['E-3', 'B-3', 'G4', 'B-4']	['P5', 'M3', 'P5']	[False, False, False, True]	15.0	1.0	21.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
29.0	0.25	15.0	['A-2', 'A-3', 'A-4', 'D5']	['P1', 'P1', 'A4']	[True, True, True, True]	15.0	1.0	22.0	IV	True	('A-', 'C', 'E-')	A-	A-	0.0	major triad	(0, 3, 8)	E-	E-	4	None
29.25	0.25	15.0	['A-2', 'A-3', 'A-4', 'C5']	['P1', 'P1', 'M3']	[False, False, False, True]	15.0	1.0	22.0	IV	False	('A-', 'C', 'E-')	A-	A-	0.0	major triad	(0, 3, 8)	E-	E-	4	None
29.5	0.25	15.0	['A-2', 'A-3', 'G4', 'B-4']	['P1', 'M7', 'M2']	[False, False, True, True]	15.0	1.0	22.0	IV	False	('A-', 'C', 'E-')	A-	A-	0.0	major triad	(0, 3, 8)	E-	E-	4	None
29.75	0.25	15.0	['A-2', 'A-3', 'F4', 'A-4']	['P1', 'M6', 'P1']	[False, False, True, True]	15.0	1.0	22.0	IV	False	('A-', 'C', 'E-')	A-	A-	0.0	major triad	(0, 3, 8)	E-	E-	4	None
30.0	1.0	16.0	['B-2', 'B-3', 'E-4', 'G4']	['P1', 'P4', 'M6']	[True, True, True, True]	16.0	2.0	23.0	V7	True	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
31.0	1.0	16.0	['B-2', 'A-3', 'B-3', 'D4', 'F4']	['m7', 'P1', 'M3', 'P5']	[True, True, True, True, True]	16.0	2.0	23.0	V7	False	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
32.0	0.5	17.0	['E-3', 'A-3', 'B-3', 'D4', 'F4']	['P4', 'P5', 'M7', 'M2']	[True, True, True, True, True]	17.0	2.0	24.0	I	True	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
32.5	0.5	17.0	['E-3', 'A-3', 'B-3', 'D4', 'F#4']	['P4', 'P5', 'M7', 'A2']	[False, False, False, False, True]	17.0	2.0	24.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
33.0	0.5	17.0	['E-3', 'G3', 'B-3', 'E-4', 'G4']	['M3', 'P5', 'P1', 'M3']	[False, True, False, True, True]	17.0	2.0	24.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
33.5	0.5	17.0	['B-4']	[]	[True]	17.0	2.0	24.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
34.0	0.25	18.0	['F3', 'E-5']	['m7']	[True, True]	18.0	2.0	25.0	V7	True	('F', 'A-', 'B-', 'D')	F	B-	2.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
34.25	0.25	18.0	['B-3', 'E-5']	['P4']	[True, False]	18.0	2.0	25.0	V7	False	('F', 'A-', 'B-', 'D')	F	B-	2.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
34.5	0.25	18.0	['A-3', 'F4', 'D5']	['M6', 'A4']	[True, True, True]	18.0	2.0	25.0	V7	False	('F', 'A-', 'B-', 'D')	F	B-	2.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
34.75	0.25	18.0	['B-3', 'F4', 'D5']	['P5', 'M3']	[True, False, False]	18.0	2.0	25.0	V7	False	('F', 'A-', 'B-', 'D')	F	B-	2.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
35.0	0.25	18.0	['F3', 'A-4', 'D5']	['m3', 'M6']	[True, True, False]	18.0	2.0	25.0	V7	False	('F', 'A-', 'B-', 'D')	F	B-	2.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
35.25	0.25	18.0	['B-3', 'A-4', 'D5']	['m7', 'M3']	[True, False, False]	18.0	2.0	25.0	V7	False	('F', 'A-', 'B-', 'D')	F	B-	2.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
35.5	0.25	18.0	['A-3', 'A-4', 'C5']	['P1', 'M3']	[True, False, True]	18.0	2.0	25.0	V7	False	('F', 'A-', 'B-', 'D')	F	B-	2.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
35.75	0.25	18.0	['B-3', 'A-4', 'B-4']	['m7', 'P1']	[True, False, True]	18.0	2.0	25.0	V7	False	('F', 'A-', 'B-', 'D')	F	B-	2.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
36.0	0.25	19.0	['F3', 'E-5']	['m7']	[True, True]	19.0	2.0	26.0	V7	True	('F', 'A-', 'B-', 'D')	F	B-	2.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
36.25	0.25	19.0	['B-3', 'E-5']	['P4']	[True, False]	19.0	2.0	26.0	V7	False	('F', 'A-', 'B-', 'D')	F	B-	2.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
36.5	0.25	19.0	['A-3', 'F4', 'D5']	['M6', 'A4']	[True, True, True]	19.0	2.0	26.0	V7	False	('F', 'A-', 'B-', 'D')	F	B-	2.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
36.75	0.25	19.0	['B-3', 'F4', 'D5']	['P5', 'M3']	[True, False, False]	19.0	2.0	26.0	V7	False	('F', 'A-', 'B-', 'D')	F	B-	2.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
37.0	0.25	19.0	['F3', 'A-4', 'D5']	['m3', 'M6']	[True, True, False]	19.0	2.0	26.0	V7	False	('F', 'A-', 'B-', 'D')	F	B-	2.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
37.25	0.25	19.0	['B-3', 'A-4', 'D5']	['m7', 'M3']	[True, False, False]	19.0	2.0	26.0	V7	False	('F', 'A-', 'B-', 'D')	F	B-	2.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
37.5	0.25	19.0	['A-3', 'A-4', 'C5']	['P1', 'M3']	[True, False, True]	19.0	2.0	26.0	V7	False	('F', 'A-', 'B-', 'D')	F	B-	2.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
37.75	0.25	19.0	['B-3', 'A-4', 'B-4']	['m7', 'P1']	[True, False, True]	19.0	2.0	26.0	V7	False	('F', 'A-', 'B-', 'D')	F	B-	2.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
38.0	0.25	20.0	['E-3', 'B-3', 'G4', 'E-5']	['P5', 'M3', 'P1']	[True, True, True, True]	20.0	1.0	27.0	I	True	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
38.25	0.25	20.0	['E-3', 'B-3', 'G4', 'D5']	['P5', 'M3', 'M7']	[False, False, False, True]	20.0	1.0	27.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
38.5	0.25	20.0	['E-3', 'G4', 'E-5']	['M3', 'P1']	[True, True, True]	20.0	1.0	27.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
38.75	0.25	20.0	['E-3', 'G4', 'B-4']	['M3', 'P5']	[False, False, True]	20.0	1.0	27.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
39.0	0.25	20.0	['A-3', 'A-4', 'D5']	['P1', 'A4']	[True, True, True]	20.0	1.0	28.0	IV	True	('A-', 'C', 'E-')	A-	A-	0.0	major triad	(0, 3, 8)	E-	E-	4	None
39.25	0.25	20.0	['A-3', 'A-4', 'C5']	['P1', 'M3']	[False, False, True]	20.0	1.0	28.0	IV	False	('A-', 'C', 'E-')	A-	A-	0.0	major triad	(0, 3, 8)	E-	E-	4	None
39.5	0.25	20.0	['A-3', 'G4', 'B-4']	['M7', 'M2']	[False, True, True]	20.0	1.0	28.0	IV	False	('A-', 'C', 'E-')	A-	A-	0.0	major triad	(0, 3, 8)	E-	E-	4	None
39.75	0.25	20.0	['A-3', 'F4', 'A-4']	['M6', 'P1']	[False, True, True]	20.0	1.0	28.0	IV	False	('A-', 'C', 'E-')	A-	A-	0.0	major triad	(0, 3, 8)	E-	E-	4	None
40.0	1.0	21.0	['B-3', 'E-4', 'G4']	['P4', 'M6']	[True, True, True]	21.0	2.0	29.0	V7	True	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
41.0	0.25	21.0	['B-2', 'A-3', 'E-4', 'G4']	['m7', 'P4', 'M6']	[True, True, True, True]	21.0	2.0	29.0	V7	False	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
41.25	0.25	21.0	['B-2', 'A-3', 'D4', 'F4']	['m7', 'M3', 'P5']	[False, False, True, True]	21.0	2.0	29.0	V7	False	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
41.5	0.25	21.0	['B-2', 'A-3', 'C4', 'E-4']	['m7', 'M2', 'P4']	[False, False, True, True]	21.0	2.0	29.0	V7	False	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
41.75	0.25	21.0	['B-2', 'A-3', 'D4', 'F4']	['m7', 'M3', 'P5']	[False, False, True, True]	21.0	2.0	29.0	V7	False	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
42.0	0.5	22.0	['E-3', 'G3', 'E-4']	['M3', 'P1']	[True, True, True]	22.0	2.0	30.0	I	True	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
42.5	0.5	22.0	['B-2', 'E-4']	['P4']	[True, False]	22.0	2.0	30.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
43.0	1.0	22.0	['E-2']	[]	[True]	22.0	2.0	30.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
44.0	0.25	23.0	['E-3', 'G3', 'A4']	['M3', 'A4']	[True, True, True]	23.0	2.0	31.0	I	True	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
44.25	0.25	23.0	['E-3', 'G3', 'B-4']	['M3', 'P5']	[False, False, True]	23.0	2.0	31.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
44.5	0.25	23.0	['E-3', 'B-3', 'F#4']	['P5', 'A2']	[False, True, True]	23.0	2.0	31.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
44.75	0.25	23.0	['E-3', 'B-3', 'G4']	['P5', 'M3']	[False, False, True]	23.0	2.0	31.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
45.0	0.25	23.0	['F#4']	[]	[True]	23.0	2.0	31.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
45.25	0.25	23.0	['G4']	[]	[True]	23.0	2.0	31.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
45.5	0.25	23.0	['E-3', 'B-3', 'F#4']	['P5', 'A2']	[True, True, True]	23.0	2.0	31.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
