onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ts_beats	ts_beat_type	measureNumberWithSuffix	continuous_beats	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral
36	12	4.5	9/2	1.5	3/2	4	3	8	4	9.0	B-2	46	True	B	-1	0	1.0	1	Cello	1	4	1.5	3	I	True	('B-', 'D', 'F')	B-	B-	0	major triad	(2, 5, 10)	B-	B-	1	None	I
42	2	5.25	21/4	0.25	1/4	4	3	8	4	10.5	F4	65	True	F	0	3/16	2.5	0	Cello	1	4	1.5	3	I	False	('B-', 'D', 'F')	B-	B-	0	major triad	(2, 5, 10)	B-	B-	1	None	I
44	2	5.5	11/2	0.25	1/4	4	3	8	4	11.0	B-4	70	True	B	-1	1/4	3.0	3	Cello	1	4	1.5	3	I	False	('B-', 'D', 'F')	B-	B-	0	major triad	(2, 5, 10)	B-	B-	1	None	I
46	2	5.75	23/4	0.25	1/4	4	3	8	4	11.5	D5	74	True	D	0	5/16	3.5	0	Cello	1	4	1.5	3	I	False	('B-', 'D', 'F')	B-	B-	0	major triad	(2, 5, 10)	B-	B-	1	None	I
48	2	6.0	6	0.25	1/4	5	3	8	5	12.0	C5	72	True	C	0	0	1.0	1	Cello	1	5	1.5	4	V	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	B-	B-	5	None	V
50	2	6.25	25/4	0.25	1/4	5	3	8	5	12.5	B-4	70	True	B	-1	1/16	1.5	0	Cello	1	5	1.5	4	V	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	B-	B-	5	None	V
52	2	6.5	13/2	0.25	1/4	5	3	8	5	13.0	A4	69	True	A	0	1/8	2.0	2	Cello	1	5	1.5	4	V	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	B-	B-	5	None	V
54	2	6.75	27/4	0.25	1/4	5	3	8	5	13.5	G4	67	True	G	0	3/16	2.5	0	Cello	1	5	1.5	4	V	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	B-	B-	5	None	V
56	2	7.0	7	0.25	1/4	5	3	8	5	14.0	A4	69	True	A	0	1/4	3.0	3	Cello	1	5	1.5	4	V	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	B-	B-	5	None	V
58	2	7.25	29/4	0.25	1/4	5	3	8	5	14.5	F4	65	True	F	0	5/16	3.5	0	Cello	1	5	1.5	4	V	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	B-	B-	5	None	V
60	2	7.5	15/2	0.25	1/4	6	3	8	6	15.0	B-4	70	True	B	-1	0	1.0	1	Cello	1	6	1.5	5	I	True	('B-', 'D', 'F')	B-	B-	0	major triad	(2, 5, 10)	B-	B-	1	None	I
62	2	7.75	31/4	0.25	1/4	6	3	8	6	15.5	D5	74	True	D	0	1/16	1.5	0	Cello	1	6	1.5	5	I	False	('B-', 'D', 'F')	B-	B-	0	major triad	(2, 5, 10)	B-	B-	1	None	I
64	6	8.0	8	0.75	3/4	6	3	8	6	16.0	F5	77	True	F	0	1/8	2.0	2	Cello	1	6	1.5	5	I	False	('B-', 'D', 'F')	B-	B-	0	major triad	(2, 5, 10)	B-	B-	1	None	I
70	2	8.75	35/4	0.25	1/4	6	3	8	6	17.5	D5	74	True	D	0	5/16	3.5	0	Cello	1	6	1.5	5	I	False	('B-', 'D', 'F')	B-	B-	0	major triad	(2, 5, 10)	B-	B-	1	None	I
72	2	9.0	9	0.25	1/4	7	3	8	7	18.0	C5	72	True	C	0	0	1.0	1	Cello	1	7	1.5	6	V7/V	True	('C', 'E', 'G', 'B-')	C	C	0	dominant seventh chord	(0, 4, 7, 10)	B-	F	5	5	V7
74	2	9.25	37/4	0.25	1/4	7	3	8	7	18.5	A4	69	True	A	0	1/16	1.5	0	Cello	1	7	1.5	6	V7/V	False	('C', 'E', 'G', 'B-')	C	C	0	dominant seventh chord	(0, 4, 7, 10)	B-	F	5	5	V7
76	2	9.5	19/2	0.25	1/4	7	3	8	7	19.0	B-4	70	True	B	-1	1/8	2.0	2	Cello	1	7	1.5	6	V7/V	False	('C', 'E', 'G', 'B-')	C	C	0	dominant seventh chord	(0, 4, 7, 10)	B-	F	5	5	V7
78	2	9.75	39/4	0.25	1/4	7	3	8	7	19.5	G4	67	True	G	0	3/16	2.5	0	Cello	1	7	1.5	6	V7/V	False	('C', 'E', 'G', 'B-')	C	C	0	dominant seventh chord	(0, 4, 7, 10)	B-	F	5	5	V7
80	2	10.0	10	0.25	1/4	7	3	8	7	20.0	C5	72	True	C	0	1/4	3.0	3	Cello	1	7	1.5	6	V7/V	False	('C', 'E', 'G', 'B-')	C	C	0	dominant seventh chord	(0, 4, 7, 10)	B-	F	5	5	V7
82	2	10.25	41/4	0.25	1/4	7	3	8	7	20.5	E4	64	True	E	0	5/16	3.5	0	Cello	1	7	1.5	6	V7/V	False	('C', 'E', 'G', 'B-')	C	C	0	dominant seventh chord	(0, 4, 7, 10)	B-	F	5	5	V7
84	12	10.5	21/2	1.5	3/2	8	3	8	8	21.0	F4	65	True	F	0	0	1.0	1	Cello	1	8	1.5	7	V	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	B-	B-	5	None	V
96	2	12.0	12	0.25	1/4	9	3	8	9	24.0	A-3	56	True	A	-1	0	1.0	1	Cello	1	9	1.5	8	I	True	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None	I
98	2	12.25	49/4	0.25	1/4	9	3	8	9	24.5	A-3	56	True	A	-1	1/16	1.5	0	Cello	1	9	1.5	8	I	False	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None	I
100	4	12.5	25/2	0.5	1/2	9	3	8	9	25.0	A-3	56	True	A	-1	1/8	2.0	2	Cello	1	9	1.5	8	I	False	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None	I
104	4	13.0	13	0.5	1/2	9	3	8	9	26.0	A-3	56	True	A	-1	1/4	3.0	3	Cello	1	9	1.5	8	I	False	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None	I
108	2	13.5	27/2	0.25	1/4	10	3	8	10	27.0	A-3	56	True	A	-1	0	1.0	1	Cello	1	10	1.5	9	I	True	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None	I
110	2	13.75	55/4	0.25	1/4	10	3	8	10	27.5	A-3	56	True	A	-1	1/16	1.5	0	Cello	1	10	1.5	9	I	False	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None	I
112	4	14.0	14	0.5	1/2	10	3	8	10	28.0	A-3	56	True	A	-1	1/8	2.0	2	Cello	1	10	1.5	9	I	False	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None	I
116	4	14.5	29/2	0.5	1/2	10	3	8	10	29.0	A-3	56	True	A	-1	1/4	3.0	3	Cello	1	10	1.5	9	I	False	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None	I
120	2	15.0	15	0.25	1/4	11	3	8	11	30.0	A-3	56	True	A	-1	0	1.0	1	Cello	1	11	1.5	10	I	True	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None	I
122	2	15.25	61/4	0.25	1/4	11	3	8	11	30.5	A-3	56	True	A	-1	1/16	1.5	0	Cello	1	11	1.5	10	I	False	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None	I
124	2	15.5	31/2	0.25	1/4	11	3	8	11	31.0	A-3	56	True	A	-1	1/8	2.0	2	Cello	1	11	1.5	10	I	False	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None	I
126	2	15.75	63/4	0.25	1/4	11	3	8	11	31.5	A-3	56	True	A	-1	3/16	2.5	0	Cello	1	11	1.5	10	I	False	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None	I
128	2	16.0	16	0.25	1/4	11	3	8	11	32.0	A-3	56	True	A	-1	1/4	3.0	3	Cello	1	11	1.5	10	I	False	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None	I
130	2	16.25	65/4	0.25	1/4	11	3	8	11	32.5	A-3	56	True	A	-1	5/16	3.5	0	Cello	1	11	1.5	10	I	False	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None	I
132	12	16.5	33/2	1.5	3/2	12	3	8	12	33.0	A-3	56	True	A	-1	0	1.0	1	Cello	1	12	1.5	11	I	True	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None	I
138	2	17.25	69/4	0.25	1/4	12	3	8	12	34.5	E-5	75	True	E	-1	3/16	2.5	0	Cello	1	12	1.5	11	I	False	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None	I
140	2	17.5	35/2	0.25	1/4	12	3	8	12	35.0	A-5	80	True	A	-1	1/4	3.0	3	Cello	1	12	1.5	11	I	False	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None	I
142	2	17.75	71/4	0.25	1/4	12	3	8	12	35.5	C6	84	True	C	0	5/16	3.5	0	Cello	1	12	1.5	11	I	False	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None	I
144	2	18.0	18	0.25	1/4	13	3	8	13	36.0	B-5	82	True	B	-1	0	1.0	1	Cello	1	13	1.5	12	V	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	A-	A-	5	None	V
146	2	18.25	73/4	0.25	1/4	13	3	8	13	36.5	A-5	80	True	A	-1	1/16	1.5	0	Cello	1	13	1.5	12	V	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	A-	A-	5	None	V
148	2	18.5	37/2	0.25	1/4	13	3	8	13	37.0	G5	79	True	G	0	1/8	2.0	2	Cello	1	13	1.5	12	V	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	A-	A-	5	None	V
150	2	18.75	75/4	0.25	1/4	13	3	8	13	37.5	F5	77	True	F	0	3/16	2.5	0	Cello	1	13	1.5	12	V	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	A-	A-	5	None	V
152	2	19.0	19	0.25	1/4	13	3	8	13	38.0	G5	79	True	G	0	1/4	3.0	3	Cello	1	13	1.5	12	V	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	A-	A-	5	None	V
154	2	19.25	77/4	0.25	1/4	13	3	8	13	38.5	E-5	75	True	E	-1	5/16	3.5	0	Cello	1	13	1.5	12	V	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	A-	A-	5	None	V
156	2	19.5	39/2	0.25	1/4	14	3	8	14	39.0	A-5	80	True	A	-1	0	1.0	1	Cello	1	14	1.5	13	I	True	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None	I
158	2	19.75	79/4	0.25	1/4	14	3	8	14	39.5	C6	84	True	C	0	1/16	1.5	0	Cello	1	14	1.5	13	I	False	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None	I
160	6	20.0	20	0.75	3/4	14	3	8	14	40.0	E-6	87	True	E	-1	1/8	2.0	2	Cello	1	14	1.5	13	I	False	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None	I
166	2	20.75	83/4	0.25	1/4	14	3	8	14	41.5	C6	84	True	C	0	5/16	3.5	0	Cello	1	14	1.5	13	I	False	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None	I
168	2	21.0	21	0.25	1/4	15	3	8	15	42.0	B-5	82	True	B	-1	0	1.0	1	Cello	1	15	1.5	14	V7/V	True	('B-', 'D', 'F', 'A-')	B-	B-	0	dominant seventh chord	(2, 5, 8, 10)	A-	E-	5	5	V7
170	2	21.25	85/4	0.25	1/4	15	3	8	15	42.5	G5	79	True	G	0	1/16	1.5	0	Cello	1	15	1.5	14	V7/V	False	('B-', 'D', 'F', 'A-')	B-	B-	0	dominant seventh chord	(2, 5, 8, 10)	A-	E-	5	5	V7
172	2	21.5	43/2	0.25	1/4	15	3	8	15	43.0	A-5	80	True	A	-1	1/8	2.0	2	Cello	1	15	1.5	14	V7/V	False	('B-', 'D', 'F', 'A-')	B-	B-	0	dominant seventh chord	(2, 5, 8, 10)	A-	E-	5	5	V7
174	2	21.75	87/4	0.25	1/4	15	3	8	15	43.5	F5	77	True	F	0	3/16	2.5	0	Cello	1	15	1.5	14	V7/V	False	('B-', 'D', 'F', 'A-')	B-	B-	0	dominant seventh chord	(2, 5, 8, 10)	A-	E-	5	5	V7
176	2	22.0	22	0.25	1/4	15	3	8	15	44.0	B-5	82	True	B	-1	1/4	3.0	3	Cello	1	15	1.5	14	V7/V	False	('B-', 'D', 'F', 'A-')	B-	B-	0	dominant seventh chord	(2, 5, 8, 10)	A-	E-	5	5	V7
178	2	22.25	89/4	0.25	1/4	15	3	8	15	44.5	D5	74	True	D	0	5/16	3.5	0	Cello	1	15	1.5	14	V7/V	False	('B-', 'D', 'F', 'A-')	B-	B-	0	dominant seventh chord	(2, 5, 8, 10)	A-	E-	5	5	V7
180	12	22.5	45/2	1.5	3/2	16	3	8	16	45.0	E-5	75	True	E	-1	0	1.0	1	Cello	1	16	1.5	15	V	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	A-	A-	5	None	V
192	2	24.0	24	0.25	1/4	17	3	8	17	48.0	C-4	59	True	C	-1	0	1.0	1	Cello	1	17	1.5	16	I	True	('C-', 'E-', 'G-')	C-	C-	0	major triad	(3, 6, 11)	C-	C-	1	None	I
192	2	24.0	24	0.25	1/4	17	3	8	17	48.0	E-4	63	True	E	-1	0	1.0	1	Cello	1	17	1.5	16	I	True	('C-', 'E-', 'G-')	C-	C-	0	major triad	(3, 6, 11)	C-	C-	1	None	I
194	2	24.25	97/4	0.25	1/4	17	3	8	17	48.5	E-4	63	True	E	-1	1/16	1.5	0	Cello	1	17	1.5	16	I	False	('C-', 'E-', 'G-')	C-	C-	0	major triad	(3, 6, 11)	C-	C-	1	None	I
194	2	24.25	97/4	0.25	1/4	17	3	8	17	48.5	C-4	59	True	C	-1	1/16	1.5	0	Cello	1	17	1.5	16	I	False	('C-', 'E-', 'G-')	C-	C-	0	major triad	(3, 6, 11)	C-	C-	1	None	I
196	4	24.5	49/2	0.5	1/2	17	3	8	17	49.0	E-4	63	True	E	-1	1/8	2.0	2	Cello	1	17	1.5	16	I	False	('C-', 'E-', 'G-')	C-	C-	0	major triad	(3, 6, 11)	C-	C-	1	None	I
196	4	24.5	49/2	0.5	1/2	17	3	8	17	49.0	C-4	59	True	C	-1	1/8	2.0	2	Cello	1	17	1.5	16	I	False	('C-', 'E-', 'G-')	C-	C-	0	major triad	(3, 6, 11)	C-	C-	1	None	I
200	4	25.0	25	0.5	1/2	17	3	8	17	50.0	E-4	63	True	E	-1	1/4	3.0	3	Cello	1	17	1.5	16	I	False	('C-', 'E-', 'G-')	C-	C-	0	major triad	(3, 6, 11)	C-	C-	1	None	I
200	4	25.0	25	0.5	1/2	17	3	8	17	50.0	C-4	59	True	C	-1	1/4	3.0	3	Cello	1	17	1.5	16	I	False	('C-', 'E-', 'G-')	C-	C-	0	major triad	(3, 6, 11)	C-	C-	1	None	I
204	2	25.5	51/2	0.25	1/4	18	3	8	18	51.0	C-5	71	True	C	-1	0	1.0	1	Cello	1	18	1.5	17	I	True	('C-', 'E-', 'G-')	C-	C-	0	major triad	(3, 6, 11)	C-	C-	1	None	I
204	2	25.5	51/2	0.25	1/4	18	3	8	18	51.0	E-4	63	True	E	-1	0	1.0	1	Cello	1	18	1.5	17	I	True	('C-', 'E-', 'G-')	C-	C-	0	major triad	(3, 6, 11)	C-	C-	1	None	I
204	2	25.5	51/2	0.25	1/4	18	3	8	18	51.0	C-4	59	True	C	-1	0	1.0	1	Cello	1	18	1.5	17	I	True	('C-', 'E-', 'G-')	C-	C-	0	major triad	(3, 6, 11)	C-	C-	1	None	I
206	2	25.75	103/4	0.25	1/4	18	3	8	18	51.5	C-5	71	True	C	-1	1/16	1.5	0	Cello	1	18	1.5	17	I	False	('C-', 'E-', 'G-')	C-	C-	0	major triad	(3, 6, 11)	C-	C-	1	None	I
206	2	25.75	103/4	0.25	1/4	18	3	8	18	51.5	E-4	63	True	E	-1	1/16	1.5	0	Cello	1	18	1.5	17	I	False	('C-', 'E-', 'G-')	C-	C-	0	major triad	(3, 6, 11)	C-	C-	1	None	I
206	2	25.75	103/4	0.25	1/4	18	3	8	18	51.5	C-4	59	True	C	-1	1/16	1.5	0	Cello	1	18	1.5	17	I	False	('C-', 'E-', 'G-')	C-	C-	0	major triad	(3, 6, 11)	C-	C-	1	None	I
208	4	26.0	26	0.5	1/2	18	3	8	18	52.0	C-5	71	True	C	-1	1/8	2.0	2	Cello	1	18	1.5	17	I	False	('C-', 'E-', 'G-')	C-	C-	0	major triad	(3, 6, 11)	C-	C-	1	None	I
208	4	26.0	26	0.5	1/2	18	3	8	18	52.0	E-4	63	True	E	-1	1/8	2.0	2	Cello	1	18	1.5	17	I	False	('C-', 'E-', 'G-')	C-	C-	0	major triad	(3, 6, 11)	C-	C-	1	None	I
208	4	26.0	26	0.5	1/2	18	3	8	18	52.0	C-4	59	True	C	-1	1/8	2.0	2	Cello	1	18	1.5	17	I	False	('C-', 'E-', 'G-')	C-	C-	0	major triad	(3, 6, 11)	C-	C-	1	None	I
212	4	26.5	53/2	0.5	1/2	18	3	8	18	53.0	E-4	63	True	E	-1	1/4	3.0	3	Cello	1	18	1.5	17	I	False	('C-', 'E-', 'G-')	C-	C-	0	major triad	(3, 6, 11)	C-	C-	1	None	I
212	4	26.5	53/2	0.5	1/2	18	3	8	18	53.0	C-4	59	True	C	-1	1/4	3.0	3	Cello	1	18	1.5	17	I	False	('C-', 'E-', 'G-')	C-	C-	0	major triad	(3, 6, 11)	C-	C-	1	None	I
212	4	26.5	53/2	0.5	1/2	18	3	8	18	53.0	C-5	71	True	C	-1	1/4	3.0	3	Cello	1	18	1.5	17	I	False	('C-', 'E-', 'G-')	C-	C-	0	major triad	(3, 6, 11)	C-	C-	1	None	I
216	2	27.0	27	0.25	1/4	19	3	8	19	54.0	G-5	78	True	G	-1	0	1.0	1	Cello	1	19	1.5	18	I	True	('C-', 'E-', 'G-')	C-	C-	0	major triad	(3, 6, 11)	C-	C-	1	None	I
216	2	27.0	27	0.25	1/4	19	3	8	19	54.0	C-5	71	True	C	-1	0	1.0	1	Cello	1	19	1.5	18	I	True	('C-', 'E-', 'G-')	C-	C-	0	major triad	(3, 6, 11)	C-	C-	1	None	I
216	2	27.0	27	0.25	1/4	19	3	8	19	54.0	E-4	63	True	E	-1	0	1.0	1	Cello	1	19	1.5	18	I	True	('C-', 'E-', 'G-')	C-	C-	0	major triad	(3, 6, 11)	C-	C-	1	None	I
216	2	27.0	27	0.25	1/4	19	3	8	19	54.0	C-4	59	True	C	-1	0	1.0	1	Cello	1	19	1.5	18	I	True	('C-', 'E-', 'G-')	C-	C-	0	major triad	(3, 6, 11)	C-	C-	1	None	I
218	2	27.25	109/4	0.25	1/4	19	3	8	19	54.5	C-4	59	True	C	-1	1/16	1.5	0	Cello	1	19	1.5	18	I	False	('C-', 'E-', 'G-')	C-	C-	0	major triad	(3, 6, 11)	C-	C-	1	None	I
218	2	27.25	109/4	0.25	1/4	19	3	8	19	54.5	G-5	78	True	G	-1	1/16	1.5	0	Cello	1	19	1.5	18	I	False	('C-', 'E-', 'G-')	C-	C-	0	major triad	(3, 6, 11)	C-	C-	1	None	I
218	2	27.25	109/4	0.25	1/4	19	3	8	19	54.5	C-5	71	True	C	-1	1/16	1.5	0	Cello	1	19	1.5	18	I	False	('C-', 'E-', 'G-')	C-	C-	0	major triad	(3, 6, 11)	C-	C-	1	None	I
218	2	27.25	109/4	0.25	1/4	19	3	8	19	54.5	E-4	63	True	E	-1	1/16	1.5	0	Cello	1	19	1.5	18	I	False	('C-', 'E-', 'G-')	C-	C-	0	major triad	(3, 6, 11)	C-	C-	1	None	I
220	4	27.5	55/2	0.5	1/2	19	3	8	19	55.0	C-4	59	True	C	-1	1/8	2.0	2	Cello	1	19	1.5	18	I	False	('C-', 'E-', 'G-')	C-	C-	0	major triad	(3, 6, 11)	C-	C-	1	None	I
220	4	27.5	55/2	0.5	1/2	19	3	8	19	55.0	E-4	63	True	E	-1	1/8	2.0	2	Cello	1	19	1.5	18	I	False	('C-', 'E-', 'G-')	C-	C-	0	major triad	(3, 6, 11)	C-	C-	1	None	I
220	4	27.5	55/2	0.5	1/2	19	3	8	19	55.0	G-5	78	True	G	-1	1/8	2.0	2	Cello	1	19	1.5	18	I	False	('C-', 'E-', 'G-')	C-	C-	0	major triad	(3, 6, 11)	C-	C-	1	None	I
220	4	27.5	55/2	0.5	1/2	19	3	8	19	55.0	C-5	71	True	C	-1	1/8	2.0	2	Cello	1	19	1.5	18	I	False	('C-', 'E-', 'G-')	C-	C-	0	major triad	(3, 6, 11)	C-	C-	1	None	I
224	4	28.0	28	0.5	1/2	19	3	8	19	56.0	E-4	63	True	E	-1	1/4	3.0	3	Cello	1	19	1.5	18	I	False	('C-', 'E-', 'G-')	C-	C-	0	major triad	(3, 6, 11)	C-	C-	1	None	I
224	4	28.0	28	0.5	1/2	19	3	8	19	56.0	G-5	78	True	G	-1	1/4	3.0	3	Cello	1	19	1.5	18	I	False	('C-', 'E-', 'G-')	C-	C-	0	major triad	(3, 6, 11)	C-	C-	1	None	I
224	4	28.0	28	0.5	1/2	19	3	8	19	56.0	C-5	71	True	C	-1	1/4	3.0	3	Cello	1	19	1.5	18	I	False	('C-', 'E-', 'G-')	C-	C-	0	major triad	(3, 6, 11)	C-	C-	1	None	I
224	4	28.0	28	0.5	1/2	19	3	8	19	56.0	C-4	59	True	C	-1	1/4	3.0	3	Cello	1	19	1.5	18	I	False	('C-', 'E-', 'G-')	C-	C-	0	major triad	(3, 6, 11)	C-	C-	1	None	I
228	2	28.5	57/2	0.25	1/4	20	3	8	20	57.0	C-4	59	True	C	-1	0	1.0	1	Cello	1	20	1.5	19	I	True	('C-', 'E-', 'G-')	C-	C-	0	major triad	(3, 6, 11)	C-	C-	1	None	I
228	2	28.5	57/2	0.25	1/4	20	3	8	20	57.0	E-4	63	True	E	-1	0	1.0	1	Cello	1	20	1.5	19	I	True	('C-', 'E-', 'G-')	C-	C-	0	major triad	(3, 6, 11)	C-	C-	1	None	I
228	2	28.5	57/2	0.25	1/4	20	3	8	20	57.0	G-5	78	True	G	-1	0	1.0	1	Cello	1	20	1.5	19	I	True	('C-', 'E-', 'G-')	C-	C-	0	major triad	(3, 6, 11)	C-	C-	1	None	I
228	2	28.5	57/2	0.25	1/4	20	3	8	20	57.0	C-5	71	True	C	-1	0	1.0	1	Cello	1	20	1.5	19	I	True	('C-', 'E-', 'G-')	C-	C-	0	major triad	(3, 6, 11)	C-	C-	1	None	I
230	2	28.75	115/4	0.25	1/4	20	3	8	20	57.5	G-5	78	True	G	-1	1/16	1.5	0	Cello	1	20	1.5	19	I	False	('C-', 'E-', 'G-')	C-	C-	0	major triad	(3, 6, 11)	C-	C-	1	None	I
