j_offset	s_duration	s_measure	s_note	s_midi	s_isOnset	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
18.0	1.0	10	F5	77	True	10.0	2.0	12.0	V7	True	('G', 'B', 'D', 'F')	G	G	0.0	dominant seventh chord	(2, 5, 7, 11)	C	C	5	None
18.0	1.0	10	D4	62	True	10.0	2.0	12.0	V7	True	('G', 'B', 'D', 'F')	G	G	0.0	dominant seventh chord	(2, 5, 7, 11)	C	C	5	None
19.0	1.0	10	F5	77	True	10.0	2.0	12.0	V7	False	('G', 'B', 'D', 'F')	G	G	0.0	dominant seventh chord	(2, 5, 7, 11)	C	C	5	None
19.0	1.0	10	G3	55	True	10.0	2.0	12.0	V7	False	('G', 'B', 'D', 'F')	G	G	0.0	dominant seventh chord	(2, 5, 7, 11)	C	C	5	None
20.0	1.0	11	E5	76	True	11.0	2.0	13.0	I	True	('G', 'C', 'E')	G	C	2.0	major triad	(0, 4, 7)	C	C	1	None
20.0	1.0	11	C4	60	True	11.0	2.0	13.0	I	True	('G', 'C', 'E')	G	C	2.0	major triad	(0, 4, 7)	C	C	1	None
21.0	1.0	11	E5	76	True	11.0	2.0	13.0	I	False	('G', 'C', 'E')	G	C	2.0	major triad	(0, 4, 7)	C	C	1	None
21.0	1.0	11	G3	55	True	11.0	2.0	13.0	I	False	('G', 'C', 'E')	G	C	2.0	major triad	(0, 4, 7)	C	C	1	None
22.0	1.0	12	D5	74	True	12.0	2.0	14.0	V	True	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
22.0	1.0	12	B3	59	True	12.0	2.0	14.0	V	True	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
23.0	1.0	12	D5	74	True	12.0	2.0	14.0	V	False	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
23.0	1.0	12	G3	55	True	12.0	2.0	14.0	V	False	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
24.0	1.0	13	G5	79	True	13.0	2.0	15.0	I	True	('G', 'C', 'E')	G	C	2.0	major triad	(0, 4, 7)	C	C	1	None
24.0	1.0	13	E4	64	True	13.0	2.0	15.0	I	True	('G', 'C', 'E')	G	C	2.0	major triad	(0, 4, 7)	C	C	1	None
25.0	1.0	13	G5	79	True	13.0	2.0	15.0	I	False	('G', 'C', 'E')	G	C	2.0	major triad	(0, 4, 7)	C	C	1	None
25.0	1.0	13	G3	55	True	13.0	2.0	15.0	I	False	('G', 'C', 'E')	G	C	2.0	major triad	(0, 4, 7)	C	C	1	None
26.0	1.0	14	F5	77	True	14.0	2.0	16.0	V7	True	('G', 'B', 'D', 'F')	G	G	0.0	dominant seventh chord	(2, 5, 7, 11)	C	C	5	None
26.0	1.0	14	D4	62	True	14.0	2.0	16.0	V7	True	('G', 'B', 'D', 'F')	G	G	0.0	dominant seventh chord	(2, 5, 7, 11)	C	C	5	None
27.0	1.0	14	F5	77	True	14.0	2.0	16.0	V7	False	('G', 'B', 'D', 'F')	G	G	0.0	dominant seventh chord	(2, 5, 7, 11)	C	C	5	None
27.0	1.0	14	G3	55	True	14.0	2.0	16.0	V7	False	('G', 'B', 'D', 'F')	G	G	0.0	dominant seventh chord	(2, 5, 7, 11)	C	C	5	None
28.0	1.0	15	E5	76	True	15.0	2.0	17.0	I	True	('G', 'C', 'E')	G	C	2.0	major triad	(0, 4, 7)	C	C	1	None
28.0	1.0	15	C4	60	True	15.0	2.0	17.0	I	True	('G', 'C', 'E')	G	C	2.0	major triad	(0, 4, 7)	C	C	1	None
29.0	0.0	15	F5	77	True	15.0	2.0	17.0	I	False	('G', 'C', 'E')	G	C	2.0	major triad	(0, 4, 7)	C	C	1	None
29.0	0.0	15	E5	76	True	15.0	2.0	17.0	I	False	('G', 'C', 'E')	G	C	2.0	major triad	(0, 4, 7)	C	C	1	None
29.0	0.0	15	D5	74	True	15.0	2.0	17.0	I	False	('G', 'C', 'E')	G	C	2.0	major triad	(0, 4, 7)	C	C	1	None
29.0	0.75	15	E5	76	True	15.0	2.0	17.0	I	False	('G', 'C', 'E')	G	C	2.0	major triad	(0, 4, 7)	C	C	1	None
29.0	0.75	15	C4	60	True	15.0	2.0	17.0	I	False	('G', 'C', 'E')	G	C	2.0	major triad	(0, 4, 7)	C	C	1	None
29.75	0.25	15	F5	77	True	15.0	2.0	17.0	I	False	('G', 'C', 'E')	G	C	2.0	major triad	(0, 4, 7)	C	C	1	None
29.75	0.25	15	D4	62	True	15.0	2.0	17.0	I	False	('G', 'C', 'E')	G	C	2.0	major triad	(0, 4, 7)	C	C	1	None
30.0	1.0	16	E5	76	True	16.0	2.0	18.0	V	True	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
30.0	1.0	16	C4	60	True	16.0	2.0	18.0	V	True	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
30.0	2.0	16	G3	55	True	16.0	2.0	18.0	V	True	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
31.0	1.0	16	D5	74	True	16.0	2.0	18.0	V	False	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
31.0	1.0	16	B3	59	True	16.0	2.0	18.0	V	False	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
32.0	1.0	17	C5	72	True	17.0	2.0	19.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
32.0	1.0	17	C3	48	True	17.0	2.0	19.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
33.0	1.0	17	C5	72	True	17.0	2.0	19.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
33.0	1.0	17	C4	60	True	17.0	2.0	19.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
34.0	1.0	18	G5	79	True	18.0	2.0	20.0	I	True	('E', 'G', 'C')	E	C	1.0	major triad	(0, 4, 7)	C	C	1	None
34.0	1.0	18	E4	64	True	18.0	2.0	20.0	I	True	('E', 'G', 'C')	E	C	1.0	major triad	(0, 4, 7)	C	C	1	None
35.0	1.0	18	G5	79	True	18.0	2.0	20.0	I	False	('E', 'G', 'C')	E	C	1.0	major triad	(0, 4, 7)	C	C	1	None
35.0	1.0	18	C4	60	True	18.0	2.0	20.0	I	False	('E', 'G', 'C')	E	C	1.0	major triad	(0, 4, 7)	C	C	1	None
36.0	1.0	19	A5	81	True	19.0	2.0	21.0	IV	True	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	C	C	4	None
36.0	1.0	19	F4	65	True	19.0	2.0	21.0	IV	True	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	C	C	4	None
37.0	1.0	19	A5	81	True	19.0	2.0	21.0	IV	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	C	C	4	None
37.0	1.0	19	C4	60	True	19.0	2.0	21.0	IV	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	C	C	4	None
38.0	1.0	20	G5	79	True	20.0	2.0	22.0	I	True	('E', 'G', 'C')	E	C	1.0	major triad	(0, 4, 7)	C	C	1	None
38.0	1.0	20	E4	64	True	20.0	2.0	22.0	I	True	('E', 'G', 'C')	E	C	1.0	major triad	(0, 4, 7)	C	C	1	None
39.0	1.0	20	G5	79	True	20.0	2.0	22.0	I	False	('E', 'G', 'C')	E	C	1.0	major triad	(0, 4, 7)	C	C	1	None
39.0	1.0	20	C4	60	True	20.0	2.0	22.0	I	False	('E', 'G', 'C')	E	C	1.0	major triad	(0, 4, 7)	C	C	1	None
40.0	1.0	21	F5	77	True	21.0	1.0	23.0	ii	True	('D', 'F', 'A')	D	D	0.0	minor triad	(2, 5, 9)	C	C	2	None
40.0	1.0	21	D4	62	True	21.0	1.0	23.0	ii	True	('D', 'F', 'A')	D	D	0.0	minor triad	(2, 5, 9)	C	C	2	None
41.0	1.0	21	F5	77	True	21.0	1.0	24.0	viio	True	('B', 'D', 'F')	B	B	0.0	diminished triad	(2, 5, 11)	C	C	7	None
41.0	1.0	21	B3	59	True	21.0	1.0	24.0	viio	True	('B', 'D', 'F')	B	B	0.0	diminished triad	(2, 5, 11)	C	C	7	None
42.0	1.0	22	E5	76	True	22.0	1.0	25.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
42.0	1.0	22	C4	60	True	22.0	1.0	25.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
43.0	1.0	22	E5	76	True	22.0	1.0	26.0	vi	True	('A', 'C', 'E')	A	A	0.0	minor triad	(0, 4, 9)	C	C	6	None
43.0	1.0	22	A3	57	True	22.0	1.0	26.0	vi	True	('A', 'C', 'E')	A	A	0.0	minor triad	(0, 4, 9)	C	C	6	None
44.0	1.0	23	D5	74	True	23.0	1.0	27.0	ii	True	('F', 'A', 'D')	F	D	1.0	minor triad	(2, 5, 9)	C	C	2	None
44.0	1.0	23	F3	53	True	23.0	1.0	27.0	ii	True	('F', 'A', 'D')	F	D	1.0	minor triad	(2, 5, 9)	C	C	2	None
45.0	0.0	23	E5	76	True	23.0	1.0	28.0	V	True	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
45.0	0.0	23	D5	74	True	23.0	1.0	28.0	V	True	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
45.0	0.0	23	C5	72	True	23.0	1.0	28.0	V	True	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
45.0	0.75	23	D5	74	True	23.0	1.0	28.0	V	True	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
45.0	1.0	23	G3	55	True	23.0	1.0	28.0	V	True	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
45.75	0.25	23	E5	76	True	23.0	1.0	28.0	V	False	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
46.0	2.0	24	C5	72	True	24.0	2.0	29.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
46.0	2.0	24	C3	48	True	24.0	2.0	29.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
48.0	0.25	25	D5	74	True	25.0	2.0	30.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
48.0	1.0	25	C3	48	True	25.0	2.0	30.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
48.25	0.25	25	C5	72	True	25.0	2.0	30.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
48.5	0.25	25	B4	71	True	25.0	2.0	30.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
48.75	0.25	25	C5	72	True	25.0	2.0	30.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
49.0	0.25	25	B4	71	True	25.0	2.0	30.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
49.0	1.0	25	C4	60	True	25.0	2.0	30.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
49.25	0.25	25	C5	72	True	25.0	2.0	30.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
49.5	0.25	25	B4	71	True	25.0	2.0	30.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
49.75	0.25	25	C5	72	True	25.0	2.0	30.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
50.0	0.25	26	A5	81	True	26.0	2.0	31.0	I	True	('E', 'G', 'C')	E	C	1.0	major triad	(0, 4, 7)	C	C	1	None
50.0	1.0	26	E4	64	True	26.0	2.0	31.0	I	True	('E', 'G', 'C')	E	C	1.0	major triad	(0, 4, 7)	C	C	1	None
50.25	0.25	26	G5	79	True	26.0	2.0	31.0	I	False	('E', 'G', 'C')	E	C	1.0	major triad	(0, 4, 7)	C	C	1	None
50.5	0.25	26	F#5	78	True	26.0	2.0	31.0	I	False	('E', 'G', 'C')	E	C	1.0	major triad	(0, 4, 7)	C	C	1	None
50.75	0.25	26	G5	79	True	26.0	2.0	31.0	I	False	('E', 'G', 'C')	E	C	1.0	major triad	(0, 4, 7)	C	C	1	None
51.0	0.25	26	F#5	78	True	26.0	2.0	31.0	I	False	('E', 'G', 'C')	E	C	1.0	major triad	(0, 4, 7)	C	C	1	None
51.0	1.0	26	C4	60	True	26.0	2.0	31.0	I	False	('E', 'G', 'C')	E	C	1.0	major triad	(0, 4, 7)	C	C	1	None
51.25	0.25	26	G5	79	True	26.0	2.0	31.0	I	False	('E', 'G', 'C')	E	C	1.0	major triad	(0, 4, 7)	C	C	1	None
51.5	0.25	26	F#5	78	True	26.0	2.0	31.0	I	False	('E', 'G', 'C')	E	C	1.0	major triad	(0, 4, 7)	C	C	1	None
51.75	0.25	26	G5	79	True	26.0	2.0	31.0	I	False	('E', 'G', 'C')	E	C	1.0	major triad	(0, 4, 7)	C	C	1	None
52.0	0.25	27	G#5	80	True	27.0	2.0	32.0	IV	True	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	C	C	4	None
52.0	1.0	27	F4	65	True	27.0	2.0	32.0	IV	True	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	C	C	4	None
52.25	0.25	27	A5	81	True	27.0	2.0	32.0	IV	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	C	C	4	None
52.5	0.25	27	C6	84	True	27.0	2.0	32.0	IV	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	C	C	4	None
52.75	0.25	27	B5	83	True	27.0	2.0	32.0	IV	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	C	C	4	None
53.0	0.25	27	D6	86	True	27.0	2.0	32.0	IV	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	C	C	4	None
53.0	1.0	27	C4	60	True	27.0	2.0	32.0	IV	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	C	C	4	None
53.25	0.25	27	C6	84	True	27.0	2.0	32.0	IV	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	C	C	4	None
53.5	0.25	27	B5	83	True	27.0	2.0	32.0	IV	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	C	C	4	None
53.75	0.25	27	A5	81	True	27.0	2.0	32.0	IV	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	C	C	4	None
54.0	0.25	28	A5	81	True	28.0	1.5	33.0	I	True	('E', 'G', 'C')	E	C	1.0	major triad	(0, 4, 7)	C	C	1	None
54.0	1.0	28	E4	64	True	28.0	1.5	33.0	I	True	('E', 'G', 'C')	E	C	1.0	major triad	(0, 4, 7)	C	C	1	None
54.25	0.25	28	G5	79	True	28.0	1.5	33.0	I	False	('E', 'G', 'C')	E	C	1.0	major triad	(0, 4, 7)	C	C	1	None
54.5	0.25	28	E6	88	True	28.0	1.5	33.0	I	False	('E', 'G', 'C')	E	C	1.0	major triad	(0, 4, 7)	C	C	1	None
54.75	0.25	28	D6	86	True	28.0	1.5	33.0	I	False	('E', 'G', 'C')	E	C	1.0	major triad	(0, 4, 7)	C	C	1	None
55.0	0.25	28	C6	84	True	28.0	1.5	33.0	I	False	('E', 'G', 'C')	E	C	1.0	major triad	(0, 4, 7)	C	C	1	None
55.25	0.25	28	B5	83	True	28.0	1.5	33.0	I	False	('E', 'G', 'C')	E	C	1.0	major triad	(0, 4, 7)	C	C	1	None
55.5	0.25	28	A5	81	True	28.0	0.5	34.0	viio/ii	True	('C#', 'E', 'G')	C#	C#	0.0	diminished triad	(1, 4, 7)	C	d	#7	2
55.75	0.25	28	G5	79	True	28.0	0.5	34.0	viio/ii	False	('C#', 'E', 'G')	C#	C#	0.0	diminished triad	(1, 4, 7)	C	d	#7	2
55.75	0.25	28	C#4	61	True	28.0	0.5	34.0	viio/ii	False	('C#', 'E', 'G')	C#	C#	0.0	diminished triad	(1, 4, 7)	C	d	#7	2
56.0	0.25	29	G5	79	False	29.0	1.5	35.0	ii	True	('D', 'F', 'A')	D	D	0.0	minor triad	(2, 5, 9)	C	C	2	None
56.0	1.0	29	D4	62	True	29.0	1.5	35.0	ii	True	('D', 'F', 'A')	D	D	0.0	minor triad	(2, 5, 9)	C	C	2	None
56.25	0.25	29	F5	77	True	29.0	1.5	35.0	ii	False	('D', 'F', 'A')	D	D	0.0	minor triad	(2, 5, 9)	C	C	2	None
56.5	0.25	29	D6	86	True	29.0	1.5	35.0	ii	False	('D', 'F', 'A')	D	D	0.0	minor triad	(2, 5, 9)	C	C	2	None
56.75	0.25	29	C6	84	True	29.0	1.5	35.0	ii	False	('D', 'F', 'A')	D	D	0.0	minor triad	(2, 5, 9)	C	C	2	None
57.0	0.25	29	B5	83	True	29.0	1.5	35.0	ii	False	('D', 'F', 'A')	D	D	0.0	minor triad	(2, 5, 9)	C	C	2	None
57.25	0.25	29	A5	81	True	29.0	1.5	35.0	ii	False	('D', 'F', 'A')	D	D	0.0	minor triad	(2, 5, 9)	C	C	2	None
57.5	0.25	29	G5	79	True	29.0	0.5	36.0	viio	True	('B', 'D', 'F')	B	B	0.0	diminished triad	(2, 5, 11)	C	C	7	None
57.75	0.25	29	F5	77	True	29.0	0.5	36.0	viio	False	('B', 'D', 'F')	B	B	0.0	diminished triad	(2, 5, 11)	C	C	7	None
57.75	0.25	29	B3	59	True	29.0	0.5	36.0	viio	False	('B', 'D', 'F')	B	B	0.0	diminished triad	(2, 5, 11)	C	C	7	None
58.0	0.25	30	F5	77	False	30.0	1.5	37.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
58.0	1.0	30	C4	60	True	30.0	1.5	37.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
58.25	0.25	30	E5	76	True	30.0	1.5	37.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
58.5	0.25	30	C6	84	True	30.0	1.5	37.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
58.75	0.25	30	B5	83	True	30.0	1.5	37.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
59.0	0.25	30	A5	81	True	30.0	1.5	37.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
59.25	0.25	30	G5	79	True	30.0	1.5	37.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
59.5	0.25	30	F5	77	True	30.0	0.5	38.0	vi	True	('A', 'C', 'E')	A	A	0.0	minor triad	(0, 4, 9)	C	C	6	None
59.75	0.25	30	E5	76	True	30.0	0.5	38.0	vi	False	('A', 'C', 'E')	A	A	0.0	minor triad	(0, 4, 9)	C	C	6	None
59.75	0.25	30	A3	57	True	30.0	0.5	38.0	vi	False	('A', 'C', 'E')	A	A	0.0	minor triad	(0, 4, 9)	C	C	6	None
60.0	0.5	31	D5	74	True	31.0	1.0	39.0	ii	True	('F', 'A', 'D')	F	D	1.0	minor triad	(2, 5, 9)	C	C	2	None
60.0	1.0	31	F3	53	True	31.0	1.0	39.0	ii	True	('F', 'A', 'D')	F	D	1.0	minor triad	(2, 5, 9)	C	C	2	None
60.5	0.5	31	A5	81	True	31.0	1.0	39.0	ii	False	('F', 'A', 'D')	F	D	1.0	minor triad	(2, 5, 9)	C	C	2	None
61.0	0.5	31	G5	79	True	31.0	1.0	40.0	V	True	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
61.0	1.0	31	G3	55	True	31.0	1.0	40.0	V	True	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
61.5	0.5	31	B4	71	True	31.0	1.0	40.0	V	False	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
62.0	1.0	32	C5	72	True	32.0	2.0	41.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
62.0	1.0	32	C4	60	True	32.0	2.0	41.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
63.0	1.0	32	C3	48	True	32.0	2.0	41.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
64.0	0.25	33	A5	81	True	33.0	2.0	42.0	I	True	('G', 'C', 'E')	G	C	2.0	major triad	(0, 4, 7)	C	C	1	None
64.0	1.0	33	E4	64	True	33.0	2.0	42.0	I	True	('G', 'C', 'E')	G	C	2.0	major triad	(0, 4, 7)	C	C	1	None
64.25	0.25	33	G5	79	True	33.0	2.0	42.0	I	False	('G', 'C', 'E')	G	C	2.0	major triad	(0, 4, 7)	C	C	1	None
64.5	0.25	33	F#5	78	True	33.0	2.0	42.0	I	False	('G', 'C', 'E')	G	C	2.0	major triad	(0, 4, 7)	C	C	1	None
64.75	0.25	33	G5	79	True	33.0	2.0	42.0	I	False	('G', 'C', 'E')	G	C	2.0	major triad	(0, 4, 7)	C	C	1	None
65.0	0.25	33	F#5	78	True	33.0	2.0	42.0	I	False	('G', 'C', 'E')	G	C	2.0	major triad	(0, 4, 7)	C	C	1	None
65.0	1.0	33	G3	55	True	33.0	2.0	42.0	I	False	('G', 'C', 'E')	G	C	2.0	major triad	(0, 4, 7)	C	C	1	None
65.25	0.25	33	G5	79	True	33.0	2.0	42.0	I	False	('G', 'C', 'E')	G	C	2.0	major triad	(0, 4, 7)	C	C	1	None
