j_offset	s_duration	s_measure	s_notes	s_intervals	s_isOnset	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
7.0	0.5	2	['D-2', 'A-3', 'D-4']	['P5', 'P1']	[True, False, True]	2.0	2.0	3.0	III7	False	('D-', 'F', 'A-', 'C')	D-	D-	0.0	major seventh chord	(0, 1, 5, 8)	b-	b-	3	None
7.5	0.5	2	['D-2', 'A-3', 'C4']	['P5', 'M7']	[False, False, True]	2.0	2.0	3.0	III7	False	('D-', 'F', 'A-', 'C')	D-	D-	0.0	major seventh chord	(0, 1, 5, 8)	b-	b-	3	None
8.0	1.0	3	['G-2', 'A-3', 'B-3', 'D-4']	['M2', 'M3', 'P5']	[True, False, True, True]	3.0	2.0	4.0	VI	True	('G-', 'B-', 'D-')	G-	G-	0.0	major triad	(1, 6, 10)	b-	b-	6	None
9.0	0.5	3	['G-3', 'A-3', 'B-3', 'C4']	['M2', 'M3', 'A4']	[True, False, False, True]	3.0	2.0	4.0	VI	False	('G-', 'B-', 'D-')	G-	G-	0.0	major triad	(1, 6, 10)	b-	b-	6	None
9.5	0.5	3	['G-3', 'A-3', 'B-3', 'D-4']	['M2', 'M3', 'P5']	[False, False, False, True]	3.0	2.0	4.0	VI	False	('G-', 'B-', 'D-')	G-	G-	0.0	major triad	(1, 6, 10)	b-	b-	6	None
10.0	1.0	3	['G-2', 'G-3', 'B-3', 'E-4']	['P1', 'M3', 'M6']	[True, True, False, True]	3.0	2.0	5.0	iv	True	('G-', 'B-', 'E-')	G-	E-	1.0	minor triad	(3, 6, 10)	b-	b-	4	None
11.0	0.5	3	['G-2', 'E-3', 'C4', 'E-4']	['M6', 'A4', 'M6']	[True, True, True, True]	3.0	2.0	5.0	iv	False	('G-', 'B-', 'E-')	G-	E-	1.0	minor triad	(3, 6, 10)	b-	b-	4	None
11.5	0.5	3	['G-2', 'E-3', 'B-3', 'E-4']	['M6', 'M3', 'M6']	[False, False, True, False]	3.0	2.0	5.0	iv	False	('G-', 'B-', 'E-')	G-	E-	1.0	minor triad	(3, 6, 10)	b-	b-	4	None
12.0	1.0	4	['F2', 'C3', 'A3', 'F4']	['P5', 'M3', 'P1']	[True, True, True, True]	4.0	4.0	6.0	V	True	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	b-	b-	5	None
13.0	3.0	4	['F2', 'C3', 'A3', 'F4']	['P5', 'M3', 'P1']	[True, True, True, True]	4.0	4.0	6.0	V	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	b-	b-	5	None
16.0	1.0	5	['B-2', 'D-4', 'F4']	['m3', 'P5']	[True, True, True]	5.0	2.0	7.0	i	True	('B-', 'D-', 'F')	B-	B-	0.0	minor triad	(1, 5, 10)	b-	b-	1	None
17.0	0.5	5	['B-3', 'D-4', 'E-4']	['m3', 'P4']	[True, False, True]	5.0	2.0	7.0	i	False	('B-', 'D-', 'F')	B-	B-	0.0	minor triad	(1, 5, 10)	b-	b-	1	None
17.5	0.5	5	['B-3', 'D-4', 'F4']	['m3', 'P5']	[False, False, True]	5.0	2.0	7.0	i	False	('B-', 'D-', 'F')	B-	B-	0.0	minor triad	(1, 5, 10)	b-	b-	1	None
18.0	1.0	5	['B-3', 'D-4', 'G-4']	['m3', 'm6']	[True, False, True]	5.0	2.0	8.0	iv7	True	('E-', 'G-', 'B-', 'D-')	E-	E-	0.0	minor seventh chord	(1, 3, 6, 10)	b-	b-	4	None
19.0	0.5	5	['E-2', 'B-3', 'E-4']	['P5', 'P1']	[True, False, True]	5.0	2.0	8.0	iv7	False	('E-', 'G-', 'B-', 'D-')	E-	E-	0.0	minor seventh chord	(1, 3, 6, 10)	b-	b-	4	None
19.5	0.5	5	['E-2', 'B-3', 'D-4']	['P5', 'm7']	[False, False, True]	5.0	2.0	8.0	iv7	False	('E-', 'G-', 'B-', 'D-')	E-	E-	0.0	minor seventh chord	(1, 3, 6, 10)	b-	b-	4	None
20.0	1.0	6	['A-3', 'B-3', 'C4', 'E-4']	['M2', 'M3', 'P5']	[True, False, True, True]	6.0	2.0	9.0	VII	True	('A-', 'C', 'E-')	A-	A-	0.0	major triad	(0, 3, 8)	b-	b-	7	None
21.0	0.5	6	['A-2', 'B-3', 'C4', 'D-4']	['M2', 'M3', 'P4']	[True, False, False, True]	6.0	2.0	9.0	VII	False	('A-', 'C', 'E-')	A-	A-	0.0	major triad	(0, 3, 8)	b-	b-	7	None
21.5	0.5	6	['A-2', 'B-3', 'C4', 'E-4']	['M2', 'M3', 'P5']	[False, False, False, True]	6.0	2.0	9.0	VII	False	('A-', 'C', 'E-')	A-	A-	0.0	major triad	(0, 3, 8)	b-	b-	7	None
22.0	1.0	6	['A-3', 'C4', 'F4']	['M3', 'M6']	[True, False, True]	6.0	2.0	10.0	III7	True	('D-', 'F', 'A-', 'C')	D-	D-	0.0	major seventh chord	(0, 1, 5, 8)	b-	b-	3	None
23.0	0.5	6	['D-2', 'F3', 'D-4']	['M3', 'P1']	[True, True, True]	6.0	2.0	10.0	III7	False	('D-', 'F', 'A-', 'C')	D-	D-	0.0	major seventh chord	(0, 1, 5, 8)	b-	b-	3	None
23.5	0.5	6	['D-2', 'F3', 'C4']	['M3', 'M7']	[False, False, True]	6.0	2.0	10.0	III7	False	('D-', 'F', 'A-', 'C')	D-	D-	0.0	major seventh chord	(0, 1, 5, 8)	b-	b-	3	None
24.0	1.0	7	['G-2', 'F3', 'B-3', 'D-4']	['M7', 'M3', 'P5']	[True, False, True, True]	7.0	1.0	11.0	VImaj7	True	('G-', 'B-', 'D-', 'F')	G-	G-	0.0	major seventh chord	(1, 5, 6, 10)	b-	b-	6	None
25.0	0.5	7	['G-2', 'E-3', 'B-3', 'C4']	['M6', 'M3', 'A4']	[True, True, True, True]	7.0	1.0	12.0	iv7	True	('G-', 'B-', 'D-', 'E-')	G-	E-	1.0	minor seventh chord	(1, 3, 6, 10)	b-	b-	4	None
25.5	0.5	7	['G-2', 'E-3', 'B-3', 'D-4']	['M6', 'M3', 'P5']	[False, False, False, True]	7.0	1.0	12.0	iv7	False	('G-', 'B-', 'D-', 'E-')	G-	E-	1.0	minor seventh chord	(1, 3, 6, 10)	b-	b-	4	None
26.0	1.0	7	['F2', 'C3', 'A3', 'E-4']	['P5', 'M3', 'm7']	[True, True, True, True]	7.0	1.0	13.0	V7	True	('F', 'A', 'C', 'E-')	F	F	0.0	dominant seventh chord	(0, 3, 5, 9)	b-	b-	5	None
27.0	1.0	7	['F2', 'F3', 'A3', 'C4']	['P1', 'M3', 'P5']	[True, True, True, True]	7.0	1.0	14.0	V	True	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	b-	b-	5	None
28.0	1.0	8	['B-2', 'F3', 'B-3']	['P5', 'P1']	[True, True, True]	8.0	4.0	15.0	i	True	('B-', 'D-', 'F')	B-	B-	0.0	minor triad	(1, 5, 10)	b-	b-	1	None
29.0	3.0	8	['B-2', 'F3', 'B-3']	['P5', 'P1']	[True, True, True]	8.0	4.0	15.0	i	False	('B-', 'D-', 'F')	B-	B-	0.0	minor triad	(1, 5, 10)	b-	b-	1	None
32.0	1.0	9	['A-2', 'F4', 'A-4', 'D-5']	['M6', 'P1', 'P4']	[True, True, True, True]	9.0	2.0	16.0	I	True	('F#', 'A', 'D')	F#	D	1.0	major triad	(2, 6, 9)	D	D	1	None
33.0	0.5	9	['A-3', 'F4', 'A-4', 'C5']	['M6', 'P1', 'M3']	[True, False, False, True]	9.0	2.0	16.0	I	False	('F#', 'A', 'D')	F#	D	1.0	major triad	(2, 6, 9)	D	D	1	None
33.5	0.5	9	['A-3', 'F4', 'A-4', 'D-5']	['M6', 'P1', 'P4']	[False, False, False, True]	9.0	2.0	16.0	I	False	('F#', 'A', 'D')	F#	D	1.0	major triad	(2, 6, 9)	D	D	1	None
34.0	1.0	9	['G-4', 'A-4', 'E-5']	['M2', 'M6']	[True, False, True]	9.0	2.0	17.0	V7	True	('G', 'A', 'C#', 'E')	G	A	3.0	dominant seventh chord	(1, 4, 7, 9)	D	D	5	None
35.0	1.0	9	['A-3', 'E-5']	['P5']	[True, True]	9.0	2.0	17.0	V7	False	('G', 'A', 'C#', 'E')	G	A	3.0	dominant seventh chord	(1, 4, 7, 9)	D	D	5	None
36.0	1.0	10	['A-2', 'F4', 'A-4', 'D-5']	['M6', 'P1', 'P4']	[True, True, True, True]	10.0	2.0	18.0	I	True	('F#', 'A', 'D')	F#	D	1.0	major triad	(2, 6, 9)	D	D	1	None
37.0	1.0	10	['A-3', 'F4', 'A-4', 'A-5']	['M6', 'P1', 'P1']	[True, False, False, True]	10.0	2.0	18.0	I	False	('F#', 'A', 'D')	F#	D	1.0	major triad	(2, 6, 9)	D	D	1	None
38.0	1.0	10	['E-4', 'A-4', 'G-5']	['P4', 'm3']	[True, False, True]	10.0	2.0	19.0	V7	True	('E', 'G', 'A', 'C#')	E	A	2.0	dominant seventh chord	(1, 4, 7, 9)	D	D	5	None
39.0	1.0	10	['A-3', 'G-4', 'E-5']	['m7', 'P5']	[True, True, True]	10.0	2.0	19.0	V7	False	('E', 'G', 'A', 'C#')	E	A	2.0	dominant seventh chord	(1, 4, 7, 9)	D	D	5	None
40.0	1.0	11	['A-2', 'F4', 'A-4', 'D-5']	['M6', 'P1', 'P4']	[True, True, True, True]	11.0	2.0	20.0	I	True	('F#', 'A', 'D')	F#	D	1.0	major triad	(2, 6, 9)	D	D	1	None
41.0	0.5	11	['A-3', 'F4', 'A-4', 'C5']	['M6', 'P1', 'M3']	[True, False, False, True]	11.0	2.0	20.0	I	False	('F#', 'A', 'D')	F#	D	1.0	major triad	(2, 6, 9)	D	D	1	None
41.5	0.5	11	['A-3', 'F4', 'A-4', 'D-5']	['M6', 'P1', 'P4']	[False, False, False, True]	11.0	2.0	20.0	I	False	('F#', 'A', 'D')	F#	D	1.0	major triad	(2, 6, 9)	D	D	1	None
42.0	1.0	11	['G-4', 'A-4', 'E-5']	['M2', 'M6']	[True, False, True]	11.0	2.0	21.0	V7	True	('G', 'A', 'C#', 'E')	G	A	3.0	dominant seventh chord	(1, 4, 7, 9)	D	D	5	None
43.0	1.0	11	['A-3', 'E-5']	['P5']	[True, True]	11.0	2.0	21.0	V7	False	('G', 'A', 'C#', 'E')	G	A	3.0	dominant seventh chord	(1, 4, 7, 9)	D	D	5	None
44.0	1.0	12	['A-2', 'F4', 'A-4', 'D-5']	['M6', 'P1', 'P4']	[True, True, True, True]	12.0	2.0	22.0	I	True	('F#', 'A', 'D')	F#	D	1.0	major triad	(2, 6, 9)	D	D	1	None
45.0	1.0	12	['A-3', 'F4', 'A-4', 'A-5']	['M6', 'P1', 'P1']	[True, False, False, True]	12.0	2.0	22.0	I	False	('F#', 'A', 'D')	F#	D	1.0	major triad	(2, 6, 9)	D	D	1	None
46.0	1.0	12	['A-3', 'E-4', 'A-4', 'G-5']	['P5', 'P1', 'm7']	[True, True, False, True]	12.0	2.0	23.0	V7	True	('E', 'G', 'A', 'C#')	E	A	2.0	dominant seventh chord	(1, 4, 7, 9)	D	D	5	None
47.0	1.0	12	['A-2', 'G-4', 'E-5']	['m7', 'P5']	[True, True, True]	12.0	2.0	23.0	V7	False	('E', 'G', 'A', 'C#')	E	A	2.0	dominant seventh chord	(1, 4, 7, 9)	D	D	5	None
48.0	1.0	13	['B-2', 'D-4', 'F4', 'B-4']	['m3', 'P5', 'P1']	[True, True, True, True]	13.0	2.0	24.0	i	True	('D', 'F#', 'B')	D	B	1.0	minor triad	(2, 6, 11)	b	b	1	None
49.0	0.5	13	['B-3', 'D-4', 'F4', 'A4']	['m3', 'P5', 'M7']	[True, False, False, True]	13.0	2.0	24.0	i	False	('D', 'F#', 'B')	D	B	1.0	minor triad	(2, 6, 11)	b	b	1	None
49.5	0.5	13	['B-3', 'D-4', 'F4', 'B-4']	['m3', 'P5', 'P1']	[False, False, False, True]	13.0	2.0	24.0	i	False	('D', 'F#', 'B')	D	B	1.0	minor triad	(2, 6, 11)	b	b	1	None
50.0	1.0	13	['E-4', 'G-4', 'C-5']	['m3', 'm6']	[True, True, True]	13.0	2.0	25.0	N	True	('E', 'G', 'C')	E	C	1.0	major triad	(0, 4, 7)	b	b	-2	None
51.0	1.0	13	['B-3']	[]	[True]	13.0	2.0	25.0	N	False	('E', 'G', 'C')	E	C	1.0	major triad	(0, 4, 7)	b	b	-2	None
52.0	1.0	14	['B-2', 'D-4', 'F4', 'B-4']	['m3', 'P5', 'P1']	[True, True, True, True]	14.0	2.0	26.0	i	True	('D', 'F#', 'B')	D	B	1.0	minor triad	(2, 6, 11)	b	b	1	None
53.0	0.5	14	['B-3', 'D-4', 'F4', 'A4']	['m3', 'P5', 'M7']	[True, False, False, True]	14.0	2.0	26.0	i	False	('D', 'F#', 'B')	D	B	1.0	minor triad	(2, 6, 11)	b	b	1	None
53.5	0.5	14	['B-3', 'D-4', 'F4', 'B-4']	['m3', 'P5', 'P1']	[False, False, False, True]	14.0	2.0	26.0	i	False	('D', 'F#', 'B')	D	B	1.0	minor triad	(2, 6, 11)	b	b	1	None
54.0	1.0	14	['E-4', 'G-4', 'C5']	['m3', 'M6']	[True, True, True]	14.0	2.0	27.0	iio	True	('E', 'G', 'C#')	E	C#	1.0	diminished triad	(1, 4, 7)	b	b	2	None
55.0	1.0	14	['B-3']	[]	[True]	14.0	2.0	27.0	iio	False	('E', 'G', 'C#')	E	C#	1.0	diminished triad	(1, 4, 7)	b	b	2	None
56.0	1.0	15	['B-2', 'D-4', 'F4', 'B-4']	['m3', 'P5', 'P1']	[True, True, True, True]	15.0	2.0	28.0	i	True	('D', 'F#', 'B')	D	B	1.0	minor triad	(2, 6, 11)	b	b	1	None
57.0	0.5	15	['B-3', 'D-4', 'F4', 'A4']	['m3', 'P5', 'M7']	[True, False, False, True]	15.0	2.0	28.0	i	False	('D', 'F#', 'B')	D	B	1.0	minor triad	(2, 6, 11)	b	b	1	None
57.5	0.5	15	['B-3', 'D-4', 'F4', 'B-4']	['m3', 'P5', 'P1']	[False, False, False, True]	15.0	2.0	28.0	i	False	('D', 'F#', 'B')	D	B	1.0	minor triad	(2, 6, 11)	b	b	1	None
58.0	1.0	15	['E-3', 'G-3', 'G-4', 'C-5']	['m3', 'm3', 'm6']	[True, True, True, True]	15.0	2.0	29.0	N	True	('E', 'G', 'C')	E	C	1.0	major triad	(0, 4, 7)	b	b	-2	None
59.0	1.0	15	['E-3', 'G-3', 'E-4', 'C-5']	['m3', 'P1', 'm6']	[True, True, True, True]	15.0	2.0	29.0	N	False	('E', 'G', 'C')	E	C	1.0	major triad	(0, 4, 7)	b	b	-2	None
60.0	1.0	16	['F3', 'D-4', 'B-4']	['m6', 'P4']	[True, True, True]	16.0	1.0	30.0	i	True	('F#', 'B', 'D')	F#	B	2.0	minor triad	(2, 6, 11)	b	b	1	None
61.0	1.0	16	['F3', 'C4', 'F4', 'A4']	['P5', 'P1', 'M3']	[True, True, True, True]	16.0	1.0	31.0	V	True	('F#', 'A#', 'C#')	F#	F#	0.0	major triad	(1, 6, 10)	b	b	5	None
62.0	1.0	16	['B-2', 'D-4', 'F4', 'B-4']	['m3', 'P5', 'P1']	[True, True, True, True]	16.0	2.0	32.0	i	True	('B', 'D', 'F#')	B	B	0.0	minor triad	(2, 6, 11)	b	b	1	None
63.0	1.0	16	['B-2', 'D-4', 'F4', 'B-4']	['m3', 'P5', 'P1']	[True, True, True, True]	16.0	2.0	32.0	i	False	('B', 'D', 'F#')	B	B	0.0	minor triad	(2, 6, 11)	b	b	1	None
64.0	1.0	17	['D4']	[]	[True]	17.0	3.0	33.0	I	True	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	B-	B-	1	None
65.0	1.0	17	['F4']	[]	[True]	17.0	3.0	33.0	I	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	B-	B-	1	None
66.0	1.0	17	['B-4']	[]	[True]	17.0	3.0	33.0	I	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	B-	B-	1	None
67.0	1.0	17	['D4', 'F4', 'B-4', 'C5']	['m3', 'm6', 'm7']	[True, True, True, True]	17.0	1.0	34.0	I	True	('D', 'F', 'B-')	D	B-	1.0	major triad	(2, 5, 10)	B-	B-	1	None
68.0	1.0	17	['C4', 'E-4', 'F4', 'A4']	['m3', 'P4', 'M6']	[True, True, True, True]	17.0	1.0	35.0	V7	True	('C', 'E-', 'F', 'A')	C	F	2.0	dominant seventh chord	(0, 3, 5, 9)	B-	B-	5	None
69.0	1.0	17	['B-3', 'D4', 'F4', 'B-4']	['M3', 'P5', 'P1']	[True, True, True, True]	17.0	1.0	36.0	I	True	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	B-	B-	1	None
70.0	1.0	18	['F4']	[]	[True]	18.0	3.0	37.0	V	True	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	B-	B-	5	None
71.0	1.0	18	['A4']	[]	[True]	18.0	3.0	37.0	V	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	B-	B-	5	None
72.0	1.0	18	['C5']	[]	[True]	18.0	3.0	37.0	V	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	B-	B-	5	None
73.0	1.0	18	['F3', 'A3', 'F4', 'C5', 'D5']	['M3', 'P1', 'P5', 'M6']	[True, True, True, True, True]	18.0	1.0	38.0	V	True	('A', 'C', 'F')	A	F	1.0	major triad	(0, 5, 9)	B-	B-	5	None
74.0	1.0	18	['F3', 'G3', 'F4', 'B4']	['M2', 'P1', 'A4']	[True, True, True, True]	18.0	1.0	39.0	V7/ii	True	('G', 'B', 'D', 'F')	G	G	0.0	dominant seventh chord	(2, 5, 7, 11)	B-	c	5	2
75.0	1.0	18	['F3', 'A3', 'F4', 'C5']	['M3', 'P1', 'P5']	[True, True, True, True]	18.0	1.0	40.0	V	True	('A', 'C', 'F')	A	F	1.0	major triad	(0, 5, 9)	B-	B-	5	None
76.0	1.0	19	['F4']	[]	[True]	19.0	4.0	41.0	I	True	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	B-	B-	1	None
77.0	1.0	19	['B-4']	[]	[True]	19.0	4.0	41.0	I	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	B-	B-	1	None
78.0	1.0	19	['D5']	[]	[True]	19.0	4.0	41.0	I	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	B-	B-	1	None
79.0	1.0	19	['B-2', 'F3', 'D4', 'D5', 'E-5']	['P5', 'M3', 'M3', 'P4']	[True, True, True, True, True]	19.0	4.0	41.0	I	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	B-	B-	1	None
80.0	1.0	19	['A2', 'F3', 'C4', 'C5']	['m6', 'm3', 'm3']	[True, True, True, True]	19.0	1.0	42.0	V	True	('A', 'C', 'F')	A	F	1.0	major triad	(0, 5, 9)	B-	B-	5	None
81.0	1.0	19	['G2', 'F3', 'B-3', 'D5']	['m7', 'm3', 'P5']	[True, True, True, True]	19.0	1.0	43.0	vi7	True	('G', 'B-', 'D', 'F')	G	G	0.0	minor seventh chord	(2, 5, 7, 10)	B-	B-	6	None
82.0	1.0	20	['A4']	[]	[True]	20.0	3.0	44.0	V	True	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	B-	B-	5	None
83.0	1.0	20	['C5']	[]	[True]	20.0	3.0	44.0	V	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	B-	B-	5	None
84.0	1.0	20	['F5']	[]	[True]	20.0	3.0	44.0	V	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	B-	B-	5	None
85.0	1.0	20	['F2', 'A3', 'C4', 'F5', 'G5']	['M3', 'P5', 'P1', 'M2']	[True, True, True, True, True]	20.0	3.0	45.0	V	True	('A', 'C', 'F')	A	F	1.0	major triad	(0, 5, 9)	B-	B-	5	None
86.0	1.0	20	['F2', 'A3', 'C4', 'E5']	['M3', 'P5', 'M7']	[True, True, True, True]	20.0	3.0	45.0	V	False	('A', 'C', 'F')	A	F	1.0	major triad	(0, 5, 9)	B-	B-	5	None
87.0	1.0	20	['F2', 'A3', 'C4', 'F5']	['M3', 'P5', 'P1']	[True, True, True, True]	20.0	3.0	45.0	V	False	('A', 'C', 'F')	A	F	1.0	major triad	(0, 5, 9)	B-	B-	5	None
88.0	1.0	21	['D5']	[]	[True]	21.0	3.0	46.0	I	True	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	B-	B-	1	None
89.0	1.0	21	['F5']	[]	[True]	21.0	3.0	46.0	I	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	B-	B-	1	None
90.0	1.0	21	['B-5']	[]	[True]	21.0	3.0	46.0	I	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	B-	B-	1	None
91.0	1.0	21	['D4', 'F4', 'F5', 'B-5', 'C6']	['m3', 'm3', 'm6', 'm7']	[True, True, True, True, True]	21.0	1.0	47.0	I	True	('D', 'F', 'B-')	D	B-	1.0	major triad	(2, 5, 10)	B-	B-	1	None
92.0	1.0	21	['C4', 'F4', 'E-5', 'A5']	['P4', 'm3', 'M6']	[True, True, True, True]	21.0	1.0	48.0	V7	True	('C', 'E-', 'F', 'A')	C	F	2.0	dominant seventh chord	(0, 3, 5, 9)	B-	B-	5	None
93.0	1.0	21	['B-3', 'F4', 'D5', 'B-5']	['P5', 'M3', 'P1']	[True, True, True, True]	21.0	1.0	49.0	I	True	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	B-	B-	1	None
94.0	1.0	22	['F5']	[]	[True]	22.0	3.0	50.0	V	True	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	B-	B-	5	None
95.0	1.0	22	['A5']	[]	[True]	22.0	3.0	50.0	V	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	B-	B-	5	None
96.0	1.0	22	['C6']	[]	[True]	22.0	3.0	50.0	V	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	B-	B-	5	None
97.0	1.0	22	['A3', 'F4', 'C5', 'C6', 'D6']	['m6', 'm3', 'm3', 'P4']	[True, True, True, True, True]	22.0	1.0	51.0	V	True	('A', 'C', 'F')	A	F	1.0	major triad	(0, 5, 9)	B-	B-	5	None
98.0	1.0	22	['G3', 'F4', 'F5', 'B5']	['m7', 'm7', 'M3']	[True, True, True, True]	22.0	1.0	52.0	V7/ii	True	('G', 'B', 'D', 'F')	G	G	0.0	dominant seventh chord	(2, 5, 7, 11)	B-	c	5	2
99.0	1.0	22	['F3', 'F4', 'F5', 'C6']	['P1', 'P1', 'P5']	[True, True, True, True]	22.0	1.0	53.0	V	True	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	B-	B-	5	None
100.0	1.0	23	['C6']	[]	[True]	23.0	6.0	54.0	V	True	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	B-	B-	5	None
101.0	1.0	23	['D6']	[]	[True]	23.0	6.0	54.0	V	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	B-	B-	5	None
102.0	1.0	23	['E-6']	[]	[True]	23.0	6.0	54.0	V	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	B-	B-	5	None
103.0	1.0	23	['F3', 'F4', 'C5', 'F6']	['P1', 'P5', 'P1']	[True, True, True, True]	23.0	6.0	54.0	V	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	B-	B-	5	None
104.0	1.0	23	['F3', 'F4', 'C5', 'G6']	['P1', 'P5', 'M2']	[True, True, True, True]	23.0	6.0	54.0	V	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	B-	B-	5	None
105.0	1.0	23	['F3', 'F4', 'C5', 'A6']	['P1', 'P5', 'M3']	[True, True, True, True]	23.0	6.0	54.0	V	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	B-	B-	5	None
106.0	1.0	24	['B-2', 'F4', 'D5', 'B-6']	['P5', 'M3', 'P1']	[True, True, True, True]	24.0	3.0	55.0	I	True	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	B-	B-	1	None
107.0	2.0	24	['B-2', 'F4', 'D5', 'B-6']	['P5', 'M3', 'P1']	[True, True, True, True]	24.0	3.0	55.0	I	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	B-	B-	1	None
109.0	1.0	24	['D4', 'F4']	['m3']	[True, True]	24.0	1.0	56.0	I	True	('D', 'F', 'B-')	D	B-	1.0	major triad	(2, 5, 10)	B-	B-	1	None
