onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ts_beats	ts_beat_type	measureNumberWithSuffix	continuous_beats	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral	valid_chord_label
14	2	3.5	7/2	0.5	1/2	1	4	4	1	3.5	E4	64	True	E	0	5/8	3.5	0	Bass	1	1	0.5	4	V7	True	('G', 'A', 'C#', 'E')	G	A	3	dominant seventh chord	(1, 4, 7, 9)	D	D	5	None	V7	True
14	2	3.5	7/2	0.5	1/2	1	4	4	1	3.5	A3	57	True	A	0	5/8	3.5	0	Bass	1	1	0.5	4	V7	True	('G', 'A', 'C#', 'E')	G	A	3	dominant seventh chord	(1, 4, 7, 9)	D	D	5	None	V7	True
16	4	4.0	4	1.0	1	1	4	4	1	4.0	D5	74	True	D	0	3/4	4.0	4	Bass	1	1	1.0	5	I	True	('F#', 'A', 'D')	F#	D	1	major triad	(2, 6, 9)	D	D	1	None	I	True
16	4	4.0	4	1.0	1	1	4	4	1	4.0	F#4	66	True	F	1	3/4	4.0	4	Bass	1	1	1.0	5	I	True	('F#', 'A', 'D')	F#	D	1	major triad	(2, 6, 9)	D	D	1	None	I	True
16	4	4.0	4	1.0	1	1	4	4	1	4.0	A3	57	True	A	0	3/4	4.0	4	Bass	1	1	1.0	5	I	True	('F#', 'A', 'D')	F#	D	1	major triad	(2, 6, 9)	D	D	1	None	I	True
16	2	4.0	4	0.5	1/2	1	4	4	1	4.0	F#3	54	True	F	1	3/4	4.0	4	Bass	1	1	1.0	5	I	True	('F#', 'A', 'D')	F#	D	1	major triad	(2, 6, 9)	D	D	1	None	I	True
18	2	4.5	9/2	0.5	1/2	1	4	4	1	4.5	G3	55	True	G	0	7/8	4.5	0	Bass	1	1	1.0	5	I	False	('F#', 'A', 'D')	F#	D	1	major triad	(2, 6, 9)	D	D	1	None	I	True
20	4	5.0	5	1.0	1	2	4	4	2	5.0	D5	74	True	D	0	0	1.0	1	Bass	1	2	1.0	6	V	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	D	D	5	None	V	True
20	2	5.0	5	0.5	1/2	2	4	4	2	5.0	E4	64	True	E	0	0	1.0	1	Bass	1	2	1.0	6	V	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	D	D	5	None	V	True
20	4	5.0	5	1.0	1	2	4	4	2	5.0	A3	57	True	A	0	0	1.0	1	Bass	1	2	1.0	6	V	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	D	D	5	None	V	True
20	4	5.0	5	1.0	1	2	4	4	2	5.0	A3	57	True	A	0	0	1.0	1	Bass	1	2	1.0	6	V	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	D	D	5	None	V	True
22	2	5.5	11/2	0.5	1/2	2	4	4	2	5.5	F#4	66	True	F	1	1/8	1.5	0	Bass	1	2	1.0	6	V	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	D	D	5	None	V	True
24	4	6.0	6	1.0	1	2	4	4	2	6.0	C#5	73	True	C	1	1/4	2.0	2	Bass	1	2	1.0	7	V7	True	('A', 'C#', 'E', 'G')	A	A	0	dominant seventh chord	(1, 4, 7, 9)	D	D	5	None	V7	True
24	4	6.0	6	1.0	1	2	4	4	2	6.0	G4	67	True	G	0	1/4	2.0	2	Bass	1	2	1.0	7	V7	True	('A', 'C#', 'E', 'G')	A	A	0	dominant seventh chord	(1, 4, 7, 9)	D	D	5	None	V7	True
24	4	6.0	6	1.0	1	2	4	4	2	6.0	A3	57	True	A	0	1/4	2.0	2	Bass	1	2	1.0	7	V7	True	('A', 'C#', 'E', 'G')	A	A	0	dominant seventh chord	(1, 4, 7, 9)	D	D	5	None	V7	True
24	4	6.0	6	1.0	1	2	4	4	2	6.0	A2	45	True	A	0	1/4	2.0	2	Bass	1	2	1.0	7	V7	True	('A', 'C#', 'E', 'G')	A	A	0	dominant seventh chord	(1, 4, 7, 9)	D	D	5	None	V7	True
28	4	7.0	7	1.0	1	2	4	4	2	7.0	D5	74	True	D	0	1/2	3.0	3	Bass	1	2	1.0	8	I	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	D	D	1	None	I	True
28	4	7.0	7	1.0	1	2	4	4	2	7.0	F#4	66	True	F	1	1/2	3.0	3	Bass	1	2	1.0	8	I	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	D	D	1	None	I	True
28	4	7.0	7	1.0	1	2	4	4	2	7.0	A3	57	True	A	0	1/2	3.0	3	Bass	1	2	1.0	8	I	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	D	D	1	None	I	True
28	4	7.0	7	1.0	1	2	4	4	2	7.0	D3	50	True	D	0	1/2	3.0	3	Bass	1	2	1.0	8	I	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	D	D	1	None	I	True
32	4	8.0	8	1.0	1	2	4	4	2	8.0	B4	71	True	B	0	3/4	4.0	4	Bass	1	2	0.5	9	V/vi	True	('D#', 'F#', 'B')	D#	B	1	major triad	(3, 6, 11)	G	e	5	6	V	True
32	4	8.0	8	1.0	1	2	4	4	2	8.0	F#4	66	True	F	1	3/4	4.0	4	Bass	1	2	0.5	9	V/vi	True	('D#', 'F#', 'B')	D#	B	1	major triad	(3, 6, 11)	G	e	5	6	V	True
32	2	8.0	8	0.5	1/2	2	4	4	2	8.0	B3	59	True	B	0	3/4	4.0	4	Bass	1	2	0.5	9	V/vi	True	('D#', 'F#', 'B')	D#	B	1	major triad	(3, 6, 11)	G	e	5	6	V	True
32	4	8.0	8	1.0	1	2	4	4	2	8.0	D#3	51	True	D	1	3/4	4.0	4	Bass	1	2	0.5	9	V/vi	True	('D#', 'F#', 'B')	D#	B	1	major triad	(3, 6, 11)	G	e	5	6	V	True
34	2	8.5	17/2	0.5	1/2	2	4	4	2	8.5	A3	57	True	A	0	7/8	4.5	0	Bass	1	2	0.5	10	V7/vi	True	('D#', 'F#', 'A', 'B')	D#	B	1	dominant seventh chord	(3, 6, 9, 11)	G	e	5	6	V7	True
36	4	9.0	9	1.0	1	3	4	4	3	9.0	C5	72	True	C	0	0	1.0	1	Bass	1	3	0.5	11	IV	True	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	G	G	4	None	IV	True
36	4	9.0	9	1.0	1	3	4	4	3	9.0	E4	64	True	E	0	0	1.0	1	Bass	1	3	0.5	11	IV	True	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	G	G	4	None	IV	True
36	2	9.0	9	0.5	1/2	3	4	4	3	9.0	G3	55	True	G	0	0	1.0	1	Bass	1	3	0.5	11	IV	True	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	G	G	4	None	IV	True
36	2	9.0	9	0.5	1/2	3	4	4	3	9.0	E3	52	True	E	0	0	1.0	1	Bass	1	3	0.5	11	IV	True	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	G	G	4	None	IV	True
38	2	9.5	19/2	0.5	1/2	3	4	4	3	9.5	A3	57	True	A	0	1/8	1.5	0	Bass	1	3	0.5	12	viiø7	True	('F#', 'A', 'C', 'E')	F#	F#	0	half-diminished seventh chord	(0, 4, 6, 9)	G	G	7	None	vii%7	True
38	2	9.5	19/2	0.5	1/2	3	4	4	3	9.5	F#3	54	True	F	1	1/8	1.5	0	Bass	1	3	0.5	12	viiø7	True	('F#', 'A', 'C', 'E')	F#	F#	0	half-diminished seventh chord	(0, 4, 6, 9)	G	G	7	None	vii%7	True
40	4	10.0	10	1.0	1	3	4	4	3	10.0	B4	71	True	B	0	1/4	2.0	2	Bass	1	3	0.5	13	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I	True
40	2	10.0	10	0.5	1/2	3	4	4	3	10.0	D4	62	True	D	0	1/4	2.0	2	Bass	1	3	0.5	13	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I	True
40	2	10.0	10	0.5	1/2	3	4	4	3	10.0	B3	59	True	B	0	1/4	2.0	2	Bass	1	3	0.5	13	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I	True
40	2	10.0	10	0.5	1/2	3	4	4	3	10.0	G3	55	True	G	0	1/4	2.0	2	Bass	1	3	0.5	13	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I	True
42	2	10.5	21/2	0.5	1/2	3	4	4	3	10.5	E4	64	True	E	0	3/8	2.5	0	Bass	1	3	0.5	14	IV7	True	('C', 'E', 'G', 'B')	C	C	0	major seventh chord	(0, 4, 7, 11)	G	G	4	None	IV7	True
42	2	10.5	21/2	0.5	1/2	3	4	4	3	10.5	C4	60	True	C	0	3/8	2.5	0	Bass	1	3	0.5	14	IV7	True	('C', 'E', 'G', 'B')	C	C	0	major seventh chord	(0, 4, 7, 11)	G	G	4	None	IV7	True
42	2	10.5	21/2	0.5	1/2	3	4	4	3	10.5	C3	48	True	C	0	3/8	2.5	0	Bass	1	3	0.5	14	IV7	True	('C', 'E', 'G', 'B')	C	C	0	major seventh chord	(0, 4, 7, 11)	G	G	4	None	IV7	True
44	4	11.0	11	1.0	1	3	4	4	3	11.0	A4	69	True	A	0	1/2	3.0	3	Bass	1	3	1.0	15	V7	True	('C', 'D', 'F#', 'A')	C	D	3	dominant seventh chord	(0, 2, 6, 9)	G	G	5	None	V7	True
44	4	11.0	11	1.0	1	3	4	4	3	11.0	F#4	66	True	F	1	1/2	3.0	3	Bass	1	3	1.0	15	V7	True	('C', 'D', 'F#', 'A')	C	D	3	dominant seventh chord	(0, 2, 6, 9)	G	G	5	None	V7	True
44	4	11.0	11	1.0	1	3	4	4	3	11.0	D4	62	True	D	0	1/2	3.0	3	Bass	1	3	1.0	15	V7	True	('C', 'D', 'F#', 'A')	C	D	3	dominant seventh chord	(0, 2, 6, 9)	G	G	5	None	V7	True
44	2	11.0	11	0.5	1/2	3	4	4	3	11.0	C3	48	False	C	0	1/2	3.0	3	Bass	1	3	1.0	15	V7	True	('C', 'D', 'F#', 'A')	C	D	3	dominant seventh chord	(0, 2, 6, 9)	G	G	5	None	V7	True
46	2	11.5	23/2	0.5	1/2	3	4	4	3	11.5	B2	47	True	B	0	5/8	3.5	0	Bass	1	3	1.0	15	V7	False	('C', 'D', 'F#', 'A')	C	D	3	dominant seventh chord	(0, 2, 6, 9)	G	G	5	None	V7	True
48	4	12.0	12	1.0	1	3	4	4	3	12.0	B4	71	True	B	0	3/4	4.0	4	Bass	1	3	1.0	16	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I	True
48	4	12.0	12	1.0	1	3	4	4	3	12.0	G4	67	True	G	0	3/4	4.0	4	Bass	1	3	1.0	16	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I	True
48	4	12.0	12	1.0	1	3	4	4	3	12.0	D4	62	True	D	0	3/4	4.0	4	Bass	1	3	1.0	16	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I	True
48	2	12.0	12	0.5	1/2	3	4	4	3	12.0	A2	45	True	A	0	3/4	4.0	4	Bass	1	3	1.0	16	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I	True
50	2	12.5	25/2	0.5	1/2	3	4	4	3	12.5	G2	43	True	G	0	7/8	4.5	0	Bass	1	3	1.0	16	I	False	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I	True
52	8	13.0	13	2.0	2	4	4	4	4	13.0	A4	69	True	A	0	0	1.0	1	Bass	1	4	1.5	17	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	G	G	5	None	V	True
52	4	13.0	13	1.0	1	4	4	4	4	13.0	G4	67	False	G	0	0	1.0	1	Bass	1	4	1.5	17	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	G	G	5	None	V	True
52	6	13.0	13	1.5	3/2	4	4	4	4	13.0	D4	62	True	D	0	0	1.0	1	Bass	1	4	1.5	17	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	G	G	5	None	V	True
52	4	13.0	13	1.0	1	4	4	4	4	13.0	D3	50	True	D	0	0	1.0	1	Bass	1	4	1.5	17	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	G	G	5	None	V	True
56	4	14.0	14	1.0	1	4	4	4	4	14.0	F#4	66	True	F	1	1/4	2.0	2	Bass	1	4	1.5	17	V	False	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	G	G	5	None	V	True
56	4	14.0	14	1.0	1	4	4	4	4	14.0	D2	38	True	D	0	1/4	2.0	2	Bass	1	4	1.5	17	V	False	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	G	G	5	None	V	True
58	2	14.5	29/2	0.5	1/2	4	4	4	4	14.5	C4	60	True	C	0	3/8	2.5	0	Bass	1	4	0.5	18	V7	True	('D', 'F#', 'A', 'C')	D	D	0	dominant seventh chord	(0, 2, 6, 9)	G	G	5	None	V7	True
60	4	15.0	15	1.0	1	4	4	4	4	15.0	G4	67	True	G	0	1/2	3.0	3	Bass	1	4	1.0	19	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I	True
60	4	15.0	15	1.0	1	4	4	4	4	15.0	D4	62	True	D	0	1/2	3.0	3	Bass	1	4	1.0	19	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I	True
60	4	15.0	15	1.0	1	4	4	4	4	15.0	B3	59	True	B	0	1/2	3.0	3	Bass	1	4	1.0	19	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I	True
60	4	15.0	15	1.0	1	4	4	4	4	15.0	G2	43	True	G	0	1/2	3.0	3	Bass	1	4	1.0	19	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I	True
64	4	16.0	16	1.0	1	4	4	4	4a	19.0	A4	69	True	A	0	3/4	4.0	4	Bass	1	4	1.0	20	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	G	G	5	None	V	True
64	2	16.0	16	0.5	1/2	4	4	4	4a	19.0	F#4	66	True	F	1	3/4	4.0	4	Bass	1	4	1.0	20	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	G	G	5	None	V	True
64	2	16.0	16	0.5	1/2	4	4	4	4a	19.0	D4	62	True	D	0	3/4	4.0	4	Bass	1	4	1.0	20	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	G	G	5	None	V	True
64	4	16.0	16	1.0	1	4	4	4	4a	19.0	D3	50	True	D	0	3/4	4.0	4	Bass	1	4	1.0	20	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	G	G	5	None	V	True
66	2	16.5	33/2	0.5	1/2	4	4	4	4a	19.5	G4	67	True	G	0	7/8	4.5	0	Bass	1	4	1.0	20	V	False	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	G	G	5	None	V	True
66	2	16.5	33/2	0.5	1/2	4	4	4	4a	19.5	E4	64	True	E	0	7/8	4.5	0	Bass	1	4	1.0	20	V	False	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	G	G	5	None	V	True
68	4	17.0	17	1.0	1	5	4	4	5	17.0	A4	69	True	A	0	0	1.0	1	Bass	1	5	1.0	21	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	G	G	5	None	V	True
68	6	17.0	17	1.5	3/2	5	4	4	5	17.0	A4	69	True	A	0	0	1.0	1	Bass	1	5	1.0	21	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	G	G	5	None	V	True
68	2	17.0	17	0.5	1/2	5	4	4	5	17.0	F#4	66	True	F	1	0	1.0	1	Bass	1	5	1.0	21	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	G	G	5	None	V	True
68	2	17.0	17	0.5	1/2	5	4	4	5	17.0	D4	62	True	D	0	0	1.0	1	Bass	1	5	1.0	21	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	G	G	5	None	V	True
70	2	17.5	35/2	0.5	1/2	5	4	4	5	17.5	E4	64	True	E	0	1/8	1.5	0	Bass	1	5	1.0	21	V	False	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	G	G	5	None	V	True
70	2	17.5	35/2	0.5	1/2	5	4	4	5	17.5	C4	60	True	C	0	1/8	1.5	0	Bass	1	5	1.0	21	V	False	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	G	G	5	None	V	True
72	4	18.0	18	1.0	1	5	4	4	5	18.0	B4	71	True	B	0	1/4	2.0	2	Bass	1	5	1.0	22	viio	True	('B', 'D', 'G#')	B	G#	1	diminished triad	(2, 8, 11)	a	a	#7	None	viio	True
72	4	18.0	18	1.0	1	5	4	4	5	18.0	D4	62	True	D	0	1/4	2.0	2	Bass	1	5	1.0	22	viio	True	('B', 'D', 'G#')	B	G#	1	diminished triad	(2, 8, 11)	a	a	#7	None	viio	True
72	4	18.0	18	1.0	1	5	4	4	5	18.0	B3	59	True	B	0	1/4	2.0	2	Bass	1	5	1.0	22	viio	True	('B', 'D', 'G#')	B	G#	1	diminished triad	(2, 8, 11)	a	a	#7	None	viio	True
74	2	18.5	37/2	0.5	1/2	5	4	4	5	18.5	G#4	68	True	G	1	3/8	2.5	0	Bass	1	5	1.0	22	viio	False	('B', 'D', 'G#')	B	G#	1	diminished triad	(2, 8, 11)	a	a	#7	None	viio	True
76	4	19.0	19	1.0	1	5	4	4	5	19.0	C5	72	True	C	0	1/2	3.0	3	Bass	1	5	1.0	23	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i	True
76	2	19.0	19	0.5	1/2	5	4	4	5	19.0	A4	69	True	A	0	1/2	3.0	3	Bass	1	5	1.0	23	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i	True
76	4	19.0	19	1.0	1	5	4	4	5	19.0	E4	64	True	E	0	1/2	3.0	3	Bass	1	5	1.0	23	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i	True
76	4	19.0	19	1.0	1	5	4	4	5	19.0	A3	57	True	A	0	1/2	3.0	3	Bass	1	5	1.0	23	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i	True
78	2	19.5	39/2	0.5	1/2	5	4	4	5	19.5	G#4	68	True	G	1	5/8	3.5	0	Bass	1	5	1.0	23	i	False	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i	True
80	4	20.0	20	1.0	1	5	4	4	5	20.0	C5	72	True	C	0	3/4	4.0	4	Bass	1	5	1.0	24	viiø7/V	True	('D#', 'F#', 'A', 'C#')	D#	D#	0	half-diminished seventh chord	(1, 3, 6, 9)	a	E	7	5	vii%7	True
80	4	20.0	20	1.0	1	5	4	4	5	20.0	A4	69	True	A	0	3/4	4.0	4	Bass	1	5	1.0	24	viiø7/V	True	('D#', 'F#', 'A', 'C#')	D#	D#	0	half-diminished seventh chord	(1, 3, 6, 9)	a	E	7	5	vii%7	True
80	4	20.0	20	1.0	1	5	4	4	5	20.0	F#4	66	True	F	1	3/4	4.0	4	Bass	1	5	1.0	24	viiø7/V	True	('D#', 'F#', 'A', 'C#')	D#	D#	0	half-diminished seventh chord	(1, 3, 6, 9)	a	E	7	5	vii%7	True
80	4	20.0	20	1.0	1	5	4	4	5	20.0	D#3	51	True	D	1	3/4	4.0	4	Bass	1	5	1.0	24	viiø7/V	True	('D#', 'F#', 'A', 'C#')	D#	D#	0	half-diminished seventh chord	(1, 3, 6, 9)	a	E	7	5	vii%7	True
84	2	21.0	21	0.5	1/2	6	4	4	6	21.0	B4	71	True	B	0	0	1.0	1	Bass	1	6	1.5	25	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	5	None	V	True
84	4	21.0	21	1.0	1	6	4	4	6	21.0	A4	69	True	A	0	0	1.0	1	Bass	1	6	1.5	25	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	5	None	V	True
84	4	21.0	21	1.0	1	6	4	4	6	21.0	B3	59	True	B	0	0	1.0	1	Bass	1	6	1.5	25	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	5	None	V	True
84	4	21.0	21	1.0	1	6	4	4	6	21.0	E3	52	True	E	0	0	1.0	1	Bass	1	6	1.5	25	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	5	None	V	True
86	2	21.5	43/2	0.5	1/2	6	4	4	6	21.5	A4	69	True	A	0	1/8	1.5	0	Bass	1	6	1.5	25	V	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	5	None	V	True
88	4	22.0	22	1.0	1	6	4	4	6	22.0	B4	71	True	B	0	1/4	2.0	2	Bass	1	6	1.5	25	V	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	5	None	V	True
88	4	22.0	22	1.0	1	6	4	4	6	22.0	G#4	68	True	G	1	1/4	2.0	2	Bass	1	6	1.5	25	V	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	5	None	V	True
88	2	22.0	22	0.5	1/2	6	4	4	6	22.0	E4	64	True	E	0	1/4	2.0	2	Bass	1	6	1.5	25	V	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	5	None	V	True
88	4	22.0	22	1.0	1	6	4	4	6	22.0	E2	40	True	E	0	1/4	2.0	2	Bass	1	6	1.5	25	V	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	5	None	V	True
90	2	22.5	45/2	0.5	1/2	6	4	4	6	22.5	D4	62	True	D	0	3/8	2.5	0	Bass	1	6	0.5	26	V7	True	('E', 'G#', 'B', 'D')	E	E	0	dominant seventh chord	(2, 4, 8, 11)	a	a	5	None	V7	True
92	4	23.0	23	1.0	1	6	4	4	6	23.0	A4	69	True	A	0	1/2	3.0	3	Bass	1	6	1.0	27	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i	True
92	4	23.0	23	1.0	1	6	4	4	6	23.0	E4	64	True	E	0	1/2	3.0	3	Bass	1	6	1.0	27	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i	True
