onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ks_fifths	ts_beats	ts_beat_type	measureNumberWithSuffix	onset_beat	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral	valid_chord_label
14	2	3.5	7/2	0.5	1/2	2	-3	6	8	2	2.333	B-3	58	True	B	-1	1/8	1.333	0	P2-Staff2	6	2	3.0	1	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
16	2	4.0	4	0.5	1/2	2	-3	6	8	2	2.667	G3	55	True	G	0	1/4	1.667	0	P2-Staff2	6	2	3.0	1	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
18	2	4.5	9/2	0.5	1/2	2	-3	6	8	2	3.0	E-4	63	True	E	-1	3/8	2.0	2	P2-Staff2	6	2	3.0	1	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
18	4	4.5	9/2	1.0	1	2	-3	6	8	2	3.0	E-3	51	True	E	-1	3/8	2.0	2	P2-Staff2	6	2	3.0	1	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
20	2	5.0	5	0.5	1/2	2	-3	6	8	2	3.333	B-3	58	True	B	-1	1/2	2.333	0	P2-Staff2	6	2	3.0	1	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
22	2	5.5	11/2	0.5	1/2	2	-3	6	8	2	3.667	G3	55	True	G	0	5/8	2.667	0	P2-Staff2	6	2	3.0	1	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
24	3	6.0	6	0.75	3/4	3	-3	6	8	3	4.0	G4	67	True	G	0	0	1.0	1	P2-Staff2	6	3	3.0	2	I	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
24	2	6.0	6	0.5	1/2	3	-3	6	8	3	4.0	E-4	63	True	E	-1	0	1.0	1	P2-Staff2	6	3	3.0	2	I	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
24	4	6.0	6	1.0	1	3	-3	6	8	3	4.0	E-3	51	True	E	-1	0	1.0	1	P2-Staff2	6	3	3.0	2	I	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
26	2	6.5	13/2	0.5	1/2	3	-3	6	8	3	4.333	B-3	58	True	B	-1	1/8	1.333	0	P2-Staff2	6	3	3.0	2	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
27	1	6.75	27/4	0.25	1/4	3	-3	6	8	3	4.5	B-4	70	True	B	-1	3/16	1.5	0	P2-Staff2	6	3	3.0	2	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
28	2	7.0	7	0.5	1/2	3	-3	6	8	3	4.667	B-4	70	True	B	-1	1/4	1.667	0	P2-Staff2	6	3	3.0	2	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
28	2	7.0	7	0.5	1/2	3	-3	6	8	3	4.667	G3	55	True	G	0	1/4	1.667	0	P2-Staff2	6	3	3.0	2	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
30	3	7.5	15/2	0.75	3/4	3	-3	6	8	3	5.0	B-4	70	True	B	-1	3/8	2.0	2	P2-Staff2	6	3	3.0	2	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
30	2	7.5	15/2	0.5	1/2	3	-3	6	8	3	5.0	E-4	63	True	E	-1	3/8	2.0	2	P2-Staff2	6	3	3.0	2	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
30	4	7.5	15/2	1.0	1	3	-3	6	8	3	5.0	E-3	51	True	E	-1	3/8	2.0	2	P2-Staff2	6	3	3.0	2	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
32	2	8.0	8	0.5	1/2	3	-3	6	8	3	5.333	B-3	58	True	B	-1	1/2	2.333	0	P2-Staff2	6	3	3.0	2	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
33	1	8.25	33/4	0.25	1/4	3	-3	6	8	3	5.5	E-5	75	True	E	-1	9/16	2.5	0	P2-Staff2	6	3	3.0	2	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
34	2	8.5	17/2	0.5	1/2	3	-3	6	8	3	5.667	E-5	75	True	E	-1	5/8	2.667	0	P2-Staff2	6	3	3.0	2	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
34	2	8.5	17/2	0.5	1/2	3	-3	6	8	3	5.667	G3	55	True	G	0	5/8	2.667	0	P2-Staff2	6	3	3.0	2	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
36	4	9.0	9	1.0	1	4	-3	6	8	4	6.0	E-3	51	True	E	-1	0	1.0	1	P2-Staff2	6	4	3.0	3	I	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
36	2	9.0	9	0.5	1/2	4	-3	6	8	4	6.0	B-4	70	True	B	-1	0	1.0	1	P2-Staff2	6	4	3.0	3	I	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
36	2	9.0	9	0.5	1/2	4	-3	6	8	4	6.0	E-4	63	True	E	-1	0	1.0	1	P2-Staff2	6	4	3.0	3	I	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
38	2	9.5	19/2	0.5	1/2	4	-3	6	8	4	6.333	G4	67	True	G	0	1/8	1.333	0	P2-Staff2	6	4	3.0	3	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
38	2	9.5	19/2	0.5	1/2	4	-3	6	8	4	6.333	B-3	58	True	B	-1	1/8	1.333	0	P2-Staff2	6	4	3.0	3	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
40	2	10.0	10	0.5	1/2	4	-3	6	8	4	6.667	B-4	70	True	B	-1	1/4	1.667	0	P2-Staff2	6	4	3.0	3	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
40	2	10.0	10	0.5	1/2	4	-3	6	8	4	6.667	G3	55	True	G	0	1/4	1.667	0	P2-Staff2	6	4	3.0	3	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
42	2	10.5	21/2	0.5	1/2	4	-3	6	8	4	7.0	E-5	75	True	E	-1	3/8	2.0	2	P2-Staff2	6	4	3.0	3	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
42	2	10.5	21/2	0.5	1/2	4	-3	6	8	4	7.0	E-4	63	True	E	-1	3/8	2.0	2	P2-Staff2	6	4	3.0	3	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
42	4	10.5	21/2	1.0	1	4	-3	6	8	4	7.0	E-3	51	True	E	-1	3/8	2.0	2	P2-Staff2	6	4	3.0	3	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
44	2	11.0	11	0.5	1/2	4	-3	6	8	4	7.333	B-4	70	True	B	-1	1/2	2.333	0	P2-Staff2	6	4	3.0	3	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
44	2	11.0	11	0.5	1/2	4	-3	6	8	4	7.333	B-3	58	True	B	-1	1/2	2.333	0	P2-Staff2	6	4	3.0	3	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
46	2	11.5	23/2	0.5	1/2	4	-3	6	8	4	7.667	G4	67	True	G	0	5/8	2.667	0	P2-Staff2	6	4	3.0	3	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
46	2	11.5	23/2	0.5	1/2	4	-3	6	8	4	7.667	G3	55	True	G	0	5/8	2.667	0	P2-Staff2	6	4	3.0	3	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
48	4	12.0	12	1.0	1	5	-3	6	8	5	8.0	E-3	51	True	E	-1	0	1.0	1	P2-Staff2	6	5	3.0	4	I	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
48	2	12.0	12	0.5	1/2	5	-3	6	8	5	8.0	E-4	63	True	E	-1	0	1.0	1	P2-Staff2	6	5	3.0	4	I	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
48	3	12.0	12	0.75	3/4	5	-3	6	8	5	8.0	B-4	70	True	B	-1	0	1.0	1	P2-Staff2	6	5	3.0	4	I	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
50	2	12.5	25/2	0.5	1/2	5	-3	6	8	5	8.333	B-3	58	True	B	-1	1/8	1.333	0	P2-Staff2	6	5	3.0	4	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
51	1	12.75	51/4	0.25	1/4	5	-3	6	8	5	8.5	E-5	75	True	E	-1	3/16	1.5	0	P2-Staff2	6	5	3.0	4	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
52	2	13.0	13	0.5	1/2	5	-3	6	8	5	8.667	E-5	75	True	E	-1	1/4	1.667	0	P2-Staff2	6	5	3.0	4	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
52	2	13.0	13	0.5	1/2	5	-3	6	8	5	8.667	G3	55	True	G	0	1/4	1.667	0	P2-Staff2	6	5	3.0	4	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
54	3	13.5	27/2	0.75	3/4	5	-3	6	8	5	9.0	E-5	75	True	E	-1	3/8	2.0	2	P2-Staff2	6	5	3.0	4	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
54	2	13.5	27/2	0.5	1/2	5	-3	6	8	5	9.0	E-4	63	True	E	-1	3/8	2.0	2	P2-Staff2	6	5	3.0	4	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
54	4	13.5	27/2	1.0	1	5	-3	6	8	5	9.0	E-3	51	True	E	-1	3/8	2.0	2	P2-Staff2	6	5	3.0	4	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
56	2	14.0	14	0.5	1/2	5	-3	6	8	5	9.333	B-3	58	True	B	-1	1/2	2.333	0	P2-Staff2	6	5	3.0	4	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
57	1	14.25	57/4	0.25	1/4	5	-3	6	8	5	9.5	G5	79	True	G	0	9/16	2.5	0	P2-Staff2	6	5	3.0	4	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
58	2	14.5	29/2	0.5	1/2	5	-3	6	8	5	9.667	G5	79	True	G	0	5/8	2.667	0	P2-Staff2	6	5	3.0	4	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
58	2	14.5	29/2	0.5	1/2	5	-3	6	8	5	9.667	G3	55	True	G	0	5/8	2.667	0	P2-Staff2	6	5	3.0	4	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
60	2	15.0	15	0.5	1/2	6	-3	6	8	6	10.0	E-4	63	True	E	-1	0	1.0	1	P2-Staff2	6	6	3.0	5	I	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
60	4	15.0	15	1.0	1	6	-3	6	8	6	10.0	E-3	51	True	E	-1	0	1.0	1	P2-Staff2	6	6	3.0	5	I	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
60	2	15.0	15	0.5	1/2	6	-3	6	8	6	10.0	G5	79	True	G	0	0	1.0	1	P2-Staff2	6	6	3.0	5	I	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
62	2	15.5	31/2	0.5	1/2	6	-3	6	8	6	10.333	B-3	58	True	B	-1	1/8	1.333	0	P2-Staff2	6	6	3.0	5	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
62	2	15.5	31/2	0.5	1/2	6	-3	6	8	6	10.333	E-5	75	True	E	-1	1/8	1.333	0	P2-Staff2	6	6	3.0	5	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
64	2	16.0	16	0.5	1/2	6	-3	6	8	6	10.667	G5	79	True	G	0	1/4	1.667	0	P2-Staff2	6	6	3.0	5	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
64	2	16.0	16	0.5	1/2	6	-3	6	8	6	10.667	G3	55	True	G	0	1/4	1.667	0	P2-Staff2	6	6	3.0	5	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
66	2	16.5	33/2	0.5	1/2	6	-3	6	8	6	11.0	B-5	82	True	B	-1	3/8	2.0	2	P2-Staff2	6	6	3.0	5	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
66	2	16.5	33/2	0.5	1/2	6	-3	6	8	6	11.0	E-4	63	True	E	-1	3/8	2.0	2	P2-Staff2	6	6	3.0	5	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
66	4	16.5	33/2	1.0	1	6	-3	6	8	6	11.0	E-3	51	True	E	-1	3/8	2.0	2	P2-Staff2	6	6	3.0	5	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
68	2	17.0	17	0.5	1/2	6	-3	6	8	6	11.333	G5	79	True	G	0	1/2	2.333	0	P2-Staff2	6	6	3.0	5	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
68	2	17.0	17	0.5	1/2	6	-3	6	8	6	11.333	B-3	58	True	B	-1	1/2	2.333	0	P2-Staff2	6	6	3.0	5	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
70	2	17.5	35/2	0.5	1/2	6	-3	6	8	6	11.667	E-5	75	True	E	-1	5/8	2.667	0	P2-Staff2	6	6	3.0	5	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
70	2	17.5	35/2	0.5	1/2	6	-3	6	8	6	11.667	G3	55	True	G	0	5/8	2.667	0	P2-Staff2	6	6	3.0	5	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
72	3	18.0	18	0.75	3/4	7	-3	6	8	7	12.0	B-4	70	True	B	-1	0	1.0	1	P2-Staff2	6	7	1.5	6	V7	True	('A-', 'B-', 'D', 'F')	A-	B-	3	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None	V7	True
72	2	18.0	18	0.5	1/2	7	-3	6	8	7	12.0	D4	62	True	D	0	0	1.0	1	P2-Staff2	6	7	1.5	6	V7	True	('A-', 'B-', 'D', 'F')	A-	B-	3	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None	V7	True
72	4	18.0	18	1.0	1	7	-3	6	8	7	12.0	E-3	51	True	E	-1	0	1.0	1	P2-Staff2	6	7	1.5	6	V7	True	('A-', 'B-', 'D', 'F')	A-	B-	3	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None	V7	True
74	2	18.5	37/2	0.5	1/2	7	-3	6	8	7	12.333	B-3	58	True	B	-1	1/8	1.333	0	P2-Staff2	6	7	1.5	6	V7	False	('A-', 'B-', 'D', 'F')	A-	B-	3	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None	V7	True
75	1	18.75	75/4	0.25	1/4	7	-3	6	8	7	12.5	B-4	70	True	B	-1	3/16	1.5	0	P2-Staff2	6	7	1.5	6	V7	False	('A-', 'B-', 'D', 'F')	A-	B-	3	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None	V7	True
76	2	19.0	19	0.5	1/2	7	-3	6	8	7	12.667	B-4	70	True	B	-1	1/4	1.667	0	P2-Staff2	6	7	1.5	6	V7	False	('A-', 'B-', 'D', 'F')	A-	B-	3	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None	V7	True
76	2	19.0	19	0.5	1/2	7	-3	6	8	7	12.667	A-3	56	True	A	-1	1/4	1.667	0	P2-Staff2	6	7	1.5	6	V7	False	('A-', 'B-', 'D', 'F')	A-	B-	3	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None	V7	True
78	3	19.5	39/2	0.75	3/4	7	-3	6	8	7	13.0	E-5	75	True	E	-1	3/8	2.0	2	P2-Staff2	6	7	1.5	7	I	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
78	2	19.5	39/2	0.5	1/2	7	-3	6	8	7	13.0	G3	55	True	G	0	3/8	2.0	2	P2-Staff2	6	7	1.5	7	I	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
78	4	19.5	39/2	1.0	1	7	-3	6	8	7	13.0	E-3	51	True	E	-1	3/8	2.0	2	P2-Staff2	6	7	1.5	7	I	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
80	2	20.0	20	0.5	1/2	7	-3	6	8	7	13.333	B-3	58	True	B	-1	1/2	2.333	0	P2-Staff2	6	7	1.5	7	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
81	1	20.25	81/4	0.25	1/4	7	-3	6	8	7	13.5	E-5	75	True	E	-1	9/16	2.5	0	P2-Staff2	6	7	1.5	7	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
82	2	20.5	41/2	0.5	1/2	7	-3	6	8	7	13.667	E-5	75	True	E	-1	5/8	2.667	0	P2-Staff2	6	7	1.5	7	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
82	2	20.5	41/2	0.5	1/2	7	-3	6	8	7	13.667	E-4	63	True	E	-1	5/8	2.667	0	P2-Staff2	6	7	1.5	7	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
84	3	21.0	21	0.75	3/4	8	-3	6	8	8	14.0	B-4	70	True	B	-1	0	1.0	1	P2-Staff2	6	8	1.5	8	V7	True	('A-', 'B-', 'D', 'F')	A-	B-	3	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None	V7	True
84	2	21.0	21	0.5	1/2	8	-3	6	8	8	14.0	D4	62	True	D	0	0	1.0	1	P2-Staff2	6	8	1.5	8	V7	True	('A-', 'B-', 'D', 'F')	A-	B-	3	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None	V7	True
84	4	21.0	21	1.0	1	8	-3	6	8	8	14.0	E-3	51	True	E	-1	0	1.0	1	P2-Staff2	6	8	1.5	8	V7	True	('A-', 'B-', 'D', 'F')	A-	B-	3	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None	V7	True
86	2	21.5	43/2	0.5	1/2	8	-3	6	8	8	14.333	B-3	58	True	B	-1	1/8	1.333	0	P2-Staff2	6	8	1.5	8	V7	False	('A-', 'B-', 'D', 'F')	A-	B-	3	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None	V7	True
87	1	21.75	87/4	0.25	1/4	8	-3	6	8	8	14.5	B-4	70	True	B	-1	3/16	1.5	0	P2-Staff2	6	8	1.5	8	V7	False	('A-', 'B-', 'D', 'F')	A-	B-	3	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None	V7	True
88	2	22.0	22	0.5	1/2	8	-3	6	8	8	14.667	A-3	56	True	A	-1	1/4	1.667	0	P2-Staff2	6	8	1.5	8	V7	False	('A-', 'B-', 'D', 'F')	A-	B-	3	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None	V7	True
88	2	22.0	22	0.5	1/2	8	-3	6	8	8	14.667	B-4	70	True	B	-1	1/4	1.667	0	P2-Staff2	6	8	1.5	8	V7	False	('A-', 'B-', 'D', 'F')	A-	B-	3	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None	V7	True
90	3	22.5	45/2	0.75	3/4	8	-3	6	8	8	15.0	E-5	75	True	E	-1	3/8	2.0	2	P2-Staff2	6	8	1.5	9	I	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
90	2	22.5	45/2	0.5	1/2	8	-3	6	8	8	15.0	G3	55	True	G	0	3/8	2.0	2	P2-Staff2	6	8	1.5	9	I	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
90	4	22.5	45/2	1.0	1	8	-3	6	8	8	15.0	E-3	51	True	E	-1	3/8	2.0	2	P2-Staff2	6	8	1.5	9	I	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
92	2	23.0	23	0.5	1/2	8	-3	6	8	8	15.332999999999998	B-3	58	True	B	-1	1/2	2.333	0	P2-Staff2	6	8	1.5	9	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
93	1	23.25	93/4	0.25	1/4	8	-3	6	8	8	15.5	E-5	75	True	E	-1	9/16	2.5	0	P2-Staff2	6	8	1.5	9	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
94	2	23.5	47/2	0.5	1/2	8	-3	6	8	8	15.667000000000002	E-5	75	True	E	-1	5/8	2.667	0	P2-Staff2	6	8	1.5	9	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
94	2	23.5	47/2	0.5	1/2	8	-3	6	8	8	15.667000000000002	E-4	63	True	E	-1	5/8	2.667	0	P2-Staff2	6	8	1.5	9	I	False	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True
96	3	24.0	24	0.75	3/4	9	-3	6	8	9	16.0	B-3	58	True	B	-1	0	1.0	1	P2-Staff2	1	9	1.5	10	V	True	('B-', 'D', 'F')	B-	B-	0	major triad	(2, 5, 10)	E-	E-	5	None	V	True
96	3	24.0	24	0.75	3/4	9	-3	6	8	9	16.0	D4	62	True	D	0	0	1.0	1	P2-Staff2	1	9	1.5	10	V	True	('B-', 'D', 'F')	B-	B-	0	major triad	(2, 5, 10)	E-	E-	5	None	V	True
96	3	24.0	24	0.75	3/4	9	-3	6	8	9	16.0	F4	65	True	F	0	0	1.0	1	P2-Staff2	1	9	1.5	10	V	True	('B-', 'D', 'F')	B-	B-	0	major triad	(2, 5, 10)	E-	E-	5	None	V	True
