j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	s_note	s_midi	s_isOnset	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
6.0	6	0.5	1/2	2.0	E5	76.0	True	P1-Staff2	1	2.0	3.0	2.0	V	False	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	D	D	5	None
6.0	6	1.0	1	2.0	A3	57.0	True	P1-Staff2	1	2.0	3.0	2.0	V	False	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	D	D	5	None
6.5	13/2	0.5	1/2	2.0	F#5	78.0	True	P1-Staff2	1	2.0	3.0	2.0	V	False	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	D	D	5	None
7.0	7	1.0	1	2.0	E5	76.0	True	P1-Staff2	1	2.0	3.0	2.0	V	False	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	D	D	5	None
8.0	8	0.5	1/2	2.0	A5	81.0	True	P1-Staff2	1	2.0	1.0	3.0	V7	True	('C#', 'E', 'G', 'A')	C#	A	1.0	dominant seventh chord	(1, 4, 7, 9)	D	D	5	None
8.0	8	1.0	1	2.0	C#3	49.0	True	P1-Staff2	1	2.0	1.0	3.0	V7	True	('C#', 'E', 'G', 'A')	C#	A	1.0	dominant seventh chord	(1, 4, 7, 9)	D	D	5	None
8.5	17/2	0.5	1/2	2.0	G5	79.0	True	P1-Staff2	1	2.0	1.0	3.0	V7	False	('C#', 'E', 'G', 'A')	C#	A	1.0	dominant seventh chord	(1, 4, 7, 9)	D	D	5	None
9.0	9	1.0	1	3.0	G5	79.0	True	P1-Staff2	1	3.0	2.0	4.0	I	True	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
9.0	9	0.5	1/2	3.0	D3	50.0	True	P1-Staff2	1	3.0	2.0	4.0	I	True	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
9.5	19/2	0.5	1/2	3.0	E3	52.0	True	P1-Staff2	1	3.0	2.0	4.0	I	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
10.0	10	1.0	1	3.0	F#5	78.0	True	P1-Staff2	1	3.0	2.0	4.0	I	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
10.0	10	0.5	1/2	3.0	F#3	54.0	True	P1-Staff2	1	3.0	2.0	4.0	I	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
10.5	21/2	0.5	1/2	3.0	G3	55.0	True	P1-Staff2	1	3.0	2.0	4.0	I	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
11.0	11	0.0	0	3.0	E5	76.0	True	P1-Staff2	1	3.0	2.0	5.0	V	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	D	D	5	None
11.0	11	0.0	0	3.0	F#5	78.0	True	P1-Staff2	1	3.0	2.0	5.0	V	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	D	D	5	None
11.0	11	1.0	1	3.0	E5	76.0	True	P1-Staff2	1	3.0	2.0	5.0	V	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	D	D	5	None
11.0	11	1.0	1	3.0	A3	57.0	True	P1-Staff2	1	3.0	2.0	5.0	V	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	D	D	5	None
12.0	12	1.0	1	3.0	A2	45.0	True	P1-Staff2	1	3.0	2.0	5.0	V	False	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	D	D	5	None
12.0	12	1.0	1	3.0	A5	81.0	True	P1-Staff2	1	3.0	2.0	5.0	V	False	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	D	D	5	None
13.0	13	1.0	1	4.0	A5	81.0	True	P1-Staff2	1	4.0	2.0	6.0	V7	True	('C#', 'E', 'G', 'A')	C#	A	1.0	dominant seventh chord	(1, 4, 7, 9)	D	D	5	None
13.0	13	1.0	1	4.0	B2	47.0	True	P1-Staff2	1	4.0	2.0	6.0	V7	True	('C#', 'E', 'G', 'A')	C#	A	1.0	dominant seventh chord	(1, 4, 7, 9)	D	D	5	None
14.0	14	1.0	1	4.0	G5	79.0	True	P1-Staff2	1	4.0	2.0	6.0	V7	False	('C#', 'E', 'G', 'A')	C#	A	1.0	dominant seventh chord	(1, 4, 7, 9)	D	D	5	None
14.0	14	1.0	1	4.0	C#3	49.0	True	P1-Staff2	1	4.0	2.0	6.0	V7	False	('C#', 'E', 'G', 'A')	C#	A	1.0	dominant seventh chord	(1, 4, 7, 9)	D	D	5	None
15.0	15	0.0	0	4.0	F#5	78.0	True	P1-Staff2	1	4.0	2.0	7.0	I	True	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
15.0	15	0.0	0	4.0	G5	79.0	True	P1-Staff2	1	4.0	2.0	7.0	I	True	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
15.0	15	2.0	2	4.0	F#5	78.0	True	P1-Staff2	1	4.0	2.0	7.0	I	True	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
15.0	15	1.0	1	4.0	D3	50.0	True	P1-Staff2	1	4.0	2.0	7.0	I	True	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
16.0	16	0.5	1/2	4.0	E3	52.0	True	P1-Staff2	1	4.0	2.0	7.0	I	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
16.5	33/2	0.5	1/2	4.0	F#3	54.0	True	P1-Staff2	1	4.0	2.0	7.0	I	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
17.0	17	1.0	1	5.0	E5	76.0	True	P1-Staff2	1	5.0	3.0	8.0	ii	True	('G', 'B', 'E')	G	E	1.0	minor triad	(4, 7, 11)	D	D	2	None
17.0	17	1.0	1	5.0	G3	55.0	True	P1-Staff2	1	5.0	3.0	8.0	ii	True	('G', 'B', 'E')	G	E	1.0	minor triad	(4, 7, 11)	D	D	2	None
18.0	18	1.0	1	5.0	D5	74.0	True	P1-Staff2	1	5.0	3.0	8.0	ii	False	('G', 'B', 'E')	G	E	1.0	minor triad	(4, 7, 11)	D	D	2	None
18.0	18	1.0	1	5.0	F#3	54.0	True	P1-Staff2	1	5.0	3.0	8.0	ii	False	('G', 'B', 'E')	G	E	1.0	minor triad	(4, 7, 11)	D	D	2	None
19.0	19	1.0	1	5.0	G3	55.0	True	P1-Staff2	1	5.0	3.0	8.0	ii	False	('G', 'B', 'E')	G	E	1.0	minor triad	(4, 7, 11)	D	D	2	None
19.0	19	0.5	1/2	5.0	E5	76.0	True	P1-Staff2	1	5.0	3.0	8.0	ii	False	('G', 'B', 'E')	G	E	1.0	minor triad	(4, 7, 11)	D	D	2	None
19.5	39/2	0.5	1/2	5.0	G5	79.0	True	P1-Staff2	1	5.0	3.0	8.0	ii	False	('G', 'B', 'E')	G	E	1.0	minor triad	(4, 7, 11)	D	D	2	None
20.0	20	0.5	1/2	5.0	F#5	78.0	True	P1-Staff2	1	5.0	1.0	9.0	V	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	D	D	5	None
20.0	20	1.0	1	5.0	A3	57.0	True	P1-Staff2	1	5.0	1.0	9.0	V	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	D	D	5	None
20.5	41/2	0.5	1/2	5.0	E5	76.0	True	P1-Staff2	1	5.0	1.0	9.0	V	False	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	D	D	5	None
21.0	21	3.0	3	6.0	D5	74.0	True	P1-Staff2	1	6.0	3.0	10.0	I	True	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
21.0	21	1.0	1	6.0	D4	62.0	True	P1-Staff2	1	6.0	3.0	10.0	I	True	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
22.0	22	1.0	1	6.0	A3	57.0	True	P1-Staff2	1	6.0	3.0	10.0	I	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
23.0	23	1.0	1	6.0	D3	50.0	True	P1-Staff2	1	6.0	3.0	10.0	I	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
24.0	24	1.0	1	6.0	A4	69.0	True	P1-Staff2	1	6.0	1.0	11.0	V	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	D	D	5	None
25.0	25	1.5	3/2	7.0	D5	74.0	True	P1-Staff2	1	7.0	4.0	12.0	I	True	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
26.0	26	1.0	1	7.0	A2	45.0	True	P1-Staff2	1	7.0	4.0	12.0	I	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
26.5	53/2	0.5	1/2	7.0	E5	76.0	True	P1-Staff2	1	7.0	4.0	12.0	I	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
27.0	27	1.0	1	7.0	F#5	78.0	True	P1-Staff2	1	7.0	4.0	12.0	I	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
27.0	27	1.0	1	7.0	D3	50.0	True	P1-Staff2	1	7.0	4.0	12.0	I	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
28.0	28	1.0	1	7.0	E3	52.0	True	P1-Staff2	1	7.0	4.0	12.0	I	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
28.0	28	1.0	1	7.0	G5	79.0	True	P1-Staff2	1	7.0	4.0	12.0	I	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
29.0	29	1.5	3/2	8.0	A5	81.0	True	P1-Staff2	1	8.0	3.0	13.0	I	True	('F#', 'A', 'D')	F#	D	1.0	major triad	(2, 6, 9)	D	D	1	None
29.0	29	1.5	3/2	8.0	F#3	54.0	True	P1-Staff2	1	8.0	3.0	13.0	I	True	('F#', 'A', 'D')	F#	D	1.0	major triad	(2, 6, 9)	D	D	1	None
30.5	61/2	0.5	1/2	8.0	B5	83.0	True	P1-Staff2	1	8.0	3.0	13.0	I	False	('F#', 'A', 'D')	F#	D	1.0	major triad	(2, 6, 9)	D	D	1	None
30.5	61/2	0.5	1/2	8.0	G3	55.0	True	P1-Staff2	1	8.0	3.0	13.0	I	False	('F#', 'A', 'D')	F#	D	1.0	major triad	(2, 6, 9)	D	D	1	None
31.0	31	1.0	1	8.0	A5	81.0	True	P1-Staff2	1	8.0	3.0	13.0	I	False	('F#', 'A', 'D')	F#	D	1.0	major triad	(2, 6, 9)	D	D	1	None
31.0	31	1.0	1	8.0	F#3	54.0	True	P1-Staff2	1	8.0	3.0	13.0	I	False	('F#', 'A', 'D')	F#	D	1.0	major triad	(2, 6, 9)	D	D	1	None
32.0	32	1.0	1	8.0	C#3	49.0	True	P1-Staff2	1	8.0	1.0	14.0	viio	True	('C#', 'E', 'G')	C#	C#	0.0	diminished triad	(1, 4, 7)	D	D	7	None
32.0	32	1.0	1	8.0	G5	79.0	True	P1-Staff2	1	8.0	1.0	14.0	viio	True	('C#', 'E', 'G')	C#	C#	0.0	diminished triad	(1, 4, 7)	D	D	7	None
33.0	33	1.0	1	9.0	G5	79.0	True	P1-Staff2	1	9.0	2.0	15.0	I	True	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
33.0	33	0.5	1/2	9.0	D3	50.0	True	P1-Staff2	1	9.0	2.0	15.0	I	True	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
33.5	67/2	0.5	1/2	9.0	E3	52.0	True	P1-Staff2	1	9.0	2.0	15.0	I	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
34.0	34	1.0	1	9.0	F#5	78.0	True	P1-Staff2	1	9.0	2.0	15.0	I	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
34.0	34	0.5	1/2	9.0	F#3	54.0	True	P1-Staff2	1	9.0	2.0	15.0	I	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
34.5	69/2	0.5	1/2	9.0	G3	55.0	True	P1-Staff2	1	9.0	2.0	15.0	I	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
35.0	35	0.5	1/2	9.0	A3	57.0	True	P1-Staff2	1	9.0	2.0	16.0	V	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	D	D	5	None
35.0	35	2.0	2	9.0	E5	76.0	True	P1-Staff2	1	9.0	2.0	16.0	V	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	D	D	5	None
35.0	35	0.0	0	9.0	E5	76.0	True	P1-Staff2	1	9.0	2.0	16.0	V	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	D	D	5	None
35.0	35	0.0	0	9.0	F#5	78.0	True	P1-Staff2	1	9.0	2.0	16.0	V	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	D	D	5	None
35.5	71/2	0.5	1/2	9.0	A2	45.0	True	P1-Staff2	1	9.0	2.0	16.0	V	False	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	D	D	5	None
36.0	36	0.5	1/2	9.0	B2	47.0	True	P1-Staff2	1	9.0	2.0	16.0	V	False	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	D	D	5	None
36.5	73/2	0.5	1/2	9.0	C#3	49.0	True	P1-Staff2	1	9.0	2.0	16.0	V	False	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	D	D	5	None
37.0	37	1.0	1	10.0	D5	74.0	True	P1-Staff2	1	10.0	4.0	17.0	I	True	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
37.0	37	1.0	1	10.0	D3	50.0	True	P1-Staff2	1	10.0	4.0	17.0	I	True	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
38.0	38	1.0	1	10.0	E5	76.0	True	P1-Staff2	1	10.0	4.0	17.0	I	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
38.0	38	1.0	1	10.0	C#3	49.0	True	P1-Staff2	1	10.0	4.0	17.0	I	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
39.0	39	1.0	1	10.0	F#5	78.0	True	P1-Staff2	1	10.0	4.0	17.0	I	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
39.0	39	1.0	1	10.0	D3	50.0	True	P1-Staff2	1	10.0	4.0	17.0	I	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
40.0	40	1.0	1	10.0	E3	52.0	True	P1-Staff2	1	10.0	4.0	17.0	I	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
40.0	40	1.0	1	10.0	G5	79.0	True	P1-Staff2	1	10.0	4.0	17.0	I	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
41.0	41	1.0	1	11.0	F#3	54.0	True	P1-Staff2	1	11.0	1.0	18.0	I	True	('F#', 'A', 'D')	F#	D	1.0	major triad	(2, 6, 9)	D	D	1	None
41.0	41	2.0	2	11.0	A5	81.0	True	P1-Staff2	1	11.0	1.0	18.0	I	True	('F#', 'A', 'D')	F#	D	1.0	major triad	(2, 6, 9)	D	D	1	None
42.0	42	1.0	1	11.0	C#3	49.0	True	P1-Staff2	1	11.0	1.0	19.0	V	True	('C#', 'E', 'A')	C#	A	1.0	major triad	(1, 4, 9)	D	D	5	None
43.0	43	0.5	1/2	11.0	B5	83.0	True	P1-Staff2	1	11.0	2.0	20.0	I	True	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
43.0	43	1.0	1	11.0	D3	50.0	True	P1-Staff2	1	11.0	2.0	20.0	I	True	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
43.5	87/2	0.5	1/2	11.0	A5	81.0	True	P1-Staff2	1	11.0	2.0	20.0	I	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
44.0	44	0.5	1/2	11.0	G5	79.0	True	P1-Staff2	1	11.0	2.0	20.0	I	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
44.0	44	1.0	1	11.0	D2	38.0	True	P1-Staff2	1	11.0	2.0	20.0	I	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
44.5	89/2	0.5	1/2	11.0	F#5	78.0	True	P1-Staff2	1	11.0	2.0	20.0	I	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
45.0	45	1.0	1	12.0	F#5	78.0	True	P1-Staff2	1	12.0	3.0	21.0	V	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	D	D	5	None
45.5	91/2	0.5	1/2	12.0	A2	45.0	True	P1-Staff2	1	12.0	3.0	21.0	V	False	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	D	D	5	None
46.0	46	2.0	2	12.0	E5	76.0	True	P1-Staff2	1	12.0	3.0	21.0	V	False	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	D	D	5	None
46.0	46	0.5	1/2	12.0	C#3	49.0	True	P1-Staff2	1	12.0	3.0	21.0	V	False	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	D	D	5	None
46.5	93/2	0.5	1/2	12.0	E3	52.0	True	P1-Staff2	1	12.0	3.0	21.0	V	False	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	D	D	5	None
47.0	47	1.0	1	12.0	A3	57.0	True	P1-Staff2	1	12.0	3.0	21.0	V	False	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	D	D	5	None
48.0	48	1.0	1	12.0	A4	69.0	True	P1-Staff2	1	12.0	1.0	22.0	V	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	D	D	5	None
49.0	49	1.0	1	13.0	D4	62.0	True	P1-Staff2	1	13.0	4.0	23.0	I	True	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
49.0	49	1.0	1	13.0	D5	74.0	True	P1-Staff2	1	13.0	4.0	23.0	I	True	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
50.0	50	0.5	1/2	13.0	D5	74.0	True	P1-Staff2	1	13.0	4.0	23.0	I	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
50.0	50	1.0	1	13.0	D3	50.0	True	P1-Staff2	1	13.0	4.0	23.0	I	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
50.5	101/2	0.5	1/2	13.0	E5	76.0	True	P1-Staff2	1	13.0	4.0	23.0	I	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
51.0	51	1.0	1	13.0	D5	74.0	True	P1-Staff2	1	13.0	4.0	23.0	I	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
52.0	52	1.0	1	13.0	D5	74.0	True	P1-Staff2	1	13.0	4.0	23.0	I	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
52.0	52	1.0	1	13.0	D3	50.0	True	P1-Staff2	1	13.0	4.0	23.0	I	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
53.0	53	0.0	0	14.0	F#5	78.0	True	P1-Staff2	1	14.0	3.0	24.0	V	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	D	D	5	None
53.0	53	0.5	1/2	14.0	E5	76.0	True	P1-Staff2	1	14.0	3.0	24.0	V	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	D	D	5	None
53.0	53	1.0	1	14.0	A2	45.0	True	P1-Staff2	1	14.0	3.0	24.0	V	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	D	D	5	None
53.5	107/2	0.5	1/2	14.0	D5	74.0	True	P1-Staff2	1	14.0	3.0	24.0	V	False	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	D	D	5	None
54.0	54	0.5	1/2	14.0	E5	76.0	True	P1-Staff2	1	14.0	3.0	24.0	V	False	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	D	D	5	None
54.0	54	1.0	1	14.0	A3	57.0	True	P1-Staff2	1	14.0	3.0	24.0	V	False	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	D	D	5	None
54.5	109/2	0.5	1/2	14.0	F#5	78.0	True	P1-Staff2	1	14.0	3.0	24.0	V	False	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	D	D	5	None
55.0	55	1.0	1	14.0	E5	76.0	True	P1-Staff2	1	14.0	3.0	24.0	V	False	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	D	D	5	None
56.0	56	0.5	1/2	14.0	A5	81.0	True	P1-Staff2	1	14.0	1.0	25.0	V7	True	('C#', 'E', 'G', 'A')	C#	A	1.0	dominant seventh chord	(1, 4, 7, 9)	D	D	5	None
56.0	56	1.0	1	14.0	C#3	49.0	True	P1-Staff2	1	14.0	1.0	25.0	V7	True	('C#', 'E', 'G', 'A')	C#	A	1.0	dominant seventh chord	(1, 4, 7, 9)	D	D	5	None
56.5	113/2	0.5	1/2	14.0	G5	79.0	True	P1-Staff2	1	14.0	1.0	25.0	V7	False	('C#', 'E', 'G', 'A')	C#	A	1.0	dominant seventh chord	(1, 4, 7, 9)	D	D	5	None
57.0	57	1.0	1	15.0	G5	79.0	True	P1-Staff2	1	15.0	2.0	26.0	I	True	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
57.0	57	0.5	1/2	15.0	D3	50.0	True	P1-Staff2	1	15.0	2.0	26.0	I	True	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
57.5	115/2	0.5	1/2	15.0	E3	52.0	True	P1-Staff2	1	15.0	2.0	26.0	I	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
58.0	58	1.0	1	15.0	F#5	78.0	True	P1-Staff2	1	15.0	2.0	26.0	I	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
58.0	58	0.5	1/2	15.0	F#3	54.0	True	P1-Staff2	1	15.0	2.0	26.0	I	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
58.5	117/2	0.5	1/2	15.0	G3	55.0	True	P1-Staff2	1	15.0	2.0	26.0	I	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
59.0	59	0.0	0	15.0	E5	76.0	True	P1-Staff2	1	15.0	2.0	27.0	V	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	D	D	5	None
59.0	59	0.0	0	15.0	F#5	78.0	True	P1-Staff2	1	15.0	2.0	27.0	V	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	D	D	5	None
59.0	59	1.0	1	15.0	E5	76.0	True	P1-Staff2	1	15.0	2.0	27.0	V	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	D	D	5	None
59.0	59	1.0	1	15.0	A3	57.0	True	P1-Staff2	1	15.0	2.0	27.0	V	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	D	D	5	None
60.0	60	1.0	1	15.0	A5	81.0	True	P1-Staff2	1	15.0	2.0	27.0	V	False	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	D	D	5	None
60.0	60	1.0	1	15.0	A2	45.0	True	P1-Staff2	1	15.0	2.0	27.0	V	False	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	D	D	5	None
61.0	61	1.0	1	16.0	A5	81.0	True	P1-Staff2	1	16.0	2.0	28.0	V7	True	('C#', 'E', 'G', 'A')	C#	A	1.0	dominant seventh chord	(1, 4, 7, 9)	D	D	5	None
