onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ts_beats	ts_beat_type	measureNumberWithSuffix	continuous_beats	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral
6	2	1.5	3/2	0.5	1/2	2	3	8	2	3.0	E4	64	True	E	0	0	1.0	1	Cello	1	2	1.5	1	vi	True	('E', 'G', 'B')	E	E	0	minor triad	(4, 7, 11)	G	G	6	None	vi
6	2	1.5	3/2	0.5	1/2	2	3	8	2	3.0	B3	59	True	B	0	0	1.0	1	Cello	1	2	1.5	1	vi	True	('E', 'G', 'B')	E	E	0	minor triad	(4, 7, 11)	G	G	6	None	vi
6	4	1.5	3/2	1.0	1	2	3	8	2	3.0	E4	64	True	E	0	0	1.0	1	Cello	1	2	1.5	1	vi	True	('E', 'G', 'B')	E	E	0	minor triad	(4, 7, 11)	G	G	6	None	vi
8	2	2.0	2	0.5	1/2	2	3	8	2	4.0	E3	52	True	E	0	1/8	2.0	2	Cello	1	2	1.5	1	vi	False	('E', 'G', 'B')	E	E	0	minor triad	(4, 7, 11)	G	G	6	None	vi
8	2	2.0	2	0.5	1/2	2	3	8	2	4.0	G3	55	True	G	0	1/8	2.0	2	Cello	1	2	1.5	1	vi	False	('E', 'G', 'B')	E	E	0	minor triad	(4, 7, 11)	G	G	6	None	vi
10	2	2.5	5/2	0.5	1/2	2	3	8	2	5.0	E4	64	True	E	0	1/4	3.0	3	Cello	1	2	1.5	1	vi	False	('E', 'G', 'B')	E	E	0	minor triad	(4, 7, 11)	G	G	6	None	vi
10	2	2.5	5/2	0.5	1/2	2	3	8	2	5.0	B3	59	True	B	0	1/4	3.0	3	Cello	1	2	1.5	1	vi	False	('E', 'G', 'B')	E	E	0	minor triad	(4, 7, 11)	G	G	6	None	vi
12	1	3.0	3	0.25	1/4	3	3	8	3	6.0	A4	69	True	A	0	0	1.0	1	Cello	1	3	1.5	2	ii	True	('C', 'E', 'A')	C	A	1	minor triad	(0, 4, 9)	G	G	2	None	ii
12	2	3.0	3	0.5	1/2	3	3	8	3	6.0	E4	64	True	E	0	0	1.0	1	Cello	1	3	1.5	2	ii	True	('C', 'E', 'A')	C	A	1	minor triad	(0, 4, 9)	G	G	2	None	ii
12	2	3.0	3	0.5	1/2	3	3	8	3	6.0	C3	48	True	C	0	0	1.0	1	Cello	1	3	1.5	2	ii	True	('C', 'E', 'A')	C	A	1	minor triad	(0, 4, 9)	G	G	2	None	ii
12	4	3.0	3	1.0	1	3	3	8	3	6.0	C4	60	True	C	0	0	1.0	1	Cello	1	3	1.5	2	ii	True	('C', 'E', 'A')	C	A	1	minor triad	(0, 4, 9)	G	G	2	None	ii
13	1	3.25	13/4	0.25	1/4	3	3	8	3	6.5	B4	71	True	B	0	1/16	1.5	0	Cello	1	3	1.5	2	ii	False	('C', 'E', 'A')	C	A	1	minor triad	(0, 4, 9)	G	G	2	None	ii
14	2	3.5	7/2	0.5	1/2	3	3	8	3	7.0	C5	72	True	C	0	1/8	2.0	2	Cello	1	3	1.5	2	ii	False	('C', 'E', 'A')	C	A	1	minor triad	(0, 4, 9)	G	G	2	None	ii
14	2	3.5	7/2	0.5	1/2	3	3	8	3	7.0	C4	60	True	C	0	1/8	2.0	2	Cello	1	3	1.5	2	ii	False	('C', 'E', 'A')	C	A	1	minor triad	(0, 4, 9)	G	G	2	None	ii
14	2	3.5	7/2	0.5	1/2	3	3	8	3	7.0	A3	57	True	A	0	1/8	2.0	2	Cello	1	3	1.5	2	ii	False	('C', 'E', 'A')	C	A	1	minor triad	(0, 4, 9)	G	G	2	None	ii
16	1	4.0	4	0.25	1/4	3	3	8	3	8.0	E5	76	True	E	0	1/4	3.0	3	Cello	1	3	1.5	2	ii	False	('C', 'E', 'A')	C	A	1	minor triad	(0, 4, 9)	G	G	2	None	ii
16	2	4.0	4	0.5	1/2	3	3	8	3	8.0	A4	69	True	A	0	1/4	3.0	3	Cello	1	3	1.5	2	ii	False	('C', 'E', 'A')	C	A	1	minor triad	(0, 4, 9)	G	G	2	None	ii
16	2	4.0	4	0.5	1/2	3	3	8	3	8.0	C3	48	True	C	0	1/4	3.0	3	Cello	1	3	1.5	2	ii	False	('C', 'E', 'A')	C	A	1	minor triad	(0, 4, 9)	G	G	2	None	ii
18	4	4.5	9/2	1.0	1	4	3	8	4	9.0	D4	62	True	D	0	0	1.0	1	Cello	1	4	1.5	3	V7	True	('D', 'F#', 'A', 'C')	D	D	0	dominant seventh chord	(0, 2, 6, 9)	G	G	5	None	V7
18	2	4.5	9/2	0.5	1/2	4	3	8	4	9.0	C4	60	True	C	0	0	1.0	1	Cello	1	4	1.5	3	V7	True	('D', 'F#', 'A', 'C')	D	D	0	dominant seventh chord	(0, 2, 6, 9)	G	G	5	None	V7
18	2	4.5	9/2	0.5	1/2	4	3	8	4	9.0	A4	69	True	A	0	0	1.0	1	Cello	1	4	1.5	3	V7	True	('D', 'F#', 'A', 'C')	D	D	0	dominant seventh chord	(0, 2, 6, 9)	G	G	5	None	V7
18	2	4.5	9/2	0.5	1/2	4	3	8	4	9.0	G4	67	True	G	0	0	1.0	1	Cello	1	4	1.5	3	V7	True	('D', 'F#', 'A', 'C')	D	D	0	dominant seventh chord	(0, 2, 6, 9)	G	G	5	None	V7
20	4	5.0	5	1.0	1	4	3	8	4	10.0	F#4	66	True	F	1	1/8	2.0	2	Cello	1	4	1.5	3	V7	False	('D', 'F#', 'A', 'C')	D	D	0	dominant seventh chord	(0, 2, 6, 9)	G	G	5	None	V7
20	2	5.0	5	0.5	1/2	4	3	8	4	10.0	C5	72	True	C	0	1/8	2.0	2	Cello	1	4	1.5	3	V7	False	('D', 'F#', 'A', 'C')	D	D	0	dominant seventh chord	(0, 2, 6, 9)	G	G	5	None	V7
20	2	5.0	5	0.5	1/2	4	3	8	4	10.0	D3	50	True	D	0	1/8	2.0	2	Cello	1	4	1.5	3	V7	False	('D', 'F#', 'A', 'C')	D	D	0	dominant seventh chord	(0, 2, 6, 9)	G	G	5	None	V7
22	2	5.5	11/2	0.5	1/2	4	3	8	4	11.0	A4	69	True	A	0	1/4	3.0	3	Cello	1	4	1.5	3	V7	False	('D', 'F#', 'A', 'C')	D	D	0	dominant seventh chord	(0, 2, 6, 9)	G	G	5	None	V7
22	2	5.5	11/2	0.5	1/2	4	3	8	4	11.0	C4	60	True	C	0	1/4	3.0	3	Cello	1	4	1.5	3	V7	False	('D', 'F#', 'A', 'C')	D	D	0	dominant seventh chord	(0, 2, 6, 9)	G	G	5	None	V7
24	2	6.0	6	0.5	1/2	5	3	8	5	12.0	D6	86	True	D	0	0	1.0	1	Cello	1	5	1.5	4	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I
24	2	6.0	6	0.5	1/2	5	3	8	5	12.0	D5	74	True	D	0	0	1.0	1	Cello	1	5	1.5	4	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I
24	2	6.0	6	0.5	1/2	5	3	8	5	12.0	B3	59	True	B	0	0	1.0	1	Cello	1	5	1.5	4	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I
24	2	6.0	6	0.5	1/2	5	3	8	5	12.0	G2	43	True	G	0	0	1.0	1	Cello	1	5	1.5	4	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I
26	2	6.5	13/2	0.5	1/2	5	3	8	5	13.0	B5	83	True	B	0	1/8	2.0	2	Cello	1	5	1.5	4	I	False	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I
26	2	6.5	13/2	0.5	1/2	5	3	8	5	13.0	B4	71	True	B	0	1/8	2.0	2	Cello	1	5	1.5	4	I	False	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I
26	2	6.5	13/2	0.5	1/2	5	3	8	5	13.0	D4	62	True	D	0	1/8	2.0	2	Cello	1	5	1.5	4	I	False	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I
26	2	6.5	13/2	0.5	1/2	5	3	8	5	13.0	B2	47	True	B	0	1/8	2.0	2	Cello	1	5	1.5	4	I	False	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I
28	2	7.0	7	0.5	1/2	5	3	8	5	14.0	G2	43	True	G	0	1/4	3.0	3	Cello	1	5	1.5	4	I	False	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I
28	2	7.0	7	0.5	1/2	5	3	8	5	14.0	B3	59	True	B	0	1/4	3.0	3	Cello	1	5	1.5	4	I	False	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I
28	1	7.0	7	0.25	1/4	5	3	8	5	14.0	D6	86	True	D	0	1/4	3.0	3	Cello	1	5	1.5	4	I	False	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I
28	1	7.0	7	0.25	1/4	5	3	8	5	14.0	D5	74	True	D	0	1/4	3.0	3	Cello	1	5	1.5	4	I	False	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I
30	6	7.5	15/2	1.5	3/2	6	3	8	6	15.0	G5	79	True	G	0	0	1.0	1	Cello	1	6	1.5	5	vi	True	('B', 'E', 'G')	B	E	2	minor triad	(4, 7, 11)	G	G	6	None	vi
30	6	7.5	15/2	1.5	3/2	6	3	8	6	15.0	G4	67	True	G	0	0	1.0	1	Cello	1	6	1.5	5	vi	True	('B', 'E', 'G')	B	E	2	minor triad	(4, 7, 11)	G	G	6	None	vi
30	2	7.5	15/2	0.5	1/2	6	3	8	6	15.0	E4	64	True	E	0	0	1.0	1	Cello	1	6	1.5	5	vi	True	('B', 'E', 'G')	B	E	2	minor triad	(4, 7, 11)	G	G	6	None	vi
30	2	7.5	15/2	0.5	1/2	6	3	8	6	15.0	B2	47	True	B	0	0	1.0	1	Cello	1	6	1.5	5	vi	True	('B', 'E', 'G')	B	E	2	minor triad	(4, 7, 11)	G	G	6	None	vi
32	2	8.0	8	0.5	1/2	6	3	8	6	16.0	G3	55	True	G	0	1/8	2.0	2	Cello	1	6	1.5	5	vi	False	('B', 'E', 'G')	B	E	2	minor triad	(4, 7, 11)	G	G	6	None	vi
32	2	8.0	8	0.5	1/2	6	3	8	6	16.0	E2	40	True	E	0	1/8	2.0	2	Cello	1	6	1.5	5	vi	False	('B', 'E', 'G')	B	E	2	minor triad	(4, 7, 11)	G	G	6	None	vi
34	2	8.5	17/2	0.5	1/2	6	3	8	6	17.0	E4	64	True	E	0	1/4	3.0	3	Cello	1	6	1.5	5	vi	False	('B', 'E', 'G')	B	E	2	minor triad	(4, 7, 11)	G	G	6	None	vi
34	2	8.5	17/2	0.5	1/2	6	3	8	6	17.0	B2	47	True	B	0	1/4	3.0	3	Cello	1	6	1.5	5	vi	False	('B', 'E', 'G')	B	E	2	minor triad	(4, 7, 11)	G	G	6	None	vi
36	2	9.0	9	0.5	1/2	7	3	8	7	18.0	E4	64	True	E	0	0	1.0	1	Cello	1	7	0.1667	6	ii	True	('C', 'E', 'A')	C	A	1	minor triad	(0, 4, 9)	G	G	2	None	ii
36	1	9.0	9	0.25	1/4	7	3	8	7	18.0	A5	81	True	A	0	0	1.0	1	Cello	1	7	0.1667	6	ii	True	('C', 'E', 'A')	C	A	1	minor triad	(0, 4, 9)	G	G	2	None	ii
36	1	9.0	9	0.25	1/4	7	3	8	7	18.0	A4	69	True	A	0	0	1.0	1	Cello	1	7	0.1667	6	ii	True	('C', 'E', 'A')	C	A	1	minor triad	(0, 4, 9)	G	G	2	None	ii
36	2	9.0	9	0.5	1/2	7	3	8	7	18.0	C2	36	True	C	0	0	1.0	1	Cello	1	7	0.1667	6	ii	True	('C', 'E', 'A')	C	A	1	minor triad	(0, 4, 9)	G	G	2	None	ii
		9.1667																			7	0.1667	7	ii	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	G	G	2	None	ii
37	1	9.25	37/4	0.25	1/4	7	3	8	7	18.5	B4	71	True	B	0	1/16	1.5	0	Cello	1	7	0.1667	7	ii	False	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	G	G	2	None	ii
37	1	9.25	37/4	0.25	1/4	7	3	8	7	18.5	B5	83	True	B	0	1/16	1.5	0	Cello	1	7	0.1667	7	ii	False	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	G	G	2	None	ii
		9.3333																			7	1.1667	8	V7	True	('D', 'F#', 'A', 'C')	D	D	0	dominant seventh chord	(0, 2, 6, 9)	G	G	5	None	V7
38	2	9.5	19/2	0.5	1/2	7	3	8	7	19.0	C5	72	True	C	0	1/8	2.0	2	Cello	1	7	1.1667	8	V7	False	('D', 'F#', 'A', 'C')	D	D	0	dominant seventh chord	(0, 2, 6, 9)	G	G	5	None	V7
38	2	9.5	19/2	0.5	1/2	7	3	8	7	19.0	E3	52	True	E	0	1/8	2.0	2	Cello	1	7	1.1667	8	V7	False	('D', 'F#', 'A', 'C')	D	D	0	dominant seventh chord	(0, 2, 6, 9)	G	G	5	None	V7
38	2	9.5	19/2	0.5	1/2	7	3	8	7	19.0	A2	45	True	A	0	1/8	2.0	2	Cello	1	7	1.1667	8	V7	False	('D', 'F#', 'A', 'C')	D	D	0	dominant seventh chord	(0, 2, 6, 9)	G	G	5	None	V7
38	2	9.5	19/2	0.5	1/2	7	3	8	7	19.0	C6	84	True	C	0	1/8	2.0	2	Cello	1	7	1.1667	8	V7	False	('D', 'F#', 'A', 'C')	D	D	0	dominant seventh chord	(0, 2, 6, 9)	G	G	5	None	V7
40	1	10.0	10	0.25	1/4	7	3	8	7	20.0	F#5	78	True	F	1	1/4	3.0	3	Cello	1	7	1.1667	8	V7	False	('D', 'F#', 'A', 'C')	D	D	0	dominant seventh chord	(0, 2, 6, 9)	G	G	5	None	V7
40	1	10.0	10	0.25	1/4	7	3	8	7	20.0	F#4	66	True	F	1	1/4	3.0	3	Cello	1	7	1.1667	8	V7	False	('D', 'F#', 'A', 'C')	D	D	0	dominant seventh chord	(0, 2, 6, 9)	G	G	5	None	V7
40	2	10.0	10	0.5	1/2	7	3	8	7	20.0	C4	60	True	C	0	1/4	3.0	3	Cello	1	7	1.1667	8	V7	False	('D', 'F#', 'A', 'C')	D	D	0	dominant seventh chord	(0, 2, 6, 9)	G	G	5	None	V7
40	2	10.0	10	0.5	1/2	7	3	8	7	20.0	A4	69	True	A	0	1/4	3.0	3	Cello	1	7	1.1667	8	V7	False	('D', 'F#', 'A', 'C')	D	D	0	dominant seventh chord	(0, 2, 6, 9)	G	G	5	None	V7
40	2	10.0	10	0.5	1/2	7	3	8	7	20.0	D2	38	True	D	0	1/4	3.0	3	Cello	1	7	1.1667	8	V7	False	('D', 'F#', 'A', 'C')	D	D	0	dominant seventh chord	(0, 2, 6, 9)	G	G	5	None	V7
42	2	10.5	21/2	0.5	1/2	8	3	8	8	21.0	F#5	78	True	F	1	0	1.0	1	Cello	1	8	0.1667	9	V7	True	('D', 'F#', 'A', 'C')	D	D	0	dominant seventh chord	(0, 2, 6, 9)	G	G	5	None	V7
42	2	10.5	21/2	0.5	1/2	8	3	8	8	21.0	F#4	66	True	F	1	0	1.0	1	Cello	1	8	0.1667	9	V7	True	('D', 'F#', 'A', 'C')	D	D	0	dominant seventh chord	(0, 2, 6, 9)	G	G	5	None	V7
42	2	10.5	21/2	0.5	1/2	8	3	8	8	21.0	C4	60	True	C	0	0	1.0	1	Cello	1	8	0.1667	9	V7	True	('D', 'F#', 'A', 'C')	D	D	0	dominant seventh chord	(0, 2, 6, 9)	G	G	5	None	V7
42	2	10.5	21/2	0.5	1/2	8	3	8	8	21.0	A4	69	True	A	0	0	1.0	1	Cello	1	8	0.1667	9	V7	True	('D', 'F#', 'A', 'C')	D	D	0	dominant seventh chord	(0, 2, 6, 9)	G	G	5	None	V7
42	2	10.5	21/2	0.5	1/2	8	3	8	8	21.0	D3	50	True	D	0	0	1.0	1	Cello	1	8	0.1667	9	V7	True	('D', 'F#', 'A', 'C')	D	D	0	dominant seventh chord	(0, 2, 6, 9)	G	G	5	None	V7
		10.6667																			8	1.3333	10	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I
44	2	11.0	11	0.5	1/2	8	3	8	8	22.0	G4	67	True	G	0	1/8	2.0	2	Cello	1	8	1.3333	10	I	False	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I
44	2	11.0	11	0.5	1/2	8	3	8	8	22.0	B3	59	True	B	0	1/8	2.0	2	Cello	1	8	1.3333	10	I	False	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I
44	4	11.0	11	1.0	1	8	3	8	8	22.0	G5	79	True	G	0	1/8	2.0	2	Cello	1	8	1.3333	10	I	False	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I
44	4	11.0	11	1.0	1	8	3	8	8	22.0	G4	67	True	G	0	1/8	2.0	2	Cello	1	8	1.3333	10	I	False	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I
44	2	11.0	11	0.5	1/2	8	3	8	8	22.0	D2	38	True	D	0	1/8	2.0	2	Cello	1	8	1.3333	10	I	False	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I
46	2	11.5	23/2	0.5	1/2	8	3	8	8	23.0	B3	59	True	B	0	1/4	3.0	3	Cello	1	8	1.3333	10	I	False	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I
46	2	11.5	23/2	0.5	1/2	8	3	8	8	23.0	G2	43	True	G	0	1/4	3.0	3	Cello	1	8	1.3333	10	I	False	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I
48	2	12.0	12	0.5	1/2	9	3	8	9	24.0	D6	86	True	D	0	0	1.0	1	Cello	1	9	0.1667	11	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I
48	2	12.0	12	0.5	1/2	9	3	8	9	24.0	G3	55	True	G	0	0	1.0	1	Cello	1	9	0.1667	11	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I
48	2	12.0	12	0.5	1/2	9	3	8	9	24.0	B3	59	True	B	0	0	1.0	1	Cello	1	9	0.1667	11	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I
		12.1667																			9	0.1667	12	V7	True	('A', 'C', 'D', 'F#')	A	D	2	dominant seventh chord	(0, 2, 6, 9)	G	G	5	None	V7
		12.3333																			9	1.1667	13	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I
50	4	12.5	25/2	1.0	1	9	3	8	9	25.0	D4	62	True	D	0	1/8	2.0	2	Cello	1	9	1.1667	13	I	False	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I
50	2	12.5	25/2	0.5	1/2	9	3	8	9	25.0	C6	84	True	C	0	1/8	2.0	2	Cello	1	9	1.1667	13	I	False	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I
50	2	12.5	25/2	0.5	1/2	9	3	8	9	25.0	A3	57	True	A	0	1/8	2.0	2	Cello	1	9	1.1667	13	I	False	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I
52	2	13.0	13	0.5	1/2	9	3	8	9	26.0	G3	55	True	G	0	1/4	3.0	3	Cello	1	9	1.1667	13	I	False	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I
52	1	13.0	13	0.25	1/4	9	3	8	9	26.0	B5	83	True	B	0	1/4	3.0	3	Cello	1	9	1.1667	13	I	False	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I
54	2	13.5	27/2	0.5	1/2	10	3	8	10	27.0	F#3	54	True	F	1	0	1.0	1	Cello	1	10	1.5	14	V	True	('F#', 'A', 'D')	F#	D	1	major triad	(2, 6, 9)	G	G	5	None	V
54	6	13.5	27/2	1.5	3/2	10	3	8	10	27.0	A5	81	True	A	0	0	1.0	1	Cello	1	10	1.5	14	V	True	('F#', 'A', 'D')	F#	D	1	major triad	(2, 6, 9)	G	G	5	None	V
54	2	13.5	27/2	0.5	1/2	10	3	8	10	27.0	D5	74	True	D	0	0	1.0	1	Cello	1	10	1.5	14	V	True	('F#', 'A', 'D')	F#	D	1	major triad	(2, 6, 9)	G	G	5	None	V
54	6	13.5	27/2	1.5	3/2	10	3	8	10	27.0	D4	62	False	D	0	0	1.0	1	Cello	1	10	1.5	14	V	True	('F#', 'A', 'D')	F#	D	1	major triad	(2, 6, 9)	G	G	5	None	V
56	2	14.0	14	0.5	1/2	10	3	8	10	28.0	E3	52	True	E	0	1/8	2.0	2	Cello	1	10	1.5	14	V	False	('F#', 'A', 'D')	F#	D	1	major triad	(2, 6, 9)	G	G	5	None	V
56	2	14.0	14	0.5	1/2	10	3	8	10	28.0	C#5	73	True	C	1	1/8	2.0	2	Cello	1	10	1.5	14	V	False	('F#', 'A', 'D')	F#	D	1	major triad	(2, 6, 9)	G	G	5	None	V
58	1	14.5	29/2	0.25	1/4	10	3	8	10	29.0	D5	74	True	D	0	1/4	3.0	3	Cello	1	10	1.5	14	V	False	('F#', 'A', 'D')	F#	D	1	major triad	(2, 6, 9)	G	G	5	None	V
58	2	14.5	29/2	0.5	1/2	10	3	8	10	29.0	F#3	54	True	F	1	1/4	3.0	3	Cello	1	10	1.5	14	V	False	('F#', 'A', 'D')	F#	D	1	major triad	(2, 6, 9)	G	G	5	None	V
60	2	15.0	15	0.5	1/2	11	3	8	11	30.0	B5	83	True	B	0	0	1.0	1	Cello	1	11	1.5	15	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I
60	6	15.0	15	1.5	3/2	11	3	8	11	30.0	D4	62	False	D	0	0	1.0	1	Cello	1	11	1.5	15	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I
60	2	15.0	15	0.5	1/2	11	3	8	11	30.0	G3	55	True	G	0	0	1.0	1	Cello	1	11	1.5	15	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I
62	2	15.5	31/2	0.5	1/2	11	3	8	11	31.0	A5	81	True	A	0	1/8	2.0	2	Cello	1	11	1.5	15	I	False	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I
62	2	15.5	31/2	0.5	1/2	11	3	8	11	31.0	F#3	54	True	F	1	1/8	2.0	2	Cello	1	11	1.5	15	I	False	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I
64	1	16.0	16	0.25	1/4	11	3	8	11	32.0	G5	79	True	G	0	1/4	3.0	3	Cello	1	11	1.5	15	I	False	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I
64	2	16.0	16	0.5	1/2	11	3	8	11	32.0	E3	52	True	E	0	1/4	3.0	3	Cello	1	11	1.5	15	I	False	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I
66	6	16.5	33/2	1.5	3/2	12	3	8	12	33.0	D4	62	False	D	0	0	1.0	1	Cello	1	12	0.3333	16	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	G	G	5	None	V
66	6	16.5	33/2	1.5	3/2	12	3	8	12	33.0	F#5	78	True	F	1	0	1.0	1	Cello	1	12	0.3333	16	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	G	G	5	None	V
66	2	16.5	33/2	0.5	1/2	12	3	8	12	33.0	D3	50	True	D	0	0	1.0	1	Cello	1	12	0.3333	16	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	G	G	5	None	V
66	2	16.5	33/2	0.5	1/2	12	3	8	12	33.0	D5	74	True	D	0	0	1.0	1	Cello	1	12	0.3333	16	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	G	G	5	None	V
		16.8333																			12	1.1667	17	V7	True	('C', 'D', 'F#', 'A')	C	D	3	dominant seventh chord	(0, 2, 6, 9)	G	G	5	None	V7
68	2	17.0	17	0.5	1/2	12	3	8	12	34.0	E5	76	True	E	0	1/8	2.0	2	Cello	1	12	1.1667	17	V7	False	('C', 'D', 'F#', 'A')	C	D	3	dominant seventh chord	(0, 2, 6, 9)	G	G	5	None	V7
