j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	s_note	s_midi	s_isOnset	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
22.5	45/2	0.5	1/2	8	B-4	70	True	Cello	1	8.0	1.5	16.0	ii	True	('E-', 'G-', 'B-')	E-	E-	0.0	minor triad	(3, 6, 10)	D-	D-	2	None
22.5	45/2	1.5	3/2	8	B-3	58	False	Cello	1	8.0	1.5	16.0	ii	True	('E-', 'G-', 'B-')	E-	E-	0.0	minor triad	(3, 6, 10)	D-	D-	2	None
22.5	45/2	1.5	3/2	8	G-3	54	True	Cello	1	8.0	1.5	16.0	ii	True	('E-', 'G-', 'B-')	E-	E-	0.0	minor triad	(3, 6, 10)	D-	D-	2	None
22.5	45/2	1.5	3/2	8	E-2	39	True	Cello	2	8.0	1.5	16.0	ii	True	('E-', 'G-', 'B-')	E-	E-	0.0	minor triad	(3, 6, 10)	D-	D-	2	None
23.0	23	0.5	1/2	8	G-4	66	True	Cello	1	8.0	1.5	16.0	ii	False	('E-', 'G-', 'B-')	E-	E-	0.0	minor triad	(3, 6, 10)	D-	D-	2	None
23.5	47/2	0.5	1/2	8	E-4	63	True	Cello	1	8.0	1.5	16.0	ii	False	('E-', 'G-', 'B-')	E-	E-	0.0	minor triad	(3, 6, 10)	D-	D-	2	None
24.0	24	1.0	1	9	A-4	68	True	Cello	1	9.0	1.5	17.0	V7	True	('C', 'E-', 'G-', 'A-')	C	A-	1.0	dominant seventh chord	(0, 3, 6, 8)	D-	D-	5	None
24.0	24	1.0	1	9	E-4	63	True	Cello	1	9.0	1.5	17.0	V7	True	('C', 'E-', 'G-', 'A-')	C	A-	1.0	dominant seventh chord	(0, 3, 6, 8)	D-	D-	5	None
24.0	24	1.0	1	9	G-3	54	True	Cello	1	9.0	1.5	17.0	V7	True	('C', 'E-', 'G-', 'A-')	C	A-	1.0	dominant seventh chord	(0, 3, 6, 8)	D-	D-	5	None
24.0	24	1.5	3/2	9	C2	36	True	Cello	2	9.0	1.5	17.0	V7	True	('C', 'E-', 'G-', 'A-')	C	A-	1.0	dominant seventh chord	(0, 3, 6, 8)	D-	D-	5	None
25.0	25	0.5	1/2	9	A-4	68	True	Cello	1	9.0	1.5	17.0	V7	False	('C', 'E-', 'G-', 'A-')	C	A-	1.0	dominant seventh chord	(0, 3, 6, 8)	D-	D-	5	None
25.0	25	0.5	1/2	9	A-3	56	True	Cello	1	9.0	1.5	17.0	V7	False	('C', 'E-', 'G-', 'A-')	C	A-	1.0	dominant seventh chord	(0, 3, 6, 8)	D-	D-	5	None
25.0	25	0.5	1/2	9	E-4	63	True	Cello	1	9.0	1.5	17.0	V7	False	('C', 'E-', 'G-', 'A-')	C	A-	1.0	dominant seventh chord	(0, 3, 6, 8)	D-	D-	5	None
25.0	25	0.5	1/2	9	E-3	51	True	Cello	1	9.0	1.5	17.0	V7	False	('C', 'E-', 'G-', 'A-')	C	A-	1.0	dominant seventh chord	(0, 3, 6, 8)	D-	D-	5	None
25.5	51/2	0.5	1/2	9	A-4	68	True	Cello	1	9.0	1.0	18.0	I	True	('D-', 'F', 'A-')	D-	D-	0.0	major triad	(1, 5, 8)	D-	D-	1	None
25.5	51/2	1.5	3/2	9	A-3	56	False	Cello	1	9.0	1.0	18.0	I	True	('D-', 'F', 'A-')	D-	D-	0.0	major triad	(1, 5, 8)	D-	D-	1	None
25.5	51/2	1.5	3/2	9	F3	53	True	Cello	1	9.0	1.0	18.0	I	True	('D-', 'F', 'A-')	D-	D-	0.0	major triad	(1, 5, 8)	D-	D-	1	None
25.5	51/2	1.0	1	9	D-2	37	True	Cello	2	9.0	1.0	18.0	I	True	('D-', 'F', 'A-')	D-	D-	0.0	major triad	(1, 5, 8)	D-	D-	1	None
26.0	26	0.5	1/2	9	F4	65	True	Cello	1	9.0	1.0	18.0	I	False	('D-', 'F', 'A-')	D-	D-	0.0	major triad	(1, 5, 8)	D-	D-	1	None
26.5	53/2	0.5	1/2	9	D-4	61	True	Cello	1	9.0	0.5	19.0	I	True	('F', 'A-', 'D-')	F	D-	1.0	major triad	(1, 5, 8)	D-	D-	1	None
26.5	53/2	0.5	1/2	9	F2	41	True	Cello	2	9.0	0.5	19.0	I	True	('F', 'A-', 'D-')	F	D-	1.0	major triad	(1, 5, 8)	D-	D-	1	None
27.0	27	0.5	1/2	10	A-3	56	True	Cello	1	10.0	1.0	20.0	I	True	('A-', 'D-', 'F')	A-	D-	2.0	major triad	(1, 5, 8)	D-	D-	1	None
27.0	27	1.0	1	10	D-4	61	True	Cello	1	10.0	1.0	20.0	I	True	('A-', 'D-', 'F')	A-	D-	2.0	major triad	(1, 5, 8)	D-	D-	1	None
27.0	27	1.0	1	10	F3	53	True	Cello	1	10.0	1.0	20.0	I	True	('A-', 'D-', 'F')	A-	D-	2.0	major triad	(1, 5, 8)	D-	D-	1	None
27.0	27	1.5	3/2	10	A-2	44	True	Cello	2	10.0	1.0	20.0	I	True	('A-', 'D-', 'F')	A-	D-	2.0	major triad	(1, 5, 8)	D-	D-	1	None
27.5	55/2	0.5	1/2	10	F4	65	True	Cello	1	10.0	1.0	20.0	I	False	('A-', 'D-', 'F')	A-	D-	2.0	major triad	(1, 5, 8)	D-	D-	1	None
28.0	28	0.5	1/2	10	E-4	63	True	Cello	1	10.0	0.5	21.0	V7	True	('A-', 'C', 'E-', 'G-')	A-	A-	0.0	dominant seventh chord	(0, 3, 6, 8)	D-	D-	5	None
28.0	28	0.5	1/2	10	C4	60	True	Cello	1	10.0	0.5	21.0	V7	True	('A-', 'C', 'E-', 'G-')	A-	A-	0.0	dominant seventh chord	(0, 3, 6, 8)	D-	D-	5	None
28.0	28	0.5	1/2	10	G-3	54	True	Cello	1	10.0	0.5	21.0	V7	True	('A-', 'C', 'E-', 'G-')	A-	A-	0.0	dominant seventh chord	(0, 3, 6, 8)	D-	D-	5	None
28.5	57/2	1.5	3/2	10	D-4	61	True	Cello	1	10.0	1.5	22.0	I	True	('D-', 'F', 'A-')	D-	D-	0.0	major triad	(1, 5, 8)	D-	D-	1	None
28.5	57/2	1.5	3/2	10	A-3	56	True	Cello	1	10.0	1.5	22.0	I	True	('D-', 'F', 'A-')	D-	D-	0.0	major triad	(1, 5, 8)	D-	D-	1	None
28.5	57/2	1.5	3/2	10	F3	53	True	Cello	1	10.0	1.5	22.0	I	True	('D-', 'F', 'A-')	D-	D-	0.0	major triad	(1, 5, 8)	D-	D-	1	None
28.5	57/2	0.5	1/2	10	D-3	49	True	Cello	2	10.0	1.5	22.0	I	True	('D-', 'F', 'A-')	D-	D-	0.0	major triad	(1, 5, 8)	D-	D-	1	None
29.0	29	0.5	1/2	10	F2	41	True	Cello	2	10.0	1.5	22.0	I	False	('D-', 'F', 'A-')	D-	D-	0.0	major triad	(1, 5, 8)	D-	D-	1	None
29.5	59/2	0.5	1/2	10	G-2	42	True	Cello	2	10.0	1.5	22.0	I	False	('D-', 'F', 'A-')	D-	D-	0.0	major triad	(1, 5, 8)	D-	D-	1	None
30.0	30	1.0	1	11	D-4	61	True	Cello	1	11.0	1.0	23.0	I	True	('A-', 'D-', 'F')	A-	D-	2.0	major triad	(1, 5, 8)	D-	D-	1	None
30.0	30	1.5	3/2	11	A-3	56	False	Cello	1	11.0	1.0	23.0	I	True	('A-', 'D-', 'F')	A-	D-	2.0	major triad	(1, 5, 8)	D-	D-	1	None
30.0	30	1.0	1	11	F3	53	True	Cello	1	11.0	1.0	23.0	I	True	('A-', 'D-', 'F')	A-	D-	2.0	major triad	(1, 5, 8)	D-	D-	1	None
30.0	30	0.5	1/2	11	A-2	44	True	Cello	2	11.0	1.0	23.0	I	True	('A-', 'D-', 'F')	A-	D-	2.0	major triad	(1, 5, 8)	D-	D-	1	None
30.5	61/2	0.5	1/2	11	F3	53	True	Cello	2	11.0	1.0	23.0	I	False	('A-', 'D-', 'F')	A-	D-	2.0	major triad	(1, 5, 8)	D-	D-	1	None
31.0	31	0.5	1/2	11	C4	60	True	Cello	1	11.0	0.5	24.0	V7	True	('A-', 'C', 'E-', 'G-')	A-	A-	0.0	dominant seventh chord	(0, 3, 6, 8)	D-	D-	5	None
31.0	31	0.5	1/2	11	G-3	54	True	Cello	1	11.0	0.5	24.0	V7	True	('A-', 'C', 'E-', 'G-')	A-	A-	0.0	dominant seventh chord	(0, 3, 6, 8)	D-	D-	5	None
31.0	31	0.5	1/2	11	E-3	51	True	Cello	2	11.0	0.5	24.0	V7	True	('A-', 'C', 'E-', 'G-')	A-	A-	0.0	dominant seventh chord	(0, 3, 6, 8)	D-	D-	5	None
31.5	63/2	0.5	1/2	11	D-4	61	True	Cello	1	11.0	1.0	25.0	I	True	('D-', 'F', 'A-')	D-	D-	0.0	major triad	(1, 5, 8)	D-	D-	1	None
31.5	63/2	0.5	1/2	11	A-3	56	True	Cello	1	11.0	1.0	25.0	I	True	('D-', 'F', 'A-')	D-	D-	0.0	major triad	(1, 5, 8)	D-	D-	1	None
31.5	63/2	1.0	1	11	F3	53	True	Cello	1	11.0	1.0	25.0	I	True	('D-', 'F', 'A-')	D-	D-	0.0	major triad	(1, 5, 8)	D-	D-	1	None
31.5	63/2	1.0	1	11	D-3	49	True	Cello	2	11.0	1.0	25.0	I	True	('D-', 'F', 'A-')	D-	D-	0.0	major triad	(1, 5, 8)	D-	D-	1	None
32.0	32	0.5	1/2	11	F4	65	True	Cello	1	11.0	1.0	25.0	I	False	('D-', 'F', 'A-')	D-	D-	0.0	major triad	(1, 5, 8)	D-	D-	1	None
32.0	32	1.0	1	11	D-4	61	True	Cello	1	11.0	1.0	25.0	I	False	('D-', 'F', 'A-')	D-	D-	0.0	major triad	(1, 5, 8)	D-	D-	1	None
32.5	65/2	0.5	1/2	11	G-4	66	True	Cello	1	11.0	0.5	26.0	IV	True	('B-', 'D-', 'G-')	B-	G-	1.0	major triad	(1, 6, 10)	D-	D-	4	None
32.5	65/2	0.5	1/2	11	D-3	49	True	Cello	1	11.0	0.5	26.0	IV	True	('B-', 'D-', 'G-')	B-	G-	1.0	major triad	(1, 6, 10)	D-	D-	4	None
32.5	65/2	0.5	1/2	11	B-2	46	True	Cello	2	11.0	0.5	26.0	IV	True	('B-', 'D-', 'G-')	B-	G-	1.0	major triad	(1, 6, 10)	D-	D-	4	None
33.0	33	0.5	1/2	12	A-4	68	True	Cello	1	12.0	1.0	27.0	I	True	('A-', 'D-', 'F')	A-	D-	2.0	major triad	(1, 5, 8)	D-	D-	1	None
33.0	33	0.5	1/2	12	F4	65	True	Cello	1	12.0	1.0	27.0	I	True	('A-', 'D-', 'F')	A-	D-	2.0	major triad	(1, 5, 8)	D-	D-	1	None
33.0	33	1.0	1	12	D-3	49	True	Cello	1	12.0	1.0	27.0	I	True	('A-', 'D-', 'F')	A-	D-	2.0	major triad	(1, 5, 8)	D-	D-	1	None
33.0	33	1.5	3/2	12	A-2	44	True	Cello	2	12.0	1.0	27.0	I	True	('A-', 'D-', 'F')	A-	D-	2.0	major triad	(1, 5, 8)	D-	D-	1	None
33.5	67/2	0.5	1/2	12	F5	77	True	Cello	1	12.0	1.0	27.0	I	False	('A-', 'D-', 'F')	A-	D-	2.0	major triad	(1, 5, 8)	D-	D-	1	None
33.5	67/2	0.5	1/2	12	A-4	68	True	Cello	1	12.0	1.0	27.0	I	False	('A-', 'D-', 'F')	A-	D-	2.0	major triad	(1, 5, 8)	D-	D-	1	None
