j_offset	s_duration	s_measure	s_notes	s_intervals	s_isOnset	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
6.5	0.375	4	['A-3', 'C4', 'F4', 'C5']	['M3', 'M6', 'M3']	[True, True, True, False]	4.0	0.875	6.0	i	False	('F', 'A-', 'C')	F	F	0.0	minor triad	(0, 5, 8)	f	f	1	None
6.875	0.125	4	['A-3', 'C4', 'F4', 'F5']	['M3', 'M6', 'M6']	[False, False, False, True]	4.0	0.125	7.0	i	True	('A-', 'C', 'F')	A-	F	1.0	minor triad	(0, 5, 8)	f	f	1	None
7.0	0.5	4	['G3', 'D-4', 'B-4', 'F5']	['d5', 'm3', 'm7']	[True, True, True, True]	4.0	0.5	8.0	iiø7	True	('G', 'B-', 'D-', 'F')	G	G	0.0	half-diminished seventh chord	(1, 5, 7, 10)	f	f	2	None
7.5	0.25	4	['G3', 'C4', 'B-4', 'E5']	['P4', 'm3', 'M6']	[False, True, False, True]	4.0	0.25	9.0	V7	True	('G', 'B-', 'C', 'E')	G	C	2.0	dominant seventh chord	(0, 4, 7, 10)	f	f	5	None
7.75	0.25	4	['F3', 'C4', 'A-4', 'F5']	['P5', 'm3', 'P1']	[True, True, True, True]	4.0	0.25	10.0	i	True	('F', 'A-', 'C')	F	F	0.0	minor triad	(0, 5, 8)	f	f	1	None
8.0	0.25	5	['E3', 'C4', 'G4', 'G5']	['m6', 'm3', 'm3']	[True, True, True, True]	5.0	0.25	11.0	V	True	('E', 'G', 'C')	E	C	1.0	major triad	(0, 4, 7)	f	f	5	None
8.25	0.25	5	['C3', 'G4', 'B-4', 'C5']	['P5', 'm7', 'P1']	[True, True, True, True]	5.0	0.25	12.0	V7	True	('C', 'E', 'G', 'B-')	C	C	0.0	dominant seventh chord	(0, 4, 7, 10)	f	f	5	None
8.5	0.25	5	['F3', 'F4', 'A-4', 'C5']	['P1', 'm3', 'P5']	[True, True, True, True]	5.0	0.25	13.0	i	True	('F', 'A-', 'C')	F	F	0.0	minor triad	(0, 5, 8)	f	f	1	None
8.75	0.25	5	['A-3', 'F4', 'A-4', 'B4']	['M6', 'P1', 'A2']	[True, True, True, True]	5.0	0.25	14.0	viio7/V	True	('A-', 'B', 'D', 'F')	A-	B	3.0	diminished seventh chord	(2, 5, 8, 11)	f	C	7	5
9.0	0.5	5	['C4', 'F4', 'A-4', 'B4']	['P4', 'm6', 'M7']	[True, True, True, True]	5.0	1.0	15.0	V	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	f	f	5	None
9.5	0.5	5	['C4', 'E4', 'G4', 'C5']	['M3', 'P5', 'P1']	[False, True, True, True]	5.0	1.0	15.0	V	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	f	f	5	None
10.0	0.5	6	['B-3', 'E-4', 'G4', 'D-5']	['P4', 'M6', 'm3']	[True, True, True, True]	6.0	0.5	16.0	V7/III	True	('B-', 'D-', 'E-', 'G')	B-	E-	2.0	dominant seventh chord	(1, 3, 7, 10)	f	A-	5	3
10.5	0.375	6	['D-4', 'E-4', 'G4', 'B-4']	['M2', 'A4', 'M6']	[True, False, False, True]	6.0	0.5	17.0	V7/III	True	('D-', 'E-', 'G', 'B-')	D-	E-	3.0	dominant seventh chord	(1, 3, 7, 10)	f	A-	5	3
10.875	0.125	6	['D-4', 'E-4', 'G4', 'E-5']	['M2', 'A4', 'M2']	[False, False, False, True]	6.0	0.5	17.0	V7/III	False	('D-', 'E-', 'G', 'B-')	D-	E-	3.0	dominant seventh chord	(1, 3, 7, 10)	f	A-	5	3
11.0	0.5	6	['C4', 'E-4', 'A-4', 'E-5']	['m3', 'm6', 'm3']	[True, True, True, True]	6.0	0.75	18.0	III	True	('C', 'E-', 'A-')	C	A-	1.0	major triad	(0, 3, 8)	f	f	3	None
11.5	0.25	6	['C4', 'A-4', 'E-5']	['m6', 'm3']	[False, False, False]	6.0	0.75	18.0	III	False	('C', 'E-', 'A-')	C	A-	1.0	major triad	(0, 3, 8)	f	f	3	None
11.75	0.125	6	['A-3', 'C4', 'A-4', 'C5']	['M3', 'P1', 'M3']	[True, True, False, True]	6.0	0.25	19.0	III	True	('A-', 'C', 'E-')	A-	A-	0.0	major triad	(0, 3, 8)	f	f	3	None
11.875	0.125	6	['A-3', 'C4', 'E-4', 'C5']	['M3', 'P5', 'M3']	[False, False, True, False]	6.0	0.25	19.0	III	False	('A-', 'C', 'E-')	A-	A-	0.0	major triad	(0, 3, 8)	f	f	3	None
12.0	0.25	7	['G3', 'B-3', 'E-4', 'E-5']	['m3', 'm6', 'm6']	[True, True, True, True]	7.0	0.5	20.0	V7/III	True	('B-', 'D-', 'E-', 'G')	B-	E-	2.0	dominant seventh chord	(1, 3, 7, 10)	f	A-	5	3
12.25	0.25	7	['G3', 'B-3', 'E-4', 'D-5']	['m3', 'm6', 'd5']	[False, False, False, True]	7.0	0.5	20.0	V7/III	False	('B-', 'D-', 'E-', 'G')	B-	E-	2.0	dominant seventh chord	(1, 3, 7, 10)	f	A-	5	3
12.5	0.375	7	['D-4', 'E-4', 'G4', 'B-4']	['M2', 'A4', 'M6']	[True, False, True, True]	7.0	0.5	21.0	V7/III	True	('D-', 'E-', 'G', 'B-')	D-	E-	3.0	dominant seventh chord	(1, 3, 7, 10)	f	A-	5	3
12.875	0.125	7	['D-4', 'E-4', 'G4', 'E-5']	['M2', 'A4', 'M2']	[False, False, False, True]	7.0	0.5	21.0	V7/III	False	('D-', 'E-', 'G', 'B-')	D-	E-	3.0	dominant seventh chord	(1, 3, 7, 10)	f	A-	5	3
13.0	0.5	7	['C4', 'E-4', 'A-4', 'E-5']	['m3', 'm6', 'm3']	[True, True, True, True]	7.0	0.5	22.0	III	True	('C', 'E-', 'A-')	C	A-	1.0	major triad	(0, 3, 8)	f	f	3	None
13.5	0.25	7	['C4', 'A-4', 'E-5']	['m6', 'm3']	[False, False, False]	7.0	0.5	23.0	III	True	('A-', 'C', 'E-')	A-	A-	0.0	major triad	(0, 3, 8)	f	f	3	None
13.75	0.125	7	['A-3', 'A-4', 'C5', 'E-5']	['P1', 'M3', 'P5']	[True, False, True, False]	7.0	0.5	23.0	III	False	('A-', 'C', 'E-')	A-	A-	0.0	major triad	(0, 3, 8)	f	f	3	None
13.875	0.125	7	['A-3', 'C4', 'C5', 'E-5']	['M3', 'M3', 'P5']	[False, True, False, False]	7.0	0.5	23.0	III	False	('A-', 'C', 'E-')	A-	A-	0.0	major triad	(0, 3, 8)	f	f	3	None
14.0	1.0	8	['G3', 'B-3', 'C4', 'E4', 'C5', 'E5']	['m3', 'P4', 'M6', 'P4', 'M6']	[True, True, True, True, True, True]	8.0	1.0	24.0	V7	True	('G', 'B-', 'C', 'E')	G	C	2.0	dominant seventh chord	(0, 4, 7, 10)	f	f	5	None
15.0	0.5	8	['F3', 'A-3', 'C4', 'F4', 'C5', 'F5']	['m3', 'P5', 'P1', 'P5', 'P1']	[True, True, True, True, True, True]	8.0	0.875	25.0	i	True	('F', 'A-', 'C')	F	F	0.0	minor triad	(0, 5, 8)	f	f	1	None
15.5	0.375	8	['F3', 'A-3', 'A-4', 'C5', 'F5']	['m3', 'm3', 'P5', 'P1']	[False, False, True, False, False]	8.0	0.875	25.0	i	False	('F', 'A-', 'C')	F	F	0.0	minor triad	(0, 5, 8)	f	f	1	None
15.875	0.125	8	['D-3', 'F3', 'F4', 'A-4']	['M3', 'M3', 'P5']	[True, True, True, False]	8.0	0.125	26.0	VI	True	('D-', 'F', 'A-')	D-	D-	0.0	major triad	(1, 5, 8)	f	f	6	None
16.0	0.5	9	['B-2', 'F4', 'B-4', 'D-5']	['P5', 'P1', 'm3']	[True, True, True, True]	9.0	0.5	27.0	iv	True	('B-', 'D-', 'F')	B-	B-	0.0	minor triad	(1, 5, 10)	f	f	4	None
16.5	0.5	9	['C3', 'E4', 'G4', 'C5']	['M3', 'P5', 'P1']	[True, True, True, True]	9.0	1.0	28.0	V	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	f	f	5	None
17.0	0.25	9	['C3', 'E4', 'G4', 'C5']	['M3', 'P5', 'P1']	[True, True, True, True]	9.0	1.0	28.0	V	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	f	f	5	None
17.25	0.25	9	['C3', 'B-3', 'E4', 'C5']	['m7', 'M3', 'P1']	[False, True, True, False]	9.0	1.0	28.0	V	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	f	f	5	None
17.5	0.25	9	['C3', 'A-3', 'F4', 'C5']	['m6', 'P4', 'P1']	[False, True, True, False]	9.0	0.5	29.0	V7	True	('C', 'E', 'G', 'B-')	C	C	0.0	dominant seventh chord	(0, 4, 7, 10)	f	f	5	None
17.75	0.25	9	['E3', 'C4', 'B-4', 'C5']	['m6', 'd5', 'm6']	[True, True, True, False]	9.0	0.5	29.0	V7	False	('C', 'E', 'G', 'B-')	C	C	0.0	dominant seventh chord	(0, 4, 7, 10)	f	f	5	None
18.0	0.5	10	['F3', 'A-4', 'C5']	['m3', 'P5']	[True, True, False]	10.0	1.0	30.0	i	True	('F', 'A-', 'C')	F	F	0.0	minor triad	(0, 5, 8)	f	f	1	None
18.5	0.375	10	['F3', 'A-4', 'C5', 'E-5']	['m3', 'P5', 'm7']	[False, False, False, True]	10.0	1.0	30.0	i	False	('F', 'A-', 'C')	F	F	0.0	minor triad	(0, 5, 8)	f	f	1	None
18.875	0.125	10	['F3', 'A-4', 'C5', 'D-5']	['m3', 'P5', 'm6']	[False, False, False, True]	10.0	1.0	30.0	i	False	('F', 'A-', 'C')	F	F	0.0	minor triad	(0, 5, 8)	f	f	1	None
19.0	0.25	10	['C3', 'F4', 'G4', 'B-4']	['P4', 'P5', 'm7']	[True, True, True, True]	10.0	0.25	31.0	V7	True	('C', 'E', 'G', 'B-')	C	C	0.0	dominant seventh chord	(0, 4, 7, 10)	f	f	5	None
19.25	0.25	10	['C3', 'F4', 'G4', 'A-5']	['P4', 'P5', 'm6']	[False, False, False, True]	10.0	0.5	32.0	I	True	('C', 'F', 'A')	C	F	2.0	major triad	(0, 5, 9)	f	f	1	None
19.5	0.25	10	['C3', 'E4', 'B-4', 'A-5']	['M3', 'm7', 'm6']	[False, True, True, False]	10.0	0.5	32.0	I	False	('C', 'F', 'A')	C	F	2.0	major triad	(0, 5, 9)	f	f	1	None
19.75	0.25	10	['C3', 'B-4', 'G5']	['m7', 'P5']	[False, False, True]	10.0	0.25	33.0	V7	True	('C', 'E', 'G', 'B-')	C	C	0.0	dominant seventh chord	(0, 4, 7, 10)	f	f	5	None
20.0	0.25	11	['C3', 'F4', 'A-4', 'G5']	['P4', 'm6', 'P5']	[False, True, True, False]	11.0	0.75	34.0	I	True	('C', 'F', 'A')	C	F	2.0	major triad	(0, 5, 9)	f	f	1	None
20.25	0.25	11	['C3', 'F4', 'A-4', 'F5']	['P4', 'm6', 'P4']	[False, False, False, True]	11.0	0.75	34.0	I	False	('C', 'F', 'A')	C	F	2.0	major triad	(0, 5, 9)	f	f	1	None
20.5	0.25	11	['C3', 'B-4', 'C5', 'F5']	['m7', 'P1', 'P4']	[True, True, True, False]	11.0	0.75	34.0	I	False	('C', 'F', 'A')	C	F	2.0	major triad	(0, 5, 9)	f	f	1	None
20.75	0.125	11	['C3', 'C5', 'E5']	['P1', 'M3']	[False, False, True]	11.0	0.25	35.0	V	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	f	f	5	None
20.875	0.125	11	['C3', 'G4', 'C5', 'E5']	['P5', 'P1', 'M3']	[False, True, False, False]	11.0	0.25	35.0	V	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	f	f	5	None
21.0	0.25	11	['F3', 'B-4', 'C5', 'E5']	['P4', 'P5', 'M7']	[True, True, True, False]	11.0	1.0	36.0	i	True	('F', 'A-', 'C')	F	F	0.0	minor triad	(0, 5, 8)	f	f	1	None
21.25	0.25	11	['F3', 'B-4', 'C5', 'E5']	['P4', 'P5', 'M7']	[False, False, False, True]	11.0	1.0	36.0	i	False	('F', 'A-', 'C')	F	F	0.0	minor triad	(0, 5, 8)	f	f	1	None
21.5	0.25	11	['F3', 'A-4', 'C5', 'D5', 'E5', 'G5']	['m3', 'P5', 'M6', 'M7', 'M2']	[False, True, False, True, True, True]	11.0	1.0	36.0	i	False	('F', 'A-', 'C')	F	F	0.0	minor triad	(0, 5, 8)	f	f	1	None
21.75	0.25	11	['C5', 'F5']	['P4']	[False, True]	11.0	1.0	36.0	i	False	('F', 'A-', 'C')	F	F	0.0	minor triad	(0, 5, 8)	f	f	1	None
22.0	0.5	12	['F3', 'C5']	['P5']	[True, True]	12.0	0.5	37.0	i	True	('F', 'A-', 'C')	F	F	0.0	minor triad	(0, 5, 8)	f	f	1	None
22.5	0.25	12	['A-3', 'C5', 'F5']	['M3', 'M6']	[True, False, True]	12.0	0.5	38.0	i	True	('A-', 'C', 'F')	A-	F	1.0	minor triad	(0, 5, 8)	f	f	1	None
22.75	0.125	12	['A-3', 'C5', 'C6']	['M3', 'M3']	[False, False, True]	12.0	0.5	38.0	i	False	('A-', 'C', 'F')	A-	F	1.0	minor triad	(0, 5, 8)	f	f	1	None
22.875	0.125	12	['A-3', 'C5', 'F5', 'C6']	['M3', 'M6', 'M3']	[False, False, True, False]	12.0	0.5	38.0	i	False	('A-', 'C', 'F')	A-	F	1.0	minor triad	(0, 5, 8)	f	f	1	None
23.0	0.25	12	['G3', 'D-5', 'F5', 'C6']	['d5', 'm7', 'P4']	[True, True, True, False]	12.0	0.25	39.0	iiø7	True	('G', 'B-', 'D-', 'F')	G	G	0.0	half-diminished seventh chord	(1, 5, 7, 10)	f	f	2	None
23.25	0.25	12	['G3', 'D-5', 'F5', 'B-5']	['d5', 'm7', 'm3']	[False, False, False, True]	12.0	0.5	40.0	V7	True	('G', 'B-', 'C', 'E')	G	C	2.0	dominant seventh chord	(0, 4, 7, 10)	f	f	5	None
23.5	0.25	12	['G3', 'C5', 'E5', 'B-5']	['P4', 'M6', 'm3']	[False, True, True, False]	12.0	0.5	40.0	V7	False	('G', 'B-', 'C', 'E')	G	C	2.0	dominant seventh chord	(0, 4, 7, 10)	f	f	5	None
23.75	0.25	12	['F3', 'C5', 'F5', 'A-5']	['P5', 'P1', 'm3']	[True, True, True, True]	12.0	0.25	41.0	i	True	('F', 'A-', 'C')	F	F	0.0	minor triad	(0, 5, 8)	f	f	1	None
24.0	0.25	13	['E3', 'B-4', 'G5', 'A-5']	['d5', 'm3', 'd4']	[True, True, True, False]	13.0	0.5	42.0	V7	True	('E', 'G', 'B-', 'C')	E	C	1.0	dominant seventh chord	(0, 4, 7, 10)	f	f	5	None
24.25	0.25	13	['C3', 'B-4', 'C5', 'G5']	['m7', 'P1', 'P5']	[True, True, True, True]	13.0	0.5	42.0	V7	False	('E', 'G', 'B-', 'C')	E	C	1.0	dominant seventh chord	(0, 4, 7, 10)	f	f	5	None
24.5	0.25	13	['F3', 'A-4', 'C5', 'G5']	['m3', 'P5', 'M2']	[True, True, True, False]	13.0	0.25	43.0	i	True	('F', 'A-', 'C')	F	F	0.0	minor triad	(0, 5, 8)	f	f	1	None
24.75	0.25	13	['A-3', 'A-4', 'B4', 'F5']	['P1', 'A2', 'M6']	[True, True, True, True]	13.0	1.25	44.0	viio7/V	True	('B', 'D', 'F', 'A-')	B	B	0.0	diminished seventh chord	(2, 5, 8, 11)	f	C	7	5
25.0	0.5	13	['C3', 'A-4', 'B4', 'F5']	['m6', 'M7', 'P4']	[True, True, True, True]	13.0	1.25	44.0	viio7/V	False	('B', 'D', 'F', 'A-')	B	B	0.0	diminished seventh chord	(2, 5, 8, 11)	f	C	7	5
25.5	0.5	13	['C3', 'G4', 'C5', 'E5']	['P5', 'P1', 'M3']	[False, True, True, True]	13.0	1.25	44.0	viio7/V	False	('B', 'D', 'F', 'A-')	B	B	0.0	diminished seventh chord	(2, 5, 8, 11)	f	C	7	5
26.0	0.5	14	['D-3', 'G4', 'B-4', 'D-5', 'E-5']	['A4', 'M6', 'P1', 'M2']	[True, True, True, True, True]	14.0	1.0	45.0	V7/III	True	('D-', 'E-', 'G', 'B-')	D-	E-	3.0	dominant seventh chord	(1, 3, 7, 10)	f	A-	5	3
26.5	0.375	14	['E-3', 'G4', 'B-4', 'E-5']	['M3', 'P5', 'P1']	[True, False, False, False]	14.0	1.0	45.0	V7/III	False	('D-', 'E-', 'G', 'B-')	D-	E-	3.0	dominant seventh chord	(1, 3, 7, 10)	f	A-	5	3
26.875	0.125	14	['E-3', 'G4', 'B-4', 'E-5']	['M3', 'P5', 'P1']	[False, False, False, False]	14.0	1.0	45.0	V7/III	False	('D-', 'E-', 'G', 'B-')	D-	E-	3.0	dominant seventh chord	(1, 3, 7, 10)	f	A-	5	3
27.0	0.125	14	['C3', 'A-4', 'C5', 'E-5']	['m6', 'P1', 'm3']	[True, True, True, True]	14.0	1.0	46.0	III	True	('C', 'E-', 'A-')	C	A-	1.0	major triad	(0, 3, 8)	f	f	3	None
27.125	0.375	14	['C3', 'A-4', 'C5', 'D5', 'E-5', 'F5', 'A-5']	['m6', 'P1', 'M2', 'm3', 'P4', 'm6']	[False, False, False, True, False, True, True]	14.0	1.0	46.0	III	False	('C', 'E-', 'A-')	C	A-	1.0	major triad	(0, 3, 8)	f	f	3	None
27.5	0.125	14	['C3', 'A-4', 'C5', 'E-5']	['m6', 'P1', 'm3']	[False, False, False, False]	14.0	1.0	46.0	III	False	('C', 'E-', 'A-')	C	A-	1.0	major triad	(0, 3, 8)	f	f	3	None
27.625	0.125	14	['C3', 'A-4', 'C5', 'E-5']	['m6', 'P1', 'm3']	[False, False, False, False]	14.0	1.0	46.0	III	False	('C', 'E-', 'A-')	C	A-	1.0	major triad	(0, 3, 8)	f	f	3	None
27.75	0.25	14	['E-3', 'A-4', 'C5']	['P4', 'M6']	[True, False, False]	14.0	1.0	46.0	III	False	('C', 'E-', 'A-')	C	A-	1.0	major triad	(0, 3, 8)	f	f	3	None
28.0	0.25	15	['D-3', 'G4', 'B-4', 'E-5']	['A4', 'M6', 'M2']	[True, True, True, True]	15.0	1.0	47.0	V7/III	True	('D-', 'E-', 'G', 'B-')	D-	E-	3.0	dominant seventh chord	(1, 3, 7, 10)	f	A-	5	3
28.25	0.25	15	['D-3', 'G4', 'B-4', 'D-5', 'E-5']	['A4', 'M6', 'P1', 'M2']	[False, False, False, True, False]	15.0	1.0	47.0	V7/III	False	('D-', 'E-', 'G', 'B-')	D-	E-	3.0	dominant seventh chord	(1, 3, 7, 10)	f	A-	5	3
28.5	0.25	15	['E-3', 'G4', 'B-4', 'E-5']	['M3', 'P5', 'P1']	[True, False, False, False]	15.0	1.0	47.0	V7/III	False	('D-', 'E-', 'G', 'B-')	D-	E-	3.0	dominant seventh chord	(1, 3, 7, 10)	f	A-	5	3
28.75	0.125	15	['D3', 'G4', 'B-4', 'E-5']	['P4', 'm6', 'm2']	[True, False, False, False]	15.0	1.0	47.0	V7/III	False	('D-', 'E-', 'G', 'B-')	D-	E-	3.0	dominant seventh chord	(1, 3, 7, 10)	f	A-	5	3
28.875	0.125	15	['D3', 'G4', 'B-4', 'E-5']	['P4', 'm6', 'm2']	[False, False, False, False]	15.0	1.0	47.0	V7/III	False	('D-', 'E-', 'G', 'B-')	D-	E-	3.0	dominant seventh chord	(1, 3, 7, 10)	f	A-	5	3
29.0	0.5	15	['C3', 'A-4', 'C5', 'E-5']	['m6', 'P1', 'm3']	[True, True, True, True]	15.0	1.0	48.0	III	True	('C', 'E-', 'A-')	C	A-	1.0	major triad	(0, 3, 8)	f	f	3	None
29.5	0.25	15	['A-3', 'C4', 'E-5']	['M3', 'P5']	[True, True, False]	15.0	1.0	48.0	III	False	('C', 'E-', 'A-')	C	A-	1.0	major triad	(0, 3, 8)	f	f	3	None
29.75	0.125	15	['A-3', 'C4', 'D-5', 'E-5']	['M3', 'P4', 'P5']	[False, False, True, False]	15.0	1.0	48.0	III	False	('C', 'E-', 'A-')	C	A-	1.0	major triad	(0, 3, 8)	f	f	3	None
29.875	0.125	15	['A-3', 'C4', 'C5', 'E-5']	['M3', 'M3', 'P5']	[False, False, True, False]	15.0	1.0	48.0	III	False	('C', 'E-', 'A-')	C	A-	1.0	major triad	(0, 3, 8)	f	f	3	None
30.0	1.0	16	['G3', 'B-3', 'C4', 'C5', 'E5']	['m3', 'P4', 'P4', 'M6']	[True, True, True, True, True]	16.0	1.0	49.0	V7	True	('G', 'B-', 'C', 'E')	G	C	2.0	dominant seventh chord	(0, 4, 7, 10)	f	f	5	None
31.0	0.5	16	['F3', 'A-3', 'C4', 'C5', 'F5']	['m3', 'P5', 'P5', 'P1']	[True, True, True, True, True]	16.0	1.0	50.0	i	True	('F', 'A-', 'C')	F	F	0.0	minor triad	(0, 5, 8)	f	f	1	None
31.5	0.375	16	['F3', 'A-3', 'F4', 'F5']	['m3', 'P1', 'P1']	[False, False, True, False]	16.0	1.0	50.0	i	False	('F', 'A-', 'C')	F	F	0.0	minor triad	(0, 5, 8)	f	f	1	None
31.875	0.125	16	['D-3', 'F4', 'F5']	['M3', 'M3']	[True, False, False]	16.0	1.0	50.0	i	False	('F', 'A-', 'C')	F	F	0.0	minor triad	(0, 5, 8)	f	f	1	None
32.0	0.5	17	['D-3', 'G3', 'F4', 'B-4', 'D-5']	['A4', 'M3', 'M6', 'P1']	[True, True, True, True, True]	17.0	0.5	51.0	iiø7	True	('D-', 'F', 'G', 'B-')	D-	G	2.0	half-diminished seventh chord	(1, 5, 7, 10)	f	f	2	None
32.5	0.5	17	['C3', 'G3', 'E4', 'C5']	['P5', 'M3', 'P1']	[True, False, True, True]	17.0	0.5	52.0	V	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	f	f	5	None
33.0	0.5	17	['F3', 'A-3', 'F4']	['m3', 'P1']	[True, True, True]	17.0	1.0	53.0	i	True	('F', 'A-', 'C')	F	F	0.0	minor triad	(0, 5, 8)	f	f	1	None
33.5	0.375	17	['F3', 'A-3', 'F4']	['m3', 'P1']	[True, True, True]	17.0	1.0	53.0	i	False	('F', 'A-', 'C')	F	F	0.0	minor triad	(0, 5, 8)	f	f	1	None
33.875	0.125	17	['F2']	[]	[True]	17.0	1.0	53.0	i	False	('F', 'A-', 'C')	F	F	0.0	minor triad	(0, 5, 8)	f	f	1	None
34.0	0.5	18	['D-3']	[]	[True]	18.0	1.0	54.0	i	True	('F', 'A-', 'C')	F	F	0.0	minor triad	(0, 5, 8)	f	f	1	None
34.5	0.5	18	['C3']	[]	[True]	18.0	1.0	54.0	i	False	('F', 'A-', 'C')	F	F	0.0	minor triad	(0, 5, 8)	f	f	1	None
35.0	0.5	18	['B2', 'A-4']	['d7']	[True, True]	18.0	1.0	55.0	viio7/V	True	('B', 'D', 'F', 'A-')	B	B	0.0	diminished seventh chord	(2, 5, 8, 11)	f	C	7	5
35.5	0.5	18	['B2', 'G4']	['m6']	[False, True]	18.0	1.0	55.0	viio7/V	False	('B', 'D', 'F', 'A-')	B	B	0.0	diminished seventh chord	(2, 5, 8, 11)	f	C	7	5
36.0	0.5	19	['B2', 'F4', 'A-5']	['d5', 'd7']	[False, True, True]	19.0	0.5	56.0	viio7/V	True	('B', 'D', 'F', 'A-')	B	B	0.0	diminished seventh chord	(2, 5, 8, 11)	f	C	7	5
36.5	0.5	19	['C3', 'E-4', 'G5']	['m3', 'P5']	[True, True, True]	19.0	0.5	57.0	i	True	('C', 'E-', 'G')	C	C	0.0	minor triad	(0, 3, 7)	c	c	1	None
37.0	0.5	19	['A-3', 'C4', 'F5', 'E-6']	['M3', 'M6', 'P5']	[True, True, True, True]	19.0	0.5	58.0	ii7	True	('F', 'A', 'C', 'D')	F	D	1.0	minor seventh chord	(0, 2, 5, 9)	c	c	2	None
37.5	0.5	19	['A3', 'C4', 'F#5', 'D6']	['m3', 'M6', 'P4']	[True, True, True, True]	19.0	0.5	59.0	V7/V	True	('A', 'C', 'D', 'F#')	A	D	2.0	dominant seventh chord	(0, 2, 6, 9)	c	G	5	5
38.0	0.5	20	['G3', 'B3', 'G5', 'D6']	['M3', 'P1', 'P5']	[True, True, True, True]	20.0	0.5	60.0	V	True	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	c	c	5	None
