onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ts_beats	ts_beat_type	measureNumberWithSuffix	continuous_beats	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
40	4	10.0	10	1.0	1	3	2	2	3	5.0	C5	72	True	C	0	1/2	2.0	2	P2-Staff2	1	3	1.0	3	viio	True	('C', 'E-', 'A')	C	A	1	diminished triad	(0, 3, 9)	b-	b-	#7	None
40	4	10.0	10	1.0	1	3	2	2	3	5.0	C4	60	True	C	0	1/2	2.0	2	P2-Staff2	1	3	1.0	3	viio	True	('C', 'E-', 'A')	C	A	1	diminished triad	(0, 3, 9)	b-	b-	#7	None
40	4	10.0	10	1.0	1	3	2	2	3	5.0	C3	48	True	C	0	1/2	2.0	2	P2-Staff2	1	3	1.0	3	viio	True	('C', 'E-', 'A')	C	A	1	diminished triad	(0, 3, 9)	b-	b-	#7	None
44	4	11.0	11	1.0	1	3	2	2	3	5.5	B-4	70	True	B	-1	3/4	2.5	0	P2-Staff2	1	3	1.0	4	i	True	('B-', 'D-', 'F')	B-	B-	0	minor triad	(1, 5, 10)	b-	b-	1	None
44	4	11.0	11	1.0	1	3	2	2	3	5.5	B-3	58	True	B	-1	3/4	2.5	0	P2-Staff2	1	3	1.0	4	i	True	('B-', 'D-', 'F')	B-	B-	0	minor triad	(1, 5, 10)	b-	b-	1	None
44	4	11.0	11	1.0	1	3	2	2	3	5.5	B-2	46	True	B	-1	3/4	2.5	0	P2-Staff2	1	3	1.0	4	i	True	('B-', 'D-', 'F')	B-	B-	0	minor triad	(1, 5, 10)	b-	b-	1	None
48	8	12.0	12	2.0	2	4	2	2	4	6.0	A4	69	True	A	0	0	1.0	1	P2-Staff2	1	4	2.0	5	viio	True	('A', 'C', 'E-')	A	A	0	diminished triad	(0, 3, 9)	b-	b-	#7	None
48	8	12.0	12	2.0	2	4	2	2	4	6.0	A3	57	True	A	0	0	1.0	1	P2-Staff2	1	4	2.0	5	viio	True	('A', 'C', 'E-')	A	A	0	diminished triad	(0, 3, 9)	b-	b-	#7	None
48	8	12.0	12	2.0	2	4	2	2	4	6.0	A2	45	True	A	0	0	1.0	1	P2-Staff2	1	4	2.0	5	viio	True	('A', 'C', 'E-')	A	A	0	diminished triad	(0, 3, 9)	b-	b-	#7	None
56	4	14.0	14	1.0	1	4	2	2	4	7.0	B-4	70	True	B	-1	1/2	2.0	2	P2-Staff2	1	4	1.0	6	i	True	('B-', 'D-', 'F')	B-	B-	0	minor triad	(1, 5, 10)	b-	b-	1	None
56	4	14.0	14	1.0	1	4	2	2	4	7.0	B-3	58	True	B	-1	1/2	2.0	2	P2-Staff2	1	4	1.0	6	i	True	('B-', 'D-', 'F')	B-	B-	0	minor triad	(1, 5, 10)	b-	b-	1	None
56	4	14.0	14	1.0	1	4	2	2	4	7.0	B-2	46	True	B	-1	1/2	2.0	2	P2-Staff2	1	4	1.0	6	i	True	('B-', 'D-', 'F')	B-	B-	0	minor triad	(1, 5, 10)	b-	b-	1	None
60	4	15.0	15	1.0	1	4	2	2	4	7.5	C5	72	True	C	0	3/4	2.5	0	P2-Staff2	1	4	1.0	7	viio	True	('C', 'E-', 'A')	C	A	1	diminished triad	(0, 3, 9)	b-	b-	#7	None
60	4	15.0	15	1.0	1	4	2	2	4	7.5	C4	60	True	C	0	3/4	2.5	0	P2-Staff2	1	4	1.0	7	viio	True	('C', 'E-', 'A')	C	A	1	diminished triad	(0, 3, 9)	b-	b-	#7	None
60	4	15.0	15	1.0	1	4	2	2	4	7.5	C3	48	True	C	0	3/4	2.5	0	P2-Staff2	1	4	1.0	7	viio	True	('C', 'E-', 'A')	C	A	1	diminished triad	(0, 3, 9)	b-	b-	#7	None
64	7	16.0	16	1.75	7/4	5	2	2	5	8.0	G-4	66	True	G	-1	0	1.0	1	P2-Staff2	1	5	4.0	8	VI	True	('G-', 'B-', 'D-')	G-	G-	0	major triad	(1, 6, 10)	b-	b-	6	None
64	7	16.0	16	1.75	7/4	5	2	2	5	8.0	G-3	54	True	G	-1	0	1.0	1	P2-Staff2	1	5	4.0	8	VI	True	('G-', 'B-', 'D-')	G-	G-	0	major triad	(1, 6, 10)	b-	b-	6	None
64	7	16.0	16	1.75	7/4	5	2	2	5	8.0	G-2	42	True	G	-1	0	1.0	1	P2-Staff2	1	5	4.0	8	VI	True	('G-', 'B-', 'D-')	G-	G-	0	major triad	(1, 6, 10)	b-	b-	6	None
71	1	17.75	71/4	0.25	1/4	5	2	2	5	8.875	F4	65	True	F	0	7/16	1.875	0	P2-Staff2	1	5	4.0	8	VI	False	('G-', 'B-', 'D-')	G-	G-	0	major triad	(1, 6, 10)	b-	b-	6	None
71	1	17.75	71/4	0.25	1/4	5	2	2	5	8.875	F3	53	True	F	0	7/16	1.875	0	P2-Staff2	1	5	4.0	8	VI	False	('G-', 'B-', 'D-')	G-	G-	0	major triad	(1, 6, 10)	b-	b-	6	None
71	1	17.75	71/4	0.25	1/4	5	2	2	5	8.875	F2	41	True	F	0	7/16	1.875	0	P2-Staff2	1	5	4.0	8	VI	False	('G-', 'B-', 'D-')	G-	G-	0	major triad	(1, 6, 10)	b-	b-	6	None
72	7	18.0	18	1.75	7/4	5	2	2	5	9.0	G-4	66	True	G	-1	1/2	2.0	2	P2-Staff2	1	5	4.0	8	VI	False	('G-', 'B-', 'D-')	G-	G-	0	major triad	(1, 6, 10)	b-	b-	6	None
72	7	18.0	18	1.75	7/4	5	2	2	5	9.0	G-3	54	True	G	-1	1/2	2.0	2	P2-Staff2	1	5	4.0	8	VI	False	('G-', 'B-', 'D-')	G-	G-	0	major triad	(1, 6, 10)	b-	b-	6	None
72	7	18.0	18	1.75	7/4	5	2	2	5	9.0	G-2	42	True	G	-1	1/2	2.0	2	P2-Staff2	1	5	4.0	8	VI	False	('G-', 'B-', 'D-')	G-	G-	0	major triad	(1, 6, 10)	b-	b-	6	None
79	1	19.75	79/4	0.25	1/4	5	2	2	5	9.875	A-4	68	True	A	-1	15/16	2.875	0	P2-Staff2	1	5	4.0	8	VI	False	('G-', 'B-', 'D-')	G-	G-	0	major triad	(1, 6, 10)	b-	b-	6	None
79	1	19.75	79/4	0.25	1/4	5	2	2	5	9.875	A-3	56	True	A	-1	15/16	2.875	0	P2-Staff2	1	5	4.0	8	VI	False	('G-', 'B-', 'D-')	G-	G-	0	major triad	(1, 6, 10)	b-	b-	6	None
79	1	19.75	79/4	0.25	1/4	5	2	2	5	9.875	A-2	44	True	A	-1	15/16	2.875	0	P2-Staff2	1	5	4.0	8	VI	False	('G-', 'B-', 'D-')	G-	G-	0	major triad	(1, 6, 10)	b-	b-	6	None
80	12	20.0	20	3.0	3	6	2	2	6	10.0	F4	65	True	F	0	0	1.0	1	P2-Staff2	1	6	4.0	9	V	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	b-	b-	5	None
80	12	20.0	20	3.0	3	6	2	2	6	10.0	F3	53	True	F	0	0	1.0	1	P2-Staff2	1	6	4.0	9	V	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	b-	b-	5	None
80	12	20.0	20	3.0	3	6	2	2	6	10.0	F2	41	True	F	0	0	1.0	1	P2-Staff2	1	6	4.0	9	V	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	b-	b-	5	None
92	4	23.0	23	1.0	1	6	2	2	6	11.5	C4	60	True	C	0	3/4	2.5	0	P2-Staff2	1	6	4.0	9	V	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	b-	b-	5	None
92	4	23.0	23	1.0	1	6	2	2	6	11.5	A4	69	True	A	0	3/4	2.5	0	P2-Staff2	1	6	4.0	9	V	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	b-	b-	5	None
92	4	23.0	23	1.0	1	6	2	2	6	11.5	C5	72	True	C	0	3/4	2.5	0	P2-Staff2	1	6	4.0	9	V	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	b-	b-	5	None
92	4	23.0	23	1.0	1	6	2	2	6	11.5	F1	29	True	F	0	3/4	2.5	0	P2-Staff2	1	6	4.0	9	V	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	b-	b-	5	None
92	4	23.0	23	1.0	1	6	2	2	6	11.5	F2	41	True	F	0	3/4	2.5	0	P2-Staff2	1	6	4.0	9	V	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	b-	b-	5	None
96	16	24.0	24	4.0	4	7	2	2	7	12.0	C4	60	True	C	0	0	1.0	1	P2-Staff2	1	7	4.0	10	iiø7	True	('G-', 'B-', 'C', 'E-')	G-	C	2	half-diminished seventh chord	(0, 3, 6, 10)	b-	b-	2	None
96	16	24.0	24	4.0	4	7	2	2	7	12.0	B-4	70	True	B	-1	0	1.0	1	P2-Staff2	1	7	4.0	10	iiø7	True	('G-', 'B-', 'C', 'E-')	G-	C	2	half-diminished seventh chord	(0, 3, 6, 10)	b-	b-	2	None
96	16	24.0	24	4.0	4	7	2	2	7	12.0	C5	72	True	C	0	0	1.0	1	P2-Staff2	1	7	4.0	10	iiø7	True	('G-', 'B-', 'C', 'E-')	G-	C	2	half-diminished seventh chord	(0, 3, 6, 10)	b-	b-	2	None
96	7	24.0	24	1.75	7/4	7	2	2	7	12.0	G-1	30	True	G	-1	0	1.0	1	P2-Staff2	1	7	4.0	10	iiø7	True	('G-', 'B-', 'C', 'E-')	G-	C	2	half-diminished seventh chord	(0, 3, 6, 10)	b-	b-	2	None
96	7	24.0	24	1.75	7/4	7	2	2	7	12.0	G-2	42	True	G	-1	0	1.0	1	P2-Staff2	1	7	4.0	10	iiø7	True	('G-', 'B-', 'C', 'E-')	G-	C	2	half-diminished seventh chord	(0, 3, 6, 10)	b-	b-	2	None
103	1	25.75	103/4	0.25	1/4	7	2	2	7	12.875	F1	29	True	F	0	7/16	1.875	0	P2-Staff2	1	7	4.0	10	iiø7	False	('G-', 'B-', 'C', 'E-')	G-	C	2	half-diminished seventh chord	(0, 3, 6, 10)	b-	b-	2	None
103	1	25.75	103/4	0.25	1/4	7	2	2	7	12.875	F2	41	True	F	0	7/16	1.875	0	P2-Staff2	1	7	4.0	10	iiø7	False	('G-', 'B-', 'C', 'E-')	G-	C	2	half-diminished seventh chord	(0, 3, 6, 10)	b-	b-	2	None
104	7	26.0	26	1.75	7/4	7	2	2	7	13.0	G-1	30	True	G	-1	1/2	2.0	2	P2-Staff2	1	7	4.0	10	iiø7	False	('G-', 'B-', 'C', 'E-')	G-	C	2	half-diminished seventh chord	(0, 3, 6, 10)	b-	b-	2	None
104	7	26.0	26	1.75	7/4	7	2	2	7	13.0	G-2	42	True	G	-1	1/2	2.0	2	P2-Staff2	1	7	4.0	10	iiø7	False	('G-', 'B-', 'C', 'E-')	G-	C	2	half-diminished seventh chord	(0, 3, 6, 10)	b-	b-	2	None
111	1	27.75	111/4	0.25	1/4	7	2	2	7	13.875	A-1	32	True	A	-1	15/16	2.875	0	P2-Staff2	1	7	4.0	10	iiø7	False	('G-', 'B-', 'C', 'E-')	G-	C	2	half-diminished seventh chord	(0, 3, 6, 10)	b-	b-	2	None
111	1	27.75	111/4	0.25	1/4	7	2	2	7	13.875	A-2	44	True	A	-1	15/16	2.875	0	P2-Staff2	1	7	4.0	10	iiø7	False	('G-', 'B-', 'C', 'E-')	G-	C	2	half-diminished seventh chord	(0, 3, 6, 10)	b-	b-	2	None
112	12	28.0	28	3.0	3	8	2	2	8	14.0	C4	60	True	C	0	0	1.0	1	P2-Staff2	1	8	4.0	11	V	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	b-	b-	5	None
112	12	28.0	28	3.0	3	8	2	2	8	14.0	A4	69	True	A	0	0	1.0	1	P2-Staff2	1	8	4.0	11	V	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	b-	b-	5	None
112	12	28.0	28	3.0	3	8	2	2	8	14.0	C5	72	True	C	0	0	1.0	1	P2-Staff2	1	8	4.0	11	V	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	b-	b-	5	None
112	12	28.0	28	3.0	3	8	2	2	8	14.0	F1	29	True	F	0	0	1.0	1	P2-Staff2	1	8	4.0	11	V	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	b-	b-	5	None
112	12	28.0	28	3.0	3	8	2	2	8	14.0	F2	41	True	F	0	0	1.0	1	P2-Staff2	1	8	4.0	11	V	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	b-	b-	5	None
124	4	31.0	31	1.0	1	8	2	2	8	15.5	F4	65	True	F	0	3/4	2.5	0	P2-Staff2	1	8	4.0	11	V	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	b-	b-	5	None
124	4	31.0	31	1.0	1	8	2	2	8	15.5	F4	65	True	F	0	3/4	2.5	0	P2-Staff2	1	8	4.0	11	V	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	b-	b-	5	None
124	4	31.0	31	1.0	1	8	2	2	8	15.5	F3	53	True	F	0	3/4	2.5	0	P2-Staff2	1	8	4.0	11	V	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	b-	b-	5	None
128	6	32.0	32	1.5	3/2	9	2	2	9	16.0	B-4	70	True	B	-1	0	1.0	1	P2-Staff2	1	9	2.0	12	I	True	('D', 'F', 'B-')	D	B-	1	major triad	(2, 5, 10)	B-	B-	1	None
128	6	32.0	32	1.5	3/2	9	2	2	9	16.0	F4	65	True	F	0	0	1.0	1	P2-Staff2	1	9	2.0	12	I	True	('D', 'F', 'B-')	D	B-	1	major triad	(2, 5, 10)	B-	B-	1	None
128	6	32.0	32	1.5	3/2	9	2	2	9	16.0	B-4	70	True	B	-1	0	1.0	1	P2-Staff2	1	9	2.0	12	I	True	('D', 'F', 'B-')	D	B-	1	major triad	(2, 5, 10)	B-	B-	1	None
128	6	32.0	32	1.5	3/2	9	2	2	9	16.0	D3	50	True	D	0	0	1.0	1	P2-Staff2	1	9	2.0	12	I	True	('D', 'F', 'B-')	D	B-	1	major triad	(2, 5, 10)	B-	B-	1	None
128	6	32.0	32	1.5	3/2	9	2	2	9	16.0	B-3	58	True	B	-1	0	1.0	1	P2-Staff2	1	9	2.0	12	I	True	('D', 'F', 'B-')	D	B-	1	major triad	(2, 5, 10)	B-	B-	1	None
134	2	33.5	67/2	0.5	1/2	9	2	2	9	16.75	B-4	70	True	B	-1	3/8	1.75	0	P2-Staff2	1	9	2.0	12	I	False	('D', 'F', 'B-')	D	B-	1	major triad	(2, 5, 10)	B-	B-	1	None
134	2	33.5	67/2	0.5	1/2	9	2	2	9	16.75	F4	65	True	F	0	3/8	1.75	0	P2-Staff2	1	9	2.0	12	I	False	('D', 'F', 'B-')	D	B-	1	major triad	(2, 5, 10)	B-	B-	1	None
134	2	33.5	67/2	0.5	1/2	9	2	2	9	16.75	B-4	70	True	B	-1	3/8	1.75	0	P2-Staff2	1	9	2.0	12	I	False	('D', 'F', 'B-')	D	B-	1	major triad	(2, 5, 10)	B-	B-	1	None
134	2	33.5	67/2	0.5	1/2	9	2	2	9	16.75	D3	50	True	D	0	3/8	1.75	0	P2-Staff2	1	9	2.0	12	I	False	('D', 'F', 'B-')	D	B-	1	major triad	(2, 5, 10)	B-	B-	1	None
134	2	33.5	67/2	0.5	1/2	9	2	2	9	16.75	B-3	58	True	B	-1	3/8	1.75	0	P2-Staff2	1	9	2.0	12	I	False	('D', 'F', 'B-')	D	B-	1	major triad	(2, 5, 10)	B-	B-	1	None
136	4	34.0	34	1.0	1	9	2	2	9	17.0	C5	72	True	C	0	1/2	2.0	2	P2-Staff2	1	9	1.0	13	ii	True	('E-', 'G', 'C')	E-	C	1	minor triad	(0, 3, 7)	B-	B-	2	None
136	4	34.0	34	1.0	1	9	2	2	9	17.0	G4	67	True	G	0	1/2	2.0	2	P2-Staff2	1	9	1.0	13	ii	True	('E-', 'G', 'C')	E-	C	1	minor triad	(0, 3, 7)	B-	B-	2	None
136	4	34.0	34	1.0	1	9	2	2	9	17.0	C5	72	True	C	0	1/2	2.0	2	P2-Staff2	1	9	1.0	13	ii	True	('E-', 'G', 'C')	E-	C	1	minor triad	(0, 3, 7)	B-	B-	2	None
136	4	34.0	34	1.0	1	9	2	2	9	17.0	E-3	51	True	E	-1	1/2	2.0	2	P2-Staff2	1	9	1.0	13	ii	True	('E-', 'G', 'C')	E-	C	1	minor triad	(0, 3, 7)	B-	B-	2	None
136	4	34.0	34	1.0	1	9	2	2	9	17.0	B-3	58	True	B	-1	1/2	2.0	2	P2-Staff2	1	9	1.0	13	ii	True	('E-', 'G', 'C')	E-	C	1	minor triad	(0, 3, 7)	B-	B-	2	None
140	4	35.0	35	1.0	1	9	2	2	9	17.5	B-4	70	True	B	-1	3/4	2.5	0	P2-Staff2	1	9	1.0	14	I	True	('D', 'F', 'B-')	D	B-	1	major triad	(2, 5, 10)	B-	B-	1	None
140	4	35.0	35	1.0	1	9	2	2	9	17.5	F4	65	True	F	0	3/4	2.5	0	P2-Staff2	1	9	1.0	14	I	True	('D', 'F', 'B-')	D	B-	1	major triad	(2, 5, 10)	B-	B-	1	None
140	4	35.0	35	1.0	1	9	2	2	9	17.5	B-4	70	True	B	-1	3/4	2.5	0	P2-Staff2	1	9	1.0	14	I	True	('D', 'F', 'B-')	D	B-	1	major triad	(2, 5, 10)	B-	B-	1	None
140	4	35.0	35	1.0	1	9	2	2	9	17.5	D3	50	True	D	0	3/4	2.5	0	P2-Staff2	1	9	1.0	14	I	True	('D', 'F', 'B-')	D	B-	1	major triad	(2, 5, 10)	B-	B-	1	None
140	4	35.0	35	1.0	1	9	2	2	9	17.5	B-3	58	True	B	-1	3/4	2.5	0	P2-Staff2	1	9	1.0	14	I	True	('D', 'F', 'B-')	D	B-	1	major triad	(2, 5, 10)	B-	B-	1	None
144	8	36.0	36	2.0	2	10	2	2	10	18.0	D5	74	True	D	0	0	1.0	1	P2-Staff2	6	10	2.0	15	I	True	('F', 'B-', 'D')	F	B-	2	major triad	(2, 5, 10)	B-	B-	1	None
144	8	36.0	36	2.0	2	10	2	2	10	18.0	D5	74	True	D	0	0	1.0	1	P2-Staff2	6	10	2.0	15	I	True	('F', 'B-', 'D')	F	B-	2	major triad	(2, 5, 10)	B-	B-	1	None
144	16	36.0	36	4.0	4	10	2	2	10	18.0	F4	65	True	F	0	0	1.0	1	P2-Staff2	6	10	2.0	15	I	True	('F', 'B-', 'D')	F	B-	2	major triad	(2, 5, 10)	B-	B-	1	None
144	8	36.0	36	2.0	2	10	2	2	10	18.0	B-3	58	True	B	-1	0	1.0	1	P2-Staff2	6	10	2.0	15	I	True	('F', 'B-', 'D')	F	B-	2	major triad	(2, 5, 10)	B-	B-	1	None
144	16	36.0	36	4.0	4	10	2	2	10	18.0	F3	53	True	F	0	0	1.0	1	P2-Staff2	6	10	2.0	15	I	True	('F', 'B-', 'D')	F	B-	2	major triad	(2, 5, 10)	B-	B-	1	None
152	4	38.0	38	1.0	1	10	2	2	10	19.0	C5	72	True	C	0	1/2	2.0	2	P2-Staff2	6	10	1.0	16	V	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	B-	B-	5	None
152	8	38.0	38	2.0	2	10	2	2	10	19.0	C5	72	True	C	0	1/2	2.0	2	P2-Staff2	6	10	1.0	16	V	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	B-	B-	5	None
152	4	38.0	38	1.0	1	10	2	2	10	19.0	A3	57	True	A	0	1/2	2.0	2	P2-Staff2	6	10	1.0	16	V	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	B-	B-	5	None
156	4	39.0	39	1.0	1	10	2	2	10	19.5	A-3	56	True	A	-1	3/4	2.5	0	P2-Staff2	6	10	1.0	17	v	True	('F', 'A-', 'C')	F	F	0	minor triad	(0, 5, 8)	B-	B-	5	None
160	4	40.0	40	1.0	1	11	2	2	11	20.0	E-5	75	True	E	-1	0	1.0	1	P2-Staff2	6	11	1.5	18	ii	True	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	B-	B-	2	None
160	4	40.0	40	1.0	1	11	2	2	11	20.0	E-5	75	True	E	-1	0	1.0	1	P2-Staff2	6	11	1.5	18	ii	True	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	B-	B-	2	None
160	8	40.0	40	2.0	2	11	2	2	11	20.0	E-4	63	True	E	-1	0	1.0	1	P2-Staff2	1	11	1.5	18	ii	True	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	B-	B-	2	None
160	8	40.0	40	2.0	2	11	2	2	11	20.0	G4	67	True	G	0	0	1.0	1	P2-Staff2	1	11	1.5	18	ii	True	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	B-	B-	2	None
160	8	40.0	40	2.0	2	11	2	2	11	20.0	G3	55	True	G	0	0	1.0	1	P2-Staff2	1	11	1.5	18	ii	True	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	B-	B-	2	None
160	8	40.0	40	2.0	2	11	2	2	11	20.0	C4	60	True	C	0	0	1.0	1	P2-Staff2	1	11	1.5	18	ii	True	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	B-	B-	2	None
160	4	40.0	40	1.0	1	11	2	2	11	20.0	C3	48	True	C	0	0	1.0	1	P2-Staff2	6	11	1.5	18	ii	True	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	B-	B-	2	None
164	2	41.0	41	0.5	1/2	11	2	2	11	20.5	D5	74	True	D	0	1/4	1.5	0	P2-Staff2	6	11	1.5	18	ii	False	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	B-	B-	2	None
164	2	41.0	41	0.5	1/2	11	2	2	11	20.5	D5	74	True	D	0	1/4	1.5	0	P2-Staff2	6	11	1.5	18	ii	False	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	B-	B-	2	None
164	2	41.0	41	0.5	1/2	11	2	2	11	20.5	D3	50	True	D	0	1/4	1.5	0	P2-Staff2	6	11	1.5	18	ii	False	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	B-	B-	2	None
166	2	41.5	83/2	0.5	1/2	11	2	2	11	20.75	C5	72	True	C	0	3/8	1.75	0	P2-Staff2	6	11	0.5	19	ii	True	('E-', 'G', 'C')	E-	C	1	minor triad	(0, 3, 7)	B-	B-	2	None
166	2	41.5	83/2	0.5	1/2	11	2	2	11	20.75	C5	72	True	C	0	3/8	1.75	0	P2-Staff2	6	11	0.5	19	ii	True	('E-', 'G', 'C')	E-	C	1	minor triad	(0, 3, 7)	B-	B-	2	None
166	2	41.5	83/2	0.5	1/2	11	2	2	11	20.75	E-3	51	True	E	-1	3/8	1.75	0	P2-Staff2	6	11	0.5	19	ii	True	('E-', 'G', 'C')	E-	C	1	minor triad	(0, 3, 7)	B-	B-	2	None
168	4	42.0	42	1.0	1	11	2	2	11	21.0	D5	74	True	D	0	1/2	2.0	2	P2-Staff2	6	11	1.0	20	I	True	('F', 'B-', 'D')	F	B-	2	major triad	(2, 5, 10)	B-	B-	1	None
168	4	42.0	42	1.0	1	11	2	2	11	21.0	F4	65	True	F	0	1/2	2.0	2	P2-Staff2	1	11	1.0	20	I	True	('F', 'B-', 'D')	F	B-	2	major triad	(2, 5, 10)	B-	B-	1	None
168	4	42.0	42	1.0	1	11	2	2	11	21.0	B-4	70	True	B	-1	1/2	2.0	2	P2-Staff2	1	11	1.0	20	I	True	('F', 'B-', 'D')	F	B-	2	major triad	(2, 5, 10)	B-	B-	1	None
168	4	42.0	42	1.0	1	11	2	2	11	21.0	D5	74	True	D	0	1/2	2.0	2	P2-Staff2	1	11	1.0	20	I	True	('F', 'B-', 'D')	F	B-	2	major triad	(2, 5, 10)	B-	B-	1	None
168	4	42.0	42	1.0	1	11	2	2	11	21.0	B-3	58	True	B	-1	1/2	2.0	2	P2-Staff2	1	11	1.0	20	I	True	('F', 'B-', 'D')	F	B-	2	major triad	(2, 5, 10)	B-	B-	1	None
168	4	42.0	42	1.0	1	11	2	2	11	21.0	D4	62	True	D	0	1/2	2.0	2	P2-Staff2	1	11	1.0	20	I	True	('F', 'B-', 'D')	F	B-	2	major triad	(2, 5, 10)	B-	B-	1	None
