onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ts_beats	ts_beat_type	measureNumberWithSuffix	continuous_beats	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral	valid_chord_label
13	1	3.25	13/4	0.25	1/4	1	4	4	1	3.25	A4	69	True	A	0	13/16	4.25	0	P1-Staff2	6	1	1.0	3	iiø7	False	('F#', 'G#', 'B', 'D')	F#	G#	3	half-diminished seventh chord	(2, 6, 8, 11)	f#	f#	2	None	ii%7	True
14	1	3.5	7/2	0.25	1/4	1	4	4	1	3.5	G#4	68	True	G	1	7/8	4.5	0	P1-Staff2	6	1	1.0	3	iiø7	False	('F#', 'G#', 'B', 'D')	F#	G#	3	half-diminished seventh chord	(2, 6, 8, 11)	f#	f#	2	None	ii%7	True
15	1	3.75	15/4	0.25	1/4	1	4	4	1	3.75	B4	71	True	B	0	15/16	4.75	0	P1-Staff2	6	1	1.0	3	iiø7	False	('F#', 'G#', 'B', 'D')	F#	G#	3	half-diminished seventh chord	(2, 6, 8, 11)	f#	f#	2	None	ii%7	True
16	1	4.0	4	0.25	1/4	2	4	4	2	4.0	A4	69	True	A	0	0	1.0	1	P1-Staff2	6	2	1.0	4	i	True	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	f#	f#	1	None	i	True
16	2	4.0	4	0.5	1/2	2	4	4	2	4.0	F#3	54	True	F	1	0	1.0	1	P1-Staff2	6	2	1.0	4	i	True	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	f#	f#	1	None	i	True
16	2	4.0	4	0.5	1/2	2	4	4	2	4.0	F#2	42	True	F	1	0	1.0	1	P1-Staff2	6	2	1.0	4	i	True	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	f#	f#	1	None	i	True
17	1	4.25	17/4	0.25	1/4	2	4	4	2	4.25	G#4	68	True	G	1	1/16	1.25	0	P1-Staff2	6	2	1.0	4	i	False	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	f#	f#	1	None	i	True
18	1	4.5	9/2	0.25	1/4	2	4	4	2	4.5	F#4	66	True	F	1	1/8	1.5	0	P1-Staff2	6	2	1.0	4	i	False	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	f#	f#	1	None	i	True
18	2	4.5	9/2	0.5	1/2	2	4	4	2	4.5	F#3	54	True	F	1	1/8	1.5	0	P1-Staff2	6	2	1.0	4	i	False	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	f#	f#	1	None	i	True
19	1	4.75	19/4	0.25	1/4	2	4	4	2	4.75	A4	69	True	A	0	3/16	1.75	0	P1-Staff2	6	2	1.0	4	i	False	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	f#	f#	1	None	i	True
20	2	5.0	5	0.5	1/2	2	4	4	2	5.0	C#5	73	True	C	1	1/4	2.0	2	P1-Staff2	6	2	1.0	5	i	True	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	f#	f#	1	None	i	True
20	1	5.0	5	0.25	1/4	2	4	4	2	5.0	A3	57	True	A	0	1/4	2.0	2	P1-Staff2	6	2	1.0	5	i	True	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	f#	f#	1	None	i	True
21	1	5.25	21/4	0.25	1/4	2	4	4	2	5.25	G#3	56	True	G	1	5/16	2.25	0	P1-Staff2	6	2	1.0	5	i	False	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	f#	f#	1	None	i	True
22	2	5.5	11/2	0.5	1/2	2	4	4	2	5.5	A5	81	True	A	0	3/8	2.5	0	P1-Staff2	6	2	1.0	5	i	False	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	f#	f#	1	None	i	True
22	1	5.5	11/2	0.25	1/4	2	4	4	2	5.5	F#3	54	True	F	1	3/8	2.5	0	P1-Staff2	6	2	1.0	5	i	False	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	f#	f#	1	None	i	True
23	1	5.75	23/4	0.25	1/4	2	4	4	2	5.75	A3	57	True	A	0	7/16	2.75	0	P1-Staff2	6	2	1.0	5	i	False	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	f#	f#	1	None	i	True
24	2	6.0	6	0.5	1/2	2	4	4	2	6.0	B#4	72	True	B	1	1/2	3.0	3	P1-Staff2	6	2	1.0	6	III+	True	('E', 'G#', 'B#')	E	E	0	augmented triad	(0, 4, 8)	c#	c#	3	None	III+	True
24	1	6.0	6	0.25	1/4	2	4	4	2	6.0	G#3	56	True	G	1	1/2	3.0	3	P1-Staff2	6	2	1.0	6	III+	True	('E', 'G#', 'B#')	E	E	0	augmented triad	(0, 4, 8)	c#	c#	3	None	III+	True
25	1	6.25	25/4	0.25	1/4	2	4	4	2	6.25	F#3	54	True	F	1	9/16	3.25	0	P1-Staff2	6	2	1.0	6	III+	False	('E', 'G#', 'B#')	E	E	0	augmented triad	(0, 4, 8)	c#	c#	3	None	III+	True
26	2	6.5	13/2	0.5	1/2	2	4	4	2	6.5	G#5	80	True	G	1	5/8	3.5	0	P1-Staff2	6	2	1.0	6	III+	False	('E', 'G#', 'B#')	E	E	0	augmented triad	(0, 4, 8)	c#	c#	3	None	III+	True
26	1	6.5	13/2	0.25	1/4	2	4	4	2	6.5	E3	52	True	E	0	5/8	3.5	0	P1-Staff2	6	2	1.0	6	III+	False	('E', 'G#', 'B#')	E	E	0	augmented triad	(0, 4, 8)	c#	c#	3	None	III+	True
27	1	6.75	27/4	0.25	1/4	2	4	4	2	6.75	G#3	56	True	G	1	11/16	3.75	0	P1-Staff2	6	2	1.0	6	III+	False	('E', 'G#', 'B#')	E	E	0	augmented triad	(0, 4, 8)	c#	c#	3	None	III+	True
28	2	7.0	7	0.5	1/2	2	4	4	2	7.0	G#4	68	True	G	1	3/4	4.0	4	P1-Staff2	6	2	1.0	7	V7	True	('D#', 'F#', 'G#')	D#	G#	2	incomplete dominant-seventh chord	(3, 6, 8)	c#	c#	5	None	V7	True
28	1	7.0	7	0.25	1/4	2	4	4	2	7.0	F#3	54	True	F	1	3/4	4.0	4	P1-Staff2	6	2	1.0	7	V7	True	('D#', 'F#', 'G#')	D#	G#	2	incomplete dominant-seventh chord	(3, 6, 8)	c#	c#	5	None	V7	True
29	1	7.25	29/4	0.25	1/4	2	4	4	2	7.25	E3	52	True	E	0	13/16	4.25	0	P1-Staff2	6	2	1.0	7	V7	False	('D#', 'F#', 'G#')	D#	G#	2	incomplete dominant-seventh chord	(3, 6, 8)	c#	c#	5	None	V7	True
30	2	7.5	15/2	0.5	1/2	2	4	4	2	7.5	F#5	78	True	F	1	7/8	4.5	0	P1-Staff2	6	2	1.0	7	V7	False	('D#', 'F#', 'G#')	D#	G#	2	incomplete dominant-seventh chord	(3, 6, 8)	c#	c#	5	None	V7	True
30	1	7.5	15/2	0.25	1/4	2	4	4	2	7.5	D#3	51	True	D	1	7/8	4.5	0	P1-Staff2	6	2	1.0	7	V7	False	('D#', 'F#', 'G#')	D#	G#	2	incomplete dominant-seventh chord	(3, 6, 8)	c#	c#	5	None	V7	True
31	1	7.75	31/4	0.25	1/4	2	4	4	2	7.75	F#3	54	True	F	1	15/16	4.75	0	P1-Staff2	6	2	1.0	7	V7	False	('D#', 'F#', 'G#')	D#	G#	2	incomplete dominant-seventh chord	(3, 6, 8)	c#	c#	5	None	V7	True
32	2	8.0	8	0.5	1/2	3	4	4	3	8.0	C#5	73	True	C	1	0	1.0	1	P1-Staff2	6	3	1.0	8	i	True	('C#', 'E', 'G#')	C#	C#	0	minor triad	(1, 4, 8)	c#	c#	1	None	i	True
32	1	8.0	8	0.25	1/4	3	4	4	3	8.0	E3	52	True	E	0	0	1.0	1	P1-Staff2	6	3	1.0	8	i	True	('C#', 'E', 'G#')	C#	C#	0	minor triad	(1, 4, 8)	c#	c#	1	None	i	True
33	1	8.25	33/4	0.25	1/4	3	4	4	3	8.25	D#3	51	True	D	1	1/16	1.25	0	P1-Staff2	6	3	1.0	8	i	False	('C#', 'E', 'G#')	C#	C#	0	minor triad	(1, 4, 8)	c#	c#	1	None	i	True
34	2	8.5	17/2	0.5	1/2	3	4	4	3	8.5	E5	76	True	E	0	1/8	1.5	0	P1-Staff2	6	3	1.0	8	i	False	('C#', 'E', 'G#')	C#	C#	0	minor triad	(1, 4, 8)	c#	c#	1	None	i	True
34	1	8.5	17/2	0.25	1/4	3	4	4	3	8.5	C#3	49	True	C	1	1/8	1.5	0	P1-Staff2	6	3	1.0	8	i	False	('C#', 'E', 'G#')	C#	C#	0	minor triad	(1, 4, 8)	c#	c#	1	None	i	True
35	1	8.75	35/4	0.25	1/4	3	4	4	3	8.75	E3	52	True	E	0	3/16	1.75	0	P1-Staff2	6	3	1.0	8	i	False	('C#', 'E', 'G#')	C#	C#	0	minor triad	(1, 4, 8)	c#	c#	1	None	i	True
36	1	9.0	9	0.25	1/4	3	4	4	3	9.0	A4	69	True	A	0	1/4	2.0	2	P1-Staff2	6	3	1.0	9	iv	True	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	c#	c#	4	None	iv	True
36	2	9.0	9	0.5	1/2	3	4	4	3	9.0	F#3	54	True	F	1	1/4	2.0	2	P1-Staff2	6	3	1.0	9	iv	True	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	c#	c#	4	None	iv	True
37	1	9.25	37/4	0.25	1/4	3	4	4	3	9.25	G#4	68	True	G	1	5/16	2.25	0	P1-Staff2	6	3	1.0	9	iv	False	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	c#	c#	4	None	iv	True
38	1	9.5	19/2	0.25	1/4	3	4	4	3	9.5	F#4	66	True	F	1	3/8	2.5	0	P1-Staff2	6	3	1.0	9	iv	False	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	c#	c#	4	None	iv	True
38	2	9.5	19/2	0.5	1/2	3	4	4	3	9.5	A3	57	True	A	0	3/8	2.5	0	P1-Staff2	6	3	1.0	9	iv	False	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	c#	c#	4	None	iv	True
39	1	9.75	39/4	0.25	1/4	3	4	4	3	9.75	A4	69	True	A	0	7/16	2.75	0	P1-Staff2	6	3	1.0	9	iv	False	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	c#	c#	4	None	iv	True
40	2	10.0	10	0.5	1/2	3	4	4	3	10.0	B4	71	True	B	0	1/2	3.0	3	P1-Staff2	6	3	1.0	10	ii	True	('B', 'D')	B	B	0	Minor Third	(2, 11)	A	A	2	None	ii	True
40	1	10.0	10	0.25	1/4	3	4	4	3	10.0	D3	50	True	D	0	1/2	3.0	3	P1-Staff2	6	3	1.0	10	ii	True	('B', 'D')	B	B	0	Minor Third	(2, 11)	A	A	2	None	ii	True
41	1	10.25	41/4	0.25	1/4	3	4	4	3	10.25	C#3	49	True	C	1	9/16	3.25	0	P1-Staff2	6	3	1.0	10	ii	False	('B', 'D')	B	B	0	Minor Third	(2, 11)	A	A	2	None	ii	True
42	2	10.5	21/2	0.5	1/2	3	4	4	3	10.5	D5	74	True	D	0	5/8	3.5	0	P1-Staff2	6	3	1.0	10	ii	False	('B', 'D')	B	B	0	Minor Third	(2, 11)	A	A	2	None	ii	True
42	1	10.5	21/2	0.25	1/4	3	4	4	3	10.5	B2	47	True	B	0	5/8	3.5	0	P1-Staff2	6	3	1.0	10	ii	False	('B', 'D')	B	B	0	Minor Third	(2, 11)	A	A	2	None	ii	True
43	1	10.75	43/4	0.25	1/4	3	4	4	3	10.75	D3	50	True	D	0	11/16	3.75	0	P1-Staff2	6	3	1.0	10	ii	False	('B', 'D')	B	B	0	Minor Third	(2, 11)	A	A	2	None	ii	True
44	1	11.0	11	0.25	1/4	3	4	4	3	11.0	G#4	68	True	G	1	3/4	4.0	4	P1-Staff2	6	3	1.0	11	V7	True	('E', 'G#', 'B', 'D')	E	E	0	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None	V7	True
44	2	11.0	11	0.5	1/2	3	4	4	3	11.0	E3	52	True	E	0	3/4	4.0	4	P1-Staff2	6	3	1.0	11	V7	True	('E', 'G#', 'B', 'D')	E	E	0	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None	V7	True
45	1	11.25	45/4	0.25	1/4	3	4	4	3	11.25	F#4	66	True	F	1	13/16	4.25	0	P1-Staff2	6	3	1.0	11	V7	False	('E', 'G#', 'B', 'D')	E	E	0	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None	V7	True
46	1	11.5	23/2	0.25	1/4	3	4	4	3	11.5	E4	64	True	E	0	7/8	4.5	0	P1-Staff2	6	3	1.0	11	V7	False	('E', 'G#', 'B', 'D')	E	E	0	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None	V7	True
46	2	11.5	23/2	0.5	1/2	3	4	4	3	11.5	G#3	56	True	G	1	7/8	4.5	0	P1-Staff2	6	3	1.0	11	V7	False	('E', 'G#', 'B', 'D')	E	E	0	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None	V7	True
47	1	11.75	47/4	0.25	1/4	3	4	4	3	11.75	G#4	68	True	G	1	15/16	4.75	0	P1-Staff2	6	3	1.0	11	V7	False	('E', 'G#', 'B', 'D')	E	E	0	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None	V7	True
48	2	12.0	12	0.5	1/2	4	4	4	4	12.0	A4	69	True	A	0	0	1.0	1	P1-Staff2	6	4	1.0	12	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True
48	1	12.0	12	0.25	1/4	4	4	4	4	12.0	C#3	49	True	C	1	0	1.0	1	P1-Staff2	6	4	1.0	12	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True
49	1	12.25	49/4	0.25	1/4	4	4	4	4	12.25	B2	47	True	B	0	1/16	1.25	0	P1-Staff2	6	4	1.0	12	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True
50	2	12.5	25/2	0.5	1/2	4	4	4	4	12.5	C#5	73	True	C	1	1/8	1.5	0	P1-Staff2	6	4	1.0	12	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True
50	1	12.5	25/2	0.25	1/4	4	4	4	4	12.5	A2	45	True	A	0	1/8	1.5	0	P1-Staff2	6	4	1.0	12	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True
51	1	12.75	51/4	0.25	1/4	4	4	4	4	12.75	C#3	49	True	C	1	3/16	1.75	0	P1-Staff2	6	4	1.0	12	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True
52	1	13.0	13	0.25	1/4	4	4	4	4	13.0	B4	71	True	B	0	1/4	2.0	2	P1-Staff2	6	4	1.0	13	ii	True	('B', 'D', 'F#')	B	B	0	minor triad	(2, 6, 11)	A	A	2	None	ii	True
52	1	13.0	13	0.25	1/4	4	4	4	4	13.0	D3	50	True	D	0	1/4	2.0	2	P1-Staff2	6	4	1.0	13	ii	True	('B', 'D', 'F#')	B	B	0	minor triad	(2, 6, 11)	A	A	2	None	ii	True
53	1	13.25	53/4	0.25	1/4	4	4	4	4	13.25	C#5	73	True	C	1	5/16	2.25	0	P1-Staff2	6	4	1.0	13	ii	False	('B', 'D', 'F#')	B	B	0	minor triad	(2, 6, 11)	A	A	2	None	ii	True
53	1	13.25	53/4	0.25	1/4	4	4	4	4	13.25	C#3	49	True	C	1	5/16	2.25	0	P1-Staff2	6	4	1.0	13	ii	False	('B', 'D', 'F#')	B	B	0	minor triad	(2, 6, 11)	A	A	2	None	ii	True
54	1	13.5	27/2	0.25	1/4	4	4	4	4	13.5	D5	74	True	D	0	3/8	2.5	0	P1-Staff2	6	4	1.0	13	ii	False	('B', 'D', 'F#')	B	B	0	minor triad	(2, 6, 11)	A	A	2	None	ii	True
54	1	13.5	27/2	0.25	1/4	4	4	4	4	13.5	B2	47	True	B	0	3/8	2.5	0	P1-Staff2	6	4	1.0	13	ii	False	('B', 'D', 'F#')	B	B	0	minor triad	(2, 6, 11)	A	A	2	None	ii	True
55	1	13.75	55/4	0.25	1/4	4	4	4	4	13.75	F#5	78	True	F	1	7/16	2.75	0	P1-Staff2	6	4	1.0	13	ii	False	('B', 'D', 'F#')	B	B	0	minor triad	(2, 6, 11)	A	A	2	None	ii	True
55	1	13.75	55/4	0.25	1/4	4	4	4	4	13.75	D3	50	True	D	0	7/16	2.75	0	P1-Staff2	6	4	1.0	13	ii	False	('B', 'D', 'F#')	B	B	0	minor triad	(2, 6, 11)	A	A	2	None	ii	True
56	1	14.0	14	0.25	1/4	4	4	4	4	14.0	A4	69	True	A	0	1/2	3.0	3	P1-Staff2	6	4	1.0	14	i	True	('A', 'C#', 'F#')	A	F#	1	minor triad	(1, 6, 9)	f#	f#	1	None	i	True
56	1	14.0	14	0.25	1/4	4	4	4	4	14.0	C#3	49	True	C	1	1/2	3.0	3	P1-Staff2	6	4	1.0	14	i	True	('A', 'C#', 'F#')	A	F#	1	minor triad	(1, 6, 9)	f#	f#	1	None	i	True
57	1	14.25	57/4	0.25	1/4	4	4	4	4	14.25	B4	71	True	B	0	9/16	3.25	0	P1-Staff2	6	4	1.0	14	i	False	('A', 'C#', 'F#')	A	F#	1	minor triad	(1, 6, 9)	f#	f#	1	None	i	True
57	1	14.25	57/4	0.25	1/4	4	4	4	4	14.25	B2	47	True	B	0	9/16	3.25	0	P1-Staff2	6	4	1.0	14	i	False	('A', 'C#', 'F#')	A	F#	1	minor triad	(1, 6, 9)	f#	f#	1	None	i	True
58	1	14.5	29/2	0.25	1/4	4	4	4	4	14.5	C#5	73	True	C	1	5/8	3.5	0	P1-Staff2	6	4	1.0	14	i	False	('A', 'C#', 'F#')	A	F#	1	minor triad	(1, 6, 9)	f#	f#	1	None	i	True
58	1	14.5	29/2	0.25	1/4	4	4	4	4	14.5	A2	45	True	A	0	5/8	3.5	0	P1-Staff2	6	4	1.0	14	i	False	('A', 'C#', 'F#')	A	F#	1	minor triad	(1, 6, 9)	f#	f#	1	None	i	True
59	1	14.75	59/4	0.25	1/4	4	4	4	4	14.75	F#5	78	True	F	1	11/16	3.75	0	P1-Staff2	6	4	1.0	14	i	False	('A', 'C#', 'F#')	A	F#	1	minor triad	(1, 6, 9)	f#	f#	1	None	i	True
59	1	14.75	59/4	0.25	1/4	4	4	4	4	14.75	C#3	49	True	C	1	11/16	3.75	0	P1-Staff2	6	4	1.0	14	i	False	('A', 'C#', 'F#')	A	F#	1	minor triad	(1, 6, 9)	f#	f#	1	None	i	True
60	1	15.0	15	0.25	1/4	4	4	4	4	15.0	G#4	68	True	G	1	3/4	4.0	4	P1-Staff2	6	4	1.0	15	viio3	True	('G#', 'B', 'E#')	G#	E#	1	diminished triad	(5, 8, 11)	f#	f#	#7	None	viio	True
60	1	15.0	15	0.25	1/4	4	4	4	4	15.0	B2	47	True	B	0	3/4	4.0	4	P1-Staff2	6	4	1.0	15	viio3	True	('G#', 'B', 'E#')	G#	E#	1	diminished triad	(5, 8, 11)	f#	f#	#7	None	viio	True
61	1	15.25	61/4	0.25	1/4	4	4	4	4	15.25	A4	69	True	A	0	13/16	4.25	0	P1-Staff2	6	4	1.0	15	viio3	False	('G#', 'B', 'E#')	G#	E#	1	diminished triad	(5, 8, 11)	f#	f#	#7	None	viio	True
61	1	15.25	61/4	0.25	1/4	4	4	4	4	15.25	A2	45	True	A	0	13/16	4.25	0	P1-Staff2	6	4	1.0	15	viio3	False	('G#', 'B', 'E#')	G#	E#	1	diminished triad	(5, 8, 11)	f#	f#	#7	None	viio	True
62	1	15.5	31/2	0.25	1/4	4	4	4	4	15.5	B4	71	True	B	0	7/8	4.5	0	P1-Staff2	6	4	1.0	15	viio3	False	('G#', 'B', 'E#')	G#	E#	1	diminished triad	(5, 8, 11)	f#	f#	#7	None	viio	True
62	1	15.5	31/2	0.25	1/4	4	4	4	4	15.5	G#2	44	True	G	1	7/8	4.5	0	P1-Staff2	6	4	1.0	15	viio3	False	('G#', 'B', 'E#')	G#	E#	1	diminished triad	(5, 8, 11)	f#	f#	#7	None	viio	True
63	1	15.75	63/4	0.25	1/4	4	4	4	4	15.75	E#5	77	True	E	1	15/16	4.75	0	P1-Staff2	6	4	1.0	15	viio3	False	('G#', 'B', 'E#')	G#	E#	1	diminished triad	(5, 8, 11)	f#	f#	#7	None	viio	True
63	1	15.75	63/4	0.25	1/4	4	4	4	4	15.75	B2	47	True	B	0	15/16	4.75	0	P1-Staff2	6	4	1.0	15	viio3	False	('G#', 'B', 'E#')	G#	E#	1	diminished triad	(5, 8, 11)	f#	f#	#7	None	viio	True
64	2	16.0	16	0.5	1/2	5	4	4	5	16.0	F#4	66	True	F	1	0	1.0	1	P1-Staff2	6	5	1.0	16	i	True	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	f#	f#	1	None	i	True
64	1	16.0	16	0.25	1/4	5	4	4	5	16.0	A2	45	True	A	0	0	1.0	1	P1-Staff2	6	5	1.0	16	i	True	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	f#	f#	1	None	i	True
65	1	16.25	65/4	0.25	1/4	5	4	4	5	16.25	G#2	44	True	G	1	1/16	1.25	0	P1-Staff2	6	5	1.0	16	i	False	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	f#	f#	1	None	i	True
66	2	16.5	33/2	0.5	1/2	5	4	4	5	16.5	A4	69	True	A	0	1/8	1.5	0	P1-Staff2	6	5	1.0	16	i	False	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	f#	f#	1	None	i	True
66	1	16.5	33/2	0.25	1/4	5	4	4	5	16.5	F#2	42	True	F	1	1/8	1.5	0	P1-Staff2	6	5	1.0	16	i	False	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	f#	f#	1	None	i	True
67	1	16.75	67/4	0.25	1/4	5	4	4	5	16.75	A2	45	True	A	0	3/16	1.75	0	P1-Staff2	6	5	1.0	16	i	False	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	f#	f#	1	None	i	True
68	1	17.0	17	0.25	1/4	5	4	4	5	17.0	B4	71	True	B	0	1/4	2.0	2	P1-Staff2	6	5	1.0	17	ii	True	('D', 'F#', 'B')	D	B	1	minor triad	(2, 6, 11)	A	A	2	None	ii	True
68	2	17.0	17	0.5	1/2	5	4	4	5	17.0	D3	50	True	D	0	1/4	2.0	2	P1-Staff2	6	5	1.0	17	ii	True	('D', 'F#', 'B')	D	B	1	minor triad	(2, 6, 11)	A	A	2	None	ii	True
69	1	17.25	69/4	0.25	1/4	5	4	4	5	17.25	C#5	73	True	C	1	5/16	2.25	0	P1-Staff2	6	5	1.0	17	ii	False	('D', 'F#', 'B')	D	B	1	minor triad	(2, 6, 11)	A	A	2	None	ii	True
