	onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	s_note	s_midi	s_isOnset	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
20	20	2	5.0	5	0.5	1/2	2	G4	67	True	Basso	1	2.0	2.0	1.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
21	22	2	5.5	11/2	0.5	1/2	2	B-4	70	True	Basso	1	2.0	2.0	1.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
22	22	2	5.5	11/2	0.5	1/2	2	G4	67	True	Basso	1	2.0	2.0	1.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
23	22	2	5.5	11/2	0.5	1/2	2	G4	67	True	Basso	1	2.0	2.0	1.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
24	24	2	6.0	6	0.5	1/2	2	C5	72	True	Basso	1	2.0	1.0	2.0	VII	True	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	g	g	7	None
25	24	2	6.0	6	0.5	1/2	2	A4	69	True	Basso	1	2.0	1.0	2.0	VII	True	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	g	g	7	None
26	24	2	6.0	6	0.5	1/2	2	F4	65	True	Basso	1	2.0	1.0	2.0	VII	True	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	g	g	7	None
27	26	2	6.5	13/2	0.5	1/2	2	D5	74	True	Basso	1	2.0	1.0	2.0	VII	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	g	g	7	None
28	26	2	6.5	13/2	0.5	1/2	2	B-4	70	True	Basso	1	2.0	1.0	2.0	VII	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	g	g	7	None
29	26	2	6.5	13/2	0.5	1/2	2	D4	62	True	Basso	1	2.0	1.0	2.0	VII	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	g	g	7	None
30	28	2	7.0	7	0.5	1/2	2	B-4	70	True	Basso	1	2.0	1.0	3.0	VI	True	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	g	g	6	None
31	28	2	7.0	7	0.5	1/2	2	G4	67	True	Basso	1	2.0	1.0	3.0	VI	True	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	g	g	6	None
32	28	2	7.0	7	0.5	1/2	2	E-4	63	True	Basso	1	2.0	1.0	3.0	VI	True	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	g	g	6	None
33	30	2	7.5	15/2	0.5	1/2	2	C5	72	True	Basso	1	2.0	1.0	3.0	VI	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	g	g	6	None
34	30	2	7.5	15/2	0.5	1/2	2	A4	69	True	Basso	1	2.0	1.0	3.0	VI	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	g	g	6	None
35	30	2	7.5	15/2	0.5	1/2	2	C4	60	True	Basso	1	2.0	1.0	3.0	VI	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	g	g	6	None
36	32	2	8.0	8	0.5	1/2	3	A4	69	True	Basso	1	3.0	1.0	4.0	v	True	('D', 'F', 'A')	D	D	0.0	minor triad	(2, 5, 9)	g	g	5	None
37	32	2	8.0	8	0.5	1/2	3	F4	65	True	Basso	1	3.0	1.0	4.0	v	True	('D', 'F', 'A')	D	D	0.0	minor triad	(2, 5, 9)	g	g	5	None
38	32	2	8.0	8	0.5	1/2	3	D4	62	True	Basso	1	3.0	1.0	4.0	v	True	('D', 'F', 'A')	D	D	0.0	minor triad	(2, 5, 9)	g	g	5	None
39	34	2	8.5	17/2	0.5	1/2	3	B-4	70	True	Basso	1	3.0	1.0	4.0	v	False	('D', 'F', 'A')	D	D	0.0	minor triad	(2, 5, 9)	g	g	5	None
40	34	2	8.5	17/2	0.5	1/2	3	G4	67	True	Basso	1	3.0	1.0	4.0	v	False	('D', 'F', 'A')	D	D	0.0	minor triad	(2, 5, 9)	g	g	5	None
41	34	2	8.5	17/2	0.5	1/2	3	B-3	58	True	Basso	1	3.0	1.0	4.0	v	False	('D', 'F', 'A')	D	D	0.0	minor triad	(2, 5, 9)	g	g	5	None
42	36	2	9.0	9	0.5	1/2	3	G4	67	True	Basso	1	3.0	1.0	5.0	IV	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	g	g	4	None
43	36	2	9.0	9	0.5	1/2	3	E4	64	True	Basso	1	3.0	1.0	5.0	IV	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	g	g	4	None
44	36	2	9.0	9	0.5	1/2	3	C4	60	True	Basso	1	3.0	1.0	5.0	IV	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	g	g	4	None
45	38	2	9.5	19/2	0.5	1/2	3	A4	69	True	Basso	1	3.0	1.0	5.0	IV	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	g	g	4	None
46	38	2	9.5	19/2	0.5	1/2	3	F4	65	True	Basso	1	3.0	1.0	5.0	IV	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	g	g	4	None
47	38	2	9.5	19/2	0.5	1/2	3	A3	57	True	Basso	1	3.0	1.0	5.0	IV	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	g	g	4	None
48	40	2	10.0	10	0.5	1/2	3	F4	65	True	Basso	1	3.0	1.0	6.0	III	True	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	g	g	3	None
49	40	2	10.0	10	0.5	1/2	3	D4	62	True	Basso	1	3.0	1.0	6.0	III	True	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	g	g	3	None
50	40	4	10.0	10	1.0	1	3	B-3	58	True	Basso	1	3.0	1.0	6.0	III	True	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	g	g	3	None
51	42	2	10.5	21/2	0.5	1/2	3	G4	67	True	Basso	1	3.0	1.0	6.0	III	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	g	g	3	None
52	42	2	10.5	21/2	0.5	1/2	3	E4	64	True	Basso	1	3.0	1.0	6.0	III	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	g	g	3	None
53	44	2	11.0	11	0.5	1/2	3	A4	69	True	Basso	1	3.0	0.5	7.0	VII	True	('A', 'C', 'F')	A	F	1.0	major triad	(0, 5, 9)	g	g	7	None
54	44	2	11.0	11	0.5	1/2	3	F4	65	True	Basso	1	3.0	0.5	7.0	VII	True	('A', 'C', 'F')	A	F	1.0	major triad	(0, 5, 9)	g	g	7	None
55	44	2	11.0	11	0.5	1/2	3	A3	57	True	Basso	1	3.0	0.5	7.0	VII	True	('A', 'C', 'F')	A	F	1.0	major triad	(0, 5, 9)	g	g	7	None
56	46	2	11.5	23/2	0.5	1/2	3	B-4	70	True	Basso	1	3.0	0.5	8.0	i	True	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
57	46	2	11.5	23/2	0.5	1/2	3	G4	67	True	Basso	1	3.0	0.5	8.0	i	True	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
58	46	2	11.5	23/2	0.5	1/2	3	G3	55	True	Basso	1	3.0	0.5	8.0	i	True	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
59	48	4	12.0	12	1.0	1	4	C5	72	True	Basso	1	4.0	1.0	9.0	VII	True	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	g	g	7	None
60	48	4	12.0	12	1.0	1	4	A4	69	True	Basso	1	4.0	1.0	9.0	VII	True	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	g	g	7	None
61	48	4	12.0	12	1.0	1	4	F3	53	True	Basso	1	4.0	1.0	9.0	VII	True	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	g	g	7	None
62	52	4	13.0	13	1.0	1	4	D5	74	True	Basso	1	4.0	1.0	10.0	III	True	('D', 'F', 'B-')	D	B-	1.0	major triad	(2, 5, 10)	g	g	3	None
63	52	4	13.0	13	1.0	1	4	B-4	70	True	Basso	1	4.0	1.0	10.0	III	True	('D', 'F', 'B-')	D	B-	1.0	major triad	(2, 5, 10)	g	g	3	None
64	52	4	13.0	13	1.0	1	4	D3	50	True	Basso	1	4.0	1.0	10.0	III	True	('D', 'F', 'B-')	D	B-	1.0	major triad	(2, 5, 10)	g	g	3	None
65	56	2	14.0	14	0.5	1/2	4	C5	72	True	Basso	1	4.0	2.0	11.0	VII	True	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	g	g	7	None
66	56	2	14.0	14	0.5	1/2	4	A4	69	True	Basso	1	4.0	2.0	11.0	VII	True	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	g	g	7	None
67	56	8	14.0	14	2.0	2	4	F3	53	True	Basso	1	4.0	2.0	11.0	VII	True	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	g	g	7	None
68	58	2	14.5	29/2	0.5	1/2	4	B-4	70	True	Basso	1	4.0	2.0	11.0	VII	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	g	g	7	None
69	58	2	14.5	29/2	0.5	1/2	4	G4	67	True	Basso	1	4.0	2.0	11.0	VII	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	g	g	7	None
70	60	2	15.0	15	0.5	1/2	4	A4	69	True	Basso	1	4.0	2.0	11.0	VII	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	g	g	7	None
71	60	2	15.0	15	0.5	1/2	4	F4	65	True	Basso	1	4.0	2.0	11.0	VII	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	g	g	7	None
72	62	2	15.5	31/2	0.5	1/2	4	B-4	70	True	Basso	1	4.0	2.0	11.0	VII	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	g	g	7	None
73	62	2	15.5	31/2	0.5	1/2	4	G4	67	True	Basso	1	4.0	2.0	11.0	VII	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	g	g	7	None
74	64	4	16.0	16	1.0	1	5	C5	72	True	Basso	1	5.0	2.0	12.0	VII	True	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	g	g	7	None
75	64	4	16.0	16	1.0	1	5	A4	69	True	Basso	1	5.0	2.0	12.0	VII	True	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	g	g	7	None
76	64	4	16.0	16	1.0	1	5	F3	53	True	Basso	1	5.0	2.0	12.0	VII	True	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	g	g	7	None
77	68	4	17.0	17	1.0	1	5	C5	72	True	Basso	1	5.0	2.0	12.0	VII	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	g	g	7	None
78	68	4	17.0	17	1.0	1	5	A4	69	True	Basso	1	5.0	2.0	12.0	VII	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	g	g	7	None
79	68	4	17.0	17	1.0	1	5	F4	65	True	Basso	1	5.0	2.0	12.0	VII	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	g	g	7	None
80	72	4	18.0	18	1.0	1	5	D5	74	True	Basso	1	5.0	1.0	13.0	III	True	('D', 'F', 'B-')	D	B-	1.0	major triad	(2, 5, 10)	g	g	3	None
81	72	4	18.0	18	1.0	1	5	B-4	70	True	Basso	1	5.0	1.0	13.0	III	True	('D', 'F', 'B-')	D	B-	1.0	major triad	(2, 5, 10)	g	g	3	None
82	72	4	18.0	18	1.0	1	5	D4	62	True	Basso	1	5.0	1.0	13.0	III	True	('D', 'F', 'B-')	D	B-	1.0	major triad	(2, 5, 10)	g	g	3	None
83	76	4	19.0	19	1.0	1	5	E5	76	True	Basso	1	5.0	1.0	14.0	IV	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	g	g	4	None
84	76	4	19.0	19	1.0	1	5	C5	72	True	Basso	1	5.0	1.0	14.0	IV	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	g	g	4	None
85	76	4	19.0	19	1.0	1	5	C4	60	True	Basso	1	5.0	1.0	14.0	IV	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	g	g	4	None
86	80	2	20.0	20	0.5	1/2	6	F5	77	True	Basso	1	6.0	3.0	15.0	III	True	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	g	g	3	None
87	80	2	20.0	20	0.5	1/2	6	D5	74	True	Basso	1	6.0	3.0	15.0	III	True	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	g	g	3	None
88	80	12	20.0	20	3.0	3	6	B-3	58	True	Basso	1	6.0	3.0	15.0	III	True	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	g	g	3	None
89	82	2	20.5	41/2	0.5	1/2	6	E5	76	True	Basso	1	6.0	3.0	15.0	III	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	g	g	3	None
90	82	2	20.5	41/2	0.5	1/2	6	C5	72	True	Basso	1	6.0	3.0	15.0	III	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	g	g	3	None
91	84	2	21.0	21	0.5	1/2	6	D5	74	True	Basso	1	6.0	3.0	15.0	III	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	g	g	3	None
92	84	2	21.0	21	0.5	1/2	6	B-4	70	True	Basso	1	6.0	3.0	15.0	III	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	g	g	3	None
93	86	2	21.5	43/2	0.5	1/2	6	C5	72	True	Basso	1	6.0	3.0	15.0	III	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	g	g	3	None
94	86	2	21.5	43/2	0.5	1/2	6	A4	69	True	Basso	1	6.0	3.0	15.0	III	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	g	g	3	None
95	88	4	22.0	22	1.0	1	6	D5	74	True	Basso	1	6.0	3.0	15.0	III	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	g	g	3	None
96	88	4	22.0	22	1.0	1	6	B-4	70	True	Basso	1	6.0	3.0	15.0	III	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	g	g	3	None
97	92	2	23.0	23	0.5	1/2	6	C5	72	True	Basso	1	6.0	1.0	16.0	ii	True	('C', 'E', 'A')	C	A	1.0	minor triad	(0, 4, 9)	g	g	2	None
98	92	2	23.0	23	0.5	1/2	6	A4	69	True	Basso	1	6.0	1.0	16.0	ii	True	('C', 'E', 'A')	C	A	1.0	minor triad	(0, 4, 9)	g	g	2	None
99	92	4	23.0	23	1.0	1	6	C4	60	True	Basso	1	6.0	1.0	16.0	ii	True	('C', 'E', 'A')	C	A	1.0	minor triad	(0, 4, 9)	g	g	2	None
100	94	2	23.5	47/2	0.5	1/2	6	B-4	70	True	Basso	1	6.0	1.0	16.0	ii	False	('C', 'E', 'A')	C	A	1.0	minor triad	(0, 4, 9)	g	g	2	None
101	94	2	23.5	47/2	0.5	1/2	6	G4	67	True	Basso	1	6.0	1.0	16.0	ii	False	('C', 'E', 'A')	C	A	1.0	minor triad	(0, 4, 9)	g	g	2	None
102	96	4	24.0	24	1.0	1	7	A4	69	True	Basso	1	7.0	4.0	17.0	V	True	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	g	g	5	None
103	96	4	24.0	24	1.0	1	7	F#4	66	True	Basso	1	7.0	4.0	17.0	V	True	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	g	g	5	None
104	96	16	24.0	24	4.0	4	7	D4	62	True	Basso	1	7.0	4.0	17.0	V	True	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	g	g	5	None
105	100	4	25.0	25	1.0	1	7	G4	67	True	Basso	1	7.0	4.0	17.0	V	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	g	g	5	None
106	100	4	25.0	25	1.0	1	7	G4	67	True	Basso	1	7.0	4.0	17.0	V	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	g	g	5	None
107	104	8	26.0	26	2.0	2	7	A4	69	True	Basso	1	7.0	4.0	17.0	V	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	g	g	5	None
108	104	8	26.0	26	2.0	2	7	F#4	66	True	Basso	1	7.0	4.0	17.0	V	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	g	g	5	None
109	108	4	27.0	27	1.0	1	7	D4	62	True	Basso	1	7.0	4.0	17.0	V	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	g	g	5	None
110	112	8	28.0	28	2.0	2	8	G4	67	True	Basso	1	8.0	4.0	18.0	i	True	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
111	112	8	28.0	28	2.0	2	8	G4	67	True	Basso	1	8.0	4.0	18.0	i	True	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
112	112	4	28.0	28	1.0	1	8	G3	55	True	Basso	1	8.0	4.0	18.0	i	True	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
113	112	2	28.0	28	0.5	1/2	8	D4	62	True	Basso	1	8.0	4.0	18.0	i	True	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
114	114	2	28.5	57/2	0.5	1/2	8	C4	60	True	Basso	1	8.0	4.0	18.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
115	116	4	29.0	29	1.0	1	8	D4	62	True	Basso	1	8.0	4.0	18.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
116	116	2	29.0	29	0.5	1/2	8	B-3	58	True	Basso	1	8.0	4.0	18.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
117	118	2	29.5	59/2	0.5	1/2	8	A3	57	True	Basso	1	8.0	4.0	18.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
118	120	8	30.0	30	2.0	2	8	D5	74	True	Basso	1	8.0	4.0	18.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
119	120	8	30.0	30	2.0	2	8	B-4	70	True	Basso	1	8.0	4.0	18.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
120	120	2	30.0	30	0.5	1/2	8	D4	62	True	Basso	1	8.0	4.0	18.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
121	120	2	30.0	30	0.5	1/2	8	G3	55	True	Basso	1	8.0	4.0	18.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
122	122	2	30.5	61/2	0.5	1/2	8	C4	60	True	Basso	1	8.0	4.0	18.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
123	122	2	30.5	61/2	0.5	1/2	8	A3	57	True	Basso	1	8.0	4.0	18.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
124	124	2	31.0	31	0.5	1/2	8	B-3	58	True	Basso	1	8.0	4.0	18.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
125	124	2	31.0	31	0.5	1/2	8	B-3	58	True	Basso	1	8.0	4.0	18.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
126	126	2	31.5	63/2	0.5	1/2	8	A3	57	True	Basso	1	8.0	4.0	18.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
127	126	2	31.5	63/2	0.5	1/2	8	C4	60	True	Basso	1	8.0	4.0	18.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
128	128	8	32.0	32	2.0	2	9	D5	74	True	Basso	1	9.0	2.0	19.0	i	True	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
129	128	8	32.0	32	2.0	2	9	B-4	70	True	Basso	1	9.0	2.0	19.0	i	True	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
130	128	2	32.0	32	0.5	1/2	9	G3	55	True	Basso	1	9.0	2.0	19.0	i	True	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
131	128	2	32.0	32	0.5	1/2	9	D4	62	True	Basso	1	9.0	2.0	19.0	i	True	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
132	130	2	32.5	65/2	0.5	1/2	9	A3	57	True	Basso	1	9.0	2.0	19.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
133	130	2	32.5	65/2	0.5	1/2	9	C4	60	True	Basso	1	9.0	2.0	19.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
134	132	2	33.0	33	0.5	1/2	9	B-3	58	True	Basso	1	9.0	2.0	19.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
135	132	2	33.0	33	0.5	1/2	9	D4	62	True	Basso	1	9.0	2.0	19.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
136	134	2	33.5	67/2	0.5	1/2	9	C4	60	True	Basso	1	9.0	2.0	19.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
137	134	2	33.5	67/2	0.5	1/2	9	E4	64	True	Basso	1	9.0	2.0	19.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
138	136	8	34.0	34	2.0	2	9	D5	74	True	Basso	1	9.0	2.0	20.0	IV	True	('D', 'F', 'B-')	D	B-	1.0	major triad	(2, 5, 10)	F	F	4	None
139	136	8	34.0	34	2.0	2	9	B-4	70	True	Basso	1	9.0	2.0	20.0	IV	True	('D', 'F', 'B-')	D	B-	1.0	major triad	(2, 5, 10)	F	F	4	None
140	136	2	34.0	34	0.5	1/2	9	D4	62	True	Basso	1	9.0	2.0	20.0	IV	True	('D', 'F', 'B-')	D	B-	1.0	major triad	(2, 5, 10)	F	F	4	None
141	136	4	34.0	34	1.0	1	9	F4	65	True	Basso	1	9.0	2.0	20.0	IV	True	('D', 'F', 'B-')	D	B-	1.0	major triad	(2, 5, 10)	F	F	4	None
142	138	2	34.5	69/2	0.5	1/2	9	C4	60	True	Basso	1	9.0	2.0	20.0	IV	False	('D', 'F', 'B-')	D	B-	1.0	major triad	(2, 5, 10)	F	F	4	None
