onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ts_beats	ts_beat_type	measureNumberWithSuffix	continuous_beats	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral
70	2	17.5	35/2	0.5	1/2	5	4	4	5	17.5	C5	72	True	C	0	3/8	2.5	0	Basso	1	5	4.0	6	V	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	B-	B-	5	None	V
70	2	17.5	35/2	0.5	1/2	5	4	4	5	17.5	A4	69	True	A	0	3/8	2.5	0	Basso	1	5	4.0	6	V	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	B-	B-	5	None	V
70	2	17.5	35/2	0.5	1/2	5	4	4	5	17.5	F3	53	True	F	0	3/8	2.5	0	Basso	1	5	4.0	6	V	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	B-	B-	5	None	V
72	2	18.0	18	0.5	1/2	5	4	4	5	18.0	C5	72	True	C	0	1/2	3.0	3	Basso	1	5	4.0	6	V	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	B-	B-	5	None	V
72	2	18.0	18	0.5	1/2	5	4	4	5	18.0	A4	69	True	A	0	1/2	3.0	3	Basso	1	5	4.0	6	V	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	B-	B-	5	None	V
72	2	18.0	18	0.5	1/2	5	4	4	5	18.0	F3	53	True	F	0	1/2	3.0	3	Basso	1	5	4.0	6	V	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	B-	B-	5	None	V
74	2	18.5	37/2	0.5	1/2	5	4	4	5	18.5	F3	53	True	F	0	5/8	3.5	0	Basso	1	5	4.0	6	V	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	B-	B-	5	None	V
74	2	18.5	37/2	0.5	1/2	5	4	4	5	18.5	G4	67	True	G	0	5/8	3.5	0	Basso	1	5	4.0	6	V	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	B-	B-	5	None	V
74	2	18.5	37/2	0.5	1/2	5	4	4	5	18.5	C5	72	True	C	0	5/8	3.5	0	Basso	1	5	4.0	6	V	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	B-	B-	5	None	V
76	2	19.0	19	0.5	1/2	5	4	4	5	19.0	B-4	70	True	B	-1	3/4	4.0	4	Basso	1	5	4.0	6	V	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	B-	B-	5	None	V
76	2	19.0	19	0.5	1/2	5	4	4	5	19.0	A4	69	True	A	0	3/4	4.0	4	Basso	1	5	4.0	6	V	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	B-	B-	5	None	V
76	2	19.0	19	0.5	1/2	5	4	4	5	19.0	F3	53	True	F	0	3/4	4.0	4	Basso	1	5	4.0	6	V	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	B-	B-	5	None	V
78	2	19.5	39/2	0.5	1/2	5	4	4	5	19.5	C5	72	True	C	0	7/8	4.5	0	Basso	1	5	4.0	6	V	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	B-	B-	5	None	V
78	2	19.5	39/2	0.5	1/2	5	4	4	5	19.5	A4	69	True	A	0	7/8	4.5	0	Basso	1	5	4.0	6	V	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	B-	B-	5	None	V
78	2	19.5	39/2	0.5	1/2	5	4	4	5	19.5	E3	52	True	E	0	7/8	4.5	0	Basso	1	5	4.0	6	V	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	B-	B-	5	None	V
80	8	20.0	20	2.0	2	6	4	4	6	20.0	D3	50	True	D	0	0	1.0	1	Basso	1	6	2.0	7	viio	True	('D', 'B')	D	B	1	Major Sixth	(2, 11)	c	c	#7	None	viio
80	8	20.0	20	2.0	2	6	4	4	6	20.0	B4	71	True	B	0	0	1.0	1	Basso	1	6	2.0	7	viio	True	('D', 'B')	D	B	1	Major Sixth	(2, 11)	c	c	#7	None	viio
80	8	20.0	20	2.0	2	6	4	4	6	20.0	D5	74	True	D	0	0	1.0	1	Basso	1	6	2.0	7	viio	True	('D', 'B')	D	B	1	Major Sixth	(2, 11)	c	c	#7	None	viio
88	8	22.0	22	2.0	2	6	4	4	6	22.0	C3	48	True	C	0	1/2	3.0	3	Basso	1	6	2.0	8	i	True	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	c	c	1	None	i
88	4	22.0	22	1.0	1	6	4	4	6	22.0	E-5	75	True	E	-1	1/2	3.0	3	Basso	1	6	2.0	8	i	True	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	c	c	1	None	i
88	4	22.0	22	1.0	1	6	4	4	6	22.0	C5	72	True	C	0	1/2	3.0	3	Basso	1	6	2.0	8	i	True	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	c	c	1	None	i
90	2	22.5	45/2	0.5	1/2	6	4	4	6	22.5	G3	55	True	G	0	5/8	3.5	0	Basso	1	6	2.0	8	i	False	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	c	c	1	None	i
92	4	23.0	23	1.0	1	6	4	4	6	23.0	G5	79	True	G	0	3/4	4.0	4	Basso	1	6	2.0	8	i	False	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	c	c	1	None	i
92	4	23.0	23	1.0	1	6	4	4	6	23.0	E-5	75	True	E	-1	3/4	4.0	4	Basso	1	6	2.0	8	i	False	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	c	c	1	None	i
92	2	23.0	23	0.5	1/2	6	4	4	6	23.0	G3	55	True	G	0	3/4	4.0	4	Basso	1	6	2.0	8	i	False	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	c	c	1	None	i
94	2	23.5	47/2	0.5	1/2	6	4	4	6	23.5	G3	55	True	G	0	7/8	4.5	0	Basso	1	6	2.0	8	i	False	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	c	c	1	None	i
96	12	24.0	24	3.0	3	7	4	4	7	24.0	C5	72	True	C	0	0	1.0	1	Basso	1	7	2.0	9	i	True	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	c	c	1	None	i
96	2	24.0	24	0.5	1/2	7	4	4	7	24.0	G3	55	True	G	0	0	1.0	1	Basso	1	7	2.0	9	i	True	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	c	c	1	None	i
96	8	24.0	24	2.0	2	7	4	4	7	24.0	C3	48	True	C	0	0	1.0	1	Basso	1	7	2.0	9	i	True	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	c	c	1	None	i
96	8	24.0	24	2.0	2	7	4	4	7	24.0	E-5	75	True	E	-1	0	1.0	1	Basso	1	7	2.0	9	i	True	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	c	c	1	None	i
98	2	24.5	49/2	0.5	1/2	7	4	4	7	24.5	F3	53	True	F	0	1/8	1.5	0	Basso	1	7	2.0	9	i	False	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	c	c	1	None	i
100	2	25.0	25	0.5	1/2	7	4	4	7	25.0	G3	55	True	G	0	1/4	2.0	2	Basso	1	7	2.0	9	i	False	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	c	c	1	None	i
102	2	25.5	51/2	0.5	1/2	7	4	4	7	25.5	G3	55	True	G	0	3/8	2.5	0	Basso	1	7	2.0	9	i	False	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	c	c	1	None	i
104	8	26.0	26	2.0	2	7	4	4	7	26.0	C3	48	True	C	0	1/2	3.0	3	Basso	1	7	1.0	10	vi	True	('C', 'E', 'A')	C	A	1	minor triad	(0, 4, 9)	c	c	#6	None	vi
104	8	26.0	26	2.0	2	7	4	4	7	26.0	A3	57	True	A	0	1/2	3.0	3	Basso	1	7	1.0	10	vi	True	('C', 'E', 'A')	C	A	1	minor triad	(0, 4, 9)	c	c	#6	None	vi
108	4	27.0	27	1.0	1	7	4	4	7	27.0	F5	77	True	F	0	3/4	4.0	4	Basso	1	7	1.0	11	ii7	True	('C', 'D', 'F', 'A')	C	D	3	minor seventh chord	(0, 2, 5, 9)	c	c	2	None	ii7
108	4	27.0	27	1.0	1	7	4	4	7	27.0	D5	74	True	D	0	3/4	4.0	4	Basso	1	7	1.0	11	ii7	True	('C', 'D', 'F', 'A')	C	D	3	minor seventh chord	(0, 2, 5, 9)	c	c	2	None	ii7
112	16	28.0	28	4.0	4	8	4	4	8	28.0	G3	55	True	G	0	0	1.0	1	Basso	1	8	4.0	12	v	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	c	c	5	None	v
112	8	28.0	28	2.0	2	8	4	4	8	28.0	D5	74	True	D	0	0	1.0	1	Basso	1	8	4.0	12	v	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	c	c	5	None	v
112	16	28.0	28	4.0	4	8	4	4	8	28.0	B-4	70	True	B	-1	0	1.0	1	Basso	1	8	4.0	12	v	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	c	c	5	None	v
112	4	28.0	28	1.0	1	8	4	4	8	28.0	B-3	58	True	B	-1	0	1.0	1	Basso	1	8	4.0	12	v	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	c	c	5	None	v
114	2	28.5	57/2	0.5	1/2	8	4	4	8	28.5	D4	62	True	D	0	1/8	1.5	0	Basso	1	8	4.0	12	v	False	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	c	c	5	None	v
116	2	29.0	29	0.5	1/2	8	4	4	8	29.0	D4	62	True	D	0	1/4	2.0	2	Basso	1	8	4.0	12	v	False	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	c	c	5	None	v
116	4	29.0	29	1.0	1	8	4	4	8	29.0	D4	62	True	D	0	1/4	2.0	2	Basso	1	8	4.0	12	v	False	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	c	c	5	None	v
118	2	29.5	59/2	0.5	1/2	8	4	4	8	29.5	D4	62	True	D	0	3/8	2.5	0	Basso	1	8	4.0	12	v	False	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	c	c	5	None	v
120	8	30.0	30	2.0	2	8	4	4	8	30.0	D5	74	True	D	0	1/2	3.0	3	Basso	1	8	4.0	12	v	False	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	c	c	5	None	v
120	8	30.0	30	2.0	2	8	4	4	8	30.0	B-3	58	True	B	-1	1/2	3.0	3	Basso	1	8	4.0	12	v	False	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	c	c	5	None	v
120	2	30.0	30	0.5	1/2	8	4	4	8	30.0	D4	62	True	D	0	1/2	3.0	3	Basso	1	8	4.0	12	v	False	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	c	c	5	None	v
122	2	30.5	61/2	0.5	1/2	8	4	4	8	30.5	C4	60	True	C	0	5/8	3.5	0	Basso	1	8	4.0	12	v	False	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	c	c	5	None	v
124	2	31.0	31	0.5	1/2	8	4	4	8	31.0	D4	62	True	D	0	3/4	4.0	4	Basso	1	8	4.0	12	v	False	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	c	c	5	None	v
126	2	31.5	63/2	0.5	1/2	8	4	4	8	31.5	D4	62	True	D	0	7/8	4.5	0	Basso	1	8	4.0	12	v	False	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	c	c	5	None	v
128	8	32.0	32	2.0	2	9	4	4	9	32.0	G2	43	True	G	0	0	1.0	1	Basso	1	9	2.0	13	v	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	c	c	5	None	v
128	4	32.0	32	1.0	1	9	4	4	9	32.0	D5	74	True	D	0	0	1.0	1	Basso	1	9	2.0	13	v	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	c	c	5	None	v
128	8	32.0	32	2.0	2	9	4	4	9	32.0	E4	64	True	E	0	0	1.0	1	Basso	1	9	2.0	13	v	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	c	c	5	None	v
128	4	32.0	32	1.0	1	9	4	4	9	32.0	B-3	58	True	B	-1	0	1.0	1	Basso	1	9	2.0	13	v	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	c	c	5	None	v
132	4	33.0	33	1.0	1	9	4	4	9	33.0	C4	60	True	C	0	1/4	2.0	2	Basso	1	9	2.0	13	v	False	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	c	c	5	None	v
132	2	33.0	33	0.5	1/2	9	4	4	9	33.0	G4	67	True	G	0	1/4	2.0	2	Basso	1	9	2.0	13	v	False	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	c	c	5	None	v
134	2	33.5	67/2	0.5	1/2	9	4	4	9	33.5	G4	67	True	G	0	3/8	2.5	0	Basso	1	9	2.0	13	v	False	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	c	c	5	None	v
136	8	34.0	34	2.0	2	9	4	4	9	34.0	A4	69	True	A	0	1/2	3.0	3	Basso	1	9	2.0	14	v	True	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	g	g	5	None	v
136	4	34.0	34	1.0	1	9	4	4	9	34.0	F4	65	True	F	0	1/2	3.0	3	Basso	1	9	2.0	14	v	True	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	g	g	5	None	v
136	4	34.0	34	1.0	1	9	4	4	9	34.0	A3	57	True	A	0	1/2	3.0	3	Basso	1	9	2.0	14	v	True	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	g	g	5	None	v
136	8	34.0	34	2.0	2	9	4	4	9	34.0	D3	50	True	D	0	1/2	3.0	3	Basso	1	9	2.0	14	v	True	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	g	g	5	None	v
140	4	35.0	35	1.0	1	9	4	4	9	35.0	A4	69	True	A	0	3/4	4.0	4	Basso	1	9	2.0	14	v	False	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	g	g	5	None	v
140	4	35.0	35	1.0	1	9	4	4	9	35.0	F4	65	True	F	0	3/4	4.0	4	Basso	1	9	2.0	14	v	False	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	g	g	5	None	v
144	8	36.0	36	2.0	2	10	4	4	10	36.0	D3	50	True	D	0	0	1.0	1	Basso	1	10	2.0	15	v	True	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	g	g	5	None	v
144	12	36.0	36	3.0	3	10	4	4	10	36.0	D4	62	True	D	0	0	1.0	1	Basso	1	10	2.0	15	v	True	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	g	g	5	None	v
144	12	36.0	36	3.0	3	10	4	4	10	36.0	F4	65	True	F	0	0	1.0	1	Basso	1	10	2.0	15	v	True	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	g	g	5	None	v
144	8	36.0	36	2.0	2	10	4	4	10	36.0	A4	69	True	A	0	0	1.0	1	Basso	1	10	2.0	15	v	True	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	g	g	5	None	v
144	12	36.0	36	3.0	3	10	4	4	10	36.0	D5	74	True	D	0	0	1.0	1	Basso	1	10	2.0	15	v	True	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	g	g	5	None	v
152	4	38.0	38	1.0	1	10	4	4	10	38.0	B-2	46	True	B	-1	1/2	3.0	3	Basso	1	10	1.0	16	III	True	('B-', 'D', 'F')	B-	B-	0	major triad	(2, 5, 10)	g	g	3	None	III
156	2	39.0	39	0.5	1/2	10	4	4	10	39.0	G4	67	True	G	0	3/4	4.0	4	Basso	1	10	1.0	17	i	True	('B-', 'D', 'G')	B-	G	1	minor triad	(2, 7, 10)	g	g	1	None	i
156	4	39.0	39	1.0	1	10	4	4	10	39.0	G4	67	True	G	0	3/4	4.0	4	Basso	1	10	1.0	17	i	True	('B-', 'D', 'G')	B-	G	1	minor triad	(2, 7, 10)	g	g	1	None	i
156	4	39.0	39	1.0	1	10	4	4	10	39.0	E4	64	True	E	0	3/4	4.0	4	Basso	1	10	1.0	17	i	True	('B-', 'D', 'G')	B-	G	1	minor triad	(2, 7, 10)	g	g	1	None	i
156	4	39.0	39	1.0	1	10	4	4	10	39.0	B-2	46	True	B	-1	3/4	4.0	4	Basso	1	10	1.0	17	i	True	('B-', 'D', 'G')	B-	G	1	minor triad	(2, 7, 10)	g	g	1	None	i
158	2	39.5	79/2	0.5	1/2	10	4	4	10	39.5	G4	67	True	G	0	7/8	4.5	0	Basso	1	10	1.0	17	i	False	('B-', 'D', 'G')	B-	G	1	minor triad	(2, 7, 10)	g	g	1	None	i
160	8	40.0	40	2.0	2	11	4	4	11	40.0	A2	45	True	A	0	0	1.0	1	Basso	1	11	4.0	18	V/V	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	g	D	5	5	V
160	16	40.0	40	4.0	4	11	4	4	11	40.0	E4	64	True	E	0	0	1.0	1	Basso	1	11	4.0	18	V/V	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	g	D	5	5	V
160	8	40.0	40	2.0	2	11	4	4	11	40.0	A4	69	True	A	0	0	1.0	1	Basso	1	11	4.0	18	V/V	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	g	D	5	5	V
160	16	40.0	40	4.0	4	11	4	4	11	40.0	C#4	61	True	C	1	0	1.0	1	Basso	1	11	4.0	18	V/V	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	g	D	5	5	V
168	8	42.0	42	2.0	2	11	4	4	11	42.0	A2	45	True	A	0	1/2	3.0	3	Basso	1	11	4.0	18	V/V	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	g	D	5	5	V
168	8	42.0	42	2.0	2	11	4	4	11	42.0	A4	69	True	A	0	1/2	3.0	3	Basso	1	11	4.0	18	V/V	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	g	D	5	5	V
176	8	44.0	44	2.0	2	12	4	4	12	44.0	C4	60	True	C	0	0	1.0	1	Basso	1	12	2.0	19	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I
176	8	44.0	44	2.0	2	12	4	4	12	44.0	F3	53	True	F	0	0	1.0	1	Basso	1	12	2.0	19	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I
176	12	44.0	44	3.0	3	12	4	4	12	44.0	A4	69	True	A	0	0	1.0	1	Basso	1	12	2.0	19	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I
180	8	45.0	45	2.0	2	12	4	4	12	45.0	F5	77	True	F	0	1/4	2.0	2	Basso	1	12	2.0	19	I	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I
184	4	46.0	46	1.0	1	12	4	4	12	46.0	F3	53	True	F	0	1/2	3.0	3	Basso	1	12	1.0	20	vi	True	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	F	F	6	None	vi
184	4	46.0	46	1.0	1	12	4	4	12	46.0	D3	50	True	D	0	1/2	3.0	3	Basso	1	12	1.0	20	vi	True	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	F	F	6	None	vi
188	4	47.0	47	1.0	1	12	4	4	12	47.0	D3	50	True	D	0	3/4	4.0	4	Basso	1	12	1.0	21	viio/V	True	('D', 'F', 'B')	D	B	1	diminished triad	(2, 5, 11)	F	C	7	5	viio
188	2	47.0	47	0.5	1/2	12	4	4	12	47.0	B4	71	True	B	0	3/4	4.0	4	Basso	1	12	1.0	21	viio/V	True	('D', 'F', 'B')	D	B	1	diminished triad	(2, 5, 11)	F	C	7	5	viio
188	2	47.0	47	0.5	1/2	12	4	4	12	47.0	D4	62	True	D	0	3/4	4.0	4	Basso	1	12	1.0	21	viio/V	True	('D', 'F', 'B')	D	B	1	diminished triad	(2, 5, 11)	F	C	7	5	viio
188	4	47.0	47	1.0	1	12	4	4	12	47.0	F3	53	True	F	0	3/4	4.0	4	Basso	1	12	1.0	21	viio/V	True	('D', 'F', 'B')	D	B	1	diminished triad	(2, 5, 11)	F	C	7	5	viio
