onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ks_fifths	ts_beats	ts_beat_type	measureNumberWithSuffix	onset_beat	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral	valid_chord_label
14	2	7.0	7	1.0	1	2	-3	2	2	2	3.5	A-4	68	True	A	-1	1/2	2.0	2	P2-Staff2	1	2	2.0	6	IV	True	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	E-	E-	4	None	IV	True
14	4	7.0	7	2.0	2	2	-3	2	2	2	3.5	E-3	51	False	E	-1	1/2	2.0	2	P2-Staff2	6	2	2.0	6	IV	True	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	E-	E-	4	None	IV	True
14	4	7.0	7	2.0	2	2	-3	2	2	2	3.5	A-2	44	True	A	-1	1/2	2.0	2	P2-Staff2	6	2	2.0	6	IV	True	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	E-	E-	4	None	IV	True
16	2	8.0	8	1.0	1	2	-3	2	2	2	4.0	B-3	58	True	B	-1	3/4	2.5	0	P2-Staff2	1	2	2.0	6	IV	False	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	E-	E-	4	None	IV	True
16	2	8.0	8	1.0	1	2	-3	2	2	2	4.0	G4	67	True	G	0	3/4	2.5	0	P2-Staff2	1	2	2.0	6	IV	False	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	E-	E-	4	None	IV	True
18	2	9.0	9	1.0	1	3	-3	2	2	3	4.5	E4	64	True	E	0	0	1.0	1	P2-Staff2	6	3	1.0	7	viio/ii	True	('B-', 'E', 'G')	B-	E	2	diminished triad	(4, 7, 10)	E-	f	#7	2	viio	True
18	2	9.0	9	1.0	1	3	-3	2	2	3	4.5	G3	55	True	G	0	0	1.0	1	P2-Staff2	6	3	1.0	7	viio/ii	True	('B-', 'E', 'G')	B-	E	2	diminished triad	(4, 7, 10)	E-	f	#7	2	viio	True
18	1	9.0	9	0.5	1/2	3	-3	2	2	3	4.5	B-1	34	True	B	-1	0	1.0	1	P2-Staff2	6	3	1.0	7	viio/ii	True	('B-', 'E', 'G')	B-	E	2	diminished triad	(4, 7, 10)	E-	f	#7	2	viio	True
19	2	9.5	19/2	1.0	1	3	-3	2	2	3	4.75	B-2	46	True	B	-1	1/8	1.25	0	P2-Staff2	6	3	1.0	7	viio/ii	False	('B-', 'E', 'G')	B-	E	2	diminished triad	(4, 7, 10)	E-	f	#7	2	viio	True
20	2	10.0	10	1.0	1	3	-3	2	2	3	5.0	F4	65	True	F	0	1/4	1.5	0	P2-Staff2	6	3	1.0	8	V7	True	('B-', 'D', 'F', 'A-')	B-	B-	0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None	V7	True
20	2	10.0	10	1.0	1	3	-3	2	2	3	5.0	A-3	56	True	A	-1	1/4	1.5	0	P2-Staff2	6	3	1.0	8	V7	True	('B-', 'D', 'F', 'A-')	B-	B-	0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None	V7	True
21	1	10.5	21/2	0.5	1/2	3	-3	2	2	3	5.25	B-2	46	True	B	-1	3/8	1.75	0	P2-Staff2	6	3	1.0	8	V7	False	('B-', 'D', 'F', 'A-')	B-	B-	0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None	V7	True
22	4	11.0	11	2.0	2	3	-3	2	2	3	5.5	C-4	59	True	C	-1	1/2	2.0	2	P2-Staff2	1	3	2.0	9	V9	True	('B-', 'D', 'F', 'A-', 'C')	B-	B-	0	dominant-ninth	(0, 2, 5, 8, 10)	E-	E-	5	None	V9	True
22	4	11.0	11	2.0	2	3	-3	2	2	3	5.5	A-4	68	True	A	-1	1/2	2.0	2	P2-Staff2	1	3	2.0	9	V9	True	('B-', 'D', 'F', 'A-', 'C')	B-	B-	0	dominant-ninth	(0, 2, 5, 8, 10)	E-	E-	5	None	V9	True
22	3	11.0	11	1.5	3/2	3	-3	2	2	3	5.5	D3	50	True	D	0	1/2	2.0	2	P2-Staff2	6	3	2.0	9	V9	True	('B-', 'D', 'F', 'A-', 'C')	B-	B-	0	dominant-ninth	(0, 2, 5, 8, 10)	E-	E-	5	None	V9	True
25	1	12.5	25/2	0.5	1/2	3	-3	2	2	3	6.25	B-2	46	True	B	-1	7/8	2.75	0	P2-Staff2	6	3	2.0	9	V9	False	('B-', 'D', 'F', 'A-', 'C')	B-	B-	0	dominant-ninth	(0, 2, 5, 8, 10)	E-	E-	5	None	V9	True
26	2	13.0	13	1.0	1	4	-3	2	2	4	6.5	E4	64	True	E	0	0	1.0	1	P2-Staff2	6	4	1.0	10	viio/ii	True	('B-', 'E', 'G')	B-	E	2	diminished triad	(4, 7, 10)	E-	f	#7	2	viio	True
26	2	13.0	13	1.0	1	4	-3	2	2	4	6.5	G3	55	True	G	0	0	1.0	1	P2-Staff2	6	4	1.0	10	viio/ii	True	('B-', 'E', 'G')	B-	E	2	diminished triad	(4, 7, 10)	E-	f	#7	2	viio	True
26	1	13.0	13	0.5	1/2	4	-3	2	2	4	6.5	B-1	34	True	B	-1	0	1.0	1	P2-Staff2	6	4	1.0	10	viio/ii	True	('B-', 'E', 'G')	B-	E	2	diminished triad	(4, 7, 10)	E-	f	#7	2	viio	True
27	2	13.5	27/2	1.0	1	4	-3	2	2	4	6.75	B-2	46	True	B	-1	1/8	1.25	0	P2-Staff2	6	4	1.0	10	viio/ii	False	('B-', 'E', 'G')	B-	E	2	diminished triad	(4, 7, 10)	E-	f	#7	2	viio	True
28	2	14.0	14	1.0	1	4	-3	2	2	4	7.0	F4	65	True	F	0	1/4	1.5	0	P2-Staff2	6	4	1.0	11	V7	True	('B-', 'D', 'F', 'A-')	B-	B-	0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None	V7	True
28	2	14.0	14	1.0	1	4	-3	2	2	4	7.0	A-3	56	True	A	-1	1/4	1.5	0	P2-Staff2	6	4	1.0	11	V7	True	('B-', 'D', 'F', 'A-')	B-	B-	0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None	V7	True
29	1	14.5	29/2	0.5	1/2	4	-3	2	2	4	7.25	B-2	46	True	B	-1	3/8	1.75	0	P2-Staff2	6	4	1.0	11	V7	False	('B-', 'D', 'F', 'A-')	B-	B-	0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None	V7	True
30	4	15.0	15	2.0	2	4	-3	2	2	4	7.5	C-4	59	True	C	-1	1/2	2.0	2	P2-Staff2	1	4	2.0	12	V9	True	('B-', 'D', 'F', 'A-', 'C')	B-	B-	0	dominant-ninth	(0, 2, 5, 8, 10)	E-	E-	5	None	V9	True
30	4	15.0	15	2.0	2	4	-3	2	2	4	7.5	A-4	68	True	A	-1	1/2	2.0	2	P2-Staff2	1	4	2.0	12	V9	True	('B-', 'D', 'F', 'A-', 'C')	B-	B-	0	dominant-ninth	(0, 2, 5, 8, 10)	E-	E-	5	None	V9	True
30	3	15.0	15	1.5	3/2	4	-3	2	2	4	7.5	D3	50	True	D	0	1/2	2.0	2	P2-Staff2	6	4	2.0	12	V9	True	('B-', 'D', 'F', 'A-', 'C')	B-	B-	0	dominant-ninth	(0, 2, 5, 8, 10)	E-	E-	5	None	V9	True
33	1	16.5	33/2	0.5	1/2	4	-3	2	2	4	8.25	B-2	46	True	B	-1	7/8	2.75	0	P2-Staff2	6	4	2.0	12	V9	False	('B-', 'D', 'F', 'A-', 'C')	B-	B-	0	dominant-ninth	(0, 2, 5, 8, 10)	E-	E-	5	None	V9	True
34	2	17.0	17	1.0	1	5	-3	2	2	5	8.5	C-4	59	False	C	-1	0	1.0	1	P2-Staff2	1	5	1.0	13	V9	True	('B-', 'D', 'F', 'A-', 'C')	B-	B-	0	dominant-ninth	(0, 2, 5, 8, 10)	E-	E-	5	None	V9	True
34	2	17.0	17	1.0	1	5	-3	2	2	5	8.5	A-4	68	False	A	-1	0	1.0	1	P2-Staff2	1	5	1.0	13	V9	True	('B-', 'D', 'F', 'A-', 'C')	B-	B-	0	dominant-ninth	(0, 2, 5, 8, 10)	E-	E-	5	None	V9	True
34	1	17.0	17	0.5	1/2	5	-3	2	2	5	8.5	B-2	46	True	B	-1	0	1.0	1	P2-Staff2	6	5	1.0	13	V9	True	('B-', 'D', 'F', 'A-', 'C')	B-	B-	0	dominant-ninth	(0, 2, 5, 8, 10)	E-	E-	5	None	V9	True
35	1	17.5	35/2	0.5	1/2	5	-3	2	2	5	8.75	B-2	46	True	B	-1	1/8	1.25	0	P2-Staff2	6	5	1.0	13	V9	False	('B-', 'D', 'F', 'A-', 'C')	B-	B-	0	dominant-ninth	(0, 2, 5, 8, 10)	E-	E-	5	None	V9	True
36	2	18.0	18	1.0	1	5	-3	2	2	5	9.0	G4	67	True	G	0	1/4	1.5	0	P2-Staff2	6	5	1.0	14	iii	True	('B-', 'D', 'G')	B-	G	1	minor triad	(2, 7, 10)	E-	E-	3	None	iii	True
36	2	18.0	18	1.0	1	5	-3	2	2	5	9.0	B-3	58	True	B	-1	1/4	1.5	0	P2-Staff2	6	5	1.0	14	iii	True	('B-', 'D', 'G')	B-	G	1	minor triad	(2, 7, 10)	E-	E-	3	None	iii	True
36	1	18.0	18	0.5	1/2	5	-3	2	2	5	9.0	B-3	58	True	B	-1	1/4	1.5	0	P2-Staff2	6	5	1.0	14	iii	True	('B-', 'D', 'G')	B-	G	1	minor triad	(2, 7, 10)	E-	E-	3	None	iii	True
37	1	18.5	37/2	0.5	1/2	5	-3	2	2	5	9.25	B-2	46	True	B	-1	3/8	1.75	0	P2-Staff2	6	5	1.0	14	iii	False	('B-', 'D', 'G')	B-	G	1	minor triad	(2, 7, 10)	E-	E-	3	None	iii	True
38	2	19.0	19	1.0	1	5	-3	2	2	5	9.5	F#4	66	True	F	1	1/2	2.0	2	P2-Staff2	6	5	1.0	15	viio/iii	True	('A', 'C', 'F#')	A	F#	1	diminished triad	(0, 6, 9)	E-	g	#7	3	viio	True
38	2	19.0	19	1.0	1	5	-3	2	2	5	9.5	A3	57	True	A	0	1/2	2.0	2	P2-Staff2	6	5	1.0	15	viio/iii	True	('A', 'C', 'F#')	A	F#	1	diminished triad	(0, 6, 9)	E-	g	#7	3	viio	True
38	1	19.0	19	0.5	1/2	5	-3	2	2	5	9.5	A3	57	True	A	0	1/2	2.0	2	P2-Staff2	6	5	1.0	15	viio/iii	True	('A', 'C', 'F#')	A	F#	1	diminished triad	(0, 6, 9)	E-	g	#7	3	viio	True
39	1	19.5	39/2	0.5	1/2	5	-3	2	2	5	9.75	B-2	46	True	B	-1	5/8	2.25	0	P2-Staff2	6	5	1.0	15	viio/iii	False	('A', 'C', 'F#')	A	F#	1	diminished triad	(0, 6, 9)	E-	g	#7	3	viio	True
40	2	20.0	20	1.0	1	5	-3	2	2	5	10.0	B-3	58	True	B	-1	3/4	2.5	0	P2-Staff2	6	5	1.0	16	V7	True	('B-', 'D', 'F', 'A-')	B-	B-	0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None	V7	True
40	2	20.0	20	1.0	1	5	-3	2	2	5	10.0	F4	65	True	F	0	3/4	2.5	0	P2-Staff2	6	5	1.0	16	V7	True	('B-', 'D', 'F', 'A-')	B-	B-	0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None	V7	True
40	2	20.0	20	1.0	1	5	-3	2	2	5	10.0	A-3	56	True	A	-1	3/4	2.5	0	P2-Staff2	6	5	1.0	16	V7	True	('B-', 'D', 'F', 'A-')	B-	B-	0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None	V7	True
40	1	20.0	20	0.5	1/2	5	-3	2	2	5	10.0	A-3	56	True	A	-1	3/4	2.5	0	P2-Staff2	6	5	1.0	16	V7	True	('B-', 'D', 'F', 'A-')	B-	B-	0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None	V7	True
41	1	20.5	41/2	0.5	1/2	5	-3	2	2	5	10.25	B-2	46	True	B	-1	7/8	2.75	0	P2-Staff2	6	5	1.0	16	V7	False	('B-', 'D', 'F', 'A-')	B-	B-	0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None	V7	True
42	4	21.0	21	2.0	2	6	-3	2	2	6	10.5	G-4	66	True	G	-1	0	1.0	1	P2-Staff2	6	6	1.0	17	i	True	('E-', 'G-', 'B-')	E-	E-	0	minor triad	(3, 6, 10)	e-	e-	1	None	i	True
42	2	21.0	21	1.0	1	6	-3	2	2	6	10.5	E-4	63	True	E	-1	0	1.0	1	P2-Staff2	6	6	1.0	17	i	True	('E-', 'G-', 'B-')	E-	E-	0	minor triad	(3, 6, 10)	e-	e-	1	None	i	True
42	2	21.0	21	1.0	1	6	-3	2	2	6	10.5	G-3	54	True	G	-1	0	1.0	1	P2-Staff2	6	6	1.0	17	i	True	('E-', 'G-', 'B-')	E-	E-	0	minor triad	(3, 6, 10)	e-	e-	1	None	i	True
42	1	21.0	21	0.5	1/2	6	-3	2	2	6	10.5	E-2	39	True	E	-1	0	1.0	1	P2-Staff2	6	6	1.0	17	i	True	('E-', 'G-', 'B-')	E-	E-	0	minor triad	(3, 6, 10)	e-	e-	1	None	i	True
43	2	21.5	43/2	1.0	1	6	-3	2	2	6	10.75	B-2	46	True	B	-1	1/8	1.25	0	P2-Staff2	6	6	1.0	17	i	False	('E-', 'G-', 'B-')	E-	E-	0	minor triad	(3, 6, 10)	e-	e-	1	None	i	True
44	2	22.0	22	1.0	1	6	-3	2	2	6	11.0	F4	65	True	F	0	1/4	1.5	0	P2-Staff2	6	6	1.0	18	V7	True	('B-', 'D', 'F', 'A-')	B-	B-	0	dominant seventh chord	(2, 5, 8, 10)	e-	e-	5	None	V7	True
44	2	22.0	22	1.0	1	6	-3	2	2	6	11.0	A-3	56	True	A	-1	1/4	1.5	0	P2-Staff2	6	6	1.0	18	V7	True	('B-', 'D', 'F', 'A-')	B-	B-	0	dominant seventh chord	(2, 5, 8, 10)	e-	e-	5	None	V7	True
45	1	22.5	45/2	0.5	1/2	6	-3	2	2	6	11.25	B-2	46	True	B	-1	3/8	1.75	0	P2-Staff2	6	6	1.0	18	V7	False	('B-', 'D', 'F', 'A-')	B-	B-	0	dominant seventh chord	(2, 5, 8, 10)	e-	e-	5	None	V7	True
46	4	23.0	23	2.0	2	6	-3	2	2	6	11.5	G-4	66	True	G	-1	1/2	2.0	2	P2-Staff2	6	6	2.0	19	i	True	('E-', 'G-', 'B-')	E-	E-	0	minor triad	(3, 6, 10)	e-	e-	1	None	i	True
46	4	23.0	23	2.0	2	6	-3	2	2	6	11.5	G-4	66	True	G	-1	1/2	2.0	2	P2-Staff2	6	6	2.0	19	i	True	('E-', 'G-', 'B-')	E-	E-	0	minor triad	(3, 6, 10)	e-	e-	1	None	i	True
46	4	23.0	23	2.0	2	6	-3	2	2	6	11.5	B-3	58	True	B	-1	1/2	2.0	2	P2-Staff2	6	6	2.0	19	i	True	('E-', 'G-', 'B-')	E-	E-	0	minor triad	(3, 6, 10)	e-	e-	1	None	i	True
46	1	23.0	23	0.5	1/2	6	-3	2	2	6	11.5	E-3	51	True	E	-1	1/2	2.0	2	P2-Staff2	6	6	2.0	19	i	True	('E-', 'G-', 'B-')	E-	E-	0	minor triad	(3, 6, 10)	e-	e-	1	None	i	True
47	2	23.5	47/2	1.0	1	6	-3	2	2	6	11.75	B-2	46	True	B	-1	5/8	2.25	0	P2-Staff2	6	6	2.0	19	i	False	('E-', 'G-', 'B-')	E-	E-	0	minor triad	(3, 6, 10)	e-	e-	1	None	i	True
49	1	24.5	49/2	0.5	1/2	6	-3	2	2	6	12.25	B-2	46	True	B	-1	7/8	2.75	0	P2-Staff2	6	6	2.0	19	i	False	('E-', 'G-', 'B-')	E-	E-	0	minor triad	(3, 6, 10)	e-	e-	1	None	i	True
50	2	25.0	25	1.0	1	7	-3	2	2	7	12.5	G-4	66	False	G	-1	0	1.0	1	P2-Staff2	6	7	1.0	20	i	True	('E-', 'G-', 'B-')	E-	E-	0	minor triad	(3, 6, 10)	e-	e-	1	None	i	True
50	2	25.0	25	1.0	1	7	-3	2	2	7	12.5	B-3	58	False	B	-1	0	1.0	1	P2-Staff2	6	7	1.0	20	i	True	('E-', 'G-', 'B-')	E-	E-	0	minor triad	(3, 6, 10)	e-	e-	1	None	i	True
50	1	25.0	25	0.5	1/2	7	-3	2	2	7	12.5	B-2	46	True	B	-1	0	1.0	1	P2-Staff2	6	7	1.0	20	i	True	('E-', 'G-', 'B-')	E-	E-	0	minor triad	(3, 6, 10)	e-	e-	1	None	i	True
51	1	25.5	51/2	0.5	1/2	7	-3	2	2	7	12.75	B-2	46	True	B	-1	1/8	1.25	0	P2-Staff2	6	7	1.0	20	i	False	('E-', 'G-', 'B-')	E-	E-	0	minor triad	(3, 6, 10)	e-	e-	1	None	i	True
52	2	26.0	26	1.0	1	7	-3	2	2	7	13.0	G-4	66	True	G	-1	1/4	1.5	0	P2-Staff2	6	7	1.0	21	ib7	True	('E-', 'G-', 'B-', 'D--')	E-	E-	0	half-diminished seventh chord	(0, 3, 6, 10)	e-	e-	1	None	i7	True
52	2	26.0	26	1.0	1	7	-3	2	2	7	13.0	D-4	61	True	D	-1	1/4	1.5	0	P2-Staff2	1	7	1.0	21	ib7	True	('E-', 'G-', 'B-', 'D--')	E-	E-	0	half-diminished seventh chord	(0, 3, 6, 10)	e-	e-	1	None	i7	True
52	2	26.0	26	1.0	1	7	-3	2	2	7	13.0	B-4	70	True	B	-1	1/4	1.5	0	P2-Staff2	1	7	1.0	21	ib7	True	('E-', 'G-', 'B-', 'D--')	E-	E-	0	half-diminished seventh chord	(0, 3, 6, 10)	e-	e-	1	None	i7	True
52	1	26.0	26	0.5	1/2	7	-3	2	2	7	13.0	E-3	51	True	E	-1	1/4	1.5	0	P2-Staff2	6	7	1.0	21	ib7	True	('E-', 'G-', 'B-', 'D--')	E-	E-	0	half-diminished seventh chord	(0, 3, 6, 10)	e-	e-	1	None	i7	True
53	1	26.5	53/2	0.5	1/2	7	-3	2	2	7	13.25	B-2	46	True	B	-1	3/8	1.75	0	P2-Staff2	6	7	1.0	21	ib7	False	('E-', 'G-', 'B-', 'D--')	E-	E-	0	half-diminished seventh chord	(0, 3, 6, 10)	e-	e-	1	None	i7	True
54	2	27.0	27	1.0	1	7	-3	2	2	7	13.5	F4	65	True	F	0	1/2	2.0	2	P2-Staff2	6	7	1.0	22	iio	True	('C-', 'F', 'A-')	C-	F	2	diminished triad	(5, 8, 11)	e-	e-	2	None	iio	True
54	2	27.0	27	1.0	1	7	-3	2	2	7	13.5	C-4	59	True	C	-1	1/2	2.0	2	P2-Staff2	1	7	1.0	22	iio	True	('C-', 'F', 'A-')	C-	F	2	diminished triad	(5, 8, 11)	e-	e-	2	None	iio	True
54	2	27.0	27	1.0	1	7	-3	2	2	7	13.5	A-4	68	True	A	-1	1/2	2.0	2	P2-Staff2	1	7	1.0	22	iio	True	('C-', 'F', 'A-')	C-	F	2	diminished triad	(5, 8, 11)	e-	e-	2	None	iio	True
54	1	27.0	27	0.5	1/2	7	-3	2	2	7	13.5	B-2	46	False	B	-1	1/2	2.0	2	P2-Staff2	6	7	1.0	22	iio	True	('C-', 'F', 'A-')	C-	F	2	diminished triad	(5, 8, 11)	e-	e-	2	None	iio	True
55	1	27.5	55/2	0.5	1/2	7	-3	2	2	7	13.75	B-2	46	True	B	-1	5/8	2.25	0	P2-Staff2	6	7	1.0	22	iio	False	('C-', 'F', 'A-')	C-	F	2	diminished triad	(5, 8, 11)	e-	e-	2	None	iio	True
56	2	28.0	28	1.0	1	7	-3	2	2	7	14.0	E-4	63	True	E	-1	3/4	2.5	0	P2-Staff2	6	7	1.0	23	i	True	('E-', 'G-', 'B-')	E-	E-	0	minor triad	(3, 6, 10)	e-	e-	1	None	i	True
56	2	28.0	28	1.0	1	7	-3	2	2	7	14.0	G-4	66	True	G	-1	3/4	2.5	0	P2-Staff2	6	7	1.0	23	i	True	('E-', 'G-', 'B-')	E-	E-	0	minor triad	(3, 6, 10)	e-	e-	1	None	i	True
56	2	28.0	28	1.0	1	7	-3	2	2	7	14.0	B-3	58	True	B	-1	3/4	2.5	0	P2-Staff2	6	7	1.0	23	i	True	('E-', 'G-', 'B-')	E-	E-	0	minor triad	(3, 6, 10)	e-	e-	1	None	i	True
