corpus	split_v191	id_v191	filepath_score	file_change_commit_url_v191_score	filepath_annotation	file_change_commit_url_v191_annotation
abc	training	abc-op127-1	rawdata/functional-harmony-micchi/data/Beethoven_4tets/scores/op127_no12_mov1.mxl	https://github.com/napulen/functional-harmony-micchi/blob/7b966e0/data/Beethoven_4tets/scores/op127_no12_mov1.mxl	rawdata/When-in-Rome/Corpus/Quartets/Beethoven,_Ludwig_van/Op127/1/analysis.txt	https://github.com/MarkGotham/When-in-Rome/blob/7caf69ac/Corpus/Quartets/Beethoven,_Ludwig_van/Op127/1/analysis.txt
abc	training	abc-op127-3	rawdata/corrections/ABC/op127_no12_mov3.mxl	https://github.com/napulen/AugmentedNet/blob/v0.1.0-109-g53afc81/rawdata/corrections/ABC/op127_no12_mov3.mxl	rawdata/corrections/WiR/Corpus/Quartets/Beethoven,_Ludwig_van/Op127/3/analysis.txt	https://github.com/napulen/AugmentedNet/blob/v0.1.0-109-g53afc81/rawdata/corrections/WiR/Corpus/Quartets/Beethoven,_Ludwig_van/Op127/3/analysis.txt
abc	training	abc-op127-4	rawdata/functional-harmony-micchi/data/Beethoven_4tets/scores/op127_no12_mov4.mxl	https://github.com/napulen/functional-harmony-micchi/blob/7b966e0/data/Beethoven_4tets/scores/op127_no12_mov4.mxl	rawdata/When-in-Rome/Corpus/Quartets/Beethoven,_Ludwig_van/Op127/4/analysis.txt	https://github.com/MarkGotham/When-in-Rome/blob/7caf69ac/Corpus/Quartets/Beethoven,_Ludwig_van/Op127/4/analysis.txt
abc	training	abc-op130-1	rawdata/functional-harmony-micchi/data/Beethoven_4tets/scores/op130_no13_mov1.mxl	https://github.com/napulen/functional-harmony-micchi/blob/7b966e0/data/Beethoven_4tets/scores/op130_no13_mov1.mxl	rawdata/When-in-Rome/Corpus/Quartets/Beethoven,_Ludwig_van/Op130/1/analysis.txt	https://github.com/MarkGotham/When-in-Rome/blob/f79760d9/Corpus/Quartets/Beethoven,_Ludwig_van/Op130/1/analysis.txt
abc	training	abc-op130-2	rawdata/functional-harmony-micchi/data/Beethoven_4tets/scores/op130_no13_mov2.mxl	https://github.com/napulen/functional-harmony-micchi/blob/7b966e0/data/Beethoven_4tets/scores/op130_no13_mov2.mxl	rawdata/When-in-Rome/Corpus/Quartets/Beethoven,_Ludwig_van/Op130/2/analysis.txt	https://github.com/MarkGotham/When-in-Rome/blob/7caf69ac/Corpus/Quartets/Beethoven,_Ludwig_van/Op130/2/analysis.txt
abc	training	abc-op130-3	rawdata/corrections/ABC/op130_no13_mov3.mxl	https://github.com/napulen/AugmentedNet/blob/v0.1.0-109-g53afc81/rawdata/corrections/ABC/op130_no13_mov3.mxl	rawdata/corrections/WiR/Corpus/Quartets/Beethoven,_Ludwig_van/Op130/3/analysis.txt	https://github.com/napulen/AugmentedNet/blob/v0.1.0-109-g53afc81/rawdata/corrections/WiR/Corpus/Quartets/Beethoven,_Ludwig_van/Op130/3/analysis.txt
abc	training	abc-op130-4	rawdata/functional-harmony-micchi/data/Beethoven_4tets/scores/op130_no13_mov4.mxl	https://github.com/napulen/functional-harmony-micchi/blob/7b966e0/data/Beethoven_4tets/scores/op130_no13_mov4.mxl	rawdata/When-in-Rome/Corpus/Quartets/Beethoven,_Ludwig_van/Op130/4/analysis.txt	https://github.com/MarkGotham/When-in-Rome/blob/2b7a3cac/Corpus/Quartets/Beethoven,_Ludwig_van/Op130/4/analysis.txt
abc	training	abc-op130-5	rawdata/functional-harmony-micchi/data/Beethoven_4tets/scores/op130_no13_mov5.mxl	https://github.com/napulen/functional-harmony-micchi/blob/7b966e0/data/Beethoven_4tets/scores/op130_no13_mov5.mxl	rawdata/When-in-Rome/Corpus/Quartets/Beethoven,_Ludwig_van/Op130/5/analysis.txt	https://github.com/MarkGotham/When-in-Rome/blob/f79760d9/Corpus/Quartets/Beethoven,_Ludwig_van/Op130/5/analysis.txt
abc	training	abc-op130-6	rawdata/functional-harmony-micchi/data/Beethoven_4tets/scores/op130_no13_mov6.mxl	https://github.com/napulen/functional-harmony-micchi/blob/7b966e0/data/Beethoven_4tets/scores/op130_no13_mov6.mxl	rawdata/When-in-Rome/Corpus/Quartets/Beethoven,_Ludwig_van/Op130/6/analysis.txt	https://github.com/MarkGotham/When-in-Rome/blob/2b7a3cac/Corpus/Quartets/Beethoven,_Ludwig_van/Op130/6/analysis.txt
abc	training	abc-op131-2	rawdata/corrections/ABC/op131_no14_mov2.mxl	https://github.com/napulen/AugmentedNet/blob/v0.1.0-109-g53afc81/rawdata/corrections/ABC/op131_no14_mov2.mxl	rawdata/When-in-Rome/Corpus/Quartets/Beethoven,_Ludwig_van/Op131/2/analysis.txt	https://github.com/MarkGotham/When-in-Rome/blob/f79760d9/Corpus/Quartets/Beethoven,_Ludwig_van/Op131/2/analysis.txt
abc	training	abc-op131-3	rawdata/corrections/ABC/op131_no14_mov3.mxl	https://github.com/napulen/AugmentedNet/blob/v0.1.0-109-g53afc81/rawdata/corrections/ABC/op131_no14_mov3.mxl	rawdata/When-in-Rome/Corpus/Quartets/Beethoven,_Ludwig_van/Op131/3/analysis.txt	https://github.com/MarkGotham/When-in-Rome/blob/bdc202f4/Corpus/Quartets/Beethoven,_Ludwig_van/Op131/3/analysis.txt
abc	training	abc-op131-5	rawdata/corrections/ABC/op131_no14_mov5.mxl	https://github.com/napulen/AugmentedNet/blob/v0.1.0-109-g53afc81/rawdata/corrections/ABC/op131_no14_mov5.mxl	rawdata/When-in-Rome/Corpus/Quartets/Beethoven,_Ludwig_van/Op131/5/analysis.txt	https://github.com/MarkGotham/When-in-Rome/blob/b6be9dc5/Corpus/Quartets/Beethoven,_Ludwig_van/Op131/5/analysis.txt
abc	training	abc-op131-6	rawdata/corrections/ABC/op131_no14_mov6.mxl	https://github.com/napulen/AugmentedNet/blob/v0.1.0-109-g53afc81/rawdata/corrections/ABC/op131_no14_mov6.mxl	rawdata/corrections/WiR/Corpus/Quartets/Beethoven,_Ludwig_van/Op131/6/analysis.txt	https://github.com/napulen/AugmentedNet/blob/v0.1.0-109-g53afc81/rawdata/corrections/WiR/Corpus/Quartets/Beethoven,_Ludwig_van/Op131/6/analysis.txt
abc	training	abc-op131-7	rawdata/corrections/ABC/op131_no14_mov7.mxl	https://github.com/napulen/AugmentedNet/blob/v0.1.0-109-g53afc81/rawdata/corrections/ABC/op131_no14_mov7.mxl	rawdata/When-in-Rome/Corpus/Quartets/Beethoven,_Ludwig_van/Op131/7/analysis.txt	https://github.com/MarkGotham/When-in-Rome/blob/2b7a3cac/Corpus/Quartets/Beethoven,_Ludwig_van/Op131/7/analysis.txt
abc	training	abc-op132-1	rawdata/functional-harmony-micchi/data/Beethoven_4tets/scores/op132_no15_mov1.mxl	https://github.com/napulen/functional-harmony-micchi/blob/7b966e0/data/Beethoven_4tets/scores/op132_no15_mov1.mxl	rawdata/When-in-Rome/Corpus/Quartets/Beethoven,_Ludwig_van/Op132/1/analysis.txt	https://github.com/MarkGotham/When-in-Rome/blob/2b7a3cac/Corpus/Quartets/Beethoven,_Ludwig_van/Op132/1/analysis.txt
abc	training	abc-op132-2	rawdata/corrections/ABC/op132_no15_mov2.mxl	https://github.com/napulen/AugmentedNet/blob/v0.1.0-109-g53afc81/rawdata/corrections/ABC/op132_no15_mov2.mxl	rawdata/corrections/WiR/Corpus/Quartets/Beethoven,_Ludwig_van/Op132/2/analysis.txt	https://github.com/napulen/AugmentedNet/blob/v0.1.0-109-g53afc81/rawdata/corrections/WiR/Corpus/Quartets/Beethoven,_Ludwig_van/Op132/2/analysis.txt
abc	training	abc-op132-3	rawdata/corrections/ABC/op132_no15_mov3.mxl	https://github.com/napulen/AugmentedNet/blob/v0.1.0-109-g53afc81/rawdata/corrections/ABC/op132_no15_mov3.mxl	rawdata/corrections/WiR/Corpus/Quartets/Beethoven,_Ludwig_van/Op132/3/analysis.txt	https://github.com/napulen/AugmentedNet/blob/v0.1.0-109-g53afc81/rawdata/corrections/WiR/Corpus/Quartets/Beethoven,_Ludwig_van/Op132/3/analysis.txt
abc	training	abc-op132-4	rawdata/functional-harmony-micchi/data/Beethoven_4tets/scores/op132_no15_mov4.mxl	https://github.com/napulen/functional-harmony-micchi/blob/7b966e0/data/Beethoven_4tets/scores/op132_no15_mov4.mxl	rawdata/When-in-Rome/Corpus/Quartets/Beethoven,_Ludwig_van/Op132/4/analysis.txt	https://github.com/MarkGotham/When-in-Rome/blob/2b7a3cac/Corpus/Quartets/Beethoven,_Ludwig_van/Op132/4/analysis.txt
abc	training	abc-op135-1	rawdata/functional-harmony-micchi/data/Beethoven_4tets/scores/op135_no16_mov1.mxl	https://github.com/napulen/functional-harmony-micchi/blob/7b966e0/data/Beethoven_4tets/scores/op135_no16_mov1.mxl	rawdata/corrections/WiR/Corpus/Quartets/Beethoven,_Ludwig_van/Op135/1/analysis.txt	https://github.com/napulen/AugmentedNet/blob/v0.1.0-109-g53afc81/rawdata/corrections/WiR/Corpus/Quartets/Beethoven,_Ludwig_van/Op135/1/analysis.txt
abc	training	abc-op135-3	rawdata/functional-harmony-micchi/data/Beethoven_4tets/scores/op135_no16_mov3.mxl	https://github.com/napulen/functional-harmony-micchi/blob/7b966e0/data/Beethoven_4tets/scores/op135_no16_mov3.mxl	rawdata/When-in-Rome/Corpus/Quartets/Beethoven,_Ludwig_van/Op135/3/analysis.txt	https://github.com/MarkGotham/When-in-Rome/blob/2b7a3cac/Corpus/Quartets/Beethoven,_Ludwig_van/Op135/3/analysis.txt
abc	training	abc-op135-4	rawdata/corrections/ABC/op135_no16_mov4.mxl	https://github.com/napulen/AugmentedNet/blob/v0.1.0-109-g53afc81/rawdata/corrections/ABC/op135_no16_mov4.mxl	rawdata/corrections/WiR/Corpus/Quartets/Beethoven,_Ludwig_van/Op135/4/analysis.txt	https://github.com/napulen/AugmentedNet/blob/v0.1.0-109-g53afc81/rawdata/corrections/WiR/Corpus/Quartets/Beethoven,_Ludwig_van/Op135/4/analysis.txt
abc	training	abc-op18-no1-4	rawdata/corrections/ABC/op18_no1_mov4.mxl	https://github.com/napulen/AugmentedNet/blob/v0.1.0-109-g53afc81/rawdata/corrections/ABC/op18_no1_mov4.mxl	rawdata/When-in-Rome/Corpus/Quartets/Beethoven,_Ludwig_van/Op18_No1/4/analysis.txt	https://github.com/MarkGotham/When-in-Rome/blob/2b7a3cac/Corpus/Quartets/Beethoven,_Ludwig_van/Op18_No1/4/analysis.txt
abc	training	abc-op18-no2-2	rawdata/corrections/ABC/op18_no2_mov2.mxl	https://github.com/napulen/AugmentedNet/blob/v0.1.0-109-g53afc81/rawdata/corrections/ABC/op18_no2_mov2.mxl	rawdata/corrections/WiR/Corpus/Quartets/Beethoven,_Ludwig_van/Op18_No2/2/analysis.txt	https://github.com/napulen/AugmentedNet/blob/v0.1.0-109-g53afc81/rawdata/corrections/WiR/Corpus/Quartets/Beethoven,_Ludwig_van/Op18_No2/2/analysis.txt
abc	training	abc-op18-no2-3	rawdata/corrections/ABC/op18_no2_mov3.mxl	https://github.com/napulen/AugmentedNet/blob/v0.1.0-109-g53afc81/rawdata/corrections/ABC/op18_no2_mov3.mxl	rawdata/corrections/WiR/Corpus/Quartets/Beethoven,_Ludwig_van/Op18_No2/3/analysis.txt	https://github.com/napulen/AugmentedNet/blob/v0.1.0-109-g53afc81/rawdata/corrections/WiR/Corpus/Quartets/Beethoven,_Ludwig_van/Op18_No2/3/analysis.txt
abc	training	abc-op18-no2-4	rawdata/functional-harmony-micchi/data/Beethoven_4tets/scores/op18_no2_mov4.mxl	https://github.com/napulen/functional-harmony-micchi/blob/7b966e0/data/Beethoven_4tets/scores/op18_no2_mov4.mxl	rawdata/When-in-Rome/Corpus/Quartets/Beethoven,_Ludwig_van/Op18_No2/4/analysis.txt	https://github.com/MarkGotham/When-in-Rome/blob/2b7a3cac/Corpus/Quartets/Beethoven,_Ludwig_van/Op18_No2/4/analysis.txt
abc	training	abc-op18-no3-1	rawdata/functional-harmony-micchi/data/Beethoven_4tets/scores/op18_no3_mov1.mxl	https://github.com/napulen/functional-harmony-micchi/blob/7b966e0/data/Beethoven_4tets/scores/op18_no3_mov1.mxl	rawdata/When-in-Rome/Corpus/Quartets/Beethoven,_Ludwig_van/Op18_No3/1/analysis.txt	https://github.com/MarkGotham/When-in-Rome/blob/2b7a3cac/Corpus/Quartets/Beethoven,_Ludwig_van/Op18_No3/1/analysis.txt
abc	training	abc-op18-no3-2	rawdata/functional-harmony-micchi/data/Beethoven_4tets/scores/op18_no3_mov2.mxl	https://github.com/napulen/functional-harmony-micchi/blob/7b966e0/data/Beethoven_4tets/scores/op18_no3_mov2.mxl	rawdata/When-in-Rome/Corpus/Quartets/Beethoven,_Ludwig_van/Op18_No3/2/analysis.txt	https://github.com/MarkGotham/When-in-Rome/blob/2b7a3cac/Corpus/Quartets/Beethoven,_Ludwig_van/Op18_No3/2/analysis.txt
abc	training	abc-op18-no3-4	rawdata/corrections/ABC/op18_no3_mov4.mxl	https://github.com/napulen/AugmentedNet/blob/v0.1.0-109-g53afc81/rawdata/corrections/ABC/op18_no3_mov4.mxl	rawdata/corrections/WiR/Corpus/Quartets/Beethoven,_Ludwig_van/Op18_No3/4/analysis.txt	https://github.com/napulen/AugmentedNet/blob/v0.1.0-109-g53afc81/rawdata/corrections/WiR/Corpus/Quartets/Beethoven,_Ludwig_van/Op18_No3/4/analysis.txt
abc	training	abc-op18-no4-1	rawdata/corrections/ABC/op18_no4_mov1.mxl	https://github.com/napulen/AugmentedNet/blob/v0.1.0-109-g53afc81/rawdata/corrections/ABC/op18_no4_mov1.mxl	rawdata/corrections/WiR/Corpus/Quartets/Beethoven,_Ludwig_van/Op18_No4/1/analysis.txt	https://github.com/napulen/AugmentedNet/blob/v0.1.0-109-g53afc81/rawdata/corrections/WiR/Corpus/Quartets/Beethoven,_Ludwig_van/Op18_No4/1/analysis.txt
abc	training	abc-op18-no4-2	rawdata/functional-harmony-micchi/data/Beethoven_4tets/scores/op18_no4_mov2.mxl	https://github.com/napulen/functional-harmony-micchi/blob/7b966e0/data/Beethoven_4tets/scores/op18_no4_mov2.mxl	rawdata/When-in-Rome/Corpus/Quartets/Beethoven,_Ludwig_van/Op18_No4/2/analysis.txt	https://github.com/MarkGotham/When-in-Rome/blob/2b7a3cac/Corpus/Quartets/Beethoven,_Ludwig_van/Op18_No4/2/analysis.txt
abc	training	abc-op18-no4-3	rawdata/corrections/ABC/op18_no4_mov3.mxl	https://github.com/napulen/AugmentedNet/blob/v0.1.0-109-g53afc81/rawdata/corrections/ABC/op18_no4_mov3.mxl	rawdata/corrections/WiR/Corpus/Quartets/Beethoven,_Ludwig_van/Op18_No4/3/analysis.txt	https://github.com/napulen/AugmentedNet/blob/v0.1.0-109-g53afc81/rawdata/corrections/WiR/Corpus/Quartets/Beethoven,_Ludwig_van/Op18_No4/3/analysis.txt
abc	training	abc-op18-no4-4	rawdata/corrections/ABC/op18_no4_mov4.mxl	https://github.com/napulen/AugmentedNet/blob/v0.1.0-109-g53afc81/rawdata/corrections/ABC/op18_no4_mov4.mxl	rawdata/corrections/WiR/Corpus/Quartets/Beethoven,_Ludwig_van/Op18_No4/4/analysis.txt	https://github.com/napulen/AugmentedNet/blob/v0.1.0-109-g53afc81/rawdata/corrections/WiR/Corpus/Quartets/Beethoven,_Ludwig_van/Op18_No4/4/analysis.txt
abc	training	abc-op18-no5-1	rawdata/functional-harmony-micchi/data/Beethoven_4tets/scores/op18_no5_mov1.mxl	https://github.com/napulen/functional-harmony-micchi/blob/7b966e0/data/Beethoven_4tets/scores/op18_no5_mov1.mxl	rawdata/When-in-Rome/Corpus/Quartets/Beethoven,_Ludwig_van/Op18_No5/1/analysis.txt	https://github.com/MarkGotham/When-in-Rome/blob/2b7a3cac/Corpus/Quartets/Beethoven,_Ludwig_van/Op18_No5/1/analysis.txt
abc	training	abc-op18-no5-2	rawdata/corrections/ABC/op18_no5_mov2.mxl	https://github.com/napulen/AugmentedNet/blob/v0.1.0-109-g53afc81/rawdata/corrections/ABC/op18_no5_mov2.mxl	rawdata/corrections/WiR/Corpus/Quartets/Beethoven,_Ludwig_van/Op18_No5/2/analysis.txt	https://github.com/napulen/AugmentedNet/blob/v0.1.0-109-g53afc81/rawdata/corrections/WiR/Corpus/Quartets/Beethoven,_Ludwig_van/Op18_No5/2/analysis.txt
abc	training	abc-op18-no5-3	rawdata/corrections/ABC/op18_no5_mov3.mxl	https://github.com/napulen/AugmentedNet/blob/v0.1.0-109-g53afc81/rawdata/corrections/ABC/op18_no5_mov3.mxl	rawdata/corrections/WiR/Corpus/Quartets/Beethoven,_Ludwig_van/Op18_No5/3/analysis.txt	https://github.com/napulen/AugmentedNet/blob/v0.1.0-109-g53afc81/rawdata/corrections/WiR/Corpus/Quartets/Beethoven,_Ludwig_van/Op18_No5/3/analysis.txt
abc	training	abc-op18-no5-4	rawdata/corrections/ABC/op18_no5_mov4.mxl	https://github.com/napulen/AugmentedNet/blob/v0.1.0-109-g53afc81/rawdata/corrections/ABC/op18_no5_mov4.mxl	rawdata/corrections/WiR/Corpus/Quartets/Beethoven,_Ludwig_van/Op18_No5/4/analysis.txt	https://github.com/napulen/AugmentedNet/blob/v0.1.0-109-g53afc81/rawdata/corrections/WiR/Corpus/Quartets/Beethoven,_Ludwig_van/Op18_No5/4/analysis.txt
abc	training	abc-op18-no6-2	rawdata/functional-harmony-micchi/data/Beethoven_4tets/scores/op18_no6_mov2.mxl	https://github.com/napulen/functional-harmony-micchi/blob/7b966e0/data/Beethoven_4tets/scores/op18_no6_mov2.mxl	rawdata/When-in-Rome/Corpus/Quartets/Beethoven,_Ludwig_van/Op18_No6/2/analysis.txt	https://github.com/MarkGotham/When-in-Rome/blob/2b7a3cac/Corpus/Quartets/Beethoven,_Ludwig_van/Op18_No6/2/analysis.txt
abc	training	abc-op18-no6-4	rawdata/corrections/ABC/op18_no6_mov4.mxl	https://github.com/napulen/AugmentedNet/blob/v0.1.0-109-g53afc81/rawdata/corrections/ABC/op18_no6_mov4.mxl	rawdata/corrections/WiR/Corpus/Quartets/Beethoven,_Ludwig_van/Op18_No6/4/analysis.txt	https://github.com/napulen/AugmentedNet/blob/v0.1.0-109-g53afc81/rawdata/corrections/WiR/Corpus/Quartets/Beethoven,_Ludwig_van/Op18_No6/4/analysis.txt
abc	training	abc-op59-no1-2	rawdata/functional-harmony-micchi/data/Beethoven_4tets/scores/op59_no7_mov2.mxl	https://github.com/napulen/functional-harmony-micchi/blob/7b966e0/data/Beethoven_4tets/scores/op59_no7_mov2.mxl	rawdata/When-in-Rome/Corpus/Quartets/Beethoven,_Ludwig_van/Op59_No1/2/analysis.txt	https://github.com/MarkGotham/When-in-Rome/blob/2b7a3cac/Corpus/Quartets/Beethoven,_Ludwig_van/Op59_No1/2/analysis.txt
abc	training	abc-op59-no1-3	rawdata/functional-harmony-micchi/data/Beethoven_4tets/scores/op59_no7_mov3.mxl	https://github.com/napulen/functional-harmony-micchi/blob/7b966e0/data/Beethoven_4tets/scores/op59_no7_mov3.mxl	rawdata/When-in-Rome/Corpus/Quartets/Beethoven,_Ludwig_van/Op59_No1/3/analysis.txt	https://github.com/MarkGotham/When-in-Rome/blob/2b7a3cac/Corpus/Quartets/Beethoven,_Ludwig_van/Op59_No1/3/analysis.txt
abc	training	abc-op59-no2-1	rawdata/functional-harmony-micchi/data/Beethoven_4tets/scores/op59_no8_mov1.mxl	https://github.com/napulen/functional-harmony-micchi/blob/7b966e0/data/Beethoven_4tets/scores/op59_no8_mov1.mxl	rawdata/When-in-Rome/Corpus/Quartets/Beethoven,_Ludwig_van/Op59_No2/1/analysis.txt	https://github.com/MarkGotham/When-in-Rome/blob/2b7a3cac/Corpus/Quartets/Beethoven,_Ludwig_van/Op59_No2/1/analysis.txt
abc	training	abc-op59-no2-2	rawdata/functional-harmony-micchi/data/Beethoven_4tets/scores/op59_no8_mov2.mxl	https://github.com/napulen/functional-harmony-micchi/blob/7b966e0/data/Beethoven_4tets/scores/op59_no8_mov2.mxl	rawdata/When-in-Rome/Corpus/Quartets/Beethoven,_Ludwig_van/Op59_No2/2/analysis.txt	https://github.com/MarkGotham/When-in-Rome/blob/bdc202f4/Corpus/Quartets/Beethoven,_Ludwig_van/Op59_No2/2/analysis.txt
abc	training	abc-op59-no2-4	rawdata/functional-harmony-micchi/data/Beethoven_4tets/scores/op59_no8_mov4.mxl	https://github.com/napulen/functional-harmony-micchi/blob/7b966e0/data/Beethoven_4tets/scores/op59_no8_mov4.mxl	rawdata/When-in-Rome/Corpus/Quartets/Beethoven,_Ludwig_van/Op59_No2/4/analysis.txt	https://github.com/MarkGotham/When-in-Rome/blob/2b7a3cac/Corpus/Quartets/Beethoven,_Ludwig_van/Op59_No2/4/analysis.txt
abc	training	abc-op59-no3-2	rawdata/functional-harmony-micchi/data/Beethoven_4tets/scores/op59_no9_mov2.mxl	https://github.com/napulen/functional-harmony-micchi/blob/7b966e0/data/Beethoven_4tets/scores/op59_no9_mov2.mxl	rawdata/When-in-Rome/Corpus/Quartets/Beethoven,_Ludwig_van/Op59_No3/2/analysis.txt	https://github.com/MarkGotham/When-in-Rome/blob/2b7a3cac/Corpus/Quartets/Beethoven,_Ludwig_van/Op59_No3/2/analysis.txt
abc	training	abc-op59-no3-4	rawdata/corrections/ABC/op59_no9_mov4.mxl	https://github.com/napulen/AugmentedNet/blob/v0.1.0-109-g53afc81/rawdata/corrections/ABC/op59_no9_mov4.mxl	rawdata/When-in-Rome/Corpus/Quartets/Beethoven,_Ludwig_van/Op59_No3/4/analysis.txt	https://github.com/MarkGotham/When-in-Rome/blob/f79760d9/Corpus/Quartets/Beethoven,_Ludwig_van/Op59_No3/4/analysis.txt
abc	training	abc-op74-1	rawdata/functional-harmony-micchi/data/Beethoven_4tets/scores/op74_no10_mov1.mxl	https://github.com/napulen/functional-harmony-micchi/blob/7b966e0/data/Beethoven_4tets/scores/op74_no10_mov1.mxl	rawdata/When-in-Rome/Corpus/Quartets/Beethoven,_Ludwig_van/Op74/1/analysis.txt	https://github.com/MarkGotham/When-in-Rome/blob/2b7a3cac/Corpus/Quartets/Beethoven,_Ludwig_van/Op74/1/analysis.txt
abc	training	abc-op74-2	rawdata/functional-harmony-micchi/data/Beethoven_4tets/scores/op74_no10_mov2.mxl	https://github.com/napulen/functional-harmony-micchi/blob/7b966e0/data/Beethoven_4tets/scores/op74_no10_mov2.mxl	rawdata/When-in-Rome/Corpus/Quartets/Beethoven,_Ludwig_van/Op74/2/analysis.txt	https://github.com/MarkGotham/When-in-Rome/blob/7caf69ac/Corpus/Quartets/Beethoven,_Ludwig_van/Op74/2/analysis.txt
