dataset	subcorpus	file	fname	extension	id_v100	id_v191	id_v200	split_v100	split_v191	split_v200	last_modified_v100	last_modified_v191	last_modified_v200	same_file	file_change_commit_url_v100	file_change_commit_url_v191	file_change_commit_url_v200	repository	repo_version_v100	repo_version_v191	repo_version_v200	folder	folderpath	filepath
ABC		n01op18-1_02.notes.tsv	n01op18-1_02.notes	tsv									v2.1-2-gac0ca2c				https://github.com/DCMLab/ABC/blob/v2.1-2-gac0ca2c/notes/n01op18-1_02.notes.tsv	ABC			v2.5-1-gfd4f6ca	notes	rawdata/ABC/notes	rawdata/ABC/notes/n01op18-1_02.notes.tsv
ABC		n01op18-1_02.warnings	n01op18-1_02	warnings									v2.1-2-gac0ca2c				https://github.com/DCMLab/ABC/blob/v2.1-2-gac0ca2c/reviewed/n01op18-1_02.warnings	ABC			v2.5-1-gfd4f6ca	reviewed	rawdata/ABC/reviewed	rawdata/ABC/reviewed/n01op18-1_02.warnings
ABC		n01op18-1_02_reviewed.mscx	n01op18-1_02_reviewed	mscx									v2.4-2-g4de2063				https://github.com/DCMLab/ABC/blob/v2.4-2-g4de2063/reviewed/n01op18-1_02_reviewed.mscx	ABC			v2.5-1-gfd4f6ca	reviewed	rawdata/ABC/reviewed	rawdata/ABC/reviewed/n01op18-1_02_reviewed.mscx
ABC		n01op18-1_02_reviewed.tsv	n01op18-1_02_reviewed	tsv									v2.2-1-g6c4ac48				https://github.com/DCMLab/ABC/blob/v2.2-1-g6c4ac48/reviewed/n01op18-1_02_reviewed.tsv	ABC			v2.5-1-gfd4f6ca	reviewed	rawdata/ABC/reviewed	rawdata/ABC/reviewed/n01op18-1_02_reviewed.tsv
ABC		n01op18-1_03.chords.resource.json	n01op18-1_03.chords.resource	json									v2.4-9-g20f93e5				https://github.com/DCMLab/ABC/blob/v2.4-9-g20f93e5/chords/n01op18-1_03.chords.resource.json	ABC			v2.5-1-gfd4f6ca	chords	rawdata/ABC/chords	rawdata/ABC/chords/n01op18-1_03.chords.resource.json
ABC		n01op18-1_03.chords.tsv	n01op18-1_03.chords	tsv									v2.2-1-g6c4ac48				https://github.com/DCMLab/ABC/blob/v2.2-1-g6c4ac48/chords/n01op18-1_03.chords.tsv	ABC			v2.5-1-gfd4f6ca	chords	rawdata/ABC/chords	rawdata/ABC/chords/n01op18-1_03.chords.tsv
ABC		n01op18-1_03.harmonies.resource.json	n01op18-1_03.harmonies.resource	json									v2.4-9-g20f93e5				https://github.com/DCMLab/ABC/blob/v2.4-9-g20f93e5/harmonies/n01op18-1_03.harmonies.resource.json	ABC			v2.5-1-gfd4f6ca	harmonies	rawdata/ABC/harmonies	rawdata/ABC/harmonies/n01op18-1_03.harmonies.resource.json
ABC		n01op18-1_03.harmonies.tsv	n01op18-1_03.harmonies	tsv									v2.4-11-gfab64a1				https://github.com/DCMLab/ABC/blob/v2.4-11-gfab64a1/harmonies/n01op18-1_03.harmonies.tsv	ABC			v2.5-1-gfd4f6ca	harmonies	rawdata/ABC/harmonies	rawdata/ABC/harmonies/n01op18-1_03.harmonies.tsv
ABC		n01op18-1_03.measures.resource.json	n01op18-1_03.measures.resource	json									v2.4-9-g20f93e5				https://github.com/DCMLab/ABC/blob/v2.4-9-g20f93e5/measures/n01op18-1_03.measures.resource.json	ABC			v2.5-1-gfd4f6ca	measures	rawdata/ABC/measures	rawdata/ABC/measures/n01op18-1_03.measures.resource.json
ABC		n01op18-1_03.measures.tsv	n01op18-1_03.measures	tsv									v2.1-2-gac0ca2c				https://github.com/DCMLab/ABC/blob/v2.1-2-gac0ca2c/measures/n01op18-1_03.measures.tsv	ABC			v2.5-1-gfd4f6ca	measures	rawdata/ABC/measures	rawdata/ABC/measures/n01op18-1_03.measures.tsv
ABC		n01op18-1_03.mscx	n01op18-1_03	mscx									v2.4-11-gfab64a1				https://github.com/DCMLab/ABC/blob/v2.4-11-gfab64a1/MS3/n01op18-1_03.mscx	ABC			v2.5-1-gfd4f6ca	MS3	rawdata/ABC/MS3	rawdata/ABC/MS3/n01op18-1_03.mscx
ABC		n01op18-1_03.notes.resource.json	n01op18-1_03.notes.resource	json									v2.4-9-g20f93e5				https://github.com/DCMLab/ABC/blob/v2.4-9-g20f93e5/notes/n01op18-1_03.notes.resource.json	ABC			v2.5-1-gfd4f6ca	notes	rawdata/ABC/notes	rawdata/ABC/notes/n01op18-1_03.notes.resource.json
ABC		n01op18-1_03.notes.tsv	n01op18-1_03.notes	tsv									v2.1-2-gac0ca2c				https://github.com/DCMLab/ABC/blob/v2.1-2-gac0ca2c/notes/n01op18-1_03.notes.tsv	ABC			v2.5-1-gfd4f6ca	notes	rawdata/ABC/notes	rawdata/ABC/notes/n01op18-1_03.notes.tsv
ABC		n01op18-1_03.warnings	n01op18-1_03	warnings									v2.4-11-gfab64a1				https://github.com/DCMLab/ABC/blob/v2.4-11-gfab64a1/reviewed/n01op18-1_03.warnings	ABC			v2.5-1-gfd4f6ca	reviewed	rawdata/ABC/reviewed	rawdata/ABC/reviewed/n01op18-1_03.warnings
ABC		n01op18-1_03_reviewed.mscx	n01op18-1_03_reviewed	mscx									v2.4-11-gfab64a1				https://github.com/DCMLab/ABC/blob/v2.4-11-gfab64a1/reviewed/n01op18-1_03_reviewed.mscx	ABC			v2.5-1-gfd4f6ca	reviewed	rawdata/ABC/reviewed	rawdata/ABC/reviewed/n01op18-1_03_reviewed.mscx
ABC		n01op18-1_03_reviewed.tsv	n01op18-1_03_reviewed	tsv									v2.4-11-gfab64a1				https://github.com/DCMLab/ABC/blob/v2.4-11-gfab64a1/reviewed/n01op18-1_03_reviewed.tsv	ABC			v2.5-1-gfd4f6ca	reviewed	rawdata/ABC/reviewed	rawdata/ABC/reviewed/n01op18-1_03_reviewed.tsv
ABC		n01op18-1_04.chords.resource.json	n01op18-1_04.chords.resource	json									v2.4-2-g4de2063				https://github.com/DCMLab/ABC/blob/v2.4-2-g4de2063/chords/n01op18-1_04.chords.resource.json	ABC			v2.5-1-gfd4f6ca	chords	rawdata/ABC/chords	rawdata/ABC/chords/n01op18-1_04.chords.resource.json
ABC		n01op18-1_04.chords.tsv	n01op18-1_04.chords	tsv									v2.2-1-g6c4ac48				https://github.com/DCMLab/ABC/blob/v2.2-1-g6c4ac48/chords/n01op18-1_04.chords.tsv	ABC			v2.5-1-gfd4f6ca	chords	rawdata/ABC/chords	rawdata/ABC/chords/n01op18-1_04.chords.tsv
ABC		n01op18-1_04.harmonies.resource.json	n01op18-1_04.harmonies.resource	json									v2.4-2-g4de2063				https://github.com/DCMLab/ABC/blob/v2.4-2-g4de2063/harmonies/n01op18-1_04.harmonies.resource.json	ABC			v2.5-1-gfd4f6ca	harmonies	rawdata/ABC/harmonies	rawdata/ABC/harmonies/n01op18-1_04.harmonies.resource.json
ABC		n01op18-1_04.harmonies.tsv	n01op18-1_04.harmonies	tsv									v2.1-2-gac0ca2c				https://github.com/DCMLab/ABC/blob/v2.1-2-gac0ca2c/harmonies/n01op18-1_04.harmonies.tsv	ABC			v2.5-1-gfd4f6ca	harmonies	rawdata/ABC/harmonies	rawdata/ABC/harmonies/n01op18-1_04.harmonies.tsv
ABC		n01op18-1_04.measures.resource.json	n01op18-1_04.measures.resource	json									v2.4-2-g4de2063				https://github.com/DCMLab/ABC/blob/v2.4-2-g4de2063/measures/n01op18-1_04.measures.resource.json	ABC			v2.5-1-gfd4f6ca	measures	rawdata/ABC/measures	rawdata/ABC/measures/n01op18-1_04.measures.resource.json
ABC		n01op18-1_04.measures.tsv	n01op18-1_04.measures	tsv									v2.1-2-gac0ca2c				https://github.com/DCMLab/ABC/blob/v2.1-2-gac0ca2c/measures/n01op18-1_04.measures.tsv	ABC			v2.5-1-gfd4f6ca	measures	rawdata/ABC/measures	rawdata/ABC/measures/n01op18-1_04.measures.tsv
ABC		n01op18-1_04.mscx	n01op18-1_04	mscx									v2.3-1-g1597c2d				https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n01op18-1_04.mscx	ABC			v2.5-1-gfd4f6ca	MS3	rawdata/ABC/MS3	rawdata/ABC/MS3/n01op18-1_04.mscx
ABC		n01op18-1_04.notes.resource.json	n01op18-1_04.notes.resource	json									v2.4-2-g4de2063				https://github.com/DCMLab/ABC/blob/v2.4-2-g4de2063/notes/n01op18-1_04.notes.resource.json	ABC			v2.5-1-gfd4f6ca	notes	rawdata/ABC/notes	rawdata/ABC/notes/n01op18-1_04.notes.resource.json
ABC		n01op18-1_04.notes.tsv	n01op18-1_04.notes	tsv									v2.1-2-gac0ca2c				https://github.com/DCMLab/ABC/blob/v2.1-2-gac0ca2c/notes/n01op18-1_04.notes.tsv	ABC			v2.5-1-gfd4f6ca	notes	rawdata/ABC/notes	rawdata/ABC/notes/n01op18-1_04.notes.tsv
ABC		n01op18-1_04.warnings	n01op18-1_04	warnings									v2.1-2-gac0ca2c				https://github.com/DCMLab/ABC/blob/v2.1-2-gac0ca2c/reviewed/n01op18-1_04.warnings	ABC			v2.5-1-gfd4f6ca	reviewed	rawdata/ABC/reviewed	rawdata/ABC/reviewed/n01op18-1_04.warnings
ABC		n01op18-1_04_reviewed.mscx	n01op18-1_04_reviewed	mscx									v2.4-2-g4de2063				https://github.com/DCMLab/ABC/blob/v2.4-2-g4de2063/reviewed/n01op18-1_04_reviewed.mscx	ABC			v2.5-1-gfd4f6ca	reviewed	rawdata/ABC/reviewed	rawdata/ABC/reviewed/n01op18-1_04_reviewed.mscx
ABC		n01op18-1_04_reviewed.tsv	n01op18-1_04_reviewed	tsv									v2.2-1-g6c4ac48				https://github.com/DCMLab/ABC/blob/v2.2-1-g6c4ac48/reviewed/n01op18-1_04_reviewed.tsv	ABC			v2.5-1-gfd4f6ca	reviewed	rawdata/ABC/reviewed	rawdata/ABC/reviewed/n01op18-1_04_reviewed.tsv
ABC		n02op18-2_01.chords.resource.json	n02op18-2_01.chords.resource	json									v2.4-2-g4de2063				https://github.com/DCMLab/ABC/blob/v2.4-2-g4de2063/chords/n02op18-2_01.chords.resource.json	ABC			v2.5-1-gfd4f6ca	chords	rawdata/ABC/chords	rawdata/ABC/chords/n02op18-2_01.chords.resource.json
ABC		n02op18-2_01.chords.tsv	n02op18-2_01.chords	tsv									v2.4-2-g4de2063				https://github.com/DCMLab/ABC/blob/v2.4-2-g4de2063/chords/n02op18-2_01.chords.tsv	ABC			v2.5-1-gfd4f6ca	chords	rawdata/ABC/chords	rawdata/ABC/chords/n02op18-2_01.chords.tsv
ABC		n02op18-2_01.harmonies.resource.json	n02op18-2_01.harmonies.resource	json									v2.4-2-g4de2063				https://github.com/DCMLab/ABC/blob/v2.4-2-g4de2063/harmonies/n02op18-2_01.harmonies.resource.json	ABC			v2.5-1-gfd4f6ca	harmonies	rawdata/ABC/harmonies	rawdata/ABC/harmonies/n02op18-2_01.harmonies.resource.json
ABC		n02op18-2_01.harmonies.tsv	n02op18-2_01.harmonies	tsv									v2.1-2-gac0ca2c				https://github.com/DCMLab/ABC/blob/v2.1-2-gac0ca2c/harmonies/n02op18-2_01.harmonies.tsv	ABC			v2.5-1-gfd4f6ca	harmonies	rawdata/ABC/harmonies	rawdata/ABC/harmonies/n02op18-2_01.harmonies.tsv
ABC		n02op18-2_01.measures.resource.json	n02op18-2_01.measures.resource	json									v2.4-2-g4de2063				https://github.com/DCMLab/ABC/blob/v2.4-2-g4de2063/measures/n02op18-2_01.measures.resource.json	ABC			v2.5-1-gfd4f6ca	measures	rawdata/ABC/measures	rawdata/ABC/measures/n02op18-2_01.measures.resource.json
ABC		n02op18-2_01.measures.tsv	n02op18-2_01.measures	tsv									v2.1-2-gac0ca2c				https://github.com/DCMLab/ABC/blob/v2.1-2-gac0ca2c/measures/n02op18-2_01.measures.tsv	ABC			v2.5-1-gfd4f6ca	measures	rawdata/ABC/measures	rawdata/ABC/measures/n02op18-2_01.measures.tsv
ABC		n02op18-2_01.mscx	n02op18-2_01	mscx									v2.3-1-g1597c2d				https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n02op18-2_01.mscx	ABC			v2.5-1-gfd4f6ca	MS3	rawdata/ABC/MS3	rawdata/ABC/MS3/n02op18-2_01.mscx
ABC		n02op18-2_01.notes.resource.json	n02op18-2_01.notes.resource	json									v2.4-2-g4de2063				https://github.com/DCMLab/ABC/blob/v2.4-2-g4de2063/notes/n02op18-2_01.notes.resource.json	ABC			v2.5-1-gfd4f6ca	notes	rawdata/ABC/notes	rawdata/ABC/notes/n02op18-2_01.notes.resource.json
ABC		n02op18-2_01.notes.tsv	n02op18-2_01.notes	tsv									v2.1-2-gac0ca2c				https://github.com/DCMLab/ABC/blob/v2.1-2-gac0ca2c/notes/n02op18-2_01.notes.tsv	ABC			v2.5-1-gfd4f6ca	notes	rawdata/ABC/notes	rawdata/ABC/notes/n02op18-2_01.notes.tsv
ABC		n02op18-2_01_reviewed.mscx	n02op18-2_01_reviewed	mscx									v2.4-2-g4de2063				https://github.com/DCMLab/ABC/blob/v2.4-2-g4de2063/reviewed/n02op18-2_01_reviewed.mscx	ABC			v2.5-1-gfd4f6ca	reviewed	rawdata/ABC/reviewed	rawdata/ABC/reviewed/n02op18-2_01_reviewed.mscx
ABC		n02op18-2_01_reviewed.tsv	n02op18-2_01_reviewed	tsv									v2.2-1-g6c4ac48				https://github.com/DCMLab/ABC/blob/v2.2-1-g6c4ac48/reviewed/n02op18-2_01_reviewed.tsv	ABC			v2.5-1-gfd4f6ca	reviewed	rawdata/ABC/reviewed	rawdata/ABC/reviewed/n02op18-2_01_reviewed.tsv
ABC		n02op18-2_02.chords.resource.json	n02op18-2_02.chords.resource	json									v2.4-2-g4de2063				https://github.com/DCMLab/ABC/blob/v2.4-2-g4de2063/chords/n02op18-2_02.chords.resource.json	ABC			v2.5-1-gfd4f6ca	chords	rawdata/ABC/chords	rawdata/ABC/chords/n02op18-2_02.chords.resource.json
ABC		n02op18-2_02.chords.tsv	n02op18-2_02.chords	tsv									v2.4-2-g4de2063				https://github.com/DCMLab/ABC/blob/v2.4-2-g4de2063/chords/n02op18-2_02.chords.tsv	ABC			v2.5-1-gfd4f6ca	chords	rawdata/ABC/chords	rawdata/ABC/chords/n02op18-2_02.chords.tsv
ABC		n02op18-2_02.harmonies.resource.json	n02op18-2_02.harmonies.resource	json									v2.4-2-g4de2063				https://github.com/DCMLab/ABC/blob/v2.4-2-g4de2063/harmonies/n02op18-2_02.harmonies.resource.json	ABC			v2.5-1-gfd4f6ca	harmonies	rawdata/ABC/harmonies	rawdata/ABC/harmonies/n02op18-2_02.harmonies.resource.json
ABC		n02op18-2_02.harmonies.tsv	n02op18-2_02.harmonies	tsv									v2.1-2-gac0ca2c				https://github.com/DCMLab/ABC/blob/v2.1-2-gac0ca2c/harmonies/n02op18-2_02.harmonies.tsv	ABC			v2.5-1-gfd4f6ca	harmonies	rawdata/ABC/harmonies	rawdata/ABC/harmonies/n02op18-2_02.harmonies.tsv
ABC		n02op18-2_02.measures.resource.json	n02op18-2_02.measures.resource	json									v2.4-2-g4de2063				https://github.com/DCMLab/ABC/blob/v2.4-2-g4de2063/measures/n02op18-2_02.measures.resource.json	ABC			v2.5-1-gfd4f6ca	measures	rawdata/ABC/measures	rawdata/ABC/measures/n02op18-2_02.measures.resource.json
ABC		n02op18-2_02.measures.tsv	n02op18-2_02.measures	tsv									v2.1-2-gac0ca2c				https://github.com/DCMLab/ABC/blob/v2.1-2-gac0ca2c/measures/n02op18-2_02.measures.tsv	ABC			v2.5-1-gfd4f6ca	measures	rawdata/ABC/measures	rawdata/ABC/measures/n02op18-2_02.measures.tsv
ABC		n02op18-2_02.mscx	n02op18-2_02	mscx									v2.3-1-g1597c2d				https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n02op18-2_02.mscx	ABC			v2.5-1-gfd4f6ca	MS3	rawdata/ABC/MS3	rawdata/ABC/MS3/n02op18-2_02.mscx
ABC		n02op18-2_02.notes.resource.json	n02op18-2_02.notes.resource	json									v2.4-2-g4de2063				https://github.com/DCMLab/ABC/blob/v2.4-2-g4de2063/notes/n02op18-2_02.notes.resource.json	ABC			v2.5-1-gfd4f6ca	notes	rawdata/ABC/notes	rawdata/ABC/notes/n02op18-2_02.notes.resource.json
ABC		n02op18-2_02.notes.tsv	n02op18-2_02.notes	tsv									v2.1-2-gac0ca2c				https://github.com/DCMLab/ABC/blob/v2.1-2-gac0ca2c/notes/n02op18-2_02.notes.tsv	ABC			v2.5-1-gfd4f6ca	notes	rawdata/ABC/notes	rawdata/ABC/notes/n02op18-2_02.notes.tsv
ABC		n02op18-2_02.warnings	n02op18-2_02	warnings									v2.1-2-gac0ca2c				https://github.com/DCMLab/ABC/blob/v2.1-2-gac0ca2c/reviewed/n02op18-2_02.warnings	ABC			v2.5-1-gfd4f6ca	reviewed	rawdata/ABC/reviewed	rawdata/ABC/reviewed/n02op18-2_02.warnings
ABC		n02op18-2_02_reviewed.mscx	n02op18-2_02_reviewed	mscx									v2.4-2-g4de2063				https://github.com/DCMLab/ABC/blob/v2.4-2-g4de2063/reviewed/n02op18-2_02_reviewed.mscx	ABC			v2.5-1-gfd4f6ca	reviewed	rawdata/ABC/reviewed	rawdata/ABC/reviewed/n02op18-2_02_reviewed.mscx
ABC		n02op18-2_02_reviewed.tsv	n02op18-2_02_reviewed	tsv									v2.2-1-g6c4ac48				https://github.com/DCMLab/ABC/blob/v2.2-1-g6c4ac48/reviewed/n02op18-2_02_reviewed.tsv	ABC			v2.5-1-gfd4f6ca	reviewed	rawdata/ABC/reviewed	rawdata/ABC/reviewed/n02op18-2_02_reviewed.tsv
ABC		n02op18-2_03.chords.resource.json	n02op18-2_03.chords.resource	json									v2.4-2-g4de2063				https://github.com/DCMLab/ABC/blob/v2.4-2-g4de2063/chords/n02op18-2_03.chords.resource.json	ABC			v2.5-1-gfd4f6ca	chords	rawdata/ABC/chords	rawdata/ABC/chords/n02op18-2_03.chords.resource.json
ABC		n02op18-2_03.chords.tsv	n02op18-2_03.chords	tsv									v2.2-1-g6c4ac48				https://github.com/DCMLab/ABC/blob/v2.2-1-g6c4ac48/chords/n02op18-2_03.chords.tsv	ABC			v2.5-1-gfd4f6ca	chords	rawdata/ABC/chords	rawdata/ABC/chords/n02op18-2_03.chords.tsv
ABC		n02op18-2_03.harmonies.resource.json	n02op18-2_03.harmonies.resource	json									v2.4-2-g4de2063				https://github.com/DCMLab/ABC/blob/v2.4-2-g4de2063/harmonies/n02op18-2_03.harmonies.resource.json	ABC			v2.5-1-gfd4f6ca	harmonies	rawdata/ABC/harmonies	rawdata/ABC/harmonies/n02op18-2_03.harmonies.resource.json
ABC		n02op18-2_03.harmonies.tsv	n02op18-2_03.harmonies	tsv									v2.1-2-gac0ca2c				https://github.com/DCMLab/ABC/blob/v2.1-2-gac0ca2c/harmonies/n02op18-2_03.harmonies.tsv	ABC			v2.5-1-gfd4f6ca	harmonies	rawdata/ABC/harmonies	rawdata/ABC/harmonies/n02op18-2_03.harmonies.tsv
ABC		n02op18-2_03.measures.resource.json	n02op18-2_03.measures.resource	json									v2.4-2-g4de2063				https://github.com/DCMLab/ABC/blob/v2.4-2-g4de2063/measures/n02op18-2_03.measures.resource.json	ABC			v2.5-1-gfd4f6ca	measures	rawdata/ABC/measures	rawdata/ABC/measures/n02op18-2_03.measures.resource.json
ABC		n02op18-2_03.measures.tsv	n02op18-2_03.measures	tsv									v2.1-2-gac0ca2c				https://github.com/DCMLab/ABC/blob/v2.1-2-gac0ca2c/measures/n02op18-2_03.measures.tsv	ABC			v2.5-1-gfd4f6ca	measures	rawdata/ABC/measures	rawdata/ABC/measures/n02op18-2_03.measures.tsv
ABC		n02op18-2_03.mscx	n02op18-2_03	mscx									v2.3-1-g1597c2d				https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n02op18-2_03.mscx	ABC			v2.5-1-gfd4f6ca	MS3	rawdata/ABC/MS3	rawdata/ABC/MS3/n02op18-2_03.mscx
